qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
sp|P69802|PTNC_ECOL6	sp|P69801|PTNC_ECOLI	manY	manY		1904795.0		1905596.0
sp|Q8FIR2|PYRC_ECOL6	sp|P05020|PYRC_ECOLI	pyrC	pyrC		1123137.0		1124184.0
sp|P0A7I1|RF1_ECOL6	sp|P0A7I0|RF1_ECOLI	prfA	prfA		1266588.0		1267671.0
sp|P0AF94|RIDA_ECOL6	sp|P0AF93|RIDA_ECOLI	yjgF	ridA		4475206.0		4475593.0
sp|Q8FHT6|RNB_ECOL6	sp|P30850|RNB_ECOLI	rnb	rnb		1348691.0		1350626.0
sp|P0A801|RPOZ_ECOL6	sp|P0A800|RPOZ_ECOLI	rpoZ	rpoZ		3818033.0		3818309.0
sp|P68680|RS21_ECOL6	sp|P68679|RS21_ECOLI	rpsU	rpsU		3209436.0		3209652.0
sp|P0AG64|RS17_ECOL6	sp|P0AG63|RS17_ECOLI	rpsQ	rpsQ		4191847.0		4192102.0
sp|P0C059|IBPB_ECOL6	sp|P0C058|IBPB_ECOLI	ibpB	ibpB		3773517.0		3773946.0
sp|Q8FL76|LEU3_ECOL6	sp|P30125|LEU3_ECOLI	leuB	leuB		80866.0		81958.0
sp|P0AB59|LAPB_ECOL6	sp|P0AB58|LAPB_ECOLI	lapB	lapB		1342271.0		1343441.0
sp|P0ADC7|LPTG_ECOL6	sp|P0ADC6|LPTG_ECOLI	lptG	lptG		4491997.0		4493080.0
sp|P0A770|MNTH_ECOL6	sp|P0A769|MNTH_ECOLI	mntH	mntH				
sp|P0ACS0|MPRA_ECOL6	sp|P0ACR9|MPRA_ECOLI	mprA	mprA				
sp|P0AD66|MRDA_ECOL6	sp|P0AD65|MRDA_ECOLI	mrdA	mrdA		666737.0		668639.0
sp|Q8FFD5|PTFC_ECOL6	sp|P77579|PTFC1_ECOLI	fryC	fryC				
sp|P0A7D5|PURA_ECOL6	sp|P0A7D4|PURA_ECOLI	purA	purA		4409366.0		4410665.0
sp|Q8FF72|PUR5_ECOL6	sp|P08178|PUR5_ECOLI	purM	purM		2619852.0		2620890.0
sp|P0A7E4|PYRE_ECOL6	sp|P0A7E3|PYRE_ECOLI	pyrE	pyrE		3824646.0		3825288.0
sp|P66023|RF2_ECOL6	sp|P07012|RF2_ECOLI	prfB	prfB		3033839.0		3034938.0
sp|P0AGI2|RBSC_ECOL6	sp|P0AGI1|RBSC_ECOLI	rbsC	rbsC		3700427.0		3701393.0
sp|Q8FFT8|RIHB_ECOL6	sp|P33022|RIHB_ECOLI	rihB	rihB	74545.0	2257578.0	75487.0	2258520.0
sp|Q8FIB8|PHOQ_ECOL6	sp|P23837|PHOQ_ECOLI	phoQ	phoQ		1189892.0		1191353.0
sp|P0AG21|RELA_ECOL6	sp|P0AG20|RELA_ECOLI	relA	relA				
sp|P0A7G3|RBFA_ECOL6	sp|P0A7G2|RBFA_ECOLI	rbfA	rbfA		3312631.0		3313033.0
sp|Q8FBI4|RFAH_ECOL6	sp|P0AFW0|RFAH_ECOLI	rfaH	rfaH		3611859.0		3612348.0
sp|Q8FBE1|RHAD_ECOL6	sp|P32169|RHAD_ECOLI	rhaD	rhaD		3542408.0		3543233.0
sp|Q8FBE2|RHAM_ECOL6	sp|P32156|RHAM_ECOLI	rhaM	rhaM		3543242.0		3543557.0
sp|Q8FJF0|RIMK_ECOL6	sp|P0C0U4|RIMK_ECOLI	rimK	rimK		892388.0		893291.0
sp|Q8FCB7|MTLD_ECOL6	sp|P09424|MTLD_ECOLI	mtlD	mtlD		3864842.0		3865991.0
sp|Q8FH89|PDXY_ECOL6	sp|P77150|PDXY_ECOLI	pdxY	pdxY		1716739.0		1717603.0
sp|P69787|PTGCB_ECOL6	sp|P69786|PTGCB_ECOLI	ptsG	ptsG		1159445.0		1160879.0
sp|P0ACQ1|RBSR_ECOL6	sp|P0ACQ0|RBSR_ECOLI	rbsR	rbsR		3697461.0		3698454.0
sp|P0ACJ1|LRP_ECOL6	sp|P0ACJ0|LRP_ECOLI	lrp	lrp		933016.0		933511.0
sp|P0AD80|LPL_ECOL6	sp|P0AD79|LPL_ECOLI	leuL	leuL		83621.0		83708.0
sp|P61317|LOLA_ECOL6	sp|P61316|LOLA_ECOLI	lolA	lolA	4331238.0	937793.0	4331850.0	938405.0
sp|P61890|MDH_ECOL6	sp|P61889|MDH_ECOLI	mdh	mdh		3383184.0		3384123.0
sp|Q8CVH8|MDTP_ECOL6	sp|P32714|MDTP_ECOLI	mdtP	mdtP		4303042.0		4304509.0
sp|Q8FHB4|MDTJ_ECOL6	sp|P69212|MDTJ_ECOLI	mdtJ	mdtJ		1674849.0		1675215.0
sp|P64607|MLAE_ECOL6	sp|P64606|MLAE_ECOLI	mlaE	mlaE		3338320.0		3339103.0
sp|P65382|MOAA_ECOL6	sp|P30745|MOAA_ECOLI	moaA	moaA	4449267.0	817465.0	4450257.0	818455.0
sp|Q8FD57|NANR_ECOL6	sp|P0A8W0|NANR_ECOLI	nanR	nanR		3373552.0		3374344.0
sp|Q8FIM4|NPD_ECOL6	sp|P75960|NPD_ECOLI	cobB	cobB		1181096.0		1181936.0
sp|P67081|PLPHP_ECOL6	sp|P67080|PLPHP_ECOLI	yggS	yggS		3093753.0		3094458.0
sp|P0A895|RAPZ_ECOL6	sp|P0A894|RAPZ_ECOLI	rapZ	rapZ		3346969.0		3347824.0
sp|P0ABA7|ATPG_ECOL6	sp|P0ABA6|ATPG_ECOLI	atpG	atpG		3718415.0		3719279.0
sp|P0A6W1|GLSA2_ECOL6	sp|P0A6W0|GLSA2_ECOLI	glsA2	glsA2				
sp|P0ACG9|HSLR_ECOL6	sp|P0ACG8|HSLR_ECOLI	hslR	hslR		4110666.0		4111068.0
sp|Q8FBR2|ILVC_ECOL6	sp|P05793|ILVC_ECOLI	ilvC	ilvC		3677235.0		3678711.0
sp|P0ADF9|ILVN_ECOL6	sp|P0ADF8|ILVN_ECOLI	ilvN	ilvN		3789322.0		3789613.0
sp|P0AC76|KDTA_ECOL6	sp|P0AC75|KDTA_ECOLI	waaA	waaA		3830597.0		3831875.0
sp|Q8CVV4|MEPA_ECOL6	sp|P0C0T5|MEPA_ECOLI	mepA	mepA		2451005.0		2451830.0
sp|P0AFV5|MEPS_ECOL6	sp|P0AFV4|MEPS_ECOLI	mepS	mepS		2273312.0		2273879.0
sp|Q8FBH7|MOBA_ECOL6	sp|P32173|MOBA_ECOLI	mobA	mobA	666626.0	3594681.0	667211.0	3595266.0
sp|Q8FGG0|MTFA_ECOL6	sp|P76346|MTFA_ECOLI	mtfA	mtfA		2045787.0		2046585.0
sp|P60062|ADIC_ECOL6	sp|P60061|ADIC_ECOLI	adiC	adiC		4340371.0		4341709.0
sp|Q8FL98|APAH_ECOL6	sp|P05637|APAH_ECOLI	apaH	apaH		50379.0		51222.0
sp|P0ABM6|CCMD_ECOL6	sp|P0ABM5|CCMD_ECOLI	ccmD	ccmD		2298710.0		2298920.0
sp|P0A9Y7|CSPC_ECOL6	sp|P0A9Y6|CSPC_ECOLI	cspC	cspC				
sp|P0A6J6|DADA_ECOL6	sp|P0A6J5|DADA_ECOLI	dadA	dadA		1239147.0		1240446.0
sp|Q8FF59|DER_ECOL6	sp|P0A6P5|DER_ECOLI	der	der		2634539.0		2636012.0
sp|Q8FFA1|EUTC_ECOL6	sp|P19636|EUTC_ECOLI	eutC	eutC		2561855.0		2562743.0
sp|P0A6Q7|FABZ_ECOL6	sp|P0A6Q6|FABZ_ECOLI	fabZ	fabZ		202100.0		202556.0
sp|P0AER4|GLTJ_ECOL6	sp|P0AER3|GLTJ_ECOLI	gltJ	gltJ		686350.0		687091.0
sp|P0A6W6|GREA_ECOL6	sp|P0A6W5|GREA_ECOLI	greA	greA		3328093.0		3328570.0
sp|P0A9M3|HPRT_ECOL6	sp|P0A9M2|HPRT_ECOLI	hpt	hpt		141430.0		141967.0
sp|P0ADG2|ILVM_ECOL6	sp|P0ADG1|ILVM_ECOLI	ilvM	ilvM		3684216.0		3684480.0
sp|Q8FE75|IDI_ECOL6	sp|Q46822|IDI_ECOLI	idi	idi		3031720.0		3032269.0
sp|Q8FLD8|KHSE_ECOL6	sp|P00547|KHSE_ECOLI	thrB	thrB		2800.0		3733.0
sp|Q8FLA1|KEFC_ECOL6	sp|P03819|KEFC_ECOLI	kefC	kefC		47768.0		49631.0
sp|Q8FFU7|MGLA_ECOL6	sp|P0AAG8|MGLA_ECOLI	mglA	mglA		2241102.0		2242623.0
sp|Q8FB98|CAPP_ECOL6	sp|P00864|CAPP_ECOLI	ppc	ppc		3483582.0		3486234.0
sp|Q8FK03|CITX_ECOL6	sp|P0A6G5|CITX_ECOLI	citX	citX		646706.0		647258.0
sp|P0AEF1|DNAC_ECOL6	sp|P0AEF0|DNAC_ECOLI	dnaC	dnaC		4604917.0		4605655.0
sp|Q8FG50|HIS7_ECOL6	sp|P06987|HIS7_ECOLI	hisB	hisB		2095604.0		2096672.0
sp|P0A6Y6|HSLO_ECOL6	sp|P0A6Y5|HSLO_ECOLI	hslO	hslO		4109763.0		4110642.0
sp|P0AAT7|IOJAP_ECOL6	sp|P0AAT6|IOJAP_ECOLI	rsfS	rsfS		669140.0		669458.0
sp|Q8FHX4|KITH_ECOL6	sp|P23331|KITH_ECOLI	tdk	tdk		1295103.0		1295721.0
sp|P0ADF4|LPRH_ECOL6	sp|P0ADF3|LPRH_ECOLI	rhoL	rhoL		3670348.0		3670450.0
sp|P69368|MDTH_ECOL6	sp|P69367|MDTH_ECOLI	mdtH	mdtH		1125694.0		1126903.0
sp|P68184|MALG_ECOL6	sp|P68183|MALG_ECOLI	malG	malG	2218707.0	4246215.0	2219598.0	4247106.0
sp|P0AEZ4|MIND_ECOL6	sp|P0AEZ3|MIND_ECOLI	minD	minD		1226125.0		1226938.0
sp|Q8FBV3|MNME_ECOL6	sp|P25522|MNME_ECOLI	mnmE	mnmE		3752222.0		3753587.0
sp|P0A9H2|MUG_ECOL6	sp|P0A9H1|MUG_ECOLI	mug	mug		3213622.0		3214129.0
sp|P0AF13|MTNN_ECOL6	sp|P0AF12|MTNN_ECOLI	mtnN	mtnN		178454.0		179153.0
sp|Q8FAK9|MUTL_ECOL6	sp|P23367|MUTL_ECOLI	mutL	mutL		4402091.0		4403939.0
sp|P0A750|MURA_ECOL6	sp|P0A749|MURA_ECOLI	murA	murA		3335089.0		3336349.0
sp|Q8CVJ0|BTUB_ECOL6	sp|P06129|BTUB_ECOLI	btuB	btuB		3471197.0		3473042.0
sp|P65644|EUTT_ECOL6	sp|P65643|EUTT_ECOLI	eutT	eutT		2572157.0		2572961.0
sp|P0A9B3|G3P_ECOL6	sp|P0A9B2|G3P1_ECOLI	gapA	gapA		1864484.0		1865480.0
sp|P0A9Z2|GLNB_ECOL6	sp|P0A9Z1|GLNB_ECOLI	glnB	glnB		2685725.0		2686064.0
sp|P0A6U9|GLGA_ECOL6	sp|P0A6U8|GLGA_ECOLI	glgA	glgA		4072381.0		4073815.0
sp|Q8FBT4|GLMS_ECOL6	sp|P17169|GLMS_ECOLI	glmS	glmS		3723012.0		3724842.0
sp|Q8FG49|HIS4_ECOL6	sp|P10371|HIS4_ECOLI	hisA	hisA		2097261.0		2097999.0
sp|P60996|LPHI_ECOL6	sp|P60995|LPHI_ECOLI	hisL	hisL		2092132.0		2092183.0
sp|Q8FIR9|MDTG_ECOL6	sp|P25744|MDTG_ECOLI	mdtG	mdtG		1115840.0		1117067.0
sp|Q8FHB5|MDTI_ECOL6	sp|P69210|MDTI_ECOLI	mdtI	mdtI		1674533.0		1674863.0
sp|Q8FJ74|MGSA_ECOL6	sp|P0A731|MGSA_ECOLI	mgsA	mgsA		1026978.0		1027437.0
sp|P0A6Q0|ENO_ECOL6	sp|P0A6P9|ENO_ECOLI	eno	eno		2905298.0		2906597.0
sp|P64006|DUT_ECOL6	sp|P06968|DUT_ECOLI	dut	dut		3826027.0		3826486.0
sp|Q8FF64|EX7L_ECOL6	sp|P04994|EX7L_ECOLI	xseA	xseA		2632887.0		2634258.0
sp|P0AEU4|HISM_ECOL6	sp|P0AEU3|HISM_ECOLI	hisM	hisM				
sp|P0AAK2|HYCB_ECOL6	sp|P0AAK1|HYCB_ECOLI	hycB	hycB		2847893.0		2848505.0
sp|P0A6Z4|HTPG_ECOL6	sp|P0A6Z3|HTPG_ECOLI	htpG	htpG		494343.0		496218.0
sp|P0ACF9|HNS_ECOL6	sp|P0ACF8|HNS_ECOLI	hns	hns		1294085.0		1294499.0
sp|Q8FF46|ISCX_ECOL6	sp|P0C0L9|ISCX_ECOLI	iscX	iscX		2655191.0		2655392.0
sp|Q8FJV5|KDPC_ECOL6	sp|P03961|KDPC_ECOLI	kdpC	kdpC		724828.0		725401.0
sp|Q8FHE5|MARC_ECOL6	sp|P0AEY1|MARC_ECOLI	marC	marC		1619956.0		1620622.0
sp|Q8FJN9|CLSB_ECOL6	sp|P0AA84|CLSB_ECOLI	clsB	clsB		822919.0		824161.0
sp|P0AEA3|CSGG_ECOL6	sp|P0AEA2|CSGG_ECOLI	csgG	csgG		1101091.0		1101925.0
sp|Q8FKA2|COF_ECOL6	sp|P46891|COF_ECOLI	cof	cof		466635.0		467454.0
sp|Q8FEI9|CYSH_ECOL6	sp|P17854|CYSH_ECOLI	cysH	cysH		2886233.0		2886968.0
sp|Q8CW16|DMSD_ECOL6	sp|P69853|DMSD_ECOLI	dmsD	dmsD		1666219.0		1666834.0
sp|Q8FBD1|FIEF_ECOL6	sp|P69380|FIEF_ECOLI	fieF	fieF		3529309.0		3530212.0
sp|P0AAJ6|FDOH_ECOL6	sp|P0AAJ5|FDOH_ECOLI	fdoH	fdoH		3553921.0		3554824.0
sp|P0ABX0|FLGB_ECOL6	sp|P0ABW9|FLGB_ECOLI	flgB	flgB	4052878.0	1132594.0	4053295.0	1133011.0
sp|P59587|IF2_ECOL6	sp|P0A705|IF2_ECOLI	infB	infB		3313196.0		3315869.0
sp|P60717|LIPA_ECOL6	sp|P60716|LIPA_ECOLI	lipA	lipA		659672.0		660638.0
sp|Q8FJY4|LNT_ECOL6	sp|P23930|LNT_ECOLI	lnt	lnt		689764.0		691303.0
sp|P0AEI2|MIAB_ECOL6	sp|P0AEI1|MIAB_ECOLI	miaB	miaB		693952.0		695377.0
sp|Q8FI31|MINC_ECOL6	sp|P18196|MINC_ECOLI	minC	minC		1226961.0		1227657.0
sp|P0C067|MLTC_ECOL6	sp|P0C066|MLTC_ECOLI	mltC	mltC		3103088.0		3104168.0
sp|Q8FJB1|MSBA_ECOL6	sp|P60752|MSBA_ECOLI	msbA	msbA		967042.0		968791.0
sp|P0A826|GLYA_ECOL6	sp|P0A825|GLYA_ECOLI	glyA	glyA		2682909.0		2684163.0
sp|P0ACP6|GNTR_ECOL6	sp|P0ACP5|GNTR_ECOLI	gntR	gntR		4061688.0		4062684.0
sp|Q8FEM8|HIGB_ECOL6	sp|P64578|HIGB_ECOLI	higB	higB		3232796.0		3233111.0
sp|P0A6X8|IHFA_ECOL6	sp|P0A6X7|IHFA_ECOLI	ihfA	ihfA		1796966.0		1797266.0
sp|Q8FK84|KAD_ECOL6	sp|P69441|KAD_ECOLI	adk	adk		496398.0		497043.0
sp|Q8FDA1|LPOA_ECOL6	sp|P45464|LPOA_ECOLI	lpoA	lpoA		3293254.0		3295291.0
sp|P0A9V2|LPTB_ECOL6	sp|P0A9V1|LPTB_ECOLI	lptB	lptB		3343798.0		3344524.0
sp|Q8FFL2|MENH_ECOL6	sp|P37355|MENH_ECOLI	menH	menH		2381503.0		2382262.0
sp|Q8FFL4|MENC_ECOL6	sp|P29208|MENC_ECOLI	menC	menC		2379669.0		2380632.0
sp|P0AEY9|MDFA_ECOL6	sp|P0AEY8|MDFA_ECOLI	mdfA	mdfA		884094.0		885327.0
sp|Q8FDN6|MASZ_ECOL6	sp|P37330|MASZ_ECOLI	glcB	glcB		3120289.0		3122461.0
sp|P0A818|METK_ECOL6	sp|P0A817|METK_ECOLI	metK	metK		3085361.0		3086516.0
sp|Q8FCT4|BIOH_ECOL6	sp|P13001|BIOH_ECOLI	bioH	bioH		4095571.0		4096342.0
sp|P64525|CBTA_ECOL6	sp|P64524|CBTA_ECOLI	cbtA	cbtA		2079705.0		2080080.0
sp|P0ACN8|CYTR_ECOL6	sp|P0ACN7|CYTR_ECOLI	cytR	cytR		3512224.0		3513250.0
sp|P63943|DAPA_ECOL6	sp|P0A6L2|DAPA_ECOLI	dapA	dapA		2597537.0		2598416.0
sp|Q8FFB3|CYSA_ECOL6	sp|P16676|CYSA_ECOLI	cysA	cysA		2545162.0		2546260.0
sp|P0ACF1|DBHA_ECOL6	sp|P0ACF0|DBHA_ECOLI	hupA	hupA		3436127.0		3436400.0
sp|Q8FB22|DNAB_ECOL6	sp|P0ACB0|DNAB_ECOLI	dnaB	dnaB		4267903.0		4269319.0
sp|Q8FL13|DGTP_ECOL6	sp|P15723|DGTP_ECOLI	dgt	dgt		179236.0		180754.0
sp|P0AEF5|DPIA_ECOL6	sp|P0AEF4|DPIA_ECOLI	dpiA	dpiA	4594136.0	653084.0	4594817.0	653765.0
sp|P0A9B7|E4PD_ECOL6	sp|P0A9B6|E4PD_ECOLI	epd	epd		3071327.0		3072347.0
sp|Q8FJ36|EFEU_ECOL6	sp|P75901|EFEU_ECOLI	efeU	efeU				
sp|A0A0H2VAP9|DSDX_ECOL6	sp|P08555|DSDX_ECOLI	dsdX	dsdX		2483292.0		2484630.0
sp|P0AEH6|ELAB_ECOL6	sp|P0AEH5|ELAB_ECOLI	elaB	elaB		2385391.0		2385697.0
sp|P59243|EMTA_ECOL6	sp|P0C960|EMTA_ECOLI	emtA	emtA	3857274.0	1244756.0	3857886.0	1245368.0
sp|P0AAN4|HYPB_ECOL6	sp|P0AAN3|HYPB_ECOLI	hypB	hypB		2849656.0		2850529.0
sp|P0A6I1|KCY_ECOL6	sp|P0A6I0|KCY_ECOLI	cmk	cmk		961622.0		962306.0
sp|Q8FL75|LEU1_ECOL6	sp|P09151|LEU1_ECOLI	leuA	leuA		81957.0		83529.0
sp|P0AD93|LPW_ECOL6	sp|P0AD92|LPW_ECOLI	trpL	trpL		1324751.0		1324796.0
sp|P0A9D5|CYSE_ECOL6	sp|P0A9D4|CYSE_ECOLI	cysE	cysE		3857852.0		3858674.0
sp|Q8FEJ2|CYSC_ECOL6	sp|P0A6J1|CYSC_ECOLI	cysC	cysC		2872042.0		2872648.0
sp|P0AEN2|FRE_ECOL6	sp|P0AEN1|FRE_ECOLI	fre	fre		3609452.0		3610154.0
sp|Q8FKG1|FRMA_ECOL6	sp|P25437|FRMA_ECOLI	frmA	frmA		377685.0		378795.0
sp|P0AC63|GLRX3_ECOL6	sp|P0AC62|GLRX3_ECOLI	grxC	grxC		3855972.0		3856224.0
sp|Q8FCS5|GLPG_ECOL6	sp|P09391|GLPG_ECOLI	glpG	glpG		4078962.0		4079793.0
sp|Q8CW88|GSIB_ECOL6	sp|P75797|GSIB_ECOLI	gsiB	gsiB		869832.0		871371.0
sp|P0ACB5|HEMG_ECOL6	sp|P0ACB4|HEMG_ECOLI	hemG	hemG	673210.0	3601527.0	673756.0	3602073.0
sp|Q8FEL9|HYPA_ECOL6	sp|P0A700|HYPA_ECOLI	hypA	hypA		3138632.0		3138974.0
sp|P0AAK5|HYDN_ECOL6	sp|P0AAK4|HYDN_ECOLI	hydN	hydN		2836233.0		2836761.0
sp|Q8FBR5|ILVD_ECOL6	sp|P05791|ILVD_ECOLI	ilvD	ilvD		3681352.0		3683203.0
sp|P59238|LDCA_ECOL6	sp|P76008|LDCA_ECOLI	ldcA	ldcA		1243742.0		1244657.0
sp|Q8FLB6|LSPA_ECOL6	sp|P00804|LSPA_ECOLI	lspA	lspA		25206.0		25701.0
sp|P0A979|CSPG_ECOL6	sp|P0A978|CSPG_ECOLI	cspG	cspG		1051882.0		1052095.0
sp|P0A977|CSPF_ECOL6	sp|P0A976|CSPF_ECOLI	cspF	cspF		1643568.0		1643781.0
sp|Q8FCT3|GNTX_ECOL6	sp|P46846|GNTX_ECOLI	gntX	gntX		4094850.0		4095534.0
sp|P0AER1|GLPF_ECOL6	sp|P0AER0|GLPF_ECOLI	glpF	glpF		3518590.0		3519436.0
sp|Q8FE30|GSHB_ECOL6	sp|P04425|GSHB_ECOLI	gshB	gshB		3090533.0		3091484.0
sp|Q8FJL0|GSIA_ECOL6	sp|P75796|GSIA_ECOLI	gsiA	gsiA		867941.0		869813.0
sp|Q8FFA3|HEM6_ECOL6	sp|P36553|HEM6_ECOLI	hemF	hemF		2558670.0		2559570.0
sp|P0AGK9|ISCR_ECOL6	sp|P0AGK8|ISCR_ECOLI	iscR	iscR		2660298.0		2660787.0
sp|Q8FIJ3|IRAM_ECOL6	sp|P75987|IRAM_ECOLI	iraM	iraM		1213256.0		1213580.0
sp|P0ABQ1|COABC_ECOL6	sp|P0ABQ0|COABC_ECOLI	coaBC	coaBC		3826463.0		3827684.0
sp|P64468|CNU_ECOL6	sp|P64467|CNU_ECOLI	cnu	cnu				
sp|P63860|CRCB_ECOL6	sp|P37002|CRCB_ECOLI	crcB	crcB		657976.0		658360.0
sp|Q8FK37|CUSS_ECOL6	sp|P77485|CUSS_ECOLI	cusS	cusS		592550.0		593993.0
sp|Q8FAM7|CUTA_ECOL6	sp|P69488|CUTA_ECOLI	cutA	cutA		4369695.0		4370034.0
sp|P0AEL7|FEPB_ECOL6	sp|P0AEL6|FEPB_ECOLI	fepB	fepB		622776.0		623733.0
sp|Q8FES6|GLAH_ECOL6	sp|P76621|GLAH_ECOLI	glaH	glaH				
sp|P0ACL6|GLCC_ECOL6	sp|P0ACL5|GLCC_ECOLI	glcC	glcC		3126927.0		3127692.0
sp|Q8FEY9|GRPE_ECOL6	sp|P09372|GRPE_ECOLI	grpE	grpE		2748770.0		2749364.0
sp|P0A994|F16PA_ECOL6	sp|P0A993|F16PA_ECOLI	fbp	fbp		4459290.0		4460289.0
sp|Q8FEE7|FUCI_ECOL6	sp|P69922|FUCI_ECOLI	fucI	fucI		2934239.0		2936015.0
sp|Q8FBC3|GLPK_ECOL6	sp|P0A6F3|GLPK_ECOLI	glpK	glpK		3519458.0		3520967.0
sp|Q8FA40|GPMB_ECOL6	sp|P0A7A2|GPMB_ECOLI	gpmB	gpmB		4638476.0		4639124.0
sp|P0AC70|GLRX4_ECOL6	sp|P0AC69|GLRX4_ECOLI	grxD	grxD		1735467.0		1735815.0
sp|Q8FK83|HEMH_ECOL6	sp|P23871|HEMH_ECOLI	hemH	hemH		497278.0		498241.0
sp|P0A6M0|HSCB_ECOL6	sp|P0A6L9|HSCB_ECOLI	hscB	hscB	468412.0	2657607.0	468928.0	2658123.0
sp|Q8FEJ6|ISPF_ECOL6	sp|P62617|ISPF_ECOLI	ispF	ispF		2869956.0		2870436.0
sp|Q8FAG0|IPYR_ECOL6	sp|P0A7A9|IPYR_ECOLI	ppa	ppa		4453801.0		4454332.0
sp|P0ABP0|DCUB_ECOL6	sp|P0ABN9|DCUB_ECOLI	dcuB	dcuB		4352081.0		4353422.0
sp|Q8FFG3|FADI_ECOL6	sp|P76503|FADI_ECOLI	fadI	fadI		2464604.0		2465915.0
sp|P0ABX9|FLIL_ECOL6	sp|P0ABX8|FLIL_ECOLI	fliL	fliL	3120349.0	2021754.0	3120814.0	2022219.0
sp|Q8FD13|FMT_ECOL6	sp|P23882|FMT_ECOLI	fmt	fmt		4205254.0		4206202.0
sp|Q8FGL9|FLIT_ECOL6	sp|P0ABY2|FLIT_ECOLI	fliT	fliT		2007849.0		2008215.0
sp|P0ABH1|FTSA_ECOL6	sp|P0ABH0|FTSA_ECOLI	ftsA	ftsA		103981.0		105244.0
sp|Q8FK76|GLSA1_ECOL6	sp|P77454|GLSA1_ECOLI	glsA1	glsA1				
sp|P0A9D0|GLPX_ECOL6	sp|P0A9C9|GLPX_ECOLI	glpX	glpX		3521101.0		3522112.0
sp|Q8FF44|HSCA_ECOL6	sp|P0A6Z1|HSCA_ECOLI	hscA	hscA		2655740.0		2657591.0
sp|Q8FE27|IXTPA_ECOL6	sp|P52061|IXTPA_ECOLI	rdgB	rdgB		3095336.0		3095930.0
sp|P0ABN2|KDGL_ECOL6	sp|P0ABN1|KDGL_ECOLI	dgkA	dgkA		4260226.0		4260595.0
sp|P60786|LEPA_ECOL6	sp|P60785|LEPA_ECOLI	lepA	lepA		2703980.0		2705780.0
sp|Q8CWB9|ECPA_ECOL6	sp|P0AAA3|ECPA_ECOLI	ecpA	ecpA		309307.0		309895.0
sp|P0A6R1|FABH_ECOL6	sp|P0A6R0|FABH_ECOLI	fabH	fabH		1150335.0		1151289.0
sp|Q8FB90|FABR_ECOL6	sp|P0ACU5|FABR_ECOLI	fabR	fabR		3474909.0		3475560.0
sp|Q8FBA7|FSAB_ECOL6	sp|P32669|FSAB_ECOLI	fsaB	fsaB				
sp|Q8FAL8|GDX_ECOL6	sp|P69937|GDX_ECOLI	gdx	gdx				
sp|P64647|GHOT_ECOL6	sp|P64646|GHOT_ECOLI	ghoT	ghoT		4357585.0		4357759.0
sp|Q8FCW0|GPH_ECOL6	sp|P32662|GPH_ECOLI	c4155	gph		4126026.0		4126785.0
sp|Q8FIB7|HFLD_ECOL6	sp|P25746|HFLD_ECOLI	hflD	hflD		1193566.0		1194208.0
sp|P62621|ISPG_ECOL6	sp|P62620|ISPG_ECOLI	ispG	ispG		2639341.0		2640460.0
sp|Q8FHZ8|KDSA_ECOL6	sp|P0A715|KDSA_ECOLI	kdsA	kdsA		1269741.0		1270596.0
sp|Q8FBU5|CBRB_ECOL6	sp|P31468|CBRB_ECOLI	cbrB	cbrB				
sp|P0A6K4|DEF_ECOL6	sp|P0A6K3|DEF_ECOLI	def	def		4206216.0		4206726.0
sp|Q8FB74|DCUP_ECOL6	sp|P29680|DCUP_ECOLI	hemE	hemE		3437900.0		3438965.0
sp|P0ABS2|DKSA_ECOL6	sp|P0ABS1|DKSA_ECOLI	dksA	dksA		160148.0		160604.0
sp|P0AA77|DGOT_ECOL6	sp|P0AA76|DGOT_ECOLI	dgoT	dgoT				
sp|Q8FBR0|GPPA_ECOL6	sp|P25552|GPPA_ECOLI	gppA	gppA		3672451.0		3673936.0
sp|P59331|HCHA_ECOL6	sp|P31658|HCHA_ECOLI	hchA	hchA		2037971.0		2038823.0
sp|Q8FDB3|KBAZ_ECOL6	sp|P0C8K0|KBAZ_ECOLI	kbaZ	kbaZ		3278768.0		3280049.0
sp|P0A6Y9|DNAK_ECOL6	sp|P0A6Y8|DNAK_ECOLI	dnaK	dnaK		12162.0		14079.0
sp|Q8FCD6|DLGD_ECOL6	sp|P37672|DLGD_ECOLI	dlgD	dlgD				
sp|Q8FJN1|DING_ECOL6	sp|P27296|DING_ECOLI	dinG	dinG	4432379.0	833491.0	4434530.0	835642.0
sp|Q8FJM0|DPS_ECOL6	sp|P0ABT2|DPS_ECOLI	dps	dps		848829.0		849333.0
sp|P0AEG9|DSRB_ECOL6	sp|P0AEG8|DSRB_ECOLI	dsrB	dsrB		2026771.0		2026960.0
sp|Q8FEN7|GUTQ_ECOL6	sp|P17115|GUTQ_ECOLI	gutQ	gutQ		2828468.0		2829434.0
sp|Q8FG51|HIS8_ECOL6	sp|P06986|HIS8_ECOLI	hisC	hisC		2094534.0		2095605.0
sp|P65812|HTPX_ECOL6	sp|P23894|HTPX_ECOLI	htpX	htpX		1913408.0		1914290.0
sp|P0AB21|HSPQ_ECOL6	sp|P0AB20|HSPQ_ECOLI	hspQ	hspQ		1028825.0		1029143.0
sp|P0AB81|ILVE_ECOL6	sp|P0AB80|ILVE_ECOLI	ilvE	ilvE		3683267.0		3684197.0
