gene_id	gene_name	description	locus	ATCC2_FPKM	ATCC3_FPKM	sp1_FPKM	sp2_FPKM	ATCC2_count	ATCC3_count	sp1_count	sp2_count	
DR76_RS02655	-	transcriptional regulator	NZ_CP009072.1:586151-586468	198.013120400813	122.819338878492	325.597393395381	327.416839962522	1226	1110	1734	1976
DR76_RS02660	-	hypothetical protein	NZ_CP009072.1:586528-587136	18.891305653947	13.1730936935892	17.3546403748905	10.7286630966793	224	228	177	124
DR76_RS02665	-	50S ribosomal protein L31	NZ_CP009072.1:587197-587409	2687.87539542089	1459.97461049055	1876.85119394733	1927.32388552856	11147	8838	6695	7791
DR76_RS02670	-	primosome assembly protein PriA	NZ_CP009072.1:587612-589810	30.6435687291917	22.4493263868764	15.4506170224366	15.5750490635089	1312	1403	569	650
DR76_RS02675	-	Anti-activator for CytR-CRP nucleoside utilization regulon	NZ_CP009072.1:589966-590991	126.299184105108	175.484590435755	100.857918534476	98.6040822284149	2523	5117	1733	1920
DR76_RS02680	-	cell division protein FtsN	NZ_CP009072.1:591188-592042	190.184658593907	168.769721840237	165.5863003459	164.976960865119	3166	4101	2371	2677
DR76_RS02685	-	ATP-dependent protease	NZ_CP009072.1:592135-592665	108.911703369527	425.877475796744	661.325938386049	603.224143828961	1126	6427	5881	6079
DR76_RS02690	-	ATP-dependent protease	NZ_CP009072.1:592675-594006	127.861860109908	716.163556349503	846.004329506862	765.491382458111	3316	27111	18872	19351
DR76_RS02695	-	1%2C4-dihydroxy-2-naphthoate prenyltransferase	NZ_CP009072.1:594073-594999	36.899908491715	42.62562982476	55.8468021034148	55.7041113008698	666	1123	867	980
DR76_RS02700	-	ribonuclease activity regulator protein RraA	NZ_CP009072.1:595092-595577	1047.18712379383	778.510116875636	651.667562983352	655.934086302879	9909	10753	5304	6050
DR76_RS02705	-	septal ring assembly protein ZapB	NZ_CP009072.1:595662-595901	2419.72970585348	1127.12750938167	1383.07051398455	1313.99590961904	11307	7688	5559	5985
DR76_RS02710	-	glycerol uptake facilitator protein	NZ_CP009072.1:596332-597177	78.4373344294864	62.927338981602	33.1025491433537	39.736640023098	1292	1513	469	638
DR76_RS02715	-	glycerol kinase	NZ_CP009072.1:597200-598708	144.688014136717	188.521837884388	36.2859911718993	42.8097287670189	4251	8085	917	1226
DR76_RS02720	-	fructose 1%2C6-bisphosphatase II	NZ_CP009072.1:598879-599889	89.004831102616	163.157628944722	38.7446443699163	40.9128271731094	1752	4688	656	785
DR76_RS02725	-	ferredoxin-NADP reductase	NZ_CP009072.1:599986-600732	111.453351467036	70.1837479107926	109.031698466784	113.35385419005	1621	1490	1364	1607
DR76_RS02730	-	universal stress protein D	NZ_CP009072.1:600737-601165	362.158603834144	204.80100369251	678.958812732652	769.616274395005	3025	2497	4878	6266
DR76_RS02735	-	hypothetical protein	NZ_CP009072.1:601192-601491	212.804409126275	139.219602410334	516.107419362839	654.780521126483	1243	1187	2593	3728
DR76_RS02740	-	membrane protein	NZ_CP009072.1:601703-602143	29.1160371130309	14.9201610281946	14.2170106672579	21.6262252937584	250	187	105	181
DR76_RS02745	-	hypothetical protein	NZ_CP009072.1:602244-602843	41.2597590747668	31.2569813650733	46.7740710035077	50.9351476659711	482	533	470	580
DR76_RS02750	-	triosephosphate isomerase	NZ_CP009072.1:602951-603718	658.326130680112	1743.95597229645	744.918043476512	776.034274522888	9844	38065	9581	11311
DR76_RS02755	-	CDP-diacylglycerol pyrophosphatase	NZ_CP009072.1:603773-604528	15.8973763192159	11.0770820956047	17.2184315466486	20.1426520747392	234	238	218	289
DR76_RS02760	-	sulfate transporter subunit	NZ_CP009072.1:604635-605624	19.8698348333633	60.9181228717278	10.0122488995452	9.10129811147086	383	1714	166	171
DR76_RS02765	-	-	NZ_CP009072.1:605652-605844	40.9819982628972	47.0362387255943	38.0545877689402	37.9488741270026	154	258	123	139
DR76_RS02770	-	6-phosphofructokinase	NZ_CP009072.1:605944-606906	269.390225548509	327.051506923666	392.993036608186	431.436126357417	5051	8951	6338	7885
DR76_RS02775	-	iron transporter	NZ_CP009072.1:607087-607989	127.576979186345	88.2964202052937	158.768101305586	156.55758308683	2243	2266	2401	2683
DR76_RS02780	-	inhibitor of the cpx response%3B periplasmic adaptor protein	NZ_CP009072.1:608138-608638	1766.76618509066	690.518071546943	1384.45154879089	1265.96483615638	17234	9832	11616	12037
DR76_RS02785	-	transcriptional regulator	NZ_CP009072.1:608788-609486	324.108639849767	270.112313136881	280.789843763636	321.652234078369	4411	5366	3287	4267
DR76_RS02790	-	sensory histidine kinase in two-component regulatory system with CpxR	NZ_CP009072.1:609483-610856	177.669062216385	142.869829552409	213.988384549102	220.35352554153	4753	5579	4924	5746
DR76_RS02795	-	6-N-hydroxylaminopurine resistance protein	NZ_CP009072.1:610962-611636	142.668581853852	146.999643408331	111.284785728989	128.801571939692	1875	2820	1258	1650
DR76_RS02800	-	2-keto-3-deoxy-D-gluconate transporter	NZ_CP009072.1:611785-612768	8.7689063591873	7.61650296984779	10.2553304345157	7.60389298818803	168	213	169	142
DR76_RS02805	-	hypothetical protein	NZ_CP009072.1:612871-612999	1.99074168245547	1.09094655618189	2.31435230387526	0.408521947972905	5	4	5	1
DR76_RS02810	-	superoxide dismutase	NZ_CP009072.1:613028-613648	124.969379055656	61.3631543124434	157.788735909914	178.77801885448	1511	1083	1641	2107
DR76_RS02815	-	L-rhamnose-proton symporter	NZ_CP009072.1:613934-614968	4.96237468428941	5.26941540668236	8.07692994318011	8.70558949792865	100	155	140	171
DR76_RS02820	-	transcriptional regulator	NZ_CP009072.1:614965-615813	16.8782236138545	16.5776559902992	12.8706872347888	12.474655297146	279	400	183	201
DR76_RS02825	-	AraC family transcriptional regulator	NZ_CP009072.1:615887-616723	11.4134924089289	8.23950775612695	4.35176189520789	5.47689759849151	186	196	61	87
DR76_RS02830	-	hypothetical protein	NZ_CP009072.1:616783-616932	3.76633461655092	4.92602024132959	1.59243613581639	3.16158291499777	11	21	4	9
DR76_RS02835	-	rhamnulokinase	NZ_CP009072.1:617011-618480	1.81682615454817	1.26860483246056	1.9904007494578	1.9714359633284	52	53	49	55
DR76_RS02840	-	rhamnose isomerase	NZ_CP009072.1:618477-619736	1.87507137439676	1.98270084175069	3.98075335881136	4.72549184607223	46	71	84	113
DR76_RS02845	-	rhamnulose-1-phosphate aldolase	NZ_CP009072.1:620197-621021	6.41227885571211	8.18877077106763	3.47411202223537	4.02369572370171	103	192	48	63
DR76_RS02850	-	L-rhamnose mutarotase	NZ_CP009072.1:621031-621345	4.72837930576459	8.26597422358442	7.58245153692252	6.52378158259461	29	74	40	39
DR76_RS02855	-	glycoporin	NZ_CP009072.1:621386-622759	1.53259407183637	0.717040729090339	0	0	41	28	0	0
DR76_RS02860	-	hypothetical protein	NZ_CP009072.1:623113-623667	1.75824887791412	0.38041062906995	0.10754239068009	1.89876935626931	19	6	1	20
DR76_RS02865	-	formate dehydrogenase accessory protein	NZ_CP009072.1:623755-624588	63.3079018109032	35.0594998952144	112.478373412704	123.389256740392	1028	831	1571	1953
DR76_RS02870	-	sulfate ABC transporter substrate-binding protein	NZ_CP009072.1:624782-625369	1782.68709922428	733.043345946415	2975.9339379275	2867.74752386829	20409	12250	29305	32002
DR76_RS02875	-	formate dehydrogenase subunit alpha	NZ_CP009072.1:625418-627832	1425.3597549644	379.587152534765	2388.2177027482	2269.42468808948	67021	26053	96590	104014
DR76_RS02880	-	formate dehydrogenase-O%2C Fe-S subunit	NZ_CP009072.1:627845-628747	953.215440068562	209.51888141085	1992.70186883069	1887.56013126437	16759	5377	30135	32348
DR76_RS02885	-	formate dehydrogenase-N subunit gamma	NZ_CP009072.1:628744-629379	744.326037371684	157.728808713372	1488.94131072439	1347.28028598599	9217	2851	15859	16262
DR76_RS02890	-	protein FdhE	NZ_CP009072.1:629376-630305	360.629251736819	234.536049020081	551.529946638562	541.759960272294	6530	6199	8590	9562
DR76_RS02895	-	hypothetical protein	NZ_CP009072.1:630521-630739	10.5536579604146	1.92797286646127	0.545354841033009	1.20292288628149	45	12	2	5
DR76_RS02900	-	hypothetical protein	NZ_CP009072.1:631135-631413	378.669960784931	271.14723832456	0	0	2057	2150	0	0
DR76_RS02905	-	hypothetical protein	NZ_CP009072.1:631475-631687	504.202648907738	320.804486865757	0	0	2091	1942	0	0
DR76_RS02910	-	Cro/Cl family transcriptional regulator	NZ_CP009072.1:631772-632062	372.409099955623	265.165184162845	0	0	2110	2193	0	0
DR76_RS02915	-	hypothetical protein	NZ_CP009072.1:632063-632374	178.610032802935	105.445464127185	0	0	1085	935	0	0
DR76_RS02920	-	lipase	NZ_CP009072.1:632604-633512	180.920639906993	206.897253956524	0	0	3202	5345	0	0
DR76_RS02925	-	hypothetical protein	NZ_CP009072.1:633576-634517	109.809343296156	100.702417617609	73.5936293492788	74.2268806249621	2014	2696	1161	1327
DR76_RS02930	-	D-tyrosyl-tRNA(Tyr) deacylase	NZ_CP009072.1:634562-634999	118.317137535515	99.8545859512341	77.0252087031177	78.9170601233795	1009	1243	565	656
DR76_RS02935	-	membrane protein	NZ_CP009072.1:634996-635868	51.0665110969217	40.788448759933	84.0614063123663	86.6725091568822	868	1012	1229	1436
DR76_RS02940	-	alpha-D-glucose-1-phosphatase	NZ_CP009072.1:635862-636461	99.6397108103321	121.802467730933	47.9682970111511	63.756766801278	1164	2077	482	726
DR76_RS02945	-	aldose epimerase	NZ_CP009072.1:636602-637489	9.48551466082509	12.8381554081771	0	0	164	324	0	0
DR76_RS02950	-	MFS transporter	NZ_CP009072.1:637479-638828	2.47290226591278	1.58988374498117	0	0	65	61	0	0
DR76_RS02955	-	MFS transporter	NZ_CP009072.1:638927-640360	5.44410598878724	3.70509960960166	0	0	152	151	0	0
DR76_RS02960	-	molecular chaperone GroES	NZ_CP009072.1:640430-641440	4.11496505538794	5.32490493871663	0	0	81	153	0	0
DR76_RS02965	-	aldolase	NZ_CP009072.1:641473-642360	3.29677941916955	2.93218680228501	0	0	57	74	0	0
DR76_RS02970	-	NADH-dependent gamma-hydroxybutyrate dehydrogenase	NZ_CP009072.1:642385-643263	3.50587954998983	3.002235388926	0	0	60	75	0	0
DR76_RS02975	-	sugar kinase	NZ_CP009072.1:643436-644332	27.4839710429724	20.4369707483712	0	0	480	521	0	0
DR76_RS02980	-	DeoR family transcriptional regulator	NZ_CP009072.1:644372-645160	59.367453358731	41.6078818185147	0	0	912	933	0	0
DR76_RS02985	-	membrane protein	NZ_CP009072.1:645220-646485	12.7387453297155	11.3395923284136	2.59409682127197	3.03829837329548	314	408	55	73
DR76_RS02990	-	hypothetical protein	NZ_CP009072.1:646587-647567	18.4291168036697	15.494776761755	27.4515013660881	26.2115037691637	352	432	451	488
DR76_RS02995	-	GntR family transcriptional regulator	NZ_CP009072.1:647575-648285	34.2404746977502	24.4471614992345	36.7003579822225	37.0545205124021	474	494	437	500
DR76_RS03000	-	GTP-binding protein	NZ_CP009072.1:648503-650326	658.875227877997	585.740227734583	685.60336747323	714.716049486051	23399	30364	20943	24741
DR76_RS03005	-	hypothetical protein	NZ_CP009072.1:650487-650720	49.1658339455288	23.758094124901	90.8432650866306	87.5942009437773	224	158	356	389
DR76_RS03010	-	glutamine synthetase	NZ_CP009072.1:650699-652108	918.591139797874	399.474312485183	1620.47184270941	935.779826475806	25218	16008	38265	25041
DR76_RS03015	-	nitrogen regulation protein NR(II)	NZ_CP009072.1:652282-653331	82.7640684407612	38.9057455373371	148.312324578079	107.089338548604	1692	1161	2608	2134
DR76_RS03020	-	nitrogen regulation protein NR(I)	NZ_CP009072.1:653343-654752	76.6767676667017	46.2160394740956	105.321161757279	71.6754937929955	2105	1852	2487	1918
DR76_RS03025	-	uncharacterized protein	NZ_CP009072.1:654864-654974	260.967783371769	159.763890367901	95.2159998946696	65.9831775361397	564	504	177	139
DR76_RS03030	-	coproporphyrinogen III oxidase	NZ_CP009072.1:655207-656580	191.350274759766	209.861676245814	269.919136385666	282.210530685416	5119	8195	6211	7359
DR76_RS03035	-	GTPase activator	NZ_CP009072.1:656769-657278	131.926420031723	110.870648369857	225.733400274167	251.473110871302	1310	1607	1928	2434
DR76_RS03040	-	cell division GTP-binding protein	NZ_CP009072.1:657860-658492	275.789827419761	255.752246285138	266.485510857647	269.867408851457	3399	4601	2825	3242
DR76_RS03045	-	DNA polymerase I	NZ_CP009072.1:658874-661660	240.217574397309	228.438083322968	155.160234174429	156.297522041035	13035	18094	7242	8267
DR76_RS03050	-	hypothetical protein	NZ_CP009072.1:661662-661904	6.55215185444304	1.30319744215811	5.65179087384626	4.98730447158428	31	9	23	23
DR76_RS03055	-	acyltransferase	NZ_CP009072.1:662024-662956	16.1293569569814	5.05352830623452	10.8799483718351	15.0224329923985	293	134	170	266
DR76_RS03060	-	hypothetical protein	NZ_CP009072.1:662997-664427	6.28102232969313	3.76203975754194	13.1440711176195	15.7227661381732	175	153	315	427
DR76_RS03065	-	thiol-disulfide isomerase	NZ_CP009072.1:664582-665208	339.783226916019	416.059953003242	286.653866898584	321.443790105934	4148	7414	3010	3825
DR76_RS03070	-	Cpx stress response Thr/Ser protein kinase%3B MazF antagonist protein	NZ_CP009072.1:665225-666211	331.945036178547	195.822834718162	261.775275489952	289.456584303799	6379	5493	4327	5422
DR76_RS03075	-	DUF1040 protein YihD	NZ_CP009072.1:666288-666557	367.323845535806	935.949793955146	323.769737080549	346.398208209104	1931	7182	1464	1775
DR76_RS03080	-	molybdopterin-guanine dinucleotide biosynthesis protein MobA	NZ_CP009072.1:666627-667211	53.2043539271431	39.5166512536186	53.6894288225534	41.4327010236905	606	657	526	460
DR76_RS03085	-	molybdopterin-guanine dinucleotide biosynthesis protein B	NZ_CP009072.1:667193-667720	32.7813381691093	19.3257005342233	32.2306750560279	32.6328349161584	337	290	285	327
DR76_RS03090	-	-	NZ_CP009072.1:667825-667940	0	0.909905856125844	0	0.454304580073316	0	3	0	1
DR76_RS03095	-	-	NZ_CP009072.1:668023-670947	0	0	0	0	0	0	0	0
DR76_RS03100	-	-	NZ_CP009072.1:671132-671207	0	0	0	0	0	0	0	0
DR76_RS03105	-	-	NZ_CP009072.1:671281-672835	1.58541694601527	1.15400839282527	0.844783600633994	1.38928187572182	48	51	22	41
DR76_RS03110	-	protoporphyrin oxidase%2C flavoprotein	NZ_CP009072.1:673211-673756	72.1494721766821	68.5032945389465	105.534254755934	104.225108476644	767	1063	965	1080
DR76_RS03115	-	potassium transporter	NZ_CP009072.1:673768-675219	70.0726550034678	50.4770031251335	101.123210363787	116.30611382027	1981	2083	2459	3205
DR76_RS03120	-	hypothetical protein	NZ_CP009072.1:675258-675872	111.239724135999	117.000869221207	117.384294740431	114.293594021767	1332	2045	1209	1334
DR76_RS03125	-	proline dipeptidase	NZ_CP009072.1:675872-677203	406.142626501513	506.315035123702	375.618393605092	375.012041948492	10533	19167	8379	9480
DR76_RS03130	-	multifunctional fatty acid oxidation complex subunit alpha	NZ_CP009072.1:677393-679582	65.1741258066799	16.9343022099636	43.4340648060187	43.4765610229693	2779	1054	1593	1807
DR76_RS03135	-	3-ketoacyl-CoA thiolase	NZ_CP009072.1:679592-680755	61.2003754712614	22.7016691353596	46.3739505072604	45.7203307020395	1387	751	904	1010
DR76_RS03140	-	NAD(P)H-flavin reductase	NZ_CP009072.1:680947-681648	353.159518603932	203.547966031165	425.041311511881	413.125885877053	4827	4061	4997	5504
DR76_RS03145	-	3-octaprenyl-4-hydroxybenzoate decarboxylase	NZ_CP009072.1:681694-683187	387.336505844067	203.579979983589	339.684817258618	335.970461746039	11267	8644	8499	9526
DR76_RS03150	-	transcriptional regulator	NZ_CP009072.1:683354-683842	65.5399516077953	42.7413739770319	61.4211261326157	74.1346109568198	624	594	503	688
DR76_RS03155	-	DNase TatD	NZ_CP009072.1:683839-684621	49.1960627082247	47.229339413167	74.5060519812595	63.5259488777197	750	1051	977	944
DR76_RS03160	-	Sec-independent protein translocase protein TatC	NZ_CP009072.1:684663-685439	158.510780834514	115.384997909192	159.999517304748	158.617226703301	2398	2548	2082	2339
DR76_RS03165	-	translocase	NZ_CP009072.1:685442-685957	332.55043808446	280.943118520792	331.769832010092	323.297453621153	3341	4120	2867	3166
DR76_RS03170	-	TatABCE protein translocation system subunit	NZ_CP009072.1:685961-686230	1068.11189317585	1166.2230930171	1004.92461159638	943.17897285562	5615	8949	4544	4833
DR76_RS03175	-	ubiquinone biosynthesis protein UbiB	NZ_CP009072.1:686309-687949	238.180821860281	225.546846339445	197.182998699026	195.771173216135	7610	10519	5419	6097
DR76_RS03180	-	membrane protein	NZ_CP009072.1:687946-688551	293.332189039551	275.217869538603	174.20816040149	206.940459513552	3461	4740	1768	2380
DR76_RS03185	-	ubiquinone/menaquinone biosynthesis methyltransferase	NZ_CP009072.1:688565-689320	482.287610775853	446.528108518821	329.519735549989	320.191863037714	7099	9594	4172	4594
DR76_RS03190	-	DNA recombination protein RmuC	NZ_CP009072.1:689415-690842	207.492812900714	179.158264275479	40.1004661223479	40.4780309713665	5769	7271	959	1097
DR76_RS03195	-	transcriptional regulator	NZ_CP009072.1:691059-691826	17.7889690577683	13.2406078849389	0	0	266	289	0	0
DR76_RS03200	-	acidic carbohydrate kinase	NZ_CP009072.1:691850-692854	10.9365112330152	12.7790099984311	0	0	214	365	0	0
DR76_RS03205	-	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	NZ_CP009072.1:692844-693473	10.6797312680464	18.8217790907393	0	0	131	337	0	0
DR76_RS03210	-	ABC transporter substrate-binding protein	NZ_CP009072.1:693528-694472	21.7943129882147	59.6487995094631	0	0	401	1602	0	0
DR76_RS03215	-	permease	NZ_CP009072.1:694489-694995	10.1302915152654	21.3059976578341	0	0	100	307	0	0
DR76_RS03220	-	C4-dicarboxylate ABC transporter permease	NZ_CP009072.1:695008-696498	31.2435379094581	39.1271051103087	0	0	907	1658	0	0
DR76_RS03225	-	uridine phosphorylase	NZ_CP009072.1:696533-697297	288.559735745034	622.356692849391	282.322772420516	307.95293066918	4298	13531	3617	4471
DR76_RS03230	-	carboxymethylenebutenolidase	NZ_CP009072.1:697559-698368	105.70153515755	59.7728861597628	306.888275565703	321.028225730356	1667	1376	4163	4935
DR76_RS03235	-	hypothetical protein	NZ_CP009072.1:698399-698494	5.35011827159907	3.66520838418006	0	0	10	10	0	0
DR76_RS03240	-	cysteine hydrolase	NZ_CP009072.1:698625-699293	16.5828508348192	15.3051612982164	0	0	216	291	0	0
DR76_RS03245	-	hypothetical protein	NZ_CP009072.1:699299-700159	7.21790864668489	6.78384201769384	0	0	121	166	0	0
DR76_RS03250	-	FdrA	NZ_CP009072.1:700254-701813	2.33757584418186	2.16529996350346	0	0	71	96	0	0
DR76_RS03255	-	hypothetical protein	NZ_CP009072.1:701810-703234	2.48693677025255	2.56797325970032	0	0	69	104	0	0
DR76_RS03260	-	carbamate kinase	NZ_CP009072.1:703227-704183	2.46874601017756	2.64721639189418	0	0	46	72	0	0
DR76_RS03265	-	glutamyl-tRNA amidotransferase	NZ_CP009072.1:704200-704589	2.76554242706705	3.51860767458533	0	0	21	39	0	0
DR76_RS03270	-	permease	NZ_CP009072.1:704615-705838	7.25932151509564	6.841727176697	0	0.0430550092226346	173	238	0	1
DR76_RS03275	-	LysR family transcriptional regulator	NZ_CP009072.1:705916-706821	26.8708361038636	14.719124613206	0	0	474	379	0	0
DR76_RS03280	-	sugar isomerase	NZ_CP009072.1:707022-707867	36.7295605306969	33.5224441733593	0	0	605	806	0	0
DR76_RS03285	-	transketolase	NZ_CP009072.1:707897-709894	18.3284003713558	35.8728932027201	0	0	713	2037	0	0
DR76_RS03290	-	PTS sugar transporter	NZ_CP009072.1:709945-711453	20.8301837676078	20.1929408879719	0	0	612	866	0	0
DR76_RS03295	-	6-phospho 3-hexuloisomerase	NZ_CP009072.1:711495-712052	21.8144959767925	20.1784048328204	0	0	237	320	0	0
DR76_RS03300	-	hypothetical protein	NZ_CP009072.1:712870-712980	14.3439000056726	6.02285570563699	0	0	31	19	0	0
DR76_RS03305	-	HNH endonuclease	NZ_CP009072.1:712981-713670	4.83828704200327	2.70267986045946	0	0	65	53	0	0
DR76_RS03310	-	hypothetical protein	NZ_CP009072.1:713667-713924	35.6339304260579	15.9564766638172	0	0	179	117	0	0
DR76_RS03315	-	hypothetical protein	NZ_CP009072.1:713999-714244	45.3059595402568	22.5991627041742	0	0	217	158	0	0
DR76_RS03320	-	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	NZ_CP009072.1:714413-716674	5.5402421977899	3.98215208716444	31.1229144925576	23.4340071425141	244	256	1179	1006
DR76_RS03325	-	transcriptional regulator	NZ_CP009072.1:716792-717745	6.4066474507101	7.2290020879227	10.5778251022677	10.4388925162564	119	196	169	189
DR76_RS03330	-	membrane protein	NZ_CP009072.1:717633-718532	14.6663460702191	11.4550210682006	35.4952585875179	31.3222383355867	257	293	535	535
DR76_RS03335	-	hydrolase	NZ_CP009072.1:718608-719408	60.6582042458014	57.6770645203615	76.6336585683088	81.4384014933831	946	1313	1028	1238
DR76_RS03340	-	lysophospholipase L2	NZ_CP009072.1:719416-720438	125.816097931488	89.0142555180525	161.565756683259	166.830861983487	2506	2588	2768	3239
DR76_RS03345	-	homoserine%2C homoserine lactone and S-methyl-methionine efflux pump	NZ_CP009072.1:720549-721169	32.999826657889	20.6243510821037	111.827103956855	123.031848700972	399	364	1163	1450
DR76_RS03350	-	threonine transporter RhtB	NZ_CP009072.1:721230-721850	186.916436253136	173.380675390941	223.65420791371	182.171954418826	2260	3060	2326	2147
DR76_RS03355	-	ATP-dependent DNA helicase RecQ	NZ_CP009072.1:721914-723743	46.1123550127521	28.6295500890302	47.4756350514622	46.3570639747721	1643	1489	1455	1610
DR76_RS03360	-	phospholipase A	NZ_CP009072.1:723868-724737	150.894102542281	122.544620003598	84.0767152762337	82.2473271738741	2556	3030	1225	1358
DR76_RS03365	-	hypothetical protein	NZ_CP009072.1:724901-725368	17.4494259439656	18.0441663625288	99.9020847462221	127.000173759973	159	240	783	1128
DR76_RS03370	-	chloramphenical resistance permease RarD	NZ_CP009072.1:725420-726310	26.2279389903058	21.2459079138365	51.7366854545507	54.879683842513	455	538	772	928
DR76_RS03375	-	hypothetical protein	NZ_CP009072.1:726621-727469	0.786435349583571	0.870321597408054	0	0	13	21	0	0
DR76_RS03380	-	membrane protein	NZ_CP009072.1:727466-727963	0.618764087240729	0.0706486474635863	0	0	6	1	0	0
DR76_RS03385	-	magnesium/nickel/cobalt transporter CorA	NZ_CP009072.1:727999-728949	93.3241329552741	72.6661109416985	65.2369604988882	70.9757009206355	1728	1964	1039	1281
DR76_RS03390	-	-	NZ_CP009072.1:729193-729327	8.75033308051824	8.60095625151449	24.7694315488081	29.2732178012525	23	33	56	75
DR76_RS03395	-	hypothetical protein	NZ_CP009072.1:729319-730083	14.2332815292371	10.2568613427601	6.24437185393619	8.12760311437064	212	223	80	118
DR76_RS03400	-	acetolactate synthase	NZ_CP009072.1:730166-731068	143.844034495883	102.20717446489	0	0	2529	2623	0	0
DR76_RS03405	-	DNA-dependent helicase	NZ_CP009072.1:731123-733285	193.831346479198	174.385015121408	99.188095095942	95.7364022267732	8163	10720	3593	3930
DR76_RS03410	-	flavin mononucleotide phosphatase	NZ_CP009072.1:733369-734085	97.5638276232358	110.711028508367	181.050271076855	179.313006956413	1362	2256	2174	2440
DR76_RS03415	-	tyrosine recombinase XerC	NZ_CP009072.1:734085-734981	113.943999532553	89.3577408061708	207.892315596899	206.125640040322	1990	2278	3123	3509
DR76_RS03420	-	hypothetical protein	NZ_CP009072.1:734978-735685	88.2126566855721	58.394992465177	149.110374580936	154.651264517872	1216	1175	1768	2078
DR76_RS03425	-	diaminopimelate epimerase	NZ_CP009072.1:735682-736506	159.996299884225	112.08366474484	171.028552672726	171.423200381029	2570	2628	2363	2684
DR76_RS03430	-	membrane protein	NZ_CP009072.1:736543-736746	323.773727509312	241.128203885082	316.120433097706	312.791685435283	1286	1398	1080	1211
DR76_RS03435	-	hypothetical protein	NZ_CP009072.1:736935-738404	25.8200756228311	9.38294964881395	0.203096222584971	0.107549655690826	739	392	5	3
DR76_RS03440	-	hypothetical protein	NZ_CP009072.1:738401-739720	12.879092452912	4.07839310078978	0.135696012889151	0.199575842496703	331	153	3	5
DR76_RS03445	-	frataxin	NZ_CP009072.1:739768-740088	112.161541779056	101.941027026472	68.4543913858492	75.8365381976199	701	930	368	462
DR76_RS03450	-	adenylate cyclase	NZ_CP009072.1:740128-742674	356.802439650693	168.23561104415	595.826821012228	600.936246513072	17694	12178	25415	29048
DR76_RS03455	-	porphobilinogen deaminase	NZ_CP009072.1:743061-744002	475.113527364092	427.163519569358	263.377677672478	259.038897019588	8714	11436	4155	4631
DR76_RS03460	-	uroporphyrinogen-III synthase	NZ_CP009072.1:743999-744739	284.181862247355	194.496892093412	214.671731996681	228.898994354086	4100	4096	2664	3219
DR76_RS03465	-	uroporphyrinogen III C-methyltransferase	NZ_CP009072.1:744761-745972	325.157152685549	319.229484932783	296.094757587809	308.541273445803	7673	10996	6010	7097
DR76_RS03470	-	protoheme IX biogenesis protein	NZ_CP009072.1:745975-747171	249.852301327251	335.840403226821	294.866651600828	302.943495003919	5823	11425	5911	6882
DR76_RS03475	-	arylsulfatase	NZ_CP009072.1:747850-749505	13.5845404181365	6.43803077672814	1.44231415104504	1.78182982933651	438	303	40	56
DR76_RS03480	-	arylsulfatase	NZ_CP009072.1:749663-750898	18.9070336896137	11.4724749312902	3.67158499020124	3.7088699756775	455	403	76	87
DR76_RS03485	-	-	NZ_CP009072.1:751045-751121	2.6684005016575	1.827689685032	0.7751432055513	0.68440689985071	4	4	1	1
DR76_RS03490	-	-	NZ_CP009072.1:751164-751250	40.7343091679297	16.5818740915173	30.1992833850925	38.7614747510623	69	41	44	64
DR76_RS03495	-	-	NZ_CP009072.1:751271-751346	142.59370436128	72.2240522678041	76.9962835115078	90.8236131651361	211	156	98	131
DR76_RS03500	-	-	NZ_CP009072.1:751405-751481	360.192079869965	193.294792530354	235.74436612409	269.61666406415	540	423	304	394
DR76_RS03505	-	alanine glycine permease	NZ_CP009072.1:751584-752969	20.4924053115323	13.9627200642016	44.0297708388576	57.3296442303476	553	550	1022	1508
DR76_RS03510	-	UDP-N-acetyl-D-mannosaminuronic acid transferase	NZ_CP009072.1:753160-753900	19.6154908053848	33.3816584372819	43.998004925767	44.4429409466722	283	703	546	625
DR76_RS03515	-	polymerase	NZ_CP009072.1:753903-755255	12.716787238711	18.5162497268812	24.0082406477003	28.4293107213014	335	712	544	730
DR76_RS03520	-	4-alpha-L-fucosyltransferase	NZ_CP009072.1:755252-756331	33.28931512053	47.6966775745053	47.4375635947159	54.5942998911276	700	1464	858	1119
DR76_RS03525	-	translocase	NZ_CP009072.1:756328-757578	32.02346216048	34.5672955999194	41.5738217188154	47.2160212190207	780	1229	871	1121
DR76_RS03530	-	TDP-4-oxo-6-deoxy-D-glucose aminotransferase	NZ_CP009072.1:757580-758710	23.704902845852	57.243492131494	60.5035760436967	66.574944048882	522	1840	1146	1429
DR76_RS03535	-	TDP-fucosamine acetyltransferase	NZ_CP009072.1:758715-759389	18.4137695290177	38.6786161409098	46.8847130097277	60.7318955516162	242	742	530	778
DR76_RS03540	-	glucose-1-phosphate thymidylyltransferase	NZ_CP009072.1:759367-760248	48.5655544549434	100.0529516507	91.3953633105613	95.1674053635171	834	2508	1350	1593
DR76_RS03545	-	dTDP-glucose 4%2C6-dehydratase	NZ_CP009072.1:760267-761334	62.2291370287072	101.868328863113	107.179011762235	120.381485007255	1294	3092	1917	2440
