Locus_tag,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b0955,BW25113_RS04950,1011995,1013755,1012875,,BW25113_0955,1,78.4782919319576
b0956,BW25113_RS04955,1013941,1014393,1014167,,BW25113_0956,0,18.0298665355304
b0957,BW25113_RS04960,1014469,1015509,1014989,,BW25113_0957,1,13757.5993160679
b0958,BW25113_RS04970,1015866,1016375,1016120,,BW25113_0958,1,110.563196356236
b0959,BW25113_RS04975,1016594,1017223,1016908,,BW25113_0959,0,6.6775357888286
b0960,BW25113_RS04980,1017186,1019339,1018262,,BW25113_0960,1,34.626251606354
b0961,BW25113_RS04985,1019358,1019804,1019581,,BW25113_0961,1,10.6044249026387
b0962,BW25113_RS04990,1019927,1021981,1020954,helD,BW25113_0962,0,25.4532042445614
b0963,BW25113_RS04995,1022013,1022471,1022242,,BW25113_0963,1,206.87510791739
b0964,BW25113_RS05000,1022567,1023229,1022898,,BW25113_0964,1,19.8767236220882
b0965,BW25113_RS05010,1023402,1023815,1023608,,BW25113_0965,0,41.5972064078636
b0966,BW25113_RS05015,1023860,1024177,1024018,,BW25113_0966,1,56.834015288526
b0967,BW25113_RS05020,1024235,1025425,1024830,,BW25113_0967,1,46.2146770711683
b0968,BW25113_RS05025,1025520,1025798,1025659,,BW25113_0968,0,74.6800609528386
b0969,BW25113_RS05030,1025795,1026124,1025959,,BW25113_0969,1,8.4690243087082
b0970,BW25113_RS05035,1026215,1026874,1026544,,BW25113_0970,1,1041.88906228624
b0972,BW25113_RS05045,1027595,1028713,1028154,,BW25113_0972,0,2.28697735163804
b0973,BW25113_RS05050,1028710,1030503,1029606,,BW25113_0973,0,2.70535667658126
b0974,BW25113_RS05055,1030522,1031229,1030875,,BW25113_0974,0,1.35733695431744
b0975,BW25113_RS05060,1031226,1031813,1031519,,BW25113_0975,0,5.58642209060189
b0976,BW25113_RS05065,1031810,1032208,1032009,,BW25113_0976,0,0.717341333992181
b0977,BW25113_RS05070,1032205,1033062,1032633,,BW25113_0977,0,0.974824325231832
b0978,BW25113_RS05075,1033196,1034740,1033968,,BW25113_0978,0,6.73096480244434
b0979,BW25113_RS05080,1034752,1035888,1035320,,BW25113_0979,0,7.92114184933319
b0980,BW25113_RS05090,1036073,1037371,1036722,,BW25113_0980,0,14.0375803372457
b0981,BW25113_RS05095,1037486,1039666,1038576,,BW25113_0981,1,12.5465888262569
b0982,BW25113_RS05100,1039686,1040132,1039909,,BW25113_0982,1,3.20087073590876
b0983,BW25113_RS05105,1040120,1041259,1040689,,BW25113_0983,1,3.22395891668399
b0984,BW25113_RS05110,1041305,1043401,1042353,,BW25113_0984,1,1.08694200740517
b0985,BW25113_RS05115,1043401,1044147,1043774,,BW25113_0985,1,1.074652972228
b0986,BW25113_RS05120,1044144,1044788,1044466,,BW25113_0986,1,6.3058130137267
b0987,BW25113_RS05125,1044895,1045200,1045047,,BW25113_0987,1,28.3761585617702
b0989,BW25113_RS05140,1046419,1046631,1046525,,BW25113_0989,1,0.525484417810559
b0990,BW25113_RS05145,1046917,1047129,1047023,,BW25113_0990,0,18.941123177787
b0991,BW25113_RS05150,1047303,1047533,1047418,,BW25113_0991,0,108.261781126236
b0992,BW25113_RS05160,1047745,1048818,1048281,,BW25113_0992,1,0.717341333992181
b0993,BW25113_RS05165,1048890,1051634,1050262,,BW25113_0993,1,4.37175014414339
b0994,BW25113_RS05170,1051717,1052745,1052231,,BW25113_0994,0,5.29081734988964
b0995,BW25113_RS05175,1052718,1053410,1053064,,BW25113_0995,1,5.32589658792622
b0996,BW25113_RS05180,1053540,1054712,1054126,,BW25113_0996,0,0.119910572613514
b0997,BW25113_RS05185,1054712,1057258,1055985,,BW25113_0997,0,1.11092412192787
b0998,BW25113_RS05190,1057255,1057854,1057554,,BW25113_0998,0,0.54590895905698
b0999,BW25113_RS05195,1058006,1058311,1058158,,BW25113_0999,1,186.04546601946
b1000,BW25113_RS05200,1058311,1059231,1058771,,BW25113_1000,1,368.598773278234
b1001,BW25113_RS05205,1059492,1060748,1060120,,BW25113_1001,0,2.55306765580269
b1002,BW25113_RS05210,1061041,1062282,1061661,,BW25113_1002,0,72.8957958435672
b1003,BW25113_RS05215,1062320,1062547,1062433,,BW25113_1003,1,351.227836509917
b1004,BW25113_RS05220,1062568,1063164,1062866,,BW25113_1004,1,1135.38979609454
b1006,BW25113_RS05235,1063967,1065295,1064631,,BW25113_1006,1,3.46679609734739
b1007,BW25113_RS05240,1065316,1065810,1065563,,BW25113_1007,1,3.17333104810977
b1008,BW25113_RS05245,1065821,1066411,1066116,,BW25113_1008,1,2.10193767124223
b1009,BW25113_RS05250,1066421,1067221,1066821,,BW25113_1009,1,1.074652972228
b1010,BW25113_RS05255,1067229,1067615,1067422,,BW25113_1010,1,0.525484417810559
b1011,BW25113_RS05260,1067627,1068319,1067973,,BW25113_1011,1,0.0236841366068789
b1012,BW25113_RS05265,1068319,1069467,1068893,,BW25113_1012,1,0.0204245412464215
b1013,BW25113_RS05270,1069698,1070336,1070017,,BW25113_1013,0,9.47914406183648
b1014,BW25113_RS05275,1070376,1074338,1072357,putA,BW25113_1014,1,30.4202630483946
b1015,BW25113_RS05285,1074761,1076269,1075515,,BW25113_1015,0,11.3430665499112
b1018,BW25113_RS05300,1077699,1078826,1078262,,BW25113_1018,0,35.4321259470181
b1019,BW25113_RS05305,1078832,1080103,1079467,,BW25113_1019,0,97.2201709495498
b1020,BW25113_RS05315,1080448,1081512,1080980,,,0,301.770160642902
b1021,BW25113_RS05320,1081562,1081975,1081768,,BW25113_1021,1,27.3725579993628
b1022,BW25113_RS05325,1081977,1083302,1082639,,BW25113_1022,1,1.61730233592452
b1023,BW25113_RS05330,1083295,1085313,1084304,pgaB,BW25113_1023,1,1.12202124544175
b1024,BW25113_RS05335,1085322,1087745,1086533,,BW25113_1024,1,19.5041970827299
b1025,BW25113_RS05340,1088332,1089690,1089011,,BW25113_1025,0,9.05314567539301
b1026,BW25113_RS05345,1089731,1090893,1090312,,BW25113_1026,1,5.31479946441234
b1029,BW25113_RS05360,1091299,1092285,1091792,,BW25113_1029,0,1.57645325343168
b1033,BW25113_RS05375,1093342,1094280,1093811,,BW25113_1033,0,184.099412092616
b1034,BW25113_RS05380,1094335,1095072,1094703,,BW25113_1034,0,206.009142505887
b1035,BW25113_RS05385,1095096,1095650,1095373,,BW25113_1035,0,12.6856944727104
b1036,BW25113_RS05390,1095752,1096243,1095997,,BW25113_1036,0,13.6068748939317
b1037,BW25113_RS05395,1096307,1097140,1096723,,BW25113_1037,1,40.8220318892536
b1038,BW25113_RS05400,1097167,1097583,1097375,,BW25113_1038,1,181.940155809932
b1039,BW25113_RS05405,1097608,1097997,1097802,,BW25113_1039,1,155.727208543143
b1040,BW25113_RS05410,1098002,1098652,1098327,,BW25113_1040,1,108.048064197221
b1041,BW25113_RS05420,1099407,1099862,1099634,csgB,BW25113_1041,0,3.7600890896596
b1042,BW25113_RS05425,1099903,1100358,1100130,csgA,BW25113_1042,0,5.78032859591615
b1043,BW25113_RS05430,1100417,1100749,1100583,csgC,BW25113_1043,0,3.71436409645797
b1044,BW25113_RS05435,1100870,1101181,1101025,,BW25113_1044,0,6.38975041455616
b1045,BW25113_RS05440,1101276,1101809,1101542,,BW25113_1045,0,47.3140221441967
b1046,BW25113_RS05445,1101811,1103232,1102521,,BW25113_1046,0,31.9022604656655
b1047,BW25113_RS05450,1103240,1104397,1103818,,BW25113_1047,1,6.56633851640237
b1048,BW25113_RS05465,1104791,1106326,1105558,mdoG,BW25113_1048,0,72.1719715079831
b1049,BW25113_RS05470,1106319,1108862,1107590,,BW25113_1049,0,26.5006704296768
b1050,BW25113_RS05475,1109035,1109262,1109148,,BW25113_1050,0,18.5103753064039
b1051,BW25113_RS05480,1109263,1109637,1109450,,BW25113_1051,1,510.551737812749
b1053,BW25113_RS05490,1109720,1110946,1110333,,BW25113_1053,1,14.2988624507982
b1054,BW25113_RS05495,1111118,1112038,1111578,,BW25113_1054,1,31.1594643952205
b1055,BW25113_RS05500,1112263,1113315,1112789,,BW25113_1055,0,43.7336273613108
b1056,BW25113_RS05505,1113357,1113932,1113644,,BW25113_1056,1,63.6675519559071
b1057,BW25113_RS05510,1113936,1114502,1114219,,BW25113_1057,1,49.0334471863533
b1058,BW25113_RS05515,1114763,1114903,1114833,,BW25113_1058,1,1.60013739003856
b1059,BW25113_RS05520,1114924,1116042,1115483,,BW25113_1059,1,196.289897482621
b1060,BW25113_RS05525,1116157,1116411,1116284,bssS,BW25113_1060,1,364.890431372992
b1061,BW25113_RS05530,1116698,1116943,1116820,,BW25113_1061,1,128.897761461505
b1062,BW25113_RS05535,1117017,1118063,1117540,,BW25113_1062,1,127.099526969965
b1063,BW25113_RS05540,1118169,1118729,1118449,,BW25113_1063,1,111.694193807885
b1064,BW25113_RS05545,1118863,1119510,1119186,,BW25113_1064,1,822.409092069367
b1065,BW25113_RS05550,1119574,1120782,1120178,,BW25113_1065,1,6.19616315258016
b1066,BW25113_RS05555,1121018,1121602,1121310,,BW25113_1066,0,118.26996717916
b1067,BW25113_RS05560,1121613,1122260,1121936,,BW25113_1067,0,28.9445778403353
b1068,BW25113_RS05565,1122262,1123185,1122723,,BW25113_1068,0,67.707570662823
b1069,BW25113_RS05570,1123295,1124830,1124062,,BW25113_1069,0,19.6322979848049
b1070,BW25113_RS05575,1124870,1125286,1125078,,BW25113_1070,1,13.1607945818708
b1071,BW25113_RS05580,1125291,1125584,1125437,,BW25113_1071,1,33.6514272811222
b1072,BW25113_RS05585,1125660,1126319,1125989,,BW25113_1072,1,8.53029793244747
b1073,BW25113_RS05590,1126474,1126890,1126682,flgB,BW25113_1073,0,16.3308660346202
b1074,BW25113_RS05595,1126894,1127298,1127096,,BW25113_1074,0,8.40775068496894
b1075,BW25113_RS05600,1127310,1128005,1127657,flgD,BW25113_1075,0,7.92311534965122
b1076,BW25113_RS05605,1128030,1129238,1128634,flgE,BW25113_1076,0,4.81105792528071
b1077,BW25113_RS05610,1129258,1130013,1129635,flgF,BW25113_1077,0,0.586758041549823
b1078,BW25113_RS05615,1130185,1130967,1130576,,BW25113_1078,0,4.82528821838584
b1079,BW25113_RS05620,1131020,1131718,1131369,,BW25113_1079,0,0.566333500303402
b1080,BW25113_RS05625,1131730,1132827,1132278,flgI,BW25113_1080,0,2.14930594445599
b1081,BW25113_RS05630,1132827,1133768,1133297,,BW25113_1081,0,6.3058130137267
b1082,BW25113_RS05635,1133834,1135477,1134655,,BW25113_1082,0,2.6993684326209
b1083,BW25113_RS05640,1135489,1136442,1135965,flgL,BW25113_1083,0,11.6790778748667
b1084,BW25113_RS05645,1136638,1139823,1138230,,BW25113_1084,1,214.915777133911
b1085,BW25113_RS05650,1139958,1140278,1140118,,BW25113_1085,0,7.32148642145138
b1086,BW25113_RS05655,1140396,1141355,1140875,,BW25113_1086,0,4.35636406135495
b1087,BW25113_RS05660,1141467,1142051,1141759,,BW25113_1087,1,71.0629436519039
b1088,BW25113_RS05665,1142250,1142771,1142510,,BW25113_1088,0,343.311321733643
b1089,BW25113_RS05670,1142823,1142996,1142909,,BW25113_1089,0,316.910038800521
b1090,BW25113_RS05675,1143077,1144147,1143612,,BW25113_1090,0,108.257375440529
b1091,BW25113_RS05680,1144215,1145168,1144691,,BW25113_1091,0,86.0477236005196
b1092,BW25113_RS05685,1145184,1146113,1145648,,BW25113_1092,0,151.697836839823
b1093,BW25113_RS05690,1146126,1146860,1146493,fabG,BW25113_1093,0,328.414680322088
b1094,BW25113_RS05695,1147071,1147307,1147189,,BW25113_1094,0,2403.67971433607
b1095,BW25113_RS05700,1147395,1148636,1148015,,BW25113_1095,0,201.288963453199
b1096,BW25113_RS05705,1148756,1149565,1149160,,BW25113_1096,0,9.00561603571156
b1097,BW25113_RS05710,1149568,1150590,1150079,,BW25113_1097,0,9.74466309803996
b1098,BW25113_RS05715,1150580,1151221,1150900,,BW25113_1098,0,44.242813802319
b1099,BW25113_RS05720,1151218,1152222,1151720,,BW25113_1099,0,33.0063483631785
b1100,BW25113_RS05725,1152233,1153030,1152631,,BW25113_1100,0,168.418816959129
b1101,BW25113_RS05730,1153325,1154758,1154041,,BW25113_1101,0,416.649991887492
b1102,BW25113_RS05735,1154818,1157007,1155912,,BW25113_1102,1,165.166496884926
b1103,BW25113_RS05740,1157341,1157700,1157520,,BW25113_1103,0,194.642391819369
b1104,BW25113_RS05745,1157703,1158080,1157891,,BW25113_1104,0,170.877172334859
b1105,BW25113_RS05750,1158094,1158735,1158414,,BW25113_1105,0,282.032843343491
b1106,BW25113_RS05755,1158716,1159540,1159128,,BW25113_1106,0,11.6330381247644
b1107,BW25113_RS05760,1159551,1160576,1160063,,BW25113_1107,0,37.7357081234735
b1108,BW25113_RS05765,1160599,1161141,1160870,,BW25113_1108,0,134.322285087749
b1109,BW25113_RS05770,1161541,1162845,1162193,,BW25113_1109,0,349.277882493546
b1110,BW25113_RS05775,1163055,1163594,1163324,,BW25113_1110,0,8.60823251997593
b1111,BW25113_RS05780,1163656,1164288,1163972,,BW25113_1111,1,54.8161684085463
b1112,BW25113_RS05785,1164529,1164786,1164657,,BW25113_1112,0,4.83148246652714
b1113,BW25113_RS05790,1164868,1165830,1165349,,BW25113_1113,1,24.9837112145462
b1114,BW25113_RS05795,1165974,1169420,1167697,,BW25113_1114,1,78.3155356161013
b1115,BW25113_RS05800,1169548,1170621,1170084,,BW25113_1115,1,1.01711776552597
b1116,BW25113_RS05805,1170883,1172082,1171482,,BW25113_1116,0,24.352149078206
b1117,BW25113_RS05810,1172075,1172776,1172425,lolD,BW25113_1117,0,19.2292065299753
b1118,BW25113_RS05815,1172776,1174020,1173398,,BW25113_1118,0,31.0465155115775
b1119,BW25113_RS05820,1174049,1174960,1174504,,BW25113_1119,0,34.2028898947756
b1120,BW25113_RS05825,1174976,1175815,1175395,,BW25113_1120,0,19.0994270017893
b1121,BW25113_RS05830,1175935,1176723,1176329,,BW25113_1121,1,1.05309093731002
b1122,BW25113_RS05835,1176720,1177181,1176950,,BW25113_1122,1,1.05096883562112
b1123,BW25113_RS05840,1177239,1178285,1177762,,BW25113_1123,1,104.04803682818
b1124,BW25113_RS05845,1178282,1179076,1178679,,BW25113_1124,1,176.45134221849
b1125,BW25113_RS05850,1179073,1179930,1179501,,BW25113_1125,1,11.2483300034836
b1126,BW25113_RS05855,1179914,1181050,1180482,,BW25113_1126,1,50.7732967697564
b1127,BW25113_RS05865,1181300,1182526,1181913,,BW25113_1127,0,61.691475950896
b1128,BW25113_RS05870,1182575,1183696,1183135,,BW25113_1128,1,61.6657869461334
b1129,BW25113_RS05875,1183772,1185232,1184502,,BW25113_1129,1,32.0219985249188
b1130,BW25113_RS05880,1185232,1185903,1185567,,BW25113_1130,1,385.10393374475
b1131,BW25113_RS05885,1186072,1187442,1186757,,BW25113_1131,1,176.431043463936
b1132,BW25113_RS05890,1187446,1188087,1187766,,BW25113_1132,1,201.163962969808
b1133,BW25113_RS05895,1188123,1189229,1188676,,BW25113_1133,1,34.9359058796742
b1134,BW25113_RS05900,1189283,1189744,1189513,,BW25113_1134,1,13.0379404863772
b1135,BW25113_RS05905,1189754,1190407,1190080,,BW25113_1135,1,27.0035532817815
b1136,BW25113_RS05910,1190579,1191829,1191204,,BW25113_1136,0,1280.17108704529
b1137,BW25113_RS05915,1192323,1192988,1192655,,BW25113_1137,1,2.70442498564342
b1138,BW25113_RS05920,1192989,1193693,1193341,,BW25113_1138,1,2.64784663029922
b1139,BW25113_RS05925,1194151,1195044,1194597,,BW25113_1139,0,41.00820913047
b1140,BW25113_RS05930,1195135,1196262,1195698,,BW25113_1140,1,4.33577697235933
b1141,BW25113_RS05935,1196243,1196488,1196365,,BW25113_1141,1,5.29081734988964
b1143,BW25113_RS23630,1196953,1197294,1197123,,BW25113_1143,0,42.0627355393674
b1144,BW25113_RS05940,1197232,1197540,1197386,,BW25113_1144,1,17.3409857877484
b1145,BW25113_RS05945,1197715,1198389,1198052,,BW25113_1145,1,59.2139865126231
b1146,BW25113_RS05950,1198480,1198680,1198580,,BW25113_1146,0,1.11224245936038
b1147,BW25113_RS05955,1198724,1199281,1199002,,BW25113_1147,0,0.263803259749731
b1150,BW25113_RS05970,1201005,1201187,1201096,,BW25113_1150,0,1.05096883562112
b1153,BW25113_RS05985,1202369,1202953,1202661,,BW25113_1153,0,0.525484417810559
b1154,BW25113_RS05990,1202957,1203586,1203271,,BW25113_1154,0,0.549168554417438
b1155,BW25113_RS05995,1203588,1204001,1203794,,BW25113_1155,0,0.525484417810559
b1156,BW25113_RS06000,1203973,1204575,1204274,,BW25113_1156,1,3.70207506128079
b1158,BW25113_RS06010,1205141,1205695,1205418,,BW25113_1158,0,0.0236841366068789
b1159,BW25113_RS06015,1205802,1206635,1206218,,BW25113_1159,0,2.65110622565967
b1160,BW25113_RS06020,1207136,1207459,1207297,,BW25113_1160,1,2.62742208905279
b1161,BW25113_RS06030,1208159,1208563,1208361,,BW25113_1161,1,1.5968777946781
b1162,BW25113_RS06035,1208784,1209515,1209149,,BW25113_1162,1,86.227408749977
b1163,BW25113_RS06040,1209720,1210931,1210325,,BW25113_1163,1,38.40676523726
b1164,BW25113_RS06045,1211245,1211481,1211363,,BW25113_1164,0,2.14930594445599
b1165,BW25113_RS06050,1211524,1211796,1211660,,BW25113_1165,0,2.10193767124223
b1166,BW25113_RS06055,1211825,1212091,1211958,,BW25113_1166,0,1.05096883562112
b1167,BW25113_RS06060,1212204,1212452,1212328,,BW25113_1167,0,0.0204245412464215
b1168,BW25113_RS06065,1212784,1214307,1213545,,BW25113_1168,0,5.8276968691299
b1171,BW25113_RS06090,1217761,1218090,1217925,,BW25113_1171,1,22.1063187198275
b1172,BW25113_RS06095,1218100,1218444,1218272,,BW25113_1172,1,26.8233894449454
b1174,BW25113_RS06110,1219735,1220001,1219868,,BW25113_1174,1,23.6587898587365
b1175,BW25113_RS06115,1220005,1220817,1220411,,BW25113_1175,1,538.687849847196
b1176,BW25113_RS06120,1220841,1221536,1221188,,BW25113_1176,1,706.19959065784
b1177,BW25113_RS06125,1222056,1222424,1222240,,BW25113_1177,0,10.938603722386
b1178,BW25113_RS06130,1222527,1222928,1222727,,BW25113_1178,1,41.1196862190984
b1179,BW25113_RS06140,1223170,1223463,1223316,,BW25113_1179,0,56.001124719453
b1180,BW25113_RS06145,1223535,1224194,1223864,,BW25113_1180,0,15.7186904069603
b1181,BW25113_RS06150,1224271,1224732,1224501,,BW25113_1181,0,10.3319445989798
b1182,BW25113_RS06155,1224939,1225850,1225394,,BW25113_1182,1,6.84541059048752
b1183,BW25113_RS06160,1226223,1226642,1226432,,BW25113_1183,0,5.29081734988964
b1184,BW25113_RS06165,1226642,1227910,1227276,,BW25113_1184,0,3.78051363090602
b1185,BW25113_RS06170,1227956,1228486,1228221,,BW25113_1185,1,36.8318734757845
b1186,BW25113_RS06175,1228632,1230173,1229402,,BW25113_1186,1,18.2927846644828
b1187,BW25113_RS06180,1230394,1231113,1230753,,BW25113_1187,0,189.863271159583
b1188,BW25113_RS06185,1231165,1232697,1231931,,BW25113_1188,1,882.824205820968
b1189,BW25113_RS06190,1233027,1234325,1233676,,BW25113_1189,0,97.4466915862968
b1190,BW25113_RS06195,1234335,1235405,1234870,,BW25113_1190,0,34.4406967969689
b1191,BW25113_RS06200,1235791,1237527,1236659,,BW25113_1191,1,19.749291577687
b1192,BW25113_RS06205,1237622,1238536,1238079,,BW25113_1192,1,86.4672298952041
b1193,BW25113_RS06210,1238636,1239247,1238941,emtA,BW25113_1193,0,12.3516606458463
b1194,BW25113_RS06215,1239249,1239983,1239616,,BW25113_1194,1,2.28575854246003
b1195,BW25113_RS06220,1240184,1240438,1240311,,BW25113_1195,0,10.550537438704
b1196,BW25113_RS06225,1240616,1241056,1240836,,BW25113_1196,0,0.54590895905698
b1197,BW25113_RS06230,1241135,1242832,1241983,treA,BW25113_1197,1,109.17097937641
b1198,BW25113_RS06235,1243152,1244570,1243861,,BW25113_1198,1,88.6792091834874
b1199,BW25113_RS06240,1244581,1245213,1244897,,BW25113_1199,1,54.7880508594802
b1200,BW25113_RS06245,1245224,1246294,1245759,,BW25113_1200,1,128.833986069483
b1201,BW25113_RS06250,1246522,1248441,1247481,,BW25113_1201,0,5.55387112907657
b1202,BW25113_RS06255,1248541,1251408,1249974,,BW25113_1202,1,11.8724246806274
b1203,BW25113_RS06265,1252177,1253268,1252722,,BW25113_1203,1,83.7651796613407
b1204,BW25113_RS06270,1253385,1253969,1253677,,BW25113_1204,1,101.461427498192
b1205,BW25113_RS06275,1254247,1254525,1254386,,BW25113_1205,0,150.885080321451
b1206,BW25113_RS06280,1254580,1256259,1255419,,BW25113_1206,1,5.50549232765905
b1207,BW25113_RS06285,1256384,1257331,1256857,,BW25113_1207,1,165.625642170106
b1208,BW25113_RS06290,1257482,1258333,1257907,,BW25113_1208,1,382.489409042029
b1209,BW25113_RS06295,1258333,1258956,1258644,lolB,BW25113_1209,1,79.2903139047765
b1210,BW25113_RS06300,1259170,1260426,1259798,,BW25113_1210,0,47.4635945062981
b1211,BW25113_RS06305,1260468,1261550,1261009,,BW25113_1211,0,64.7446250077398
b1212,BW25113_RS06310,1261550,1262383,1261966,,BW25113_1212,0,15.7306814642216
b1213,BW25113_RS06315,1262380,1262772,1262576,,BW25113_1213,0,32.6747704506822
b1214,BW25113_RS06320,1262776,1263585,1263180,,BW25113_1214,0,168.34687061556
b1215,BW25113_RS06325,1263621,1264475,1264048,,BW25113_1215,0,113.424941049629
b1216,BW25113_RS06345,1266205,1267305,1266755,,BW25113_1216,1,18.2262019233995
b1217,BW25113_RS06350,1267575,1267805,1267690,chaB,BW25113_1217,0,16.8628696431516
b1218,BW25113_RS06355,1267963,1268658,1268310,,BW25113_1218,0,12.9179941461497
b1219,BW25113_RS06360,1268702,1269055,1268878,,BW25113_1219,1,31.2641061534986
b1220,BW25113_RS06365,1269240,1270634,1269937,,BW25113_1220,0,14.3820582987556
b1221,BW25113_RS06370,1270635,1271285,1270960,,BW25113_1221,1,115.223192320154
b1222,BW25113_RS06375,1271278,1273074,1272176,,BW25113_1222,1,51.2634857596705
b1223,BW25113_RS06385,1273413,1274804,1274108,,BW25113_1223,0,1.71855807307295
b1224,BW25113_RS06390,1275320,1279063,1277191,,BW25113_1224,0,7.22949434139498
b1225,BW25113_RS06395,1279060,1280598,1279829,,BW25113_1225,0,6.61218113242303
b1226,BW25113_RS06400,1280595,1281305,1280950,,BW25113_1226,0,2.26981247290115
b1227,BW25113_RS06405,1281305,1281982,1281643,,BW25113_1227,0,5.39781596683054
b1232,BW25113_RS06425,1283238,1284080,1283659,,BW25113_1232,1,274.233041855232
b1233,BW25113_RS06430,1284130,1284588,1284359,,BW25113_1233,1,134.969576142574
b1234,BW25113_RS06435,1284701,1285606,1285153,,BW25113_1234,0,172.984546121142
b1235,BW25113_RS06440,1285698,1286711,1286204,,BW25113_1235,0,96.6214307369525
b1236,BW25113_RS06445,1286913,1287821,1287367,,BW25113_1236,0,21.2754688026388
b1237,BW25113_RS06450,1287965,1288378,1288171,,BW25113_1237,1,137.858905426976
b1238,BW25113_RS06455,1288983,1289600,1289291,,BW25113_1238,0,7.45907661250534
b1241,BW25113_RS06470,1290902,1293577,1292239,,BW25113_1241,1,1324.11943898297
b1242,BW25113_RS06475,1294054,1294701,1294377,,BW25113_1242,0,22.2554062268639
b1243,BW25113_RS06480,1295439,1297070,1296254,,BW25113_1243,0,3852.77626556474
b1244,BW25113_RS06485,1297156,1298076,1297616,oppB,BW25113_1244,0,113.770659398171
b1245,BW25113_RS06490,1298091,1298999,1298545,,BW25113_1245,0,116.054444440313
b1246,BW25113_RS06495,1299011,1300024,1299517,oppD,BW25113_1246,0,110.12490086301
b1247,BW25113_RS06500,1300021,1301025,1300523,,BW25113_1247,0,61.3209099401152
b1248,BW25113_RS06505,1301078,1301407,1301242,,BW25113_1248,1,135.229552671074
b1249,BW25113_RS06510,1301442,1302902,1302172,,BW25113_1249,1,83.8841853232391
b1250,BW25113_RS06520,1303273,1304526,1303899,,BW25113_1250,1,27.3893892158336
b1251,BW25113_RS06525,1304826,1305122,1304974,,BW25113_1251,1,20.1482737357215
b1252,BW25113_RS06530,1305346,1306065,1305705,,BW25113_1252,0,278.782535756607
b1253,BW25113_RS06535,1306105,1306503,1306304,,BW25113_1253,1,6.50966098716968
b1254,BW25113_RS06540,1306608,1307147,1306877,,BW25113_1254,1,32.0396785997941
b1255,BW25113_RS06545,1307177,1307920,1307548,,BW25113_1255,1,11.1494585944406
b1256,BW25113_RS06550,1308277,1308915,1308596,,BW25113_1256,0,22.9634717082896
b1257,BW25113_RS06555,1308975,1309481,1309228,,BW25113_1257,1,15.0493133020135
b1258,BW25113_RS06560,1309527,1310027,1309777,,BW25113_1258,1,14.2591316907057
b1259,BW25113_RS06565,1310113,1310292,1310202,,BW25113_1259,1,57.3017836558736
b1260,BW25113_RS06570,1310673,1311479,1311076,,BW25113_1260,1,416.510451565905
b1261,BW25113_RS06575,1311479,1312672,1312075,,BW25113_1261,1,354.120777635174
b1262,BW25113_RS06580,1312684,1314045,1313364,,BW25113_1262,1,96.0808128864447
b1263,BW25113_RS06585,1314046,1315641,1314843,,BW25113_1263,1,158.135342461304
b1264,BW25113_RS06590,1315641,1317203,1316422,,BW25113_1264,1,54.5912280160174
b1265,BW25113_RS23700,1317295,1317339,1317317,,BW25113_1265,1,5.38674580798045
b1266,BW25113_RS06595,1317477,1318358,1317917,,BW25113_1266,0,81.0290172076725
b1267,BW25113_RS06600,1318355,1318975,1318665,,BW25113_1267,0,29.9200608536765
b1268,BW25113_RS06605,1319003,1320898,1319950,,BW25113_1268,0,6.91273374058711
b1269,BW25113_RS06610,1321109,1321984,1321546,,BW25113_1269,0,12.188264315875
b1270,BW25113_RS06615,1322024,1322614,1322319,,BW25113_1270,1,47.8427661573677
b1271,BW25113_RS06620,1322611,1323369,1322990,,BW25113_1271,1,111.163155735478
b1272,BW25113_RS06630,1323589,1324638,1324113,,BW25113_1272,0,12.0043263105023
b1273,BW25113_RS06635,1324674,1324925,1324799,,BW25113_1273,1,89.5601811157606
b1274,BW25113_RS06645,1325305,1327902,1326603,,BW25113_1274,0,278.356242495957
b1275,BW25113_RS06650,1328112,1329086,1328599,,BW25113_1275,0,66.2732222290326
b1276,BW25113_RS06675,1330088,1332763,1331425,,BW25113_1276,0,82.7053440008012
b1277,BW25113_RS06680,1332827,1333417,1333122,,BW25113_1277,1,89.4882347721926
b1278,BW25113_RS06685,1333587,1334351,1333969,,BW25113_1278,0,34.3459602505413
b1279,BW25113_RS06690,1334500,1334808,1334654,,BW25113_1279,0,77.9035954658376
b1280,BW25113_RS06695,1334815,1335984,1335399,,BW25113_1280,0,57.91096231999
b1281,BW25113_RS06700,1336178,1336915,1336546,,BW25113_1281,0,16.3161211683389
b1282,BW25113_RS06705,1336915,1337241,1337078,,BW25113_1282,0,1.33517847490366
b1283,BW25113_RS06710,1337367,1337585,1337476,,BW25113_1283,1,256.558943139031
b1284,BW25113_RS06715,1337854,1338603,1338228,,BW25113_1284,1,11.1910565184193
b1285,BW25113_RS06725,1339014,1340999,1340006,,BW25113_1285,1,19.1177843641173
b1286,BW25113_RS06735,1341235,1343169,1342202,,BW25113_1286,1,87.7818759702061
b1287,BW25113_RS06740,1343237,1344364,1343800,,BW25113_1287,1,38.2588092898853
b1288,BW25113_RS06745,1344508,1345296,1344902,,BW25113_1288,1,426.697591465551
b1289,BW25113_RS06755,1345664,1346017,1345840,,BW25113_1289,1,3.03511803593874
b1290,BW25113_RS06760,1346085,1346891,1346488,,BW25113_1290,1,39.3697334118132
