Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b1191,1240335,1242071,1241203,cvrA,,1,19.749291577687
b1192,1242166,1243080,1242623,ldcA,,1,86.4672298952041
b1193,1243180,1243791,1243485,emtA,,0,12.3516606458463
b1194,1243793,1244527,1244160,ycgR,,1,2.28575854246003
b1195,1244728,1244982,1244855,ymgE,,0,10.550537438704
b1196,1245160,1245600,1245380,ycgY,,0,0.54590895905698
b1197,1245679,1247376,1246527,treA,,1,109.17097937641
b1198,1247696,1249114,1248405,dhaM,,1,88.6792091834874
b1199,1249125,1249757,1249441,dhaL,,1,54.7880508594802
b1200,1249768,1250838,1250303,dhaK,,1,128.833986069483
b1201,1251066,1252985,1252025,dhaR,,0,5.55387112907657
b1202,1253085,1255952,1254518,ycgV,,1,11.8724246806274
b1203,1256721,1257812,1257266,ychF,,1,83.7651796613407
b1204,1257929,1258513,1258221,pth,,1,101.461427498192
b1205,1258791,1259069,1258930,ychH,,0,150.885080321451
b1206,1259124,1260803,1259963,dauA,,1,5.50549232765905
b1207,1260928,1261875,1261401,prs,,1,165.625642170106
b1208,1262026,1262877,1262451,ispE,,1,382.489409042029
b1209,1262877,1263500,1263188,lolB,,1,79.2903139047765
b1210,1263714,1264970,1264342,hemA,,0,47.4635945062981
b1211,1265012,1266094,1265553,prfA,,0,64.7446250077398
b1212,1266094,1266927,1266510,prmC,,0,15.7306814642216
b1213,1266924,1267316,1267120,ychQ,,0,32.6747704506822
b1214,1267320,1268129,1267724,ychA,,0,168.34687061556
b1215,1268165,1269019,1268592,kdsA,,0,113.424941049629
b1216,1270749,1271849,1271299,chaA,,1,18.2262019233995
b1217,1272119,1272349,1272234,chaB,,0,16.8628696431516
b1218,1272507,1273202,1272854,chaC,,0,12.9179941461497
b1219,1273246,1273599,1273422,ychN,,1,31.2641061534986
b1220,1273784,1275178,1274481,ychO,,0,14.3820582987556
b1221,1275179,1275829,1275504,narL,,1,115.223192320154
b1222,1275822,1277618,1276720,narX,,1,51.2634857596705
b1223,1277957,1279348,1278652,narK,,0,1.71855807307295
b1224,1279864,1283607,1281735,narG,,0,7.22949434139498
b1225,1283604,1285142,1284373,narH,,0,6.61218113242303
b1226,1285139,1285849,1285494,narJ,,0,2.26981247290115
b1227,1285849,1286526,1286187,narI,,0,5.39781596683054
b1229,1287087,1287176,1287131,tpr,,1,2.64784663029922
b1232,1287782,1288624,1288203,purU,,1,274.233041855232
b1233,1288674,1289132,1288903,ychJ,,1,134.969576142574
b1234,1289245,1290150,1289697,rssA,,0,172.984546121142
b1235,1290242,1291255,1290748,rssB,,0,96.6214307369525
b1236,1291457,1292365,1291911,galU,,0,21.2754688026388
b1237,1292509,1292922,1292715,hns,,1,137.858905426976
b1238,1293527,1294144,1293835,tdk,,0,7.45907661250534
b1241,1295446,1298121,1296783,adhE,,1,1324.11943898297
b1242,1298598,1299245,1298921,ychE,,0,22.2554062268639
b1243,1301182,1302813,1301997,oppA,,0,3852.77626556474
b1244,1302899,1303819,1303359,oppB,,0,113.770659398171
b1245,1303834,1304742,1304288,oppC,,0,116.054444440313
b1246,1304754,1305767,1305260,oppD,,0,110.12490086301
b1247,1305764,1306768,1306266,oppF,,0,61.3209099401152
b1248,1306821,1307150,1306985,yciU,,1,135.229552671074
b1249,1307185,1308645,1307915,clsA,,1,83.8841853232391
b1250,1309016,1310269,1309642,kch,,1,27.3893892158336
b1251,1310569,1310865,1310717,yciI,,1,20.1482737357215
b1252,1311089,1311808,1311448,tonB,,0,278.782535756607
b1253,1311848,1312246,1312047,yciA,,1,6.50966098716968
b1254,1312351,1312890,1312620,yciB,,1,32.0396785997941
b1255,1312920,1313663,1313291,yciC,,1,11.1494585944406
b1256,1314020,1314658,1314339,ompW,,0,22.9634717082896
b1257,1314718,1315224,1314971,yciE,,1,15.0493133020135
b1258,1315270,1315770,1315520,yciF,,1,14.2591316907057
b1259,1315856,1316035,1315945,yciG,,1,57.3017836558736
b1260,1316416,1317222,1316819,trpA,,1,416.510451565905
b1261,1317222,1318415,1317818,trpB,,1,354.120777635174
b1262,1318427,1319788,1319107,trpC,,1,96.0808128864447
b1263,1319789,1321384,1320586,trpD,,1,158.135342461304
b1264,1321384,1322946,1322165,trpE,,1,54.5912280160174
b1265,1323038,1323082,1323060,trpL,,1,5.38674580798045
b1266,1323220,1324101,1323660,yciV,,0,81.0290172076725
b1267,1324098,1324718,1324408,yciO,,0,29.9200608536765
b1268,1324746,1326641,1325693,yciQ,,0,6.91273374058711
b1269,1326852,1327727,1327289,rluB,,0,12.188264315875
b1270,1327767,1328357,1328062,btuR,,1,47.8427661573677
b1271,1328354,1329112,1328733,yciK,,1,111.163155735478
b1272,1329332,1330381,1329856,sohB,,0,12.0043263105023
b1273,1330417,1330668,1330542,yciN,,1,89.5601811157606
b1274,1331048,1333645,1332346,topA,,0,278.356242495957
b1275,1333855,1334829,1334342,cysB,,0,66.2732222290326
b1276,1335831,1338506,1337168,acnA,,0,82.7053440008012
b1277,1338570,1339160,1338865,ribA,,1,89.4882347721926
b1278,1339330,1340094,1339712,pgpB,,0,34.3459602505413
b1279,1340243,1340551,1340397,yciS,,0,77.9035954658376
b1280,1340558,1341727,1341142,yciM,,0,57.91096231999
b1281,1341921,1342658,1342289,pyrF,,0,16.3161211683389
b1282,1342658,1342984,1342821,yciH,,0,1.33517847490366
b1283,1343110,1343328,1343219,osmB,,1,256.558943139031
b1284,1343597,1344346,1343971,yciT,,1,11.1910565184193
b1285,1344757,1346742,1345749,gmr,,1,19.1177843641173
b1286,1346978,1348912,1347945,rnb,,1,87.7818759702061
b1287,1348980,1350107,1349543,yciW,,1,38.2588092898853
b1288,1350251,1351039,1350645,fabI,,1,426.697591465551
b1289,1351407,1351760,1351583,ycjD,,1,3.03511803593874
b1290,1351828,1352634,1352231,sapF,,1,39.3697334118132
b1291,1352636,1353628,1353132,sapD,,1,54.03610897483
b1292,1353628,1354518,1354073,sapC,,1,8.57562548662786
b1293,1354505,1355470,1354987,sapB,,1,16.2382152664543
b1294,1355467,1357110,1356288,sapA,,1,53.4055041113627
b1295,1357423,1357668,1357545,ymjA,,1,78.8826179578906
b1296,1357802,1359187,1358494,puuP,,1,5.63855801046883
b1297,1359490,1360908,1360199,puuA,,1,21.0667449856361
b1298,1361120,1361884,1361502,puuD,,0,28.4361138480769
b1299,1361911,1362468,1362189,puuR,,0,13.1575349865104
b1300,1362743,1364230,1363486,puuC,,0,18.4878830814604
b1301,1364232,1365512,1364872,puuB,,0,2.71135948988225
b1302,1365550,1366815,1366182,puuE,,0,3.73966454841318
b1303,1366935,1367912,1367423,pspF,,1,8.97408418527234
b1304,1368079,1368747,1368413,pspA,,0,28.9490112527945
b1305,1368801,1369025,1368913,pspB,,0,23.1449985202715
b1306,1369025,1369384,1369204,pspC,,0,18.4532282471088
b1307,1369393,1369614,1369503,pspD,,0,7.92963454037214
b1308,1369689,1370003,1369846,pspE,,0,13.7099631362883
b1309,1370216,1371895,1371055,ycjM,,0,3.20179185438788
b1310,1371909,1373201,1372555,ycjN,,0,0.102122706232108
b1311,1373222,1374103,1373662,ycjO,,0,0
b1312,1374090,1374932,1374511,ycjP,,0,0.54590895905698
b1313,1374963,1376015,1375489,ycjQ,,0,3.71924000716675
b1314,1376034,1376822,1376428,ycjR,,0,0
b1315,1376832,1377887,1377359,ycjS,,0,5.27526871935201
b1316,1377884,1380151,1379017,ycjT,,0,1.69487393646607
b1317,1380148,1380807,1380477,ycjU,,0,1.074652972228
b1319,1381947,1382852,1382399,ompG,,0,0
b1320,1382963,1383961,1383462,ycjW,,1,4.22755947909135
b1321,1384117,1385514,1384815,ycjX,,0,17.3883540609622
b1322,1385511,1386572,1386041,ycjF,,0,12.7914918863737
b1323,1386720,1388261,1387490,tyrR,,0,84.1635663522078
b1324,1388305,1388811,1388558,tpx,,1,685.920561572751
b1325,1388930,1389895,1389412,ycjG,,0,20.8317639996185
b1326,1389870,1390598,1390234,mpaA,,1,112.00518389024
b1327,1390933,1391853,1391393,ycjY,,1,13.1018150173675
b1328,1391991,1392890,1392440,pgrR,,0,11.4428687209077
b1329,1393227,1394840,1394033,mppA,,0,8.59722377782397
b1330,1394891,1395922,1395406,ynaI,,1,5.39694899774686
b1331,1396076,1397092,1396584,insH1,,0,239.84872460958
b1332,1397365,1397622,1397493,ynaJ,,0,86.7662025624815
b1333,1397672,1398622,1398147,uspE,,1,663.828924514377
b1334,1398774,1399526,1399150,fnr,,1,526.780481141137
b1335,1399721,1400236,1399978,ogt,,1,33.7316897730733
b1336,1400247,1401773,1401010,abgT,,1,6.95742483329416
b1337,1401810,1403255,1402532,abgB,,1,2.79081841902417
b1338,1403255,1404565,1403910,abgA,,1,0.0612736237392646
b1339,1404741,1405649,1405195,abgR,,0,6.87866570475102
b1340,1405979,1406542,1406260,smrA,,0,33.1414914938493
b1341,1406563,1407795,1407179,ydaM,,1,47.340965876164
b1342,1408050,1409033,1408541,ydaN,,0,29.2488601807699
b1343,1409511,1410884,1410197,dbpA,,0,13.2351610050437
b1344,1411013,1411948,1411480,ttcA,,1,18.9315522001304
b1345,1412000,1413235,1412617,intR,,1,24.4600685935581
b1346,1413237,1413452,1413344,ydaQ,,1,0.0719463435681084
b1347,1413531,1413740,1413635,ydaC,,1,0.0359731717840542
b1348,1413733,1413927,1413830,ralR,,1,0.0719463435681084
b1349,1413984,1414793,1414388,recT,,1,11.1535934570561
b1350,1414786,1417386,1416086,recE,,1,2.19667421766975
b1351,1417488,1417763,1417625,racC,,1,0.0236841366068789
b1352,1418008,1418229,1418118,kilR,,1,1.57645325343168
b1353,1418671,1419159,1418915,sieB,,0,0
b1355,1419322,1419456,1419389,ydaG,,1,1.57645325343168
b1356,1419765,1420241,1420003,racR,,1,299.526118152019
b1357,1420365,1420661,1420513,ydaS,,0,2.10193767124223
b1358,1420684,1421106,1420895,ydaT,,0,1.60013739003856
b1359,1421119,1421976,1421547,ydaU,,0,3.41343200953902
b1360,1421983,1422729,1422356,ydaV,,0,3.5366203392266
b1363,1423782,1425239,1424510,trkG,,0,3.22395891668399
b1365,1425377,1425640,1425508,ynaK,,0,0.040849082492843
b1372,1429049,1432411,1430730,stfR,,0,1.80428334139735
b1373,1432411,1432986,1432698,tfaR,,0,0.0119910572613514
b1374,1433084,1433674,1433379,pinR,,1,2.66827117154564
b1375,1433991,1434224,1434107,ynaE,,1,59.9052236304037
b1376,1435185,1435619,1435402,uspF,,1,159.242203137846
b1377,1435760,1436893,1436326,ompN,,1,0.142104819641273
b1378,1437260,1440784,1439022,pfo,,1,86.9729764018697
b1379,1441321,1441743,1441532,hslJ,,1,25.9166112743763
b1380,1441854,1442843,1442348,ldhA,,1,12.4946324345713
b1381,1443051,1445690,1444370,ydbH,,0,12.5143170205458
b1382,1445687,1445872,1445779,ynbE,,0,6.32979512824941
b1383,1445880,1446206,1446043,ydbL,,0,4.77672803350879
b1384,1446378,1447283,1446830,feaR,,1,3.77312747110143
b1385,1447519,1449018,1448268,feaB,,0,3.94219418442364
b1386,1449076,1451349,1450212,tynA,,1,2.35374987373061
b1387,1451597,1453642,1452619,paaZ,,1,0.102122706232108
b1388,1453927,1454856,1454391,paaA,,0,0
b1389,1454868,1455155,1455011,paaB,,0,2.11392872850359
b1390,1455164,1455910,1455537,paaC,,0,1.06295989288247
b1391,1455925,1456422,1456173,paaD,,0,1.57645325343168
b1392,1456430,1457500,1456965,paaE,,0,2.62742208905279
b1393,1457497,1458264,1457880,paaF,,0,1.07139337686754
b1394,1458264,1459052,1458658,paaG,,0,0.0236841366068789
b1395,1459054,1460481,1459767,paaH,,0,1.63772687717094
b1396,1460471,1460893,1460682,paaI,,0,0.525484417810559
b1397,1460893,1462098,1461495,paaJ,,0,6.87866570475102
b1398,1462125,1463438,1462781,paaK,,0,2.19667421766975
b1399,1463539,1464489,1464014,paaX,,0,11.096446397761
b1400,1464471,1465061,1464766,paaY,,0,9.48240365719693
b1402,1467921,1468826,1468373,insD1,,1,2.62742208905279
b1403,1468784,1469149,1468966,insC1,,1,76.195240582531
b1404,1469358,1470509,1469933,insI1,,0,7.88226626715838
b1406,1474221,1475081,1474651,ydbC,,0,16.5058559828316
b1407,1475144,1477450,1476297,ydbD,,0,1.47728329454494
b1408,1477621,1478226,1477923,ynbA,,0,0
b1409,1478226,1479122,1478674,ynbB,,0,0.0204245412464215
b1410,1479138,1480895,1480016,ynbC,,0,1.60013739003856
b1411,1480909,1482201,1481555,ynbD,,0,1.63640853973843
b1412,1482255,1482860,1482557,azoR,,1,44.6898596505044
b1413,1483061,1486963,1485012,hrpA,,0,30.9181189083801
b1414,1487235,1488035,1487635,ydcF,,0,358.783003269118
b1415,1488232,1489671,1488951,aldA,,0,27.9646614145348
b1418,1490902,1491432,1491167,cybB,,0,43.7351172508899
b1419,1491677,1491850,1491763,ydcA,,0,4.98545185051147
b1420,1491962,1492129,1492045,mokB,,1,4.933207733738
b1421,1492470,1494110,1493290,trg,,0,7.59946664913582
b1422,1494148,1495071,1494609,ydcI,,1,78.3584518775125
b1423,1495288,1496631,1495959,ydcJ,,0,10.1067511858791
b1424,1496856,1498511,1497683,opgD,,0,16.8994387707673
b1426,1498651,1498875,1498763,ydcH,,0,4.75334187481773
b1427,1498938,1499477,1499207,rimL,,0,60.6585381361799
b1428,1499469,1500449,1499959,ydcK,,1,63.4461964209491
b1429,1500573,1501565,1501069,tehA,,0,34.606485753217
b1430,1501562,1502155,1501858,tehB,,0,29.1384843456495
b1431,1502457,1503125,1502791,ydcL,,0,76.8286445156937
b1432,1503717,1504865,1504291,insQ,,0,28.9120268788099
b1433,1504905,1506080,1505492,ydcO,,1,2.35587197541952
b1434,1506172,1506708,1506440,ydcN,,0,39.0492432479527
b1435,1506781,1508742,1507761,ydcP,,0,35.3912768645252
b1436,1508834,1509064,1508949,yncJ,,1,2.74996933653132
b1438,1509508,1509924,1509716,hicB,,0,43.2122695079443
b1439,1510003,1511409,1510706,ydcR,,0,4.9571898482607
b1440,1511654,1512799,1512226,ydcS,,0,9.23960322147582
b1441,1512817,1513830,1513323,ydcT,,0,2.17299008106287
b1442,1513831,1514772,1514301,ydcU,,0,8.07173936001341
b1443,1514762,1515556,1515159,ydcV,,0,2.14990190028764
b1444,1515578,1517002,1516290,patD,,0,3.24883496495416
b1445,1517389,1517562,1517475,ydcX,,0,32.1158231101833
b1446,1517648,1517881,1517764,ydcY,,0,531.851504448025
b1447,1517882,1518331,1518106,ydcZ,,1,57.8632412454682
b1448,1518328,1518846,1518587,mnaT,,1,164.740426034455
b1449,1519027,1520064,1519545,curA,,0,60.4949075378988
b1450,1520262,1520927,1520594,mcbR,,0,24.5399249617213
b1451,1520963,1523065,1522014,yncD,,1,19.2144899278228
b1452,1523307,1524368,1523837,yncE,,0,1835.53749595353
b1453,1524481,1525980,1525230,ansP,,1,7.18388486414397
b1454,1526247,1526864,1526555,yncG,,0,16.6278886571341
b1455,1526940,1527152,1527046,yncH,,0,0.0236841366068789
b1457,1529922,1530404,1530163,ydcD,,0,0.53747547507191
b1460,1531816,1532952,1532384,ydcC,,0,3.72575919788767
b1461,1533052,1533285,1533168,pptA,,0,538.621528255823
b1462,1533282,1533851,1533566,yddH,,1,8.94522616004085
b1463,1534024,1534869,1534446,nhoA,,0,1.57645325343168
b1464,1534965,1535858,1535411,yddE,,1,22.3782393239329
b1465,1535937,1536617,1536277,narV,,1,1.1326670006068
b1466,1536614,1537309,1536961,narW,,1,2.8405793185147
b1467,1537309,1538853,1538081,narY,,1,7.10709174854835
b1468,1538850,1542590,1540720,narZ,,1,14.3775523737401
b1469,1542672,1544060,1543366,narU,,1,7.96396443214407
b1473,1546288,1547169,1546728,yddG,,1,6.85498156814414
b1474,1547401,1550448,1548924,fdnG,,0,1.21436516559249
b1475,1550461,1551345,1550903,fdnH,,0,0.566333500303402
b1476,1551338,1551991,1551664,fdnI,,0,0.0239821145227028
b1477,1552398,1552682,1552540,yddM,,1,15.7765235915781
b1478,1552828,1553838,1553333,adhP,,1,242.797485165085
b1479,1553972,1555669,1554820,maeA,,1,36.5525765082677
b1480,1555826,1555963,1555894,sra,,1,1396.79753782677
b1481,1556065,1556280,1556172,bdm,,1,156.176791605088
b1482,1556625,1557056,1556840,osmC,,0,534.10532572499
b1483,1557112,1558038,1557575,ddpF,,1,7.93710210145289
b1484,1558031,1559017,1558524,ddpD,,1,6.64230416991661
b1485,1559014,1559910,1559462,ddpC,,1,3.53185269257341
b1486,1559907,1560929,1560418,ddpB,,1,5.84160221965541
b1487,1560931,1562481,1561706,ddpA,,1,6.36576830003346
b1488,1562495,1563076,1562785,ddpX,,1,17.866470205559
b1489,1563334,1565733,1564533,dosP,,1,16.8628696431516
b1490,1565758,1567140,1566449,dosC,,1,89.9999402652468
b1491,1567504,1568823,1568163,yddW,,1,3.75245936993092
b1492,1568954,1570489,1569721,gadC,,1,635.204863719302
b1493,1570645,1572045,1571345,gadB,,1,296.405616456839
b1494,1572407,1575202,1573804,pqqL,,1,73.5126046392226
b1495,1575247,1577619,1576433,yddB,,1,18.1033115716278
b1496,1577657,1579342,1578499,yddA,,1,7.25761189046108
b1497,1579633,1580790,1580211,ydeM,,1,0.688880747781931
b1498,1580842,1582524,1581683,ydeN,,1,1.62382152664543
b1499,1582926,1583687,1583306,ydeO,,1,3.17688862138605
b1501,1584207,1586486,1585346,ydeP,,1,13.7336472728952
b1502,1586820,1587734,1587277,ydeQ,,1,0.059955286306757
b1503,1587793,1588296,1588044,ydeR,,1,0.059955286306757
b1504,1588309,1588839,1588574,ydeS,,1,0.0239821145227028
b1507,1590854,1592176,1591515,hipA,,1,13.1610925597867
b1508,1592176,1592442,1592309,hipB,,1,180.261579850268
b1511,1598617,1600209,1599413,lsrK,,1,7.90595040376526
b1512,1600288,1601241,1600764,lsrR,,1,4.24472442497731
b1513,1601490,1603025,1602257,lsrA,,0,1.33875420989355
b1514,1603019,1604047,1603533,lsrC,,0,0.53747547507191
b1515,1604047,1605039,1604543,lsrD,,0,0.572852691024317
b1516,1605051,1606073,1605562,lsrB,,0,3.1648975641247
b1517,1606100,1606975,1606537,lsrF,,0,2.12591978576494
b1518,1606999,1607289,1607144,lsrG,,0,1.5968777946781
b1519,1607346,1608104,1607725,tam,,0,54.7223257958662
b1520,1608108,1609022,1608565,yneE,,1,25.8671571557518
b1521,1609229,1610680,1609954,uxaB,,1,3.04710909320009
b1522,1610907,1611854,1611380,yneF,,1,4.326422589963
b1523,1611966,1612325,1612145,yneG,,1,1.57645325343168
b1524,1612325,1613251,1612788,glsB,,1,20.0296815005405
b1525,1613315,1614703,1614009,sad,,1,16.0403268513278
b1526,1614804,1615685,1615244,yneJ,,0,8.16820984460828
b1527,1615763,1616878,1616320,yneK,,0,2.30618308370645
b1528,1617028,1618218,1617623,ydeA,,0,7.92311534965122
b1529,1618243,1618908,1618575,marC,,1,5.80401273252303
b1530,1619120,1619554,1619337,marR,,0,6.38975041455616
b1531,1619574,1619957,1619765,marA,,0,9.05165578581389
b1532,1619989,1620207,1620098,marB,,0,0.633403933162721
b1533,1620238,1621137,1620687,eamA,,1,17.5208516466687
b1534,1621332,1622519,1621925,ydeE,,0,40.8412463571231
b1535,1622960,1623850,1623405,dgcZ,,1,6.97426922026221
b1536,1624105,1624497,1624301,ydeI,,1,90.3833198634161
b1537,1624773,1625291,1625032,ydeJ,,0,18.6317757685966
b1538,1625335,1627380,1626357,dcp,,1,60.2988435686821
b1539,1627517,1628263,1627890,ydfG,,0,139.367357990373
b1540,1628352,1629038,1628695,rspR,,0,85.8119659492075
b1541,1629215,1629418,1629316,ydfZ,,0,42.1817252135696
b1542,1629453,1630913,1630183,ydfI,,1,2.94555588291464
b1544,1633072,1633305,1633188,ydfK,,0,68.8384587331832
b1545,1633622,1634212,1633917,pinQ,,0,3.15290650686335
b1546,1634310,1634885,1634597,tfaQ,,1,0
b1547,1634885,1635847,1635366,stfQ,,1,2.10193767124223
b1549,1637047,1637457,1637252,ydfO,,0,5.78032859591615
b1550,1637609,1637782,1637695,gnsB,,1,33.6310027398758
b1551,1637954,1638109,1638031,ynfN,,1,0
b1552,1638455,1638667,1638561,cspI,,1,0
b1553,1639030,1639527,1639278,rzpQ,,1,0
b1554,1639524,1640057,1639790,rrrQ,,1,1.05096883562112
b1555,1640054,1640365,1640209,ydfR,,1,8.9332351027795
b1556,1640370,1640585,1640477,essQ,,1,2.62742208905279
b1557,1641339,1641554,1641446,cspB,,1,5.25484417810559
b1558,1641855,1642067,1641961,cspF,,0,20.4938922946118
b1559,1642489,1643241,1642865,quuQ,,1,0
b1560,1643255,1644304,1643779,ydfU,,1,0
b1561,1644651,1644902,1644776,rem,,1,0
b1562,1645119,1645274,1645196,hokD,,1,106.673336815543
b1563,1645346,1645633,1645489,relE,,1,60.4307080482143
b1564,1645633,1645872,1645752,relB,,1,32.5800339042546
b1565,1645897,1646202,1646049,ydfV,,0,4.72935976029503
b1566,1646405,1646737,1646571,flxA,,0,21.5448611302329
b1569,1647620,1647850,1647735,dicC,,1,0
b1570,1647934,1648341,1648137,dicA,,0,122.43786934986
b1571,1648508,1648663,1648585,ydfA,,0,4.72935976029503
b1572,1648665,1648793,1648729,ydfB,,0,9.45871952059005
b1573,1648823,1649041,1648932,ydfC,,0,5.78032859591615
b1575,1649609,1649797,1649703,dicB,,0,0
b1576,1649794,1649985,1649889,ydfD,,0,0
b1580,1652896,1653915,1653405,rspB,,1,3.17659064347023
b1581,1653927,1655141,1654534,rspA,,1,1.62441748247708
b1582,1655347,1655673,1655510,ynfA,,1,2.6514042035755
b1583,1655808,1656149,1655978,ynfB,,0,153.46187454193
b1584,1656184,1656744,1656464,speG,,0,77.783684893224
b1585,1656747,1657457,1657102,ynfC,,1,49.4434995032379
b1586,1657565,1657870,1657717,ynfD,,0,2591.28357479648
b1587,1658069,1660495,1659282,ynfE,,0,13.209491378196
b1588,1660556,1662979,1661767,ynfF,,0,7.54060272056562
b1589,1662990,1663607,1663298,ynfG,,0,3.1937555893562
b1590,1663609,1664463,1664036,ynfH,,0,13.7225501493813
b1591,1664506,1665120,1664813,dmsD,,0,14.211763417492
b1592,1665315,1666571,1665943,clcB,,0,2.81927900523442
b1593,1666524,1667219,1666871,ynfK,,1,52.7379148739109
b1594,1667344,1668564,1667954,mlc,,1,22.9021980845503
b1595,1668699,1669592,1669145,ynfL,,1,3.67064407079037
b1596,1669699,1670952,1670325,ynfM,,0,9.93240225272763
b1597,1671376,1671684,1671530,asr,,0,43.1256954322499
b1598,1671960,1672781,1672370,ydgD,,0,63.2002349569083
b1599,1672820,1673149,1672984,mdtI,,1,0.0612736237392646
b1600,1673136,1673501,1673318,mdtJ,,1,0.833378193699985
b1601,1673913,1674947,1674430,tqsA,,0,2.02012237210168
b1602,1674972,1676360,1675666,pntB,,1,67.3099697087969
b1603,1676371,1677903,1677137,pntA,,1,151.825937741898
b1604,1678427,1679371,1678899,ydgH,,0,43.7803930853869
b1605,1679557,1680939,1680248,ydgI,,0,13.091259246361
b1606,1680976,1681698,1681337,folM,,0,107.4903184654
b1607,1681695,1682030,1681862,ydgC,,1,44.6661755138975
b1608,1682159,1682878,1682518,rstA,,0,104.612248226794
b1609,1682882,1684183,1683532,rstB,,0,23.4072579611145
b1610,1684259,1685188,1684723,tus,,0,41.8130454385679
b1611,1685185,1686588,1685886,fumC,,1,14.9413937866613
b1612,1686731,1688377,1687554,fumA,,1,18.5962000358338
b1613,1688576,1689751,1689163,manA,,0,195.074629580331
b1614,1689852,1691360,1690606,ydgA,,0,228.052490475899
b1615,1691586,1692851,1692218,uidC,,1,3.22559440330353
b1616,1692890,1694263,1693576,uidB,,1,5.76169413180891
b1617,1694260,1696071,1695165,uidA,,1,1.05096883562112
b1618,1696462,1697052,1696757,uidR,,1,54.6708039935445
b1619,1697273,1698040,1697656,hdhA,,1,266.4410243712
b1620,1698152,1699180,1698666,malI,,1,7.70399905053699
b1621,1699355,1700947,1700151,malX,,0,10.2642424587895
b1622,1700957,1702129,1701543,malY,,0,64.77668821034
b1623,1702233,1703234,1702733,add,,0,86.3224163096566
b1624,1703268,1704308,1703788,ydgJ,,1,72.9485277192658
b1625,1704949,1705164,1705056,cnu,,0,22.7592262958254
b1626,1705250,1705690,1705470,ydgK,,0,87.614127188916
b1627,1705767,1706348,1706057,rsxA,,0,10.6317210305136
b1628,1706348,1706926,1706637,rsxB,,0,11.7264461480804
b1629,1706919,1709141,1708030,rsxC,,0,15.0880764719465
b1630,1709142,1710200,1709671,rsxD,,0,14.2959987962372
b1631,1710204,1710824,1710514,rsxG,,0,6.40793571995881
b1632,1710828,1711523,1711175,rsxE,,0,22.6668823756747
b1633,1711523,1712158,1711840,nth,,0,14.3064999639195
b1634,1712769,1714271,1713520,dtpA,,0,13.4026294814674
b1635,1714377,1714982,1714679,gstA,,0,203.717731741789
b1636,1715026,1715889,1715457,pdxY,,1,24.6039612806944
b1637,1715948,1717222,1716585,tyrS,,1,54.7145789419827
b1638,1717351,1718007,1717679,pdxH,,1,80.2933185113522
b1639,1718066,1718395,1718230,mliC,,1,24.5467959925365
b1640,1718493,1719602,1719047,anmK,,1,25.5888980032392
b1641,1719876,1720343,1720109,slyB,,0,28.4708951081977
b1642,1720390,1720824,1720607,slyA,,1,97.8585223957983
b1643,1721025,1721261,1721143,ydhI,,0,4.77672803350879
b1644,1721264,1722121,1721692,ydhJ,,0,6.6119557503272
b1645,1722121,1724133,1723127,ydhK,,0,5.62306430270174
b1646,1724134,1724655,1724394,sodC,,1,1431.96546307502
b1647,1724736,1725632,1725184,ydhF,,1,84.6503595407137
b1648,1725681,1725920,1725800,ydhL,,1,10.550537438704
b1649,1726023,1726622,1726322,nemR,,0,3.32741014602753
b1650,1726659,1727756,1727207,nemA,,0,21.9546791788078
b1651,1727837,1728244,1728040,gloA,,0,50.9924130688706
b1652,1728347,1728994,1728670,rnt,,0,21.1141132588499
b1653,1729087,1733703,1731395,lhr,,0,16.905805075834
b1654,1733754,1734101,1733927,grxD,,1,772.523367805261
b1655,1734435,1735250,1734842,mepH,,0,11.7285319934912
b1656,1735378,1735959,1735668,sodB,,0,48.7939063459927
b1657,1736121,1737290,1736705,ydhP,,1,2.3624631739179
b1658,1737844,1738869,1738356,purR,,0,17.0553225151649
b1659,1738866,1739798,1739332,ydhB,,1,3.1190554367682
b1660,1739911,1741122,1740516,ydhC,,0,12.7729815712423
b1661,1741413,1742561,1741987,cfa,,0,291.238278039663
b1662,1742601,1743242,1742921,ribC,,1,487.007061717506
b1663,1743457,1744830,1744143,mdtK,,0,28.8287117771121
b1664,1744871,1746127,1745499,ydhQ,,1,33.4089786854954
b1667,1746700,1747005,1746852,ydhR,,0,30.8570424187225
b1668,1747131,1748735,1747933,ydhS,,0,96.2156048510179
b1669,1748747,1749559,1749153,ydhT,,1,3.13960626948568
b1670,1749563,1750348,1749955,ydhU,,1,2.18918949082432
b1671,1750345,1751013,1750679,ydhX,,1,1.29078998084815
b1672,1751077,1751724,1751400,ydhW,,1,2.14278675373508
b1673,1751728,1753830,1752779,ydhV,,1,0.657386047685424
b1674,1753851,1754477,1754164,ydhY,,1,0.0204245412464215
b1675,1754932,1755141,1755036,ydhZ,,1,23.1452964981873
b1676,1755698,1757110,1756404,pykF,,0,289.636650760045
b1677,1757421,1757657,1757539,lpp,,0,750.22152626477
b1678,1757721,1758725,1758223,ldtE,,1,181.176737205721
b1679,1758874,1759290,1759082,sufE,,1,424.735031484884
b1680,1759303,1760523,1759913,sufS,,1,577.09955301561
b1681,1760520,1761791,1761155,sufD,,1,280.758938103041
b1682,1761766,1762512,1762139,sufC,,1,198.723413066359
