locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp
ECDH10B_0891,ybiV,912364,913179,912771,ybiV,ECDH10B_RS04575,1,15.1816256195846
ECDH10B_0892,ybiW,913325,915757,914541,,ECDH10B_RS04580,1,8.75951585139805
ECDH10B_0893,ybiY,915763,916662,916212,,ECDH10B_RS04585,1,1.41531516698184
ECDH10B_0894,fsaA,916793,917455,917124,fsa,ECDH10B_RS04590,0,11.3864970922994
ECDH10B_0895,moeB,917531,918280,917905,moeB,ECDH10B_RS04595,1,70.3722140931678
ECDH10B_0896,moeA,918280,919515,918897,moeA,ECDH10B_RS04600,1,138.432497857053
ECDH10B_0897,iaaA,919719,920684,920201,iaaA,ECDH10B_RS04605,0,59.6760782203894
ECDH10B_0898,gsiA,920671,922542,921606,gsiA,ECDH10B_RS04610,0,44.3125629015102
ECDH10B_0899,gsiB,922562,924100,923331,gsiB,ECDH10B_RS04615,0,33.4921918760036
ECDH10B_0900,gsiC,924118,925038,924578,gsiC,ECDH10B_RS04620,0,10.0288364718838
ECDH10B_0901,gsiD,925041,925952,925496,gsiD,ECDH10B_RS04625,0,3.87193761790187
ECDH10B_0902,yliE,926130,928478,927304,,ECDH10B_RS04630,0,9.32954919276688
ECDH10B_0903,yliF,928486,929814,929150,,ECDH10B_RS04635,0,3.7809927682546
ECDH10B_0904,rimO,929861,931186,930523,rimO,ECDH10B_RS04640,1,107.41646480485
ECDH10B_0905,bssR,931399,931782,931590,bssR,ECDH10B_RS04645,0,304.004038387341
ECDH10B_0906,yliI,931893,933008,932450,,ECDH10B_RS04650,0,20.8030838601374
ECDH10B_0907,yliJ,933005,933631,933318,,ECDH10B_RS04655,1,121.564024946403
ECDH10B_0908,dacC,933878,935080,934479,dacC,ECDH10B_RS04660,0,120.982651610136
ECDH10B_0909,deoR,935127,935885,935506,deoR,ECDH10B_RS04665,1,44.1358829016505
ECDH10B_0910,ybjG,935943,936539,936241,ybjG,ECDH10B_RS04670,1,24.1319572298731
ECDH10B_0911,cmr,936824,938056,937440,mdfA,ECDH10B_RS04675,0,26.7641481702092
ECDH10B_0912,ybjH,938097,938381,938239,,ECDH10B_RS04680,1,2.77297578739744
ECDH10B_0913,ybjI,938467,939282,938874,ybjI,ECDH10B_RS04685,1,16.9235226074984
ECDH10B_0914,ybjJ,939282,940490,939886,,ECDH10B_RS04690,1,23.2636135856336
ECDH10B_0915,ybjK,940574,941110,940842,,ECDH10B_RS04695,0,18.7768214139686
ECDH10B_0917,ybjL,941285,942970,942127,,ECDH10B_RS04700,1,63.7658006903843
ECDH10B_0918,ybjM,943240,943617,943428,,ECDH10B_RS04705,0,11.3980280016126
ECDH10B_0919,grxA,943647,943904,943775,grxA,ECDH10B_RS04710,1,5.37689520967228
ECDH10B_0920,ybjC,944064,944351,944207,,ECDH10B_RS04715,0,14.5578450062257
ECDH10B_0921,nfsA,944335,945057,944696,nfsA,ECDH10B_RS04720,0,40.7724168039751
ECDH10B_0922,rimK,945118,946020,945569,rimK,ECDH10B_RS04725,0,42.2799792454629
ECDH10B_0923,ybjN,946108,946584,946346,,ECDH10B_RS04730,0,94.7859319315785
ECDH10B_0924,potF,946935,948047,947491,potF,ECDH10B_RS04740,0,28.6174469766794
ECDH10B_0925,potG,948142,949275,948708,potG,ECDH10B_RS04745,0,16.1230619942797
ECDH10B_0926,potH,949285,950238,949761,potH,ECDH10B_RS04750,0,6.6910370425523
ECDH10B_0927,potI,950235,951080,950657,potI,ECDH10B_RS04755,0,13.3141910540838
ECDH10B_0928,ybjO,951140,951628,951384,,ECDH10B_RS04760,0,5.8187861237367
ECDH10B_0929,rumB,951669,952796,952232,rlmC,ECDH10B_RS04765,0,25.2796475473479
ECDH10B_0930,artJ,952995,953726,953360,,ECDH10B_RS04770,1,29.7893106232243
ECDH10B_0931,artM,954017,954685,954351,artM,ECDH10B_RS04775,1,55.12029150726
ECDH10B_0932,artQ,954685,955401,955043,artQ,ECDH10B_RS04780,1,45.6806429207954
ECDH10B_0933,artI,955408,956139,955773,artJ,ECDH10B_RS04785,1,120.649557664911
ECDH10B_0934,artP,956157,956885,956521,artP,ECDH10B_RS04790,1,84.5843227344111
ECDH10B_0935,ybjP,957103,957618,957360,,ECDH10B_RS04795,1,44.3573841139045
ECDH10B_0936,ybjQ,957744,958067,957905,,ECDH10B_RS04800,0,20.8748741657343
ECDH10B_0937,ybjR,958064,958894,958479,,ECDH10B_RS04805,0,56.7699412206678
ECDH10B_0938,ybjS,958891,959904,959397,,ECDH10B_RS04810,1,38.638659813826
ECDH10B_0939,ybjT,960003,961433,960718,,ECDH10B_RS04815,1,48.6981817390734
ECDH10B_0940,ltaE,961444,962445,961944,ltaE,ECDH10B_RS04820,1,135.878609346607
ECDH10B_0941,poxB,962482,964200,963341,poxB,ECDH10B_RS04825,1,62.0571940055515
ECDH10B_0942,hcr,964333,965301,964817,hcr,ECDH10B_RS04830,1,14.5308759130231
ECDH10B_0943,hcp,965313,966965,966139,hcp,ECDH10B_RS04835,1,4.53793459393773
ECDH10B_0944,ybjE,967109,968008,967558,lysO,ECDH10B_RS04840,1,20.0398208245759
ECDH10B_0945,aqpZ,968503,969198,968850,aqpZ,ECDH10B_RS04845,1,13.2539316578002
ECDH10B_0946,ybjD,969624,971282,970453,,ECDH10B_RS04855,0,82.1390402783892
ECDH10B_0947,ybjX,971279,972235,971757,,ECDH10B_RS04860,1,118.877166138048
ECDH10B_0948,macA,972386,973501,972943,macA,ECDH10B_RS04865,0,45.1093071545679
ECDH10B_0949,macB,973498,975444,974471,macB,ECDH10B_RS04870,0,40.7032313480956
ECDH10B_0950,cspD,975517,975741,975629,cspD,ECDH10B_RS04875,1,98.1849113532222
ECDH10B_0951,clpS,976064,976384,976224,clpS,ECDH10B_RS04880,0,54.5348199820018
ECDH10B_0952,clpA,976415,978691,977553,clpA,ECDH10B_RS04885,0,1468.90475333503
ECDH10B_0953,serW,979035,979122,979078,,ECDH10B_RS04890,1,4.69806489946448
ECDH10B_0954,infA,979376,979594,979485,infA,ECDH10B_RS04895,1,369.485946434973
ECDH10B_0955,aat,979879,980583,980231,aat,ECDH10B_RS04900,1,30.2683991149459
ECDH10B_0956,cydC,980625,982346,981485,cydC,ECDH10B_RS04905,1,142.238966379236
ECDH10B_0957,cydD,982347,984113,983230,cydD,ECDH10B_RS04910,1,170.44038002461
ECDH10B_0958,trxB,984236,985201,984718,trxB,ECDH10B_RS04915,1,381.433168980215
ECDH10B_0959,lrp,985746,986240,985993,lrp,ECDH10B_RS04920,0,481.618294282432
ECDH10B_0960,ftsK,986375,990364,988369,ftsK,ECDH10B_RS04925,0,454.913675826893
ECDH10B_0961,lolA,990523,991134,990828,lolA,ECDH10B_RS04930,0,85.4385306196199
ECDH10B_0962,ycaJ,991145,992488,991816,,ECDH10B_RS04935,0,67.8696589194098
ECDH10B_0963,serS,992579,993871,993225,serS,ECDH10B_RS04940,0,1625.35850115732
ECDH10B_0964,dmsA,994110,996554,995332,dmsA,ECDH10B_RS04945,0,372.608688824251
ECDH10B_0965,dmsB,996565,997182,996873,dmsB,ECDH10B_RS04950,0,34.6575433982551
ECDH10B_0966,dmsC,997184,998047,997615,,ECDH10B_RS04955,0,62.991736427123
ECDH10B_0967,ycaC,998082,998708,998395,,ECDH10B_RS04960,1,39.3903919400743
ECDH10B_0968,ycaD,999022,1000170,999596,,ECDH10B_RS04965,0,32.7302312653007
ECDH10B_0969,ycaM,1000380,1001810,1001095,,ECDH10B_RS04970,0,9.29365403996844
ECDH10B_0970,ycaN,1001811,1002719,1002265,,ECDH10B_RS04975,1,5.80595278956476
ECDH10B_0971,ycaK,1002819,1003409,1003114,,ECDH10B_RS04980,0,2.55779578502185
ECDH10B_0972,pflA,1003491,1004231,1003861,pflA,ECDH10B_RS04985,1,248.244371144464
ECDH10B_0973,pflB,1004423,1006705,1005564,pflB,ECDH10B_RS04990,1,7850.40070934383
ECDH10B_0974,focA,1006760,1007617,1007188,focA,ECDH10B_RS25915,1,625.550238248197
ECDH10B_0975,ycaO,1008023,1009783,1008903,,ECDH10B_RS05000,1,545.882753813465
ECDH10B_0976,ycaP,1009913,1010605,1010259,,ECDH10B_RS05005,0,14.0480710611405
ECDH10B_0977,serC,1010804,1011892,1011348,serC,ECDH10B_RS05010,0,506.128166669925
ECDH10B_0978,aroA,1011963,1013246,1012604,aroA,ECDH10B_RS05015,0,145.284047033962
ECDH10B_0979,ycaL,1013415,1014179,1013797,,ECDH10B_RS05020,0,3.49792973485823
ECDH10B_0980,cmk,1014352,1015035,1014693,cmk,ECDH10B_RS05025,0,145.157207031516
ECDH10B_0981,rpsA,1015146,1016819,1015982,rpsA,ECDH10B_RS05030,0,11331.1011801781
ECDH10B_0982,ihfB,1016979,1017263,1017121,ihfB,ECDH10B_RS05035,0,238.145428620672
ECDH10B_0983,ycaI,1017471,1019735,1018603,,ECDH10B_RS05040,0,12.4969898321171
ECDH10B_0984,msbA,1019772,1021520,1020646,msbA,ECDH10B_RS05045,0,250.135092419053
ECDH10B_0985,lpxK,1021517,1022503,1022010,lpxK,ECDH10B_RS05050,0,69.2286219646841
ECDH10B_0986,ycaQ,1022540,1023772,1023156,ycaQ,ECDH10B_RS05055,0,20.7417129534102
ECDH10B_0987,ycaR,1023824,1024006,1023915,,ECDH10B_RS05060,0,4.15500065129824
ECDH10B_0988,kdsB,1024003,1024749,1024376,kdsB,ECDH10B_RS05065,0,292.43457406135
ECDH10B_0989,ycbJ,1024903,1025796,1025349,,ECDH10B_RS05070,0,95.6155846588871
ECDH10B_0990,ycbC,1025773,1026552,1026162,elyC,ECDH10B_RS05075,1,12.5866322569056
ECDH10B_0991,smtA,1026688,1027473,1027080,cmoM,ECDH10B_RS05080,0,97.9280877314149
ECDH10B_0992,mukF,1027470,1028792,1028131,mukF,ECDH10B_RS05085,0,128.473037755464
ECDH10B_0993,mukE,1028773,1029477,1029125,mukE,ECDH10B_RS05090,0,74.6668880810837
ECDH10B_0994,mukB,1029477,1033937,1031707,mukB,ECDH10B_RS05095,0,755.036918488829
ECDH10B_0995,ycbB,1034198,1036045,1035121,ldtD,ECDH10B_RS05100,0,115.300743058885
ECDH10B_0996,ycbK,1036226,1036774,1036500,,ECDH10B_RS05105,0,174.677208551545
ECDH10B_0997,ycbL,1036801,1037448,1037124,gloC,ECDH10B_RS05110,0,200.01359004943
ECDH10B_0998,aspC,1037670,1038860,1038265,,ECDH10B_RS05115,1,1172.32585688776
ECDH10B_0999,ompF,1039045,1040133,1039589,ompF,ECDH10B_RS05125,1,4423.05855625278
ECDH10B_1000,asnC,1040736,1042136,1041436,asnS,ECDH10B_RS05130,1,708.242448296885
ECDH10B_1001,pncB,1042305,1043507,1042906,pncB,ECDH10B_RS05135,1,380.069187149921
ECDH10B_1002,pepN,1043773,1046385,1045079,pepN,ECDH10B_RS05140,0,707.097676705864
ECDH10B_1003,ssuB,1046428,1047195,1046811,ssuB,ECDH10B_RS05145,1,4.9926588421741
ECDH10B_1004,ssuC,1047192,1047983,1047587,ssuC,ECDH10B_RS05150,1,0.781306069168322
ECDH10B_1005,ssuD,1047994,1049139,1048566,ssuD,ECDH10B_RS05155,1,1.61896426004418
ECDH10B_1006,ssuA,1049136,1050095,1049615,,ECDH10B_RS05160,1,0.350946064417148
ECDH10B_1007,ssuE,1050088,1050663,1050375,ssuE,ECDH10B_RS05165,1,0.203649093062341
ECDH10B_1008,ycbQ,1051019,1051558,1051288,,ECDH10B_RS05170,0,2.35414669195951
ECDH10B_1009,ycbR,1051641,1052342,1051991,,ECDH10B_RS05175,0,0.13576606204156
ECDH10B_1010,ycbS,1052367,1054967,1053667,,ECDH10B_RS05180,0,4.16653156061149
ECDH10B_1011,ycbT,1054958,1056028,1055493,,ECDH10B_RS05185,0,2.89721094012576
ECDH10B_1012,ycbU,1056040,1056582,1056311,,ECDH10B_RS05190,0,0.407298186124681
ECDH10B_1013,ycbV,1056590,1057105,1056847,,ECDH10B_RS05195,0,0.350946064417148
ECDH10B_1014,ycbF,1057071,1057808,1057439,,ECDH10B_RS05200,0,2.98815578977303
ECDH10B_1015,pyrD,1057919,1058929,1058424,pyrD,ECDH10B_RS05205,0,66.801382542269
ECDH10B_1016,ycbW,1059103,1059645,1059374,zapC,ECDH10B_RS05210,0,46.0531574645653
ECDH10B_1017,ycbX,1059642,1060751,1060196,ycbX,ECDH10B_RS05215,1,75.0511244485818
ECDH10B_1018,rlmL,1060995,1063103,1062049,rlmKL,ECDH10B_RS05220,0,221.472633315564
ECDH10B_1019,uup,1063115,1065022,1064068,,ECDH10B_RS05225,0,234.948448014448
ECDH10B_1020,pqiA,1065152,1066405,1065778,pqiA,ECDH10B_RS05230,0,54.3851090753446
ECDH10B_1021,pqiB,1066410,1068050,1067230,pqiB,ECDH10B_RS05235,0,122.408386175988
ECDH10B_1022,ymbA,1068047,1068610,1068328,pqiC,ECDH10B_RS05240,0,40.3113713458603
ECDH10B_1023,rmf,1068866,1069033,1068949,rmf,ECDH10B_RS05245,0,35.6041894723849
ECDH10B_1024,fabA,1069103,1069621,1069362,fabA,ECDH10B_RS05250,1,590.272316720007
ECDH10B_1025,ycbZ,1069690,1071450,1070570,,ECDH10B_RS05255,1,225.667245479822
ECDH10B_1026,ycbG,1071636,1072088,1071862,matP,ECDH10B_RS05260,0,42.409233183211
ECDH10B_1027,ompA,1072164,1073204,1072684,ompA,ECDH10B_RS05265,1,16861.9661675425
ECDH10B_1028,sulA,1073561,1074070,1073815,sulA,ECDH10B_RS05275,1,32.8057379310586
ECDH10B_1029,sxy,1074289,1074918,1074603,sxy,ECDH10B_RS05280,0,12.6878055910075
ECDH10B_1030,yccS,1074881,1077043,1075962,yccS,ECDH10B_RS05285,1,66.6234001175505
ECDH10B_1031,yccF,1077053,1077499,1077276,,ECDH10B_RS05290,1,15.6337450181036
ECDH10B_1032,helD,1077622,1079676,1078649,helD,ECDH10B_RS05295,0,128.768743208617
ECDH10B_1033,mgsA,1079708,1080166,1079937,mgsA,ECDH10B_RS05300,1,251.897412399829
ECDH10B_1034,yccT,1080262,1080924,1080593,,ECDH10B_RS05305,1,5.01441823594189
ECDH10B_1035,yccU,1081097,1081510,1081303,,ECDH10B_RS05315,0,87.6044664024064
ECDH10B_1036,hspQ,1081555,1081872,1081713,hspQ,ECDH10B_RS05320,1,72.4788110756992
ECDH10B_1037,yccW,1081930,1083120,1082525,rlmI,ECDH10B_RS05325,1,113.213491534819
ECDH10B_1038,yccX,1083215,1083493,1083354,yccX,ECDH10B_RS05330,0,9.73424252917416
ECDH10B_1039,yccK,1083490,1083819,1083654,tusE,ECDH10B_RS05335,1,35.0959088665735
ECDH10B_1040,yccA,1083910,1084569,1084239,yccA,ECDH10B_RS05340,1,992.759385849025
ECDH10B_1041,serT,1084776,1084863,1084819,,ECDH10B_RS05345,1,1.58437153210444
ECDH10B_1042,hyaA,1085290,1086408,1085849,hyaA,ECDH10B_RS05350,0,2.00320062754237
ECDH10B_1043,hyaB,1086405,1088198,1087301,hyaB,ECDH10B_RS05355,0,1.43707456074963
ECDH10B_1044,hyaC,1088217,1088924,1088570,hyaC,ECDH10B_RS05360,0,0.418829095437928
ECDH10B_1045,hyaD,1088921,1089508,1089214,,ECDH10B_RS05365,0,0.690361219521049
ECDH10B_1046,hyaE,1089505,1089903,1089704,hyaE,ECDH10B_RS05370,0,0.418829095437928
ECDH10B_1047,hyaF,1089900,1090757,1090328,,ECDH10B_RS05375,0,1.188604255293
ECDH10B_1048,appC,1090891,1092435,1091663,appC,ECDH10B_RS05380,0,21.1131159867364
ECDH10B_1049,appB,1092447,1093583,1093015,appB,ECDH10B_RS05385,0,18.406720805501
ECDH10B_1050,appA,1093768,1095066,1094417,,ECDH10B_RS05395,0,15.2225395574028
ECDH10B_1051,etk,1095181,1097361,1096271,etk,ECDH10B_RS05400,1,18.8690686884746
ECDH10B_1052,etp,1097381,1097827,1097604,etp,ECDH10B_RS05405,1,0.905541221896636
ECDH10B_1053,gfcE,1097815,1098954,1098384,,ECDH10B_RS05410,1,3.4415776131507
ECDH10B_1054,gfcD,1099000,1101096,1100048,,ECDH10B_RS05415,1,2.5693266943351
ECDH10B_1055,gfcC,1101096,1101842,1101469,,ECDH10B_RS05420,1,0.271532124083121
ECDH10B_1056,gfcB,1101839,1102483,1102161,gfcB,ECDH10B_RS05425,1,0.203649093062341
ECDH10B_1057,gfcA,1102590,1102895,1102742,,ECDH10B_RS05430,1,7.38009583721465
ECDH10B_1059,insB-4,1102984,1103681,1103332,,ECDH10B_RS05440,0,0.826127281562609
ECDH10B_1060,cspH,1104114,1104326,1104220,cspH,ECDH10B_RS05445,1,2.28626366093873
ECDH10B_1061,cspG,1104612,1104824,1104718,cspG,ECDH10B_RS05450,0,89.4192652063607
ECDH10B_1062,ymcE,1104998,1105228,1105113,ymcE,ECDH10B_RS05455,0,0.690361219521049
ECDH10B_1063,gnsA,1105218,1105391,1105304,,ECDH10B_RS05460,0,2.86392063704472
ECDH10B_1064,yccM,1105440,1106513,1105976,,ECDH10B_RS05465,1,9.74447101362871
ECDH10B_1065,torS,1106585,1109329,1107957,torS,ECDH10B_RS05470,1,9.38459888961571
ECDH10B_1066,torT,1109412,1110440,1109926,torT,ECDH10B_RS05475,0,7.45820735268998
ECDH10B_1067,torR,1110413,1111105,1110759,torR,ECDH10B_RS05480,1,19.5248371800559
ECDH10B_1068,torC,1111235,1112407,1111821,torC,ECDH10B_RS05485,0,0.701892128834295
ECDH10B_1069,torA,1112407,1114953,1113680,torA,ECDH10B_RS05490,0,5.58054430273462
ECDH10B_1070,torD,1114950,1115549,1115249,torD,ECDH10B_RS05495,0,2.98815578977303
ECDH10B_1071,cbpM,1115701,1116006,1115853,cbpM,ECDH10B_RS05500,1,12.4495637700054
ECDH10B_1072,cbpA,1116006,1116926,1116466,cbpA,ECDH10B_RS05505,1,46.991988989543
ECDH10B_1073,yccE,1117187,1118443,1117815,,ECDH10B_RS05510,0,3.05603882079381
ECDH10B_1074,agp,1118736,1119977,1119356,agp,ECDH10B_RS05515,0,258.149163378034
ECDH10B_1075,yccJ,1120015,1120242,1120128,,ECDH10B_RS05520,1,7.85527705436011
ECDH10B_1076,wrbA,1120263,1120859,1120561,wrbA,ECDH10B_RS05525,1,97.5778713486113
ECDH10B_1077,ymdF,1121232,1121405,1121318,,ECDH10B_RS05535,0,8.53410736456791
ECDH10B_1078,rutG,1121662,1122990,1122326,rutG,ECDH10B_RS05540,1,4.06405580165097
ECDH10B_1079,rutF,1123011,1123505,1123258,rutF,ECDH10B_RS05545,1,0.13576606204156
ECDH10B_1080,rutE,1123516,1124106,1123811,,ECDH10B_RS05550,1,0.203649093062341
ECDH10B_1081,rutD,1124116,1124916,1124516,rutD,ECDH10B_RS05555,1,0.475181217145462
ECDH10B_1082,rutC,1124924,1125310,1125117,rutC,ECDH10B_RS05560,1,0.0678830310207802
ECDH10B_1083,rutB,1125322,1126014,1125668,rutB,ECDH10B_RS05565,1,0.339415155103901
ECDH10B_1084,rutA,1126014,1127105,1126559,rutA,ECDH10B_RS05570,1,0.13576606204156
ECDH10B_1085,rutR,1127393,1128031,1127712,rutR,ECDH10B_RS05575,0,38.0264101097803
ECDH10B_1086,putA,1128071,1132033,1130052,putA,ECDH10B_RS05580,1,189.547881448502
ECDH10B_1087,putP,1132456,1133964,1133210,putP,ECDH10B_RS05590,0,112.588599411016
ECDH10B_1089,efeU,1134507,1135336,1134921,,ECDH10B_RS05600,0,16.3049516935742
ECDH10B_1091,efeO,1135394,1136521,1135957,,ECDH10B_RS05605,0,50.2122563048547
ECDH10B_1092,efeB,1136527,1137798,1137162,efeB,ECDH10B_RS05610,0,31.963060955163
ECDH10B_1093,phoH,1138143,1139207,1138675,phoH,ECDH10B_RS05620,0,25.7637548240892
ECDH10B_1094,pgaD,1139257,1139670,1139463,pgaD,ECDH10B_RS05625,1,2.55779578502185
ECDH10B_1095,pgaC,1139672,1140997,1140334,pgaC,ECDH10B_RS05630,1,1.5510812290234
ECDH10B_1096,pgaB,1140990,1143008,1141999,pgaB,ECDH10B_RS05635,1,1.68684729106496
ECDH10B_1097,pgaA,1143017,1145440,1144228,pgaA,ECDH10B_RS05640,1,9.51906252679857
ECDH10B_1100,insF-4,1148762,1149628,1149195,,ECDH10B_RS05665,1,0.769775159855076
ECDH10B_1101,insE-4,1149625,1149924,1149774,,ECDH10B_RS26205,1,0.13576606204156
ECDH10B_1102,ymdE,1150010,1150333,1150171,,ECDH10B_RS05675,0,0.498243035771955
ECDH10B_1103,ycdU,1150330,1151316,1150823,,ECDH10B_RS05680,0,1.188604255293
ECDH10B_1104,serX,1152233,1152320,1152276,,ECDH10B_RS05690,1,0.407298186124681
ECDH10B_1105,ycdW,1152554,1153492,1153023,ghrA,ECDH10B_RS05695,0,47.758047789237
ECDH10B_1106,ycdX,1153547,1154284,1153915,,ECDH10B_RS05700,0,7.51716432411491
ECDH10B_1107,ycdY,1154308,1154862,1154585,,ECDH10B_RS05705,0,9.54212434542507
ECDH10B_1108,ycdZ,1154964,1155455,1155209,,ECDH10B_RS05710,0,77.9392184146967
ECDH10B_1109,csgG,1155519,1156352,1155935,csgG,ECDH10B_RS05715,1,2.60391942227484
ECDH10B_1110,csgF,1156379,1156795,1156587,csgF,ECDH10B_RS05720,1,0
ECDH10B_1111,csgE,1156820,1157209,1157014,csgE,ECDH10B_RS05725,1,0.0678830310207802
ECDH10B_1112,csgD,1157214,1157864,1157539,csgD,ECDH10B_RS05730,1,0.271532124083121
ECDH10B_1113,csgB,1158619,1159074,1158846,csgB,ECDH10B_RS05740,0,0.0678830310207802
ECDH10B_1114,csgA,1159115,1159570,1159342,,ECDH10B_RS05745,0,1.67531638175171
ECDH10B_1115,csgC,1159629,1159961,1159795,csgC,ECDH10B_RS05750,0,0
ECDH10B_1116,ymdA,1160082,1160393,1160237,,ECDH10B_RS05755,0,0.407298186124681
ECDH10B_1117,ymdB,1160488,1161021,1160754,ymdB,ECDH10B_RS05760,0,17.2501044284304
ECDH10B_1118,ymdC,1160963,1162444,1161703,,ECDH10B_RS05765,0,19.5043802111468
ECDH10B_1119,mdoC,1162452,1163609,1163030,mdoC,ECDH10B_RS05770,1,8.89788676315701
ECDH10B_1120,mdoG,1164003,1165538,1164770,mdoG,ECDH10B_RS05785,0,402.645774047365
ECDH10B_1121,mdoH,1165531,1168074,1166802,mdoH,ECDH10B_RS05790,0,458.484159525008
ECDH10B_1122,yceK,1168247,1168474,1168360,,ECDH10B_RS05795,0,2.09414547718964
ECDH10B_1123,msyB,1168475,1168849,1168662,,ECDH10B_RS05800,1,34.8755191647631
ECDH10B_1124,mdtG,1168932,1170158,1169545,mdtG,ECDH10B_RS05810,1,18.5860056550782
ECDH10B_1125,lpxL,1170330,1171250,1170790,,ECDH10B_RS05815,1,80.9928433001882
ECDH10B_1126,yceA,1171475,1172527,1172001,,ECDH10B_RS05820,0,69.7525316687999
ECDH10B_1127,yceI,1172569,1173144,1172856,,ECDH10B_RS05825,1,21.031097196685
ECDH10B_1128,yceJ,1173148,1173714,1173431,,ECDH10B_RS05830,1,2.9318036680655
ECDH10B_1129,yceO,1173975,1174088,1174031,,ECDH10B_RS05835,1,0.0678830310207802
ECDH10B_1130,solA,1174136,1175254,1174695,solA,ECDH10B_RS05840,1,106.931975699278
ECDH10B_1131,bssS,1175369,1175623,1175496,bssS,ECDH10B_RS05845,1,77.1153141540214
ECDH10B_1132,dinI,1175910,1176155,1176032,dinI,ECDH10B_RS05850,1,7.83351766059232
ECDH10B_1133,pyrC,1176229,1177275,1176752,pyrC,ECDH10B_RS05855,1,143.582682155036
ECDH10B_1134,yceB,1177381,1177941,1177661,,ECDH10B_RS05860,1,72.5840825987922
ECDH10B_1135,grxB,1178075,1178722,1178398,grxB,ECDH10B_RS05865,1,133.511247491646
ECDH10B_1136,mdtH,1178786,1179994,1179390,mdtH,ECDH10B_RS05870,1,20.5110947671452
ECDH10B_1137,rimJ,1180230,1180814,1180522,rimJ,ECDH10B_RS05875,0,63.3237188619048
ECDH10B_1138,yceH,1180825,1181472,1181148,,ECDH10B_RS05880,0,49.1002702257633
ECDH10B_1139,mviM,1181474,1182397,1181935,,ECDH10B_RS05885,0,44.6506756317554
ECDH10B_1140,yceN,1182507,1184042,1183274,murJ,ECDH10B_RS05890,0,48.7225459825586
ECDH10B_1141,flgN,1184082,1184498,1184290,flgN,ECDH10B_RS05895,1,3.39545397589771
ECDH10B_1142,flgM,1184503,1184796,1184649,flgM,ECDH10B_RS05900,1,8.83000373213623
ECDH10B_1143,flgA,1184872,1185531,1185201,flgA,ECDH10B_RS05905,1,2.09414547718964
ECDH10B_1144,flgB,1185686,1186102,1185894,flgB,ECDH10B_RS05910,0,0.418829095437928
ECDH10B_1145,flgC,1186106,1186510,1186308,flgC,ECDH10B_RS05915,0,0.203649093062341
ECDH10B_1146,flgD,1186522,1187217,1186869,flgD,ECDH10B_RS05920,0,0.475181217145462
ECDH10B_1147,flgE,1187242,1188450,1187846,,ECDH10B_RS05925,0,2.72815457500315
ECDH10B_1148,flgF,1188470,1189225,1188847,,ECDH10B_RS05930,0,1.53955031971015
ECDH10B_1149,flgG,1189397,1190179,1189788,flgG,ECDH10B_RS05935,0,1.8904963841273
ECDH10B_1150,flgH,1190232,1190930,1190581,flgH,ECDH10B_RS05940,0,0.849189100189103
ECDH10B_1151,flgI,1190942,1192039,1191490,,ECDH10B_RS05945,0,1.34743213596106
ECDH10B_1152,flgJ,1192039,1192980,1192509,flgJ,ECDH10B_RS05950,0,0.905541221896636
ECDH10B_1153,flgK,1193046,1194689,1193867,flgK,ECDH10B_RS05955,0,4.69676247460578
ECDH10B_1154,flgL,1194701,1195654,1195177,flgL,ECDH10B_RS05960,0,5.19500551037774
ECDH10B_1155,rne,1195850,1199035,1197442,rne,ECDH10B_RS05965,1,1474.067749933
ECDH10B_1157,rluC,1199608,1200567,1200087,rluC,ECDH10B_RS05975,0,81.8563590738229
ECDH10B_1158,yceF,1200679,1201263,1200971,yceF,ECDH10B_RS05980,1,62.9601303777308
ECDH10B_1160,yceD,1201462,1201983,1201722,yceD,ECDH10B_RS05985,0,625.586931034702
ECDH10B_1161,rpmF,1202035,1202208,1202121,rpmF,ECDH10B_RS05990,0,138.838493618319
ECDH10B_1162,plsX,1202289,1203359,1202824,plsX,ECDH10B_RS05995,0,148.221251315877
ECDH10B_1163,fabH,1203427,1204380,1203903,,ECDH10B_RS06000,0,295.138016540084
ECDH10B_1164,fabD,1204396,1205325,1204860,fabD,ECDH10B_RS06005,0,552.049117494241
ECDH10B_1165,fabG,1205338,1206072,1205705,fabG,ECDH10B_RS06010,0,1291.18673219798
ECDH10B_1166,acpP,1206283,1206519,1206401,acpP,ECDH10B_RS06015,0,2151.1061662171
ECDH10B_1167,fabF,1206607,1207848,1207227,fabF,ECDH10B_RS06020,0,1797.61581402049
ECDH10B_1168,pabC,1207968,1208777,1208372,pabC,ECDH10B_RS06025,0,34.9575379548145
ECDH10B_1169,yceG,1208780,1209802,1209291,yceG,ECDH10B_RS06030,0,37.9713604129314
ECDH10B_1170,tmk,1209792,1210433,1210112,,ECDH10B_RS06035,0,18.0788365597104
ECDH10B_1171,holB,1210430,1211434,1210932,holB,ECDH10B_RS06040,0,60.2219382326881
ECDH10B_1172,ycfH,1211445,1212242,1211843,,ECDH10B_RS06045,0,89.3413446053005
ECDH10B_1173,ptsG,1212537,1213970,1213253,ptsG,ECDH10B_RS06050,0,609.212950823617
ECDH10B_1174,fhuE,1214030,1216219,1215124,fhuE,ECDH10B_RS06055,1,36.294741606321
