gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,GSE94978_1,GSE94978_2
DR76_RS04990,1064234,1065730,1064982,,DR76_959,0,5613,3823
DR76_RS04995,1065826,1066755,1066290,,DR76_960,1,594,1653
DR76_RS05005,1066987,1067754,1067370,,DR76_961,0,1805,733
DR76_RS05010,1067824,1069884,1068854,,DR76_962,0,1186,820
DR76_RS05015,1070063,1071385,1070724,,DR76_963,1,305,290
DR76_RS05020,1071778,1072791,1072284,,DR76_964,1,344,384
DR76_RS05025,1072840,1073739,1073289,,DR76_965,1,157,223
DR76_RS05030,1074259,1074861,1074560,,DR76_966,0,139,95
DR76_RS05035,1074912,1076561,1075736,treF,DR76_967,1,2514,2014
DR76_RS05040,1076966,1078363,1077664,,DR76_968,0,1772,1523
DR76_RS05045,1078574,1079974,1079274,,DR76_969,0,317,377
DR76_RS05050,1080342,1081166,1080754,,DR76_970,0,1852,845
DR76_RS05055,1081535,1082263,1081899,,DR76_971,0,444,231
DR76_RS05060,1082626,1085739,1084182,,DR76_972,1,608,1284
DR76_RS05065,1085764,1086921,1086342,,DR76_974,1,153,368
DR76_RS05070,1086981,1087310,1087145,,DR76_976,0,26,48
DR76_RS05075,1087260,1087787,1087523,,DR76_975,1,70,255
DR76_RS05080,1088586,1089158,1088872,,DR76_977,1,128,303
DR76_RS05085,1089413,1089745,1089579,,DR76_978,0,449,3972
DR76_RS05090,1089861,1090187,1090024,hdeB,DR76_979,0,269,2333
DR76_RS05095,1090251,1090898,1090574,,DR76_980,0,29,110
DR76_RS05100,1090950,1091720,1091335,,DR76_981,1,99,114
DR76_RS05105,1091717,1092673,1092195,,DR76_982,1,159,165
DR76_RS05110,1092758,1093381,1093069,,DR76_983,1,144,161
DR76_RS05115,1093381,1093875,1093628,,DR76_984,1,129,121
DR76_RS05120,1093888,1095225,1094556,,DR76_985,1,170,129
DR76_RS05125,1095245,1096237,1095741,,DR76_986,1,117,77
DR76_RS05130,1096746,1096937,1096841,,,1,24,19
DR76_RS05135,1096843,1098825,1097834,,DR76_987,0,308,224
DR76_RS05140,1098874,1099902,1099388,,DR76_988,0,231,184
DR76_RS05145,1099959,1100489,1100224,,DR76_989,1,11,11
DR76_RS05150,1100642,1101208,1100925,,DR76_990,1,115,537
DR76_RS05155,1102392,1102817,1102604,,DR76_992,1,466,875
DR76_RS05160,1102909,1103124,1103016,,DR76_993,1,74,169
DR76_RS05165,1103152,1103235,1103193,,,0,82,95
DR76_RS05170,1103289,1104641,1103965,,DR76_994,1,5535,7313
DR76_RS05175,1104713,1105555,1105134,,DR76_995,1,3659,3429
DR76_RS05180,1105758,1107800,1106779,,DR76_996,0,4453,9192
DR76_RS05185,1107808,1108560,1108184,,DR76_997,0,437,898
DR76_RS05190,1108609,1110078,1109343,,DR76_998,1,10122,22089
DR76_RS05195,1110395,1110829,1110612,,DR76_999,1,31073,39755
DR76_RS05200,1111220,1111555,1111387,,DR76_1000,0,467,277
DR76_RS05205,1111626,1113125,1112375,,DR76_1001,1,5403,7370
DR76_RS05210,1113357,1114550,1113953,,DR76_1002,0,719,870
DR76_RS05215,1114637,1115689,1115163,,DR76_1003,1,71,99
DR76_RS05220,1116423,1117490,1116956,,DR76_1004,0,6292,4749
DR76_RS05225,1117487,1120222,1118854,,DR76_1005,0,10583,5973
DR76_RS05230,1120222,1121346,1120784,,DR76_1006,0,3349,2175
DR76_RS05235,1121456,1122307,1121881,,DR76_1007,1,295,366
DR76_RS05240,1122339,1122608,1122473,,DR76_1008,1,5,33
DR76_RS05245,1122598,1124106,1123352,,DR76_1009,1,164,363
DR76_RS05250,1124099,1125457,1124778,,DR76_1010,1,194,446
DR76_RS05255,1125534,1125815,1125674,,DR76_1011,1,120,242
DR76_RS05260,1125812,1126297,1126054,,DR76_1012,1,162,236
DR76_RS05265,1126310,1127056,1126683,,DR76_1013,1,351,279
DR76_RS05270,1127255,1127656,1127455,,DR76_1014,1,291,732
DR76_RS05275,1127662,1128468,1128065,,DR76_1015,1,113,310
DR76_RS05280,1128465,1129229,1128847,,DR76_1016,1,56,310
DR76_RS05285,1129229,1130062,1129645,,DR76_1017,1,72,220
DR76_RS05290,1130059,1131003,1130531,,DR76_1018,1,50,181
DR76_RS05295,1131003,1132577,1131790,,DR76_1019,1,315,902
DR76_RS05300,1132688,1133275,1132981,,DR76_1020,1,469,567
DR76_RS05305,1133330,1134379,1133854,,DR76_1021,1,180,228
DR76_RS05310,1134511,1135728,1135119,,DR76_1022,0,813,855
DR76_RS05315,1135732,1136289,1136010,,DR76_1023,1,15041,20011
DR76_RS05320,1136362,1137027,1136694,,DR76_1024,1,219,175
DR76_RS05325,1137248,1137493,1137370,,DR76_1025,0,569,512
DR76_RS05330,1137754,1139952,1138853,zntA,DR76_1026,1,2305,3716
DR76_RS05335,1140026,1140652,1140339,,DR76_1027,1,4535,4393
DR76_RS05340,1140793,1141152,1140972,,DR76_1028,0,338,501
DR76_RS05345,1141155,1141424,1141289,,DR76_1029,1,392,394
DR76_RS05350,1141414,1142010,1141712,rsmD,DR76_1030,1,2000,1704
DR76_RS05355,1142160,1143656,1142908,,DR76_1031,0,2308,2702
DR76_RS05360,1143659,1144327,1143993,,DR76_1032,0,1236,1681
DR76_RS05365,1144320,1145378,1144849,,DR76_1033,0,1869,2431
DR76_RS05370,1145623,1146477,1146050,,DR76_1034,0,33852,35953
DR76_RS05375,1146748,1147851,1147299,,DR76_1035,0,392,485
DR76_RS05385,1148039,1148422,1148230,,DR76_1036,1,501,797
DR76_RS05390,1148846,1149955,1149400,,DR76_1037,0,118,117
DR76_RS05395,1150003,1150929,1150466,,DR76_1038,0,66,45
DR76_RS05400,1150926,1152203,1151564,livM,DR76_1039,0,105,109
DR76_RS05405,1152200,1152967,1152583,livG,DR76_1040,0,50,50
DR76_RS05410,1152969,1153682,1153325,livF,DR76_1041,0,59,70
DR76_RS05420,1154079,1155395,1154737,,DR76_1042,0,274,193
DR76_RS05425,1155493,1156380,1155936,,DR76_1043,0,57,28
DR76_RS05430,1156377,1157222,1156799,,DR76_1044,0,46,25
DR76_RS05435,1157224,1158294,1157759,ugpC,DR76_1045,0,391,490
DR76_RS05440,1158291,1159034,1158662,,DR76_1047,0,872,1224
DR76_RS05445,1159021,1159461,1159241,,DR76_1046,1,897,530
DR76_RS05450,1159581,1161314,1160447,,DR76_1048,0,140,222
DR76_RS05455,1161352,1161636,1161494,,DR76_1049,1,18,12
DR76_RS05460,1162086,1162580,1162333,,DR76_1050,1,14,7
DR76_RS05465,1162577,1163755,1163166,,DR76_1051,1,23,16
DR76_RS05470,1163991,1164479,1164235,,,1,251,311
DR76_RS05480,1164813,1165850,1165331,,DR76_1054,0,3522,8492
DR76_RS05485,1165973,1166668,1166320,,DR76_1055,0,1545,2692
DR76_RS05490,1166761,1167756,1167258,,DR76_1056,0,3321,3285
DR76_RS05495,1167895,1168422,1168158,,DR76_1057,0,237,330
DR76_RS05500,1168426,1169766,1169096,,DR76_1058,0,287,532
DR76_RS05505,1169907,1172003,1170955,,DR76_1059,0,4685,4685
DR76_RS05510,1172003,1173205,1172604,,DR76_1060,0,1970,2132
DR76_RS05515,1173251,1173844,1173547,,DR76_1061,1,989,1246
DR76_RS05520,1174036,1175139,1174587,,DR76_1062,0,9053,18134
DR76_RS05525,1175412,1177598,1176505,,DR76_1063,0,9430,14392
DR76_RS05530,1177595,1179568,1178581,,DR76_1064,0,8740,11403
DR76_RS05535,1179586,1180881,1180233,,DR76_1065,0,10938,13442
DR76_RS05540,1180881,1182314,1181597,,DR76_1066,0,9820,12545
DR76_RS05545,1182333,1184780,1183556,,DR76_1067,0,19185,27657
DR76_RS05550,1185275,1185979,1185627,,DR76_1068,0,1810,1818
DR76_RS05555,1186080,1186832,1186456,,DR76_1069,0,187,68
DR76_RS05560,1186869,1189463,1188166,,DR76_1070,0,220,156
DR76_RS05565,1189463,1190026,1189744,,DR76_1071,0,14,12
DR76_RS05570,1189977,1190549,1190263,,DR76_1072,0,7,10
DR76_RS05575,1190515,1191291,1190903,,DR76_1073,0,23,48
DR76_RS05580,1191310,1192440,1191875,,DR76_1074,0,17,67
DR76_RS05585,1192614,1193324,1192969,,DR76_1075,0,26,45
DR76_RS05590,1193327,1194094,1193710,,DR76_1076,0,12,15
DR76_RS05595,1194097,1194702,1194399,,DR76_1077,0,20,32
DR76_RS05600,1194756,1196261,1195508,,DR76_1078,1,596,400
DR76_RS05605,1196451,1196777,1196614,,DR76_1079,0,369,310
DR76_RS05610,1196822,1197652,1197237,,DR76_1080,0,1062,862
DR76_RS05615,1197669,1198427,1198048,,DR76_1082,0,771,803
DR76_RS05620,1198409,1200007,1199208,,DR76_1081,1,211,246
DR76_RS05625,1200196,1201422,1200809,,DR76_1083,0,377,285
DR76_RS05630,1201426,1202442,1201934,,DR76_1084,0,458,523
DR76_RS05635,1202485,1205190,1203837,,DR76_1085,1,9466,9568
DR76_RS05640,1205813,1208206,1207009,,DR76_1086,0,5869,14662
DR76_RS05645,1208216,1210300,1209258,,DR76_1087,0,7641,8090
DR76_RS05650,1210411,1211727,1211069,,DR76_1088,1,783,984
DR76_RS05655,1212091,1212666,1212378,,DR76_1089,1,3674,6414
DR76_RS05660,1212725,1213408,1213066,,DR76_1090,1,938,1692
DR76_RS05665,1213446,1214216,1213831,,DR76_1091,0,648,871
DR76_RS05670,1214245,1214838,1214541,,DR76_1092,1,187,100
DR76_RS05675,1215071,1215307,1215189,,DR76_1093,1,650,589
DR76_RS05680,1215307,1217628,1216467,,DR76_1094,1,10479,8689
DR76_RS05685,1217645,1217872,1217758,feoA,DR76_1095,1,2658,1367
DR76_RS05690,1218328,1220649,1219488,,DR76_1096,1,3714,6344
DR76_RS05695,1220746,1221258,1221002,,DR76_1097,1,689,628
DR76_RS05700,1221450,1222169,1221809,,DR76_1098,0,4279,5370
DR76_RS05705,1222166,1223518,1222842,,DR76_1099,0,2338,2320
DR76_RS05710,1223549,1223845,1223697,,DR76_1100,1,421,350
DR76_RS05715,1223904,1224221,1224062,,,1,651,518
DR76_RS05720,1224331,1225953,1225142,,DR76_1102,1,43322,73226
DR76_RS05725,1226125,1226256,1226190,,,0,41,52
DR76_RS05730,1226332,1228056,1227194,,DR76_1103,0,1300,1310
DR76_RS05735,1228194,1229072,1228633,,DR76_1104,1,1722,2674
DR76_RS05740,1229097,1229498,1229297,,DR76_1105,1,494,573
DR76_RS05745,1229509,1230177,1229843,,DR76_1106,1,1304,1350
DR76_RS05750,1230242,1232377,1231309,,DR76_1107,1,5248,4147
DR76_RS05755,1232697,1233257,1232977,,DR76_1108,0,2797,2530
DR76_RS05760,1233423,1235975,1234699,,DR76_1109,1,2421,2012
DR76_RS05765,1236095,1236874,1236484,,DR76_1110,0,180,171
DR76_RS05770,1236874,1237413,1237143,,DR76_1111,0,102,64
DR76_RS05775,1237397,1237837,1237617,,DR76_1112,0,61,69
DR76_RS05780,1237827,1238231,1238029,,DR76_1113,0,59,40
DR76_RS05785,1238143,1239381,1238762,,DR76_1114,0,248,187
DR76_RS05790,1239782,1240303,1240042,,DR76_1115,0,5738,6454
DR76_RS05795,1240360,1241448,1240904,,DR76_1116,0,7926,8975
DR76_RS05800,1241540,1242826,1242183,,DR76_1117,0,9439,15297
DR76_RS05805,1242933,1243769,1243351,,DR76_1118,0,1836,1993
DR76_RS05810,1243787,1244464,1244125,,DR76_1119,0,1733,4131
DR76_RS05815,1244457,1245215,1244836,,DR76_1120,0,1557,3590
DR76_RS05820,1245208,1246212,1245710,,DR76_1121,0,3364,8133
DR76_RS05825,1246372,1247277,1246824,,DR76_1122,0,383,552
DR76_RS05830,1247294,1247656,1247475,,DR76_1123,0,75,88
DR76_RS05835,1247740,1248903,1248321,,DR76_1124,0,30,68
DR76_RS05840,1248904,1250130,1249517,,DR76_1125,0,67,112
DR76_RS05845,1250127,1251005,1250566,,DR76_1126,0,43,76
DR76_RS05850,1251016,1251369,1251192,,DR76_1127,0,18,42
DR76_RS05855,1251381,1252685,1252033,,DR76_1128,0,173,221
DR76_RS05860,1252697,1253782,1253239,,DR76_1129,0,111,146
DR76_RS05865,1253890,1254057,1253973,,DR76_1130,1,4,6
DR76_RS05870,1254309,1255682,1254995,,DR76_1131,1,1865,2040
DR76_RS05875,1255701,1256507,1256104,,DR76_1132,1,49,53
DR76_RS05880,1256633,1256959,1256796,,DR76_1133,1,57,62
DR76_RS05885,1256956,1259499,1258227,,DR76_1134,1,482,788
DR76_RS05890,1259761,1260942,1260351,,DR76_1135,1,395,275
DR76_RS05895,1261213,1261785,1261499,,DR76_1136,0,3643,3652
DR76_RS05900,1261890,1262057,1261973,,DR76_1137,0,98,77
DR76_RS05905,1262047,1262649,1262348,,DR76_1138,0,311,339
DR76_RS05910,1262681,1263244,1262962,,DR76_1139,0,283,218
DR76_RS05915,1263330,1264550,1263940,,DR76_1140,0,373,321
DR76_RS05920,1264617,1266719,1265668,,DR76_1141,1,4786,5131
DR76_RS05925,1266758,1267390,1267074,,DR76_1142,1,26894,33280
DR76_RS05930,1267397,1267612,1267504,,,1,5913,4957
DR76_RS05935,1267692,1268096,1267894,,DR76_1143,0,1261,2380
DR76_RS05940,1268151,1269020,1268585,,DR76_1144,1,1629,2171
DR76_RS05945,1269074,1269292,1269183,,DR76_1145,1,423,504
DR76_RS05950,1269286,1270308,1269797,,DR76_1146,1,837,1200
DR76_RS05955,1270308,1272221,1271264,,DR76_1147,1,2888,3654
DR76_RS05960,1272349,1272903,1272626,,DR76_1148,0,675,751
DR76_RS05965,1272903,1274708,1273805,,DR76_1149,0,1449,1064
DR76_RS05970,1274718,1274918,1274818,,DR76_1150,0,510,431
DR76_RS05975,1275013,1275603,1275308,,DR76_1151,0,13176,28243
DR76_RS05980,1275652,1275870,1275761,,DR76_1152,1,223,275
DR76_RS05985,1276091,1276903,1276497,,DR76_1153,0,15203,31098
DR76_RS05990,1277070,1277792,1277431,,DR76_1154,0,2787,3172
DR76_RS05995,1277792,1278178,1277985,,DR76_1155,0,750,855
DR76_RS06000,1278178,1278537,1278357,,DR76_1156,0,352,340
DR76_RS06005,1278545,1278832,1278688,,DR76_1157,0,613,1155
DR76_RS06010,1278958,1279332,1279145,,DR76_1158,0,18842,20410
DR76_RS06015,1279429,1279899,1279664,,DR76_1159,0,19621,22536
DR76_RS06020,1279996,1282110,1281053,,DR76_1160,0,80189,125006
DR76_RS06025,1282181,1283365,1282773,,DR76_1161,0,15763,41275
DR76_RS06030,1283657,1286359,1285008,,DR76_1162,0,1250,1093
DR76_RS06035,1286528,1286722,1286625,,DR76_1163,0,217,113
DR76_RS06040,1286794,1287270,1287032,,DR76_1164,0,224,221
DR76_RS06045,1287299,1287976,1287637,,DR76_1165,1,397,243
DR76_RS06050,1287976,1288437,1288206,,DR76_1166,1,180,138
DR76_RS06055,1288434,1289597,1289015,,DR76_1167,1,366,265
DR76_RS06060,1289690,1290595,1290142,,DR76_1168,1,343,295
DR76_RS06065,1290588,1291175,1290881,,DR76_1169,1,106,90
DR76_RS06070,1291168,1291545,1291356,,DR76_1170,1,35,39
DR76_RS06075,1291542,1292051,1291796,,DR76_1171,1,49,55
DR76_RS06085,1292506,1293702,1293104,,DR76_1173,1,272,207
DR76_RS06090,1293699,1295180,1294439,,DR76_1174,1,233,184
DR76_RS06095,1295190,1297142,1296166,,DR76_1175,1,414,269
DR76_RS06100,1297126,1297941,1297533,,DR76_1176,1,38,22
DR76_RS06105,1298121,1299590,1298855,,DR76_1177,0,186,200
DR76_RS06110,1299592,1300014,1299803,,DR76_1178,0,225,292
DR76_RS06115,1300252,1300563,1300407,,DR76_1179,0,31985,32945
DR76_RS06120,1300596,1301225,1300910,,DR76_1180,0,45900,50881
DR76_RS06125,1301236,1301841,1301538,,DR76_1181,0,28936,34005
DR76_RS06130,1301838,1302140,1301989,,DR76_1182,0,17131,20121
DR76_RS06135,1302158,1302979,1302568,,DR76_1183,0,35361,45430
DR76_RS06140,1302996,1303274,1303135,,DR76_1184,0,8835,10406
DR76_RS06145,1303289,1303621,1303455,,DR76_1185,0,14483,17877
DR76_RS06150,1303639,1304340,1303989,,DR76_1186,0,25147,33248
DR76_RS06155,1304353,1304763,1304558,,DR76_1187,0,12937,17295
DR76_RS06160,1304763,1304954,1304858,,DR76_1188,0,4910,7032
DR76_RS06165,1304954,1305208,1305081,,DR76_1189,0,7015,9982
DR76_RS06170,1305373,1305744,1305558,,DR76_1190,0,39453,38011
DR76_RS06175,1305755,1306069,1305912,,DR76_1191,0,23889,22963
DR76_RS06180,1306084,1306623,1306353,,DR76_1192,0,45281,48527
DR76_RS06185,1306638,1306943,1306790,,DR76_1193,0,32445,33865
DR76_RS06190,1306977,1307369,1307173,,DR76_1194,0,20300,21490
DR76_RS06195,1307382,1307915,1307648,,DR76_1195,0,28579,32491
DR76_RS06200,1307925,1308278,1308101,,DR76_1196,0,14281,16604
DR76_RS06205,1308293,1308796,1308544,,DR76_1197,0,19902,24835
DR76_RS06210,1308800,1308979,1308889,,DR76_1198,0,3465,4529
DR76_RS06215,1308983,1309417,1309200,,DR76_1199,0,22021,29153
DR76_RS06220,1309425,1310756,1310090,,DR76_1200,0,52050,64999
DR76_RS06225,1310788,1310904,1310846,,DR76_1201,0,9057,11021
DR76_RS06230,1311051,1311407,1311229,,DR76_1202,0,27707,33855
DR76_RS06235,1311424,1311813,1311618,,DR76_1203,0,18754,22710
DR76_RS06240,1311847,1312467,1312157,,DR76_1204,0,35087,45220
DR76_RS06245,1312493,1313482,1312987,,DR76_1205,0,42304,65936
DR76_RS06250,1313523,1313906,1313714,,DR76_1206,0,12380,19257
DR76_RS06255,1314013,1314381,1314197,,DR76_1207,0,822,1124
DR76_RS06260,1314392,1314817,1314604,,DR76_1208,0,576,765
DR76_RS06265,1314873,1315091,1314982,,DR76_1210,0,203,190
DR76_RS06270,1315088,1315501,1315294,,DR76_1209,1,2374,2606
DR76_RS06275,1315631,1317007,1316319,,DR76_1211,1,2879,2909
DR76_RS06280,1317029,1318318,1317673,,DR76_1212,1,5709,5152
DR76_RS06285,1318370,1319317,1318843,,DR76_1213,1,9789,8461
DR76_RS06290,1319332,1319841,1319586,,DR76_1214,1,10148,7914
DR76_RS06295,1319971,1321095,1320533,,DR76_1215,0,1708,1533
DR76_RS06300,1321067,1321540,1321303,,DR76_1216,0,8121,6573
DR76_RS06305,1321569,1322111,1321840,,DR76_1217,0,5528,3935
DR76_RS06310,1322116,1322688,1322402,,DR76_1218,0,2752,1610
DR76_RS06315,1322693,1323511,1323102,,DR76_1219,0,2933,1991
DR76_RS06320,1323508,1323765,1323636,,DR76_1221,0,677,418
DR76_RS06325,1323741,1324511,1324126,,DR76_1220,1,2118,3253
DR76_RS06330,1324765,1326320,1325542,,DR76_1223,0,0,1
DR76_RS06335,1326394,1326469,1326431,,DR76_1224,0,0,0
DR76_RS06340,1326654,1329578,1328116,,DR76_1225,0,0,0
DR76_RS06345,1329662,1329777,1329719,rrf,DR76_1226,0,0,0
DR76_RS06350,1329840,1330598,1330219,,DR76_1227,1,178,141
DR76_RS06355,1330606,1331709,1331157,,DR76_1228,1,157,121
DR76_RS06360,1331719,1332900,1332309,,DR76_1229,1,120,79
DR76_RS06365,1332968,1333993,1333480,,DR76_1230,1,210,194
DR76_RS06370,1334022,1334198,1334110,,,1,6,1
DR76_RS06375,1334424,1334645,1334534,,DR76_1231,1,494,307
DR76_RS06385,1334898,1338002,1336450,,DR76_1233,1,937,1022
DR76_RS06390,1338014,1339171,1338592,,DR76_1234,1,50,52
DR76_RS06395,1339570,1340232,1339901,,DR76_1235,0,12,10
DR76_RS06400,1340235,1340414,1340324,,DR76_1236,1,16,5
DR76_RS06405,1340498,1341382,1340940,,DR76_1237,1,105,108
DR76_RS06410,1341468,1341764,1341616,fis,DR76_1238,1,1493,905
DR76_RS06415,1341790,1342755,1342272,,DR76_1239,1,6110,3496
DR76_RS06420,1343084,1343965,1343524,,DR76_1240,1,1047,1864
DR76_RS06425,1343977,1345428,1344702,,DR76_1241,1,712,958
DR76_RS06430,1345418,1345660,1345539,,DR76_1242,1,133,113
DR76_RS06435,1345753,1346688,1346220,,DR76_1243,1,842,850
DR76_RS06440,1346720,1347550,1347135,,DR76_1244,1,444,457
DR76_RS06445,1347892,1348746,1348319,,DR76_1245,0,38,78
DR76_RS06450,1348782,1349672,1349227,,DR76_1246,0,64,123
DR76_RS06455,1349733,1351232,1350482,,DR76_1247,0,46,55
DR76_RS06460,1351233,1352222,1351727,,DR76_1248,0,14,50
DR76_RS06465,1352244,1353206,1352725,,DR76_1249,0,35,49
DR76_RS06470,1353203,1353979,1353591,,,0,310,275
DR76_RS06475,1354340,1355689,1355014,,DR76_1252,1,8299,21309
DR76_RS06480,1355700,1356170,1355935,,DR76_1253,1,5227,9853
DR76_RS06500,1357148,1358122,1357635,,DR76_1254,1,2248,7523
DR76_RS06505,1358274,1360214,1359244,,DR76_1255,0,2436,1969
DR76_RS06510,1360223,1360411,1360317,,,1,750,531
DR76_RS06515,1360519,1361562,1361040,,DR76_1256,0,6506,9117
DR76_RS06520,1361628,1362731,1362179,,DR76_1257,0,2044,2487
DR76_RS06525,1362731,1363219,1362975,,DR76_1258,0,566,536
DR76_RS06530,1363228,1363821,1363524,,DR76_1259,0,767,849
DR76_RS06535,1363811,1365280,1364545,,DR76_1260,0,2107,3223
DR76_RS06540,1365348,1369148,1367248,,DR76_1261,0,2183,3119
DR76_RS06545,1369304,1370749,1370026,,DR76_1262,0,4623,6802
DR76_RS06550,1370877,1371806,1371341,,DR76_1263,1,910,768
DR76_RS06555,1371989,1372192,1372090,,DR76_1264,0,88,82
DR76_RS06560,1372200,1373132,1372666,,DR76_1265,0,193,144
DR76_RS06565,1373138,1375105,1374121,,DR76_1266,0,323,338
DR76_RS06570,1375197,1375469,1375333,,DR76_1267,0,33,32
DR76_RS06575,1375524,1375787,1375655,,DR76_1268,1,358,204
DR76_RS06580,1376151,1376621,1376386,,DR76_1269,1,2586,3770
DR76_RS06585,1377056,1377994,1377525,,DR76_1270,0,15053,17737
DR76_RS06590,1378057,1379124,1378590,,DR76_1271,1,1864,1810
DR76_RS06595,1379214,1380581,1379897,,DR76_1272,1,2111,2448
DR76_RS06600,1380735,1381133,1380934,,DR76_1273,1,10597,13410
DR76_RS06605,1381327,1382454,1381890,,DR76_1274,0,2180,2262
DR76_RS06610,1382674,1383102,1382888,,DR76_1275,0,18879,18603
DR76_RS06615,1383118,1383510,1383314,,DR76_1276,0,13913,15745
DR76_RS06620,1383905,1384543,1384224,sspA,DR76_1277,0,17147,18846
DR76_RS06625,1384549,1385046,1384797,,DR76_1278,0,5396,6699
DR76_RS06630,1385154,1385945,1385549,,DR76_1279,0,3070,3213
DR76_RS06635,1386067,1386960,1386513,,DR76_1280,0,371,2221
DR76_RS06640,1387069,1388559,1387814,,DR76_1281,0,485,1548
DR76_RS06645,1388607,1389296,1388951,,DR76_1282,0,455,799
DR76_RS06650,1389293,1390168,1389730,,DR76_1283,0,555,845
DR76_RS06655,1390165,1390629,1390397,,DR76_1284,0,455,747
DR76_RS06660,1390697,1392115,1391406,,DR76_1285,1,449,716
DR76_RS06665,1392128,1396588,1394358,,DR76_1286,1,1201,1732
DR76_RS06670,1397263,1398192,1397727,,DR76_1287,0,568,873
DR76_RS06675,1398288,1400624,1399456,,DR76_1288,0,8062,10350
DR76_RS06680,1400854,1401507,1401180,,DR76_1289,0,1736,2676
DR76_RS06685,1401504,1402232,1401868,,DR76_1291,0,1118,1359
DR76_RS06690,1402229,1402861,1402545,,DR76_1290,1,1609,1209
DR76_RS06695,1403074,1403346,1403210,,DR76_1292,1,275,305
DR76_RS06700,1403343,1404197,1403770,,DR76_1293,1,3482,5323
DR76_RS06705,1404243,1404734,1404488,,DR76_1294,1,3435,5228
DR76_RS06710,1404852,1405139,1404995,,DR76_1295,1,4205,5989
DR76_RS06715,1405162,1406595,1405878,,DR76_1296,1,10742,12680
DR76_RS06720,1406643,1407368,1407005,,DR76_1297,1,3304,4403
DR76_RS06725,1407375,1407932,1407653,,DR76_1298,1,3475,4742
DR76_RS06730,1407901,1408476,1408188,,DR76_1299,1,2987,2645
DR76_RS06735,1408473,1409039,1408756,,DR76_1300,1,1997,2125
DR76_RS06740,1409060,1410046,1409553,,DR76_1301,1,3518,3388
DR76_RS06745,1410060,1411037,1410548,,DR76_1302,1,1229,846
DR76_RS06750,1411247,1412056,1411651,,DR76_1303,0,2694,2646
DR76_RS06755,1412064,1412846,1412455,,DR76_1304,0,2214,2083
DR76_RS06760,1412851,1413402,1413126,,DR76_1305,0,1834,1948
DR76_RS06765,1413421,1414056,1413738,,DR76_1306,0,5780,5731
DR76_RS06770,1414056,1414349,1414202,,DR76_1307,0,1887,1846
DR76_RS06775,1414509,1414763,1414636,,DR76_1308,0,1186,1176
DR76_RS06780,1414818,1416077,1415447,,DR76_1309,0,5016,7635
DR76_RS06785,1416125,1416403,1416264,,DR76_1310,1,551,589
DR76_RS06790,1416636,1417607,1417121,,DR76_1311,1,7614,9316
DR76_RS06795,1417866,1418177,1418021,,DR76_1312,0,16200,19633
DR76_RS06800,1418198,1418455,1418326,,DR76_1313,0,8157,9878
DR76_RS06805,1418582,1419547,1419064,,DR76_1314,0,2045,1766
DR76_RS06810,1419563,1420735,1420149,obgE,DR76_1315,0,4483,5244
DR76_RS06815,1420776,1422209,1421492,,DR76_1316,1,2274,2584
DR76_RS06820,1422458,1422934,1422696,,DR76_1317,0,2645,3314
DR76_RS06825,1423090,1423383,1423236,,DR76_1318,1,5676,5152
DR76_RS06830,1423509,1424138,1423823,,DR76_1319,0,10788,13133
DR76_RS06835,1424238,1426172,1425205,hflB,DR76_1320,0,37042,58380
DR76_RS06840,1426262,1427110,1426686,,DR76_1321,0,1779,2454
DR76_RS06845,1427103,1428440,1427771,,DR76_1322,0,6630,15829
DR76_RS06850,1428668,1429000,1428834,,DR76_1323,0,7721,6656
DR76_RS06855,1429015,1429101,1429058,,DR76_1324,0,28,24
DR76_RS06860,1429558,1431183,1430370,,DR76_1325,0,179,90
DR76_RS06865,1431191,1432534,1431862,,DR76_1326,1,1989,1753
DR76_RS06870,1432882,1432958,1432920,,DR76_1327,0,223,174
DR76_RS06875,1433165,1433617,1433391,,DR76_1328,0,8873,7062
DR76_RS06880,1433645,1435132,1434388,nusA,DR76_1329,0,23311,27125
DR76_RS06885,1435157,1437829,1436493,,DR76_1330,0,43545,66172
DR76_RS06890,1437993,1438394,1438193,,DR76_1331,0,2192,4189
DR76_RS06895,1438394,1439338,1438866,,DR76_1332,0,3056,5393
DR76_RS06900,1439487,1439756,1439621,,DR76_1333,0,17916,13027
DR76_RS06905,1440003,1442138,1441070,,DR76_1334,0,54755,111795
DR76_RS06910,1442247,1443131,1442689,,DR76_1335,0,61259,47487
DR76_RS06915,1443311,1445200,1444255,,DR76_1336,0,60429,58703
DR76_RS06925,1445354,1446598,1445976,,DR76_1337,0,27793,4112
DR76_RS06930,1446717,1447724,1447220,,DR76_1338,1,2398,752
DR76_RS06935,1447805,1448683,1448244,,DR76_1339,1,927,3263
DR76_RS06940,1448692,1449687,1449189,,DR76_1340,1,1513,4401
DR76_RS06945,1449896,1450420,1450158,,DR76_1341,0,10591,11487
DR76_RS06950,1450414,1450917,1450665,,DR76_1343,0,5007,6152
DR76_RS06955,1450904,1451206,1451055,,DR76_1342,1,838,777
DR76_RS06960,1451257,1451679,1451468,,DR76_1344,0,771,910
DR76_RS06965,1451721,1452356,1452038,,DR76_1345,0,787,959
DR76_RS06970,1452429,1453469,1452949,,DR76_1346,0,837,1140
DR76_RS06975,1453582,1454157,1453869,,DR76_1347,1,3019,5836
