gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,norm_exp
DR76_RS04290,908986,910197,909591,,DR76_822,33.5276589374305
DR76_RS04295,910498,910592,910545,,DR76_823,4.58513625766589
DR76_RS04300,910885,912267,911576,,DR76_824,9.49020751847578
DR76_RS04305,912277,914595,913436,,DR76_825,30.3339181017843
DR76_RS04310,914878,916431,915654,,DR76_826,4.72998761733182
DR76_RS04315,916458,916928,916693,,DR76_827,1.04565330750815
DR76_RS04320,916946,917260,917103,,DR76_828,1.66949702318918
DR76_RS04325,917285,918376,917830,,DR76_829,4.675641745815
DR76_RS04330,918388,919239,918813,,DR76_830,5.14781694747958
DR76_RS04335,919320,920180,919750,,DR76_831,8.30647694595331
DR76_RS04340,920228,921160,920694,,DR76_832,3.33473870737164
DR76_RS04345,921141,921821,921481,,DR76_833,7.91987496503753
DR76_RS04350,921865,923574,922719,,DR76_834,132.181582171615
DR76_RS04355,923695,925086,924390,,DR76_835,78.566352196982
DR76_RS04360,925366,926571,925968,,DR76_836,122.317897480611
DR76_RS04365,926605,928686,927645,,DR76_837,60.8414798708617
DR76_RS04370,928692,929381,929036,,DR76_838,33.8998013776632
DR76_RS04375,929388,931496,930442,,DR76_839,268.620046283026
DR76_RS04380,931515,931790,931652,,DR76_840,137.967723905308
DR76_RS04385,931845,932468,932156,,DR76_841,187.687651387335
DR76_RS04390,932726,934408,933567,,DR76_843,16.267953295337
DR76_RS04395,934405,935022,934713,,DR76_842,65.8988343898911
DR76_RS04400,935314,936138,935726,,DR76_844,886.856122190811
DR76_RS04405,936360,937223,936791,,DR76_845,201.096571717163
DR76_RS04410,937350,938066,937708,,DR76_846,58.3410244371489
DR76_RS04415,938132,938773,938452,,DR76_847,20.3370692886746
DR76_RS04420,938810,939406,939108,,DR76_848,63.1454697221734
DR76_RS04425,939513,939968,939740,,DR76_849,97.2000085241527
DR76_RS04430,939949,941169,940559,,DR76_850,133.057442894413
DR76_RS04435,941341,942009,941675,,DR76_851,188.652048997291
DR76_RS04440,942226,942462,942344,,DR76_852,656.979730552273
DR76_RS04445,942483,942650,942566,,DR76_853,150.877480304113
DR76_RS04450,942748,943557,943152,,DR76_854,29.9068581055306
DR76_RS04455,943596,944075,943835,,DR76_855,36.9777367087484
DR76_RS04460,944083,945360,944721,,DR76_856,137.843070461216
DR76_RS04465,945773,946831,946302,,DR76_857,128.445167198442
DR76_RS04470,946828,947952,947390,,DR76_858,125.706135297668
DR76_RS04475,947945,948742,948343,,DR76_859,62.8163040529235
DR76_RS04480,948758,949774,949266,,DR76_860,54.8606713223199
DR76_RS04485,949791,950786,950288,,DR76_861,47.6251883546277
DR76_RS04490,950796,951488,951142,,DR76_862,20.193318238318
DR76_RS04495,951514,952542,952028,,DR76_863,41.3698566155296
DR76_RS04500,952624,953607,953115,,DR76_864,35.304914822424
DR76_RS04505,953653,954906,954279,,DR76_865,27.0414146474535
DR76_RS04510,954976,955956,955466,,DR76_866,97.1372380940202
DR76_RS04515,955960,957006,956483,,DR76_867,227.260116386488
DR76_RS04520,957016,957948,957482,,DR76_868,440.902135811843
DR76_RS04525,958162,959358,958760,,DR76_869,795.990364089519
DR76_RS04530,959368,960393,959880,,DR76_870,485.277606119835
DR76_RS04535,960632,961666,961149,,DR76_872,24.8918464887894
DR76_RS04540,961653,962612,962132,,DR76_871,43.6458172070056
DR76_RS04545,962616,963899,963257,,DR76_873,70.2617816678283
DR76_RS04550,963909,965453,964681,,DR76_874,179.773084200199
DR76_RS04555,965698,966129,965913,,DR76_875,113.519640631773
DR76_RS04560,966270,966521,966395,,DR76_876,109.756507195852
DR76_RS04565,966585,967052,966818,,DR76_877,342.571594406961
DR76_RS04570,967052,968071,967561,,DR76_878,227.825165123
DR76_RS04575,968151,968972,968561,,DR76_879,124.660037079395
DR76_RS04580,969027,969500,969263,,DR76_880,42.8417877470083
DR76_RS04585,969548,970738,970143,lldD,DR76_881,88.6602940403207
DR76_RS04590,970735,971511,971123,,DR76_882,43.6001733767895
DR76_RS04595,971511,973166,972338,,DR76_883,115.748010321892
DR76_RS04600,973578,978914,976246,,DR76_884,92.5448613010881
DR76_RS04605,978958,979641,979299,,DR76_885,0.0865467563191921
DR76_RS04610,980200,980562,980381,,DR76_886,179.496192962944
DR76_RS04615,980846,981055,980950,,DR76_887,18.5661425875675
DR76_RS04620,981066,981653,981359,,DR76_888,25.3855734628148
DR76_RS04625,981653,982801,982227,,DR76_889,54.4922125365898
DR76_RS04630,983221,985134,984177,,DR76_890,75.8502498605637
DR76_RS04635,985671,986033,985852,,DR76_891,0.511193240817461
DR76_RS04640,986036,987172,986604,,DR76_892,4.12530369210571
DR76_RS04645,987243,987851,987547,,DR76_893,31.9594432885708
DR76_RS04650,987949,989340,988644,,DR76_894,193.528964224527
DR76_RS04655,989337,991181,990259,,DR76_895,260.111956188777
DR76_RS04660,991372,992523,991947,,DR76_896,4.67862694207454
DR76_RS04665,992653,993948,993300,,DR76_897,15.7044043138424
DR76_RS04670,994056,995594,994825,,DR76_898,22.0556402491046
DR76_RS04675,995641,996336,995988,,DR76_899,5.52110275672056
DR76_RS04680,996330,997190,996760,,DR76_900,4.72884424832359
DR76_RS04685,997183,997845,997514,sgbH,DR76_901,2.70039418283752
DR76_RS04690,997842,999338,998590,,DR76_902,6.07698782203319
DR76_RS04695,999342,1000328,999835,,DR76_903,5.53528722007626
DR76_RS04700,1000341,1001618,1000979,,DR76_904,2.53780147905224
DR76_RS04705,1001621,1002088,1001854,,DR76_905,0.750826957488672
DR76_RS04710,1002202,1003122,1002662,,DR76_906,3.88977701085282
DR76_RS04715,1003145,1003609,1003377,,DR76_907,2.50176863615888
DR76_RS04720,1003621,1004619,1004120,,DR76_908,10.5849562930742
DR76_RS04725,1004820,1005668,1005244,,DR76_909,45.7953016516297
DR76_RS04730,1005770,1006243,1006006,,DR76_910,22.8426698829244
DR76_RS04740,1006395,1007648,1007021,,DR76_911,127.858181557636
DR76_RS04745,1007826,1009856,1008841,,DR76_912,22.8025084747633
DR76_RS04750,1010176,1011000,1010588,,DR76_913,121.761758867821
DR76_RS04755,1011108,1012286,1011697,,DR76_914,25.7764523125868
DR76_RS04760,1012364,1013545,1012954,,DR76_915,14.9690319624566
DR76_RS04765,1013523,1015064,1014293,,DR76_916,11.5338371127374
DR76_RS04770,1015142,1016134,1015638,,DR76_917,17.1473087147078
DR76_RS04775,1016500,1017822,1017161,,DR76_918,20.8061109904912
DR76_RS04780,1017894,1019348,1018621,,DR76_919,21.4766366615071
DR76_RS04785,1019517,1019858,1019687,,DR76_920,0.938253237071144
DR76_RS04790,1019904,1020341,1020122,,DR76_921,1.50889445024358
DR76_RS04795,1020383,1021378,1020880,,DR76_922,14.8344063343164
DR76_RS04800,1021553,1021852,1021702,,DR76_923,9.31542048217449
DR76_RS04805,1021947,1022858,1022402,,DR76_924,214.578347121135
DR76_RS04810,1022868,1024937,1023902,,DR76_925,485.424084008258
DR76_RS04815,1025260,1025412,1025336,,,8.3348889323636
DR76_RS04820,1025600,1025812,1025706,,DR76_927,7226.26401122022
DR76_RS04825,1026093,1026383,1026238,,DR76_928,3.50188335734042
DR76_RS04830,1026817,1027527,1027172,,DR76_929,333.573425149563
DR76_RS04835,1027577,1028551,1028064,,DR76_930,255.066640482602
DR76_RS04840,1028655,1029314,1028984,,DR76_931,37.2881659684592
DR76_RS04845,1029467,1031800,1030633,,DR76_933,93.8345089081636
DR76_RS04850,1031769,1032209,1031989,,DR76_932,12.5828989974208
DR76_RS04855,1032206,1032769,1032487,,DR76_934,26.9531958973209
DR76_RS04860,1032927,1033625,1033276,,DR76_935,12.5516931780383
DR76_RS04865,1033854,1035062,1034458,,DR76_936,16.4702624965182
DR76_RS04870,1035386,1037077,1036231,,DR76_937,84.9195591385922
DR76_RS04875,1037169,1037245,1037207,,DR76_938,0.646263779722802
DR76_RS04885,1037989,1039596,1038792,,DR76_939,60.5807392925948
DR76_RS04890,1039658,1039885,1039771,,DR76_940,2.38769971495975
DR76_RS04895,1039903,1040922,1040412,,DR76_941,4.70020024428486
DR76_RS04900,1040932,1041834,1041383,,DR76_942,4.77567450724683
DR76_RS04905,1041845,1042828,1042336,,DR76_943,7.26467712638559
DR76_RS04910,1042825,1043829,1043327,dppF,DR76_944,18.1172126819267
DR76_RS04915,1043859,1045130,1044494,,DR76_945,24.3514375594291
DR76_RS04920,1045280,1045441,1045360,,,4.06202376165975
DR76_RS04925,1045516,1045713,1045614,,,36.0718111302186
DR76_RS04935,1046282,1047961,1047121,,DR76_948,112.95494828127
DR76_RS04940,1047958,1048149,1048053,,DR76_949,4.95643193606718
DR76_RS04945,1048146,1049717,1048931,,DR76_950,184.403086926513
DR76_RS04950,1049990,1050178,1050084,,DR76_951,19.4189709074782
DR76_RS04955,1050190,1050942,1050566,,DR76_952,36.138944548605
DR76_RS04960,1050939,1053557,1052248,bcsA,DR76_953,118.855730620667
DR76_RS04965,1053568,1055907,1054737,,DR76_954,191.466887611829
DR76_RS04970,1055914,1057020,1056467,,DR76_955,57.375988147782
DR76_RS04975,1057002,1060475,1058738,,DR76_956,199.755283546788
DR76_RS04980,1060557,1062545,1061551,,DR76_957,116.89007492052
DR76_RS04985,1062728,1064014,1063371,,DR76_958,1889.14876133323
DR76_RS04990,1064234,1065730,1064982,,DR76_959,211.401929059408
DR76_RS04995,1065826,1066755,1066290,,DR76_960,44.3354165490786
DR76_RS05005,1066987,1067754,1067370,,DR76_961,59.24870812889
DR76_RS05010,1067824,1069884,1068854,,DR76_962,44.8831736629524
DR76_RS05015,1070063,1071385,1070724,,DR76_963,12.9344847307125
DR76_RS05020,1071778,1072791,1072284,,DR76_964,15.5897637081391
DR76_RS05025,1072840,1073739,1073289,,DR76_965,7.95506104609944
DR76_RS05030,1074259,1074861,1074560,,DR76_966,5.24090578082195
DR76_RS05035,1074912,1076561,1075736,treF,DR76_967,99.9927524277483
DR76_RS05040,1076966,1078363,1077664,,DR76_968,72.2997590065971
DR76_RS05045,1078574,1079974,1079274,,DR76_969,14.7732433084491
DR76_RS05050,1080342,1081166,1080754,,DR76_970,62.4261045369029
DR76_RS05055,1081535,1082263,1081899,,DR76_971,15.4660622697678
DR76_RS05060,1082626,1085739,1084182,,DR76_972,38.2031093199582
DR76_RS05065,1085764,1086921,1086342,,DR76_974,10.4033305725729
DR76_RS05070,1086981,1087310,1087145,,DR76_976,1.51215472383045
DR76_RS05075,1087260,1087787,1087523,,DR76_975,6.28384896939791
DR76_RS05080,1088586,1089158,1088872,,DR76_977,8.61777449734495
DR76_RS05085,1089413,1089745,1089579,,DR76_978,81.4100285842037
DR76_RS05090,1089861,1090187,1090024,hdeB,DR76_979,47.952574380817
DR76_RS05095,1090251,1090898,1090574,,DR76_980,2.67996424963543
DR76_RS05100,1090950,1091720,1091335,,DR76_981,4.5479600457643
DR76_RS05105,1091717,1092673,1092195,,DR76_982,6.98602537056149
DR76_RS05110,1092758,1093381,1093069,,DR76_983,6.53044814400802
DR76_RS05115,1093381,1093875,1093628,,DR76_984,5.44152145834027
DR76_RS05120,1093888,1095225,1094556,,DR76_985,6.63515962536228
DR76_RS05125,1095245,1096237,1095741,,DR76_986,4.35926362343465
DR76_RS05130,1096746,1096937,1096841,,,0.950595873175544
DR76_RS05135,1096843,1098825,1097834,,DR76_987,11.8503850685556
DR76_RS05140,1098874,1099902,1099388,,DR76_988,9.16927744991193
DR76_RS05145,1099959,1100489,1100224,,DR76_989,0.476007159755557
DR76_RS05150,1100642,1101208,1100925,,DR76_990,12.4007015924154
DR76_RS05155,1102392,1102817,1102604,,DR76_992,27.3609477995313
DR76_RS05160,1102909,1103124,1103016,,DR76_993,4.87356883425058
DR76_RS05165,1103152,1103235,1103193,,,3.77712653598926
DR76_RS05170,1103289,1104641,1103965,,DR76_994,270.798574177397
DR76_RS05175,1104713,1105555,1105134,,DR76_995,154.290891363843
DR76_RS05180,1105758,1107800,1106779,,DR76_996,276.069772020864
DR76_RS05185,1107808,1108560,1108184,,DR76_997,27.0208579405125
DR76_RS05190,1108609,1110078,1109343,,DR76_998,648.549049765338
DR76_RS05195,1110395,1110829,1110612,,DR76_999,1497.37645744286
DR76_RS05200,1111220,1111555,1111387,,DR76_1000,16.8659898996504
DR76_RS05205,1111626,1113125,1112375,,DR76_1001,268.411572920681
DR76_RS05210,1113357,1114550,1113953,,DR76_1002,33.7701080169234
DR76_RS05215,1114637,1115689,1115163,,DR76_1003,3.56501498419799
DR76_RS05220,1116423,1117490,1116956,,DR76_1004,245.130033840919
DR76_RS05225,1117487,1120222,1118854,,DR76_1005,376.858244215315
DR76_RS05230,1120222,1121346,1120784,,DR76_1006,124.268313873149
DR76_RS05235,1121456,1122307,1121881,,DR76_1007,14.0147524347785
DR76_RS05240,1122339,1122608,1122473,,DR76_1008,0.708972025664646
DR76_RS05245,1122598,1124106,1123352,,DR76_1009,10.5978490838333
DR76_RS05250,1124099,1125457,1124778,,DR76_1010,12.8284815767616
DR76_RS05255,1125534,1125815,1125674,,DR76_1011,7.33915632392771
DR76_RS05260,1125812,1126297,1126054,,DR76_1012,8.31217226114503
DR76_RS05265,1126310,1127056,1126683,,DR76_1013,13.9222568157896
DR76_RS05270,1127255,1127656,1127455,,DR76_1014,20.3510839185924
DR76_RS05275,1127662,1128468,1128065,,DR76_1015,8.35572071663196
DR76_RS05280,1128465,1129229,1128847,,DR76_1016,6.89194147179927
DR76_RS05285,1129229,1130062,1129645,,DR76_1017,5.71945322607186
DR76_RS05290,1130059,1131003,1130531,,DR76_1018,4.46835721753456
DR76_RS05295,1131003,1132577,1131790,,DR76_1019,23.9582289119418
DR76_RS05300,1132688,1133275,1132981,,DR76_1020,22.0193323288839
DR76_RS05305,1133330,1134379,1133854,,DR76_1021,8.633674014213
DR76_RS05310,1134511,1135728,1135119,,DR76_1022,35.9201641460516
DR76_RS05315,1135732,1136289,1136010,,DR76_1023,738.312292337318
DR76_RS05320,1136362,1137027,1136694,,DR76_1024,8.70277603358963
DR76_RS05325,1137248,1137493,1137370,,DR76_1025,23.6197488625459
DR76_RS05330,1137754,1139952,1138853,zntA,DR76_1026,124.568916847043
DR76_RS05335,1140026,1140652,1140339,,DR76_1027,193.746558198373
DR76_RS05340,1140793,1141152,1140972,,DR76_1028,17.4940674244887
DR76_RS05345,1141155,1141424,1141289,,DR76_1029,16.9983503196236
DR76_RS05350,1141414,1142010,1141712,rsmD,DR76_1030,81.3392163220302
DR76_RS05355,1142160,1143656,1142908,,DR76_1031,106.806614761543
DR76_RS05360,1143659,1144327,1143993,,DR76_1032,61.3147984415345
DR76_RS05365,1144320,1145378,1144849,,DR76_1033,90.7652325586803
DR76_RS05370,1145623,1146477,1146050,,DR76_1034,1501.85337561418
DR76_RS05375,1146748,1147851,1147299,,DR76_1035,18.5993170079402
DR76_RS05385,1148039,1148422,1148230,,DR76_1036,26.8875024551195
DR76_RS05390,1148846,1149955,1149400,,DR76_1037,5.08866558230138
DR76_RS05395,1150003,1150929,1150466,,DR76_1038,2.48658910738334
DR76_RS05400,1150926,1152203,1151564,livM,DR76_1039,4.6140768688814
DR76_RS05405,1152200,1152967,1152583,livG,DR76_1040,2.1636689079798
DR76_RS05410,1152969,1153682,1153325,livF,DR76_1041,2.74665275725664
DR76_RS05420,1154079,1155395,1154737,,DR76_1042,10.4318693327222
DR76_RS05425,1155493,1156380,1155936,,DR76_1043,1.95638437969936
DR76_RS05430,1156377,1157222,1156799,,DR76_1044,1.62112154419142
DR76_RS05435,1157224,1158294,1157759,ugpC,DR76_1045,18.6616018729663
DR76_RS05440,1158291,1159034,1158662,,DR76_1047,43.927136022063
DR76_RS05445,1159021,1159461,1159241,,DR76_1046,32.3595743342982
DR76_RS05450,1159581,1161314,1160447,,DR76_1048,7.50090226588154
DR76_RS05455,1161352,1161636,1161494,,DR76_1049,0.673362563687015
DR76_RS05460,1162086,1162580,1162333,,DR76_1050,0.482676010517679
DR76_RS05465,1162577,1163755,1163166,,DR76_1051,0.872136413954043
DR76_RS05470,1163991,1164479,1164235,,,11.9172003499158
DR76_RS05480,1164813,1165850,1165331,,DR76_1054,239.84624931693
DR76_RS05485,1165973,1166668,1166320,,DR76_1055,87.0365867455782
DR76_RS05490,1166761,1167756,1167258,,DR76_1056,143.077539408904
DR76_RS05495,1167895,1168422,1168158,,DR76_1057,11.8919433932028
DR76_RS05500,1168426,1169766,1169096,,DR76_1058,16.7297544618874
DR76_RS05505,1169907,1172003,1170955,,DR76_1059,202.735776677708
DR76_RS05510,1172003,1173205,1172604,,DR76_1060,88.0986275404185
DR76_RS05515,1173251,1173844,1173547,,DR76_1061,47.3187824162953
DR76_RS05520,1174036,1175139,1174587,,DR76_1062,551.516293540401
DR76_RS05525,1175412,1177598,1176505,,DR76_1063,495.364623159576
DR76_RS05530,1177595,1179568,1178581,,DR76_1064,425.059592048796
DR76_RS05535,1179586,1180881,1180233,,DR76_1065,517.377183799166
DR76_RS05540,1180881,1182314,1181597,,DR76_1066,472.885608974078
DR76_RS05545,1182333,1184780,1183556,,DR76_1067,979.247999370079
DR76_RS05550,1185275,1185979,1185627,,DR76_1068,78.4655587931165
DR76_RS05555,1186080,1186832,1186456,,DR76_1069,5.99854989266114
DR76_RS05560,1186869,1189463,1188166,,DR76_1070,8.39418860113018
DR76_RS05565,1189463,1190026,1189744,,DR76_1071,0.57064121317244
DR76_RS05570,1189977,1190549,1190263,,DR76_1072,0.355692768710029
DR76_RS05575,1190515,1191291,1190903,,DR76_1073,1.43511371094452
DR76_RS05580,1191310,1192440,1191875,,DR76_1074,1.61529945526075
DR76_RS05585,1192614,1193324,1192969,,DR76_1075,1.45937560223759
DR76_RS05590,1193327,1194094,1193710,,DR76_1076,0.57205965950801
DR76_RS05595,1194097,1194702,1194399,,DR76_1077,1.07658404956335
DR76_RS05600,1194756,1196261,1195508,,DR76_1078,22.3426974390526
DR76_RS05605,1196451,1196777,1196614,,DR76_1079,14.9298871495648
DR76_RS05610,1196822,1197652,1197237,,DR76_1080,42.4377194993006
DR76_RS05615,1197669,1198427,1198048,,DR76_1082,33.926751858039
DR76_RS05620,1198409,1200007,1199208,,DR76_1081,9.7464392102581
DR76_RS05625,1200196,1201422,1200809,,DR76_1083,14.6955038373201
DR76_RS05630,1201426,1202442,1201934,,DR76_1084,20.9627548316069
DR76_RS05635,1202485,1205190,1203837,,DR76_1085,411.420287792893
DR76_RS05640,1205813,1208206,1207009,,DR76_1086,408.667061807333
DR76_RS05645,1208216,1210300,1209258,,DR76_1087,338.551157715871
DR76_RS05650,1210411,1211727,1211069,,DR76_1088,37.4192562456851
DR76_RS05655,1212091,1212666,1212378,,DR76_1089,207.191322413165
DR76_RS05660,1212725,1213408,1213066,,DR76_1090,53.8555812740392
DR76_RS05665,1213446,1214216,1213831,,DR76_1091,31.9643970858206
DR76_RS05670,1214245,1214838,1214541,,DR76_1092,6.56152718965161
DR76_RS05675,1215071,1215307,1215189,,DR76_1093,27.0545203313493
DR76_RS05680,1215307,1217628,1216467,,DR76_1094,421.970187184003
DR76_RS05685,1217645,1217872,1217758,feoA,DR76_1095,92.3080238227469
DR76_RS05690,1218328,1220649,1219488,,DR76_1096,206.987023081144
DR76_RS05695,1220746,1221258,1221002,,DR76_1097,28.7421820795736
DR76_RS05700,1221450,1222169,1221809,,DR76_1098,204.360792364181
DR76_RS05705,1222166,1223518,1222842,,DR76_1099,100.856483407578
DR76_RS05710,1223549,1223845,1223697,,DR76_1100,16.9689863274923
DR76_RS05715,1223904,1224221,1224062,,,25.8310947912804
DR76_RS05720,1224331,1225953,1225142,,DR76_1102,2400.79157266762
DR76_RS05725,1226125,1226256,1226190,,,1.96773195038391
DR76_RS05730,1226332,1228056,1227194,,DR76_1103,56.4313220127844
DR76_RS05735,1228194,1229072,1228633,,DR76_1104,91.265331776291
DR76_RS05740,1229097,1229498,1229297,,DR76_1105,22.7668990127857
DR76_RS05745,1229509,1230177,1229843,,DR76_1106,57.2377649845371
DR76_RS05750,1230242,1232377,1231309,,DR76_1107,207.728750956982
DR76_RS05755,1232697,1233257,1232977,,DR76_1108,116.338296890626
DR76_RS05760,1233423,1235975,1234699,,DR76_1109,97.5692949472226
DR76_RS05765,1236095,1236874,1236484,,DR76_1110,7.63087070394872
DR76_RS05770,1236874,1237413,1237143,,DR76_1111,3.74534903210261
DR76_RS05775,1237397,1237837,1237617,,DR76_1112,2.78042039198298
DR76_RS05780,1237827,1238231,1238029,,DR76_1113,2.21886154132807
DR76_RS05785,1238143,1239381,1238762,,DR76_1114,9.65862231119173
DR76_RS05790,1239782,1240303,1240042,,DR76_1115,260.899260899924
DR76_RS05795,1240360,1241448,1240904,,DR76_1116,361.439894809927
DR76_RS05800,1241540,1242826,1242183,,DR76_1117,511.517447878746
DR76_RS05805,1242933,1243769,1243351,,DR76_1118,82.2120296643779
DR76_RS05810,1243787,1244464,1244125,,DR76_1119,117.180875543804
DR76_RS05815,1244457,1245215,1244836,,DR76_1120,103.143301193917
DR76_RS05820,1245208,1246212,1245710,,DR76_1121,229.472854420993
DR76_RS05825,1246372,1247277,1246824,,DR76_1122,19.5469276848562
DR76_RS05830,1247294,1247656,1247475,,DR76_1123,3.47421288887209
DR76_RS05835,1247740,1248903,1248321,,DR76_1124,1.96673688496407
DR76_RS05840,1248904,1250130,1249517,,DR76_1125,3.69100316058579
DR76_RS05845,1250127,1251005,1250566,,DR76_1126,2.44132559838406
DR76_RS05850,1251016,1251369,1251192,,DR76_1127,1.20115377961559
DR76_RS05855,1251381,1252685,1252033,,DR76_1128,8.33076036709583
DR76_RS05860,1252697,1253782,1253239,,DR76_1129,5.4191013942985
DR76_RS05865,1253890,1254057,1253973,,DR76_1130,0.208279593700289
DR76_RS05870,1254309,1255682,1254995,,DR76_1131,83.7836323605633
DR76_RS05875,1255701,1256507,1256104,,DR76_1132,2.19076769194402
DR76_RS05880,1256633,1256959,1256796,,DR76_1133,2.55454775775174
DR76_RS05885,1256956,1259499,1258227,,DR76_1134,26.2412386753967
DR76_RS05890,1259761,1260942,1260351,,DR76_1135,14.9818195093262
DR76_RS05895,1261213,1261785,1261499,,DR76_1136,157.803254000187
DR76_RS05900,1261890,1262057,1261973,,DR76_1137,3.87133720849041
DR76_RS05905,1262047,1262649,1262348,,DR76_1138,13.950625742501
DR76_RS05910,1262681,1263244,1262962,,DR76_1139,11.1028183846538
DR76_RS05915,1263330,1264550,1263940,,DR76_1140,15.2261319459198
DR76_RS05920,1264617,1266719,1265668,,DR76_1141,213.175986855005
DR76_RS05925,1266758,1267390,1267074,,DR76_1142,1276.14338905484
DR76_RS05930,1267397,1267612,1267504,,,239.056538310101
DR76_RS05935,1267692,1268096,1267894,,DR76_1143,74.2543422133863
DR76_RS05940,1268151,1269020,1268585,,DR76_1144,80.0277609897582
DR76_RS05945,1269074,1269292,1269183,,DR76_1145,19.7296752445163
DR76_RS05950,1269286,1270308,1269797,,DR76_1146,42.6060912323176
DR76_RS05955,1270308,1272221,1271264,,DR76_1147,138.449785171623
DR76_RS05960,1272349,1272903,1272626,,DR76_1148,30.5466013380797
DR76_RS05965,1272903,1274708,1273805,,DR76_1149,55.9298043488381
DR76_RS05970,1274718,1274918,1274818,,DR76_1150,20.6795726594488
DR76_RS05975,1275013,1275603,1275308,,DR76_1151,835.244372310697
DR76_RS05980,1275652,1275870,1275761,,DR76_1152,10.5648014371994
DR76_RS05985,1276091,1276903,1276497,,DR76_1153,937.526547399826
DR76_RS05990,1277070,1277792,1277431,,DR76_1154,127.376225535211
DR76_RS05995,1277792,1278178,1277985,,DR76_1155,34.302302875447
DR76_RS06000,1278178,1278537,1278357,,DR76_1156,15.0211126258064
DR76_RS06005,1278545,1278832,1278688,,DR76_1157,36.0620087796086
DR76_RS06010,1278958,1279332,1279145,,DR76_1158,842.942878835642
DR76_RS06015,1279429,1279899,1279664,,DR76_1159,900.35066601716
DR76_RS06020,1279996,1282110,1281053,,DR76_1160,4258.51621871554
DR76_RS06025,1282181,1283365,1282773,,DR76_1161,1130.95190995537
DR76_RS06030,1283657,1286359,1285008,,DR76_1162,51.3296153361356
DR76_RS06035,1286528,1286722,1286625,,DR76_1163,7.5606468454133
DR76_RS06040,1286794,1287270,1287032,,DR76_1164,9.64045758615666
DR76_RS06045,1287299,1287976,1287637,,DR76_1165,14.470202887593
DR76_RS06050,1287976,1288437,1288206,,DR76_1166,7.05030036642729
DR76_RS06055,1288434,1289597,1289015,,DR76_1167,14.061159312786
DR76_RS06060,1289690,1290595,1290142,,DR76_1168,13.9983027632557
DR76_RS06065,1290588,1291175,1290881,,DR76_1169,4.30548943642195
DR76_RS06070,1291168,1291545,1291356,,DR76_1170,1.58494039770967
DR76_RS06075,1291542,1292051,1291796,,DR76_1171,2.22595377300592
DR76_RS06085,1292506,1293702,1293104,,DR76_1173,10.6268112248982
DR76_RS06090,1293699,1295180,1294439,,DR76_1174,9.22063812516922
DR76_RS06095,1295190,1297142,1296166,,DR76_1175,15.3641876810847
DR76_RS06100,1297126,1297941,1297533,,DR76_1176,1.36289972156941
DR76_RS06105,1298121,1299590,1298855,,DR76_1177,8.2951509051182
DR76_RS06110,1299592,1300014,1299803,,DR76_1178,10.9152438014829
DR76_RS06115,1300252,1300563,1300407,,DR76_1179,1400.98831934439
DR76_RS06120,1300596,1301225,1300910,,DR76_1180,2073.87899241013
DR76_RS06125,1301236,1301841,1301538,,DR76_1181,1341.33759287747
DR76_RS06130,1301838,1302140,1301989,,DR76_1182,793.919432439588
DR76_RS06135,1302158,1302979,1302568,,DR76_1183,1707.33425020764
DR76_RS06140,1302996,1303274,1303135,,DR76_1184,409.958962714157
DR76_RS06145,1303289,1303621,1303455,,DR76_1185,686.439115447482
DR76_RS06150,1303639,1304340,1303989,,DR76_1186,1230.71686192061
DR76_RS06155,1304353,1304763,1304558,,DR76_1187,636.498163884585
DR76_RS06160,1304763,1304954,1304858,,DR76_1188,249.804718770298
DR76_RS06165,1304954,1305208,1305081,,DR76_1189,355.761299044902
DR76_RS06170,1305373,1305744,1305558,,DR76_1190,1681.89542408491
DR76_RS06175,1305755,1306069,1305912,,DR76_1191,1017.46657532293
DR76_RS06180,1306084,1306623,1306353,,DR76_1192,2016.56884600814
DR76_RS06185,1306638,1306943,1306790,,DR76_1193,1428.98687194205
DR76_RS06190,1306977,1307369,1307173,,DR76_1194,899.385294871633
DR76_RS06195,1307382,1307915,1307648,,DR76_1195,1305.53384898018
DR76_RS06200,1307925,1308278,1308101,,DR76_1196,658.855746650594
DR76_RS06205,1308293,1308796,1308544,,DR76_1197,948.013241071469
DR76_RS06210,1308800,1308979,1308889,,DR76_1198,168.661250447934
DR76_RS06215,1308983,1309417,1309200,,DR76_1199,1078.39662551922
DR76_RS06220,1309425,1310756,1310090,,DR76_1200,2480.19161504228
DR76_RS06225,1310788,1310904,1310846,,DR76_1201,426.479717594252
DR76_RS06230,1311051,1311407,1311229,,DR76_1202,1307.13750185222
DR76_RS06235,1311424,1311813,1311618,,DR76_1203,881.147002345512
DR76_RS06240,1311847,1312467,1312157,,DR76_1204,1696.60329918589
DR76_RS06245,1312493,1313482,1312987,,DR76_1205,2246.39572349102
DR76_RS06250,1313523,1313906,1313714,,DR76_1206,656.711761347159
DR76_RS06255,1314013,1314381,1314197,,DR76_1207,40.8838150875356
DR76_RS06260,1314392,1314817,1314604,,DR76_1208,28.2505504802773
DR76_RS06265,1314873,1315091,1314982,,DR76_1210,8.55578623949562
DR76_RS06270,1315088,1315501,1315294,,DR76_1209,106.812585154062
DR76_RS06275,1315631,1317007,1316319,,DR76_1211,125.111846937406
DR76_RS06280,1317029,1318318,1317673,,DR76_1212,237.248392337393
