block,start,end,rev_comp,inversion,strain,gene_name,gbk_start,gbk_midpoint,gbk_strand,gbk_end,norm_exp,block_length,log_exp
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3481,3541920,3542116,1,3542312,1145.94458764996,15356,7.044856805282302
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3482,3542346,3542498,1,3542651,340.810115230114,15356,5.834255364246271
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3483,3542666,3542935,1,3543205,3704.5297990745507,15356,8.21758152320891
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3484,3543220,3543377,1,3543534,225.05629820063496,15356,5.420784075332724
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3485,3543545,3543730,1,3543916,3171.8534829046807,15356,8.062386614313032
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3486,3544081,3544208,1,3544335,134.458275394605,15356,4.908663662232251
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3487,3544335,3544430,1,3544526,14.742339555237598,15356,2.7563538695065337
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3488,3544526,3544731,1,3544936,2172.7427550689004,15356,7.684205732744664
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3490,3545668,3545834,1,3546000,587.533708770088,15356,6.377634204193484
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3491,3546015,3546154,1,3546293,427.936031907997,15356,6.061307798038481
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3492,3546310,3546720,1,3547131,5869.57793321995,15356,8.677708363379466
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3493,3547149,3547300,1,3547451,722.889240022332,15356,6.5846383972879945
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3494,3547448,3547750,1,3548053,3243.9921151676194,15356,8.084868199294752
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3495,3548064,3548378,1,3548693,5375.5210122994,15356,8.589796791997296
Block889,3534124,3549480,0,1.0,K12DH,ECDH10B_3496,3548726,3548881,1,3549037,4195.97261900628,15356,8.34211873936813
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3498,3549696,3550430,1,3551165,4.06405580165097,15123,1.6221677040645301
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3499,3551345,3551752,0,3552160,2.3887394198992498,15123,1.2204579997009657
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3500,3552144,3553120,0,3554096,9.87000859121572,15123,2.3860074914930376
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3501,3554106,3554846,0,3555587,3.3621636728166697,15123,1.4729681895002182
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3502,3555584,3556182,0,3556780,1.8789654748140503,15123,1.0574310194824301
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3503,3556790,3557008,0,3557227,0.690361219521049,15123,0.5249422454575466
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3504,3557235,3557489,0,3557744,0.0,15123,0.0
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3505,3557741,3557929,0,3558118,0.21518000237558704,15123,0.19489221592273276
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3506,3558111,3558404,0,3558698,0.203649093062341,15123,0.18535785346164899
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3507,3558691,3559182,0,3559674,1.6753163817517098,15123,0.9840676469062458
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3508,3559689,3560270,0,3560852,3.8373448899621296,15123,1.5763659937513204
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3509,3560849,3561079,0,3561310,0.973424252917416,15123,0.6797702332799807
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3510,3561310,3561648,0,3561987,7.969283722633881,15123,2.193805820333143
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3511,3562016,3562254,1,3562492,66.6527831460555,15123,4.214388494140925
Block890,3549528,3564651,0,1.0,K12DH,ECDH10B_3512,3562564,3562661,1,3562758,15.0804522854828,15123,2.7776043905618995
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3516,3569309,3569578,1,3569848,2679.2552260584107,27692,7.893667302574356
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3518,3570445,3570588,1,3570732,16.9555104857208,27692,2.8878970586701946
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3519,3570740,3570919,1,3571099,8.479057667719081,27692,2.2490849091868728
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3520,3571099,3571292,1,3571485,12.589237106623,27692,2.6092780902093486
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3521,3571485,3571846,1,3572207,107.714584193305,27692,4.688725954338918
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3522,3572374,3572780,1,3573186,734.022180072062,27692,6.599900675726313
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3523,3573407,3573516,0,3573625,30.1659233559854,27692,3.439325297801551
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3524,3573674,3573969,1,3574264,993.201535629598,27692,6.901939938247589
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3525,3574359,3574459,1,3574559,1.8904963841273,27692,1.0614282465890146
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3526,3574569,3575471,1,3576374,47.18429808770721,27692,3.875033202168142
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3527,3576374,3576649,1,3576925,24.4034893539562,27692,3.234886540729261
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3528,3577056,3578012,0,3578969,162.258521149318,27692,5.095334963727363
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3529,3578969,3579480,0,3579991,36.1013209977132,27692,3.6136525753868605
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3530,3579985,3580094,0,3580203,0.407298186124681,27692,0.34167168611504284
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3531,3580257,3580691,0,3581126,69.65358135558539,27692,4.257788799361482
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3532,3581181,3581383,1,3581585,155.67088046175502,27692,5.0541473022386825
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3533,3581887,3582203,0,3582519,1108.81910284007,27692,7.011952310610908
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3534,3582570,3583615,0,3584660,111.787756968967,27692,4.725507795664179
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3535,3584727,3585337,1,3585947,54.1416575549078,27692,4.009905465987282
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3536,3586033,3586314,1,3586596,15.3737438033337,27692,2.7956790642783913
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3537,3586628,3586929,1,3587230,17.0362268509135,27692,2.892382338152921
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3538,3587220,3587303,1,3587387,0.996486071543909,27692,0.6913886710599936
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3539,3587492,3587778,1,3588064,167.148513318117,27692,5.12484759674438
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3540,3588335,3588925,0,3589516,35.591547052628,27692,3.5998172588869135
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3541,3589778,3591049,0,3592321,1821.69095640587,27692,7.5080692355715
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3542,3592318,3592481,0,3592644,57.454710911923996,27692,4.068252281965824
Block893,3567251,3594943,0,1.0,K12DH,ECDH10B_3543,3592770,3593173,0,3593576,92.5656761335567,27692,4.538663608254914
Block896,3600795,3605557,0,1.0,K12DH,ECDH10B_3552,3601799,3602451,1,3603103,3.28274973248264,4762,1.4545952641645072
Block896,3600795,3605557,0,1.0,K12DH,ECDH10B_3553,3603115,3603291,1,3603468,0.0,4762,0.0
Block896,3600795,3605557,0,1.0,K12DH,ECDH10B_3554,3603479,3603918,1,3604357,1.59590244141768,4762,0.9539342177881037
Block897,3605678,3608252,0,1.0,K12DH,ECDH10B_3557,3606827,3607008,1,3607189,6.147972794386059,2574,1.9668287912443398
Block897,3605678,3608252,0,1.0,K12DH,ECDH10B_3558,3607206,3607658,1,3608111,15.789968049054199,2574,2.8207815681129036
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3559,3608401,3608903,1,3609405,433.7157452859729,18041,6.074692358378516
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3560,3609398,3609777,1,3610156,75.64402869416209,18041,4.339171698749749
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3561,3610149,3610487,1,3610826,111.46470059378099,18041,4.72263939990786
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3562,3610844,3611262,1,3611680,82.6529124124656,18041,4.426676243473079
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3563,3611787,3612430,1,3613073,595.9082585723739,18041,6.391763430851003
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3564,3613165,3613709,1,3614253,410.2674802129589,18041,6.01924380625337
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3565,3614310,3614570,1,3614831,376.881480456077,18041,5.934580602687472
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3566,3615232,3615851,1,3616470,5.7047794554629405,18041,1.9028206236442646
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3567,3616382,3616584,1,3616786,0.0,18041,0.0
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3568,3616776,3616996,1,3617216,0.690361219521049,18041,0.5249422454575466
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3569,3617200,3617469,1,3617739,0.837658190875856,18041,0.6084920386718745
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3570,3617739,3618128,1,3618518,8.85176312590402,18041,2.2876504367195545
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3571,3618638,3619914,0,3621190,187.538359611081,18041,5.239301485447928
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3572,3621356,3621636,1,3621916,203.213018567003,18041,5.3191636576993595
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3573,3622236,3623303,0,3624371,135.066617824075,18041,4.913144602746828
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3574,3624436,3624770,0,3625104,77.3578450784297,18041,4.361286092422929
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3575,3625115,3625315,0,3625516,59.2572491249515,18041,4.098622882559784
Block898,3608398,3626439,0,1.0,K12DH,ECDH10B_3576,3625541,3625980,0,3626419,257.663944590849,18041,5.555529707970751
Block900,3630299,3638968,0,1.0,K12DH,ECDH10B_3580,3631632,3631991,1,3632351,281.54593817599203,8669,5.643841150378794
Block900,3630299,3638968,0,1.0,K12DH,ECDH10B_3581,3632543,3632799,0,3633055,38.5731907181076,8669,3.678151886923062
Block900,3630299,3638968,0,1.0,K12DH,ECDH10B_3582,3633152,3634312,0,3635473,355.2489008069989,8669,5.875629646124062
Block900,3630299,3638968,0,1.0,K12DH,ECDH10B_3583,3635930,3636043,0,3636157,47.86163505864121,8669,3.8889925294252534
Block900,3630299,3638968,0,1.0,K12DH,ECDH10B_3584,3636174,3637334,0,3638495,706.5706233848331,8669,6.561837445574238
Block900,3630299,3638968,0,1.0,K12DH,ECDH10B_3585,3638495,3638613,0,3638731,4.87734974904163,8669,1.7711059373523101
Block901,3639230,3641919,0,1.0,K12DH,ECDH10B_3587,3639841,3640226,1,3640611,65.6806613179968,2689,4.199914975619807
Block901,3639230,3641919,0,1.0,K12DH,ECDH10B_3588,3640649,3640990,0,3641332,76.3870256752296,2689,4.348819139609699
Block902,3642086,3648633,0,1.0,K12DH,ECDH10B_3590,3642326,3642984,0,3643642,46.0827314074853,6547,3.851906297010922
Block902,3642086,3648633,0,1.0,K12DH,ECDH10B_3591,3643753,3644795,1,3645837,200.032171850236,6547,5.3034649542074055
Block902,3642086,3648633,0,1.0,K12DH,ECDH10B_3592,3645847,3647043,1,3648240,335.379056943575,6547,5.818238669750482
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3593,3648852,3650204,0,3651557,918.1427195941859,10597,6.823441409094798
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3594,3651600,3652108,1,3652616,20.453440220579,10597,3.0658850157577846
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3595,3652620,3653233,1,3653846,12.756991046886899,10597,2.621547134674467
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3596,3654035,3654834,0,3655633,7.7195109923185505,10597,2.1655631574858587
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3597,3655615,3655994,1,3656373,139.417643933699,10597,4.944621152739458
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3598,3656390,3656805,1,3657220,110.682664842999,10597,4.715661500145922
Block903,3648654,3659251,0,1.0,K12DH,ECDH10B_3599,3657265,3657428,1,3657591,41.8202362122068,10597,3.7570107995453594
Block905,3659896,3671431,0,1.0,K12DH,ECDH10B_3602,3659902,3661125,1,3662349,231.961942502318,11535,5.4508751033248535
Block905,3659896,3671431,0,1.0,K12DH,ECDH10B_3603,3662368,3663084,1,3663801,148.981336758476,11535,5.010510864745085
Block905,3659896,3671431,0,1.0,K12DH,ECDH10B_3604,3663801,3664448,1,3665096,177.91364373235905,11535,5.1869032521810725
Block905,3659896,3671431,0,1.0,K12DH,ECDH10B_3605,3665114,3666100,1,3667087,115.23546487758101,11535,4.755618003339019
Block905,3659896,3671431,0,1.0,K12DH,ECDH10B_3606,3667084,3668177,1,3669270,341.642338831093,11535,5.836687159197586
Block905,3659896,3671431,0,1.0,K12DH,ECDH10B_3607,3669543,3670094,1,3670646,1342.23949746807,11535,7.202839510831348
Block906,3671488,3674540,0,1.0,K12DH,ECDH10B_3609,3671489,3672159,1,3672829,14.2184298511218,3052,2.722507183584997
Block906,3671488,3674540,0,1.0,K12DH,ECDH10B_3610,3672833,3673096,1,3673360,10.2222570804916,3052,2.4178990456826357
Block906,3671488,3674540,0,1.0,K12DH,ECDH10B_3611,3673499,3673996,1,3674494,189.524819629875,3052,5.249782472851169
Block907,3674778,3676660,0,1.0,K12DH,ECDH10B_3613,3675536,3676054,1,3676573,173.438382470008,1882,5.161571570230405
Block908,3676687,3679194,0,1.0,K12DH,ECDH10B_3615,3676906,3677150,0,3677394,20.791552950824197,2507,3.081522415385543
Block908,3676687,3679194,0,1.0,K12DH,ECDH10B_3616,3677631,3678220,0,3678809,0.271532124083121,2507,0.24022257027431565
Block909,3680093,3682491,0,1.0,K12DH,ECDH10B_3620,3680527,3680669,0,3680811,2.30932547956523,2398,1.1967443860137825
Block910,3682543,3688280,0,1.0,K12DH,ECDH10B_3622,3682711,3682931,0,3683151,44.334322295278,5737,3.814064412167006
Block910,3682543,3688280,0,1.0,K12DH,ECDH10B_3623,3683138,3683509,1,3683881,45.99178655783801,5737,3.8499728323502307
Block910,3682543,3688280,0,1.0,K12DH,ECDH10B_3624,3683878,3684413,1,3684948,26.17496028479,5737,3.3022959715449356
Block910,3682543,3688280,0,1.0,K12DH,ECDH10B_3625,3684950,3685372,1,3685795,2.86392063704472,5737,1.3516823770722406
Block910,3682543,3688280,0,1.0,K12DH,ECDH10B_3626,3685792,3686235,1,3686679,2.2760351764841897,5737,1.1866339035657116
Block910,3682543,3688280,0,1.0,K12DH,ECDH10B_3627,3686777,3687435,1,3688093,23.0253717646315,5737,3.179110428810786
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3628,3688492,3688848,1,3689205,56.8199721324969,11087,4.057334254618124
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3629,3689207,3689590,1,3689974,50.0277617558428,11087,3.9323698327743943
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3630,3689971,3690609,1,3691248,83.2088099948038,11087,4.433299547542026
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3631,3691245,3691708,1,3692171,62.742536440052795,11087,4.154852101734518
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3632,3692219,3692773,1,3693328,166.48029332119302,11087,5.12086569252983
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3633,3693752,3693943,0,3694135,48.23453143124121,11087,3.8965952356694316
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3634,3694323,3694874,1,3695426,386.399049643602,11087,5.959455297804172
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3635,3695697,3696124,1,3696551,1491.6049136556799,11087,7.308278136702909
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3636,3696796,3697325,1,3697854,265.126631961361,11087,5.583972255506202
Block913,3688392,3699479,0,1.0,K12DH,ECDH10B_3637,3697847,3698181,1,3698515,90.4031088581477,11087,4.515279491646941
Block914,3699562,3704361,0,1.0,K12DH,ECDH10B_3639,3700161,3700459,0,3700757,53.3309684572345,4799,3.9950943858644257
Block914,3699562,3704361,0,1.0,K12DH,ECDH10B_3640,3700747,3700881,0,3701016,9.055412218966358,4799,2.308111018800631
Block914,3699562,3704361,0,1.0,K12DH,ECDH10B_3641,3701019,3701198,1,3701378,40.521341648801105,4799,3.7262075516496616
Block914,3699562,3704361,0,1.0,K12DH,ECDH10B_3642,3701519,3701832,0,3702145,140.672637880739,4799,4.953519029114425
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3644,3704519,3704641,1,3704764,47.654269605417795,10237,3.884739566454725
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3645,3704985,3705317,0,3705650,101.35924594569599,10237,4.628488644575278
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3646,3705723,3706001,0,3706280,665.36317564387,10237,6.501834830688169
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3647,3706284,3706892,1,3707501,63.3674285638554,10237,4.164607737524715
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3648,3707633,3708157,0,3708682,16.1883401755831,10237,2.8442312571750747
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3649,3708737,3709030,0,3709324,50.2146702401571,10237,3.9360260191321856
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3650,3709435,3710222,0,3711009,165.83939027025602,10237,5.117031614744364
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3651,3711009,3711481,0,3711953,33.274407023910605,10237,3.5343989247563616
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3652,3711950,3712366,0,3712783,16.4072365381197,10237,2.856886012756348
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3653,3712783,3713165,0,3713547,24.802972990928698,10237,3.2504897174953897
Block916,3704517,3714754,0,1.0,K12DH,ECDH10B_3654,3713544,3713947,0,3714350,20.4802183993665,10237,3.0671324371572473
Block918,3721415,3726587,0,1.0,K12DH,ECDH10B_3660,3721447,3722009,1,3722571,24.643033599817,5172,3.244271940179255
Block918,3721415,3726587,0,1.0,K12DH,ECDH10B_3661,3722571,3723938,1,3725306,88.731317922142,5172,4.496819848844386
Block920,3732018,3734935,0,1.0,K12DH,ECDH10B_3669,3733410,3734159,0,3734909,1043.23933495548,2917,6.9510439902109145
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3670,3735153,3735320,1,3735488,36.941393123891395,8500,3.6360426829653516
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3671,3735879,3736096,0,3736313,1320.66825474967,8500,7.18665004697616
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3672,3736630,3737364,0,3738099,50.30170781522821,8500,3.9377240423677886
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3673,3738148,3738524,1,3738900,50.8127841851721,8500,3.947636917757135
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3674,3738908,3739929,1,3740950,570.792614629082,8500,6.348776363801095
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3675,3741153,3741574,0,3741995,216.502654463186,8500,5.382211054882707
Block922,3735136,3743636,0,1.0,K12DH,ECDH10B_3676,3742067,3742743,0,3743419,411.195128681407,8500,6.021496850534531
Block925,3745988,3746723,0,1.0,K12DH,ECDH10B_3679,3746005,3746217,0,3746430,6.04549703542554,735,1.952388694377338
Block928,3749614,3750965,0,1.0,K12DH,ECDH10B_3682,3749729,3750012,0,3750295,25.602322093703695,1351,3.2809985087332914
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3684,3751023,3751346,1,3751670,1.96991032446133,9364,1.088531758574703
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3685,3751734,3751897,1,3752060,14.8280747054501,9364,2.7617852433408303
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3686,3752176,3752342,1,3752508,60.358624890758286,9364,4.116735746292208
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3687,3752763,3753049,0,3753335,26.0544414922227,9364,3.2978511874598015
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3688,3754134,3754397,0,3754661,57.859786077161296,9364,4.075158108363814
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3689,3755000,3755578,0,3756157,13.095103777132099,9364,2.6458274872301457
Block929,3751017,3760381,0,1.0,K12DH,ECDH10B_3690,3756182,3757738,0,3759295,32.0218270121729,9364,3.497168767432928
Block930,3760494,3762183,0,1.0,K12DH,ECDH10B_3693,3760754,3761166,1,3761578,55.0457054375307,1689,4.026167526378065
Block932,3763067,3765323,0,1.0,K12DH,ECDH10B_3695,3763559,3764257,1,3764956,14.6102898533571,2256,2.7479303027955067
Block933,3765351,3770162,0,1.0,K12DH,ECDH10B_3696,3765360,3766184,0,3767009,31.7170045850088,4811,3.487894960630938
Block933,3765351,3770162,0,1.0,K12DH,ECDH10B_3697,3767060,3767361,1,3767662,3.8027521620223914,4811,1.5691891206897393
Block933,3765351,3770162,0,1.0,K12DH,ECDH10B_3698,3768110,3768595,0,3769081,20.1011917313031,4811,3.049329519043622
Block933,3765351,3770162,0,1.0,K12DH,ECDH10B_3699,3769130,3769636,0,3770143,37.5331858590281,4811,3.6515198403749918
Block934,3770185,3771939,0,1.0,K12DH,ECDH10B_3700,3770554,3771215,0,3771876,33.0772700551418,1754,3.528630594736825
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3701,3772058,3773088,1,3774118,48.800657498033885,23938,3.908028186715216
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3702,3774188,3774571,1,3774955,1.73166850345925,23938,1.0049125959347485
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3703,3775187,3775651,0,3776116,146.251879758615,23938,4.992144588213304
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3704,3776212,3776960,1,3777708,168.675612132485,23938,5.133888450259667
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3706,3779398,3780392,1,3781386,125.528400753226,23938,4.840466794851763
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3707,3781468,3783204,1,3784941,69.9163783344877,23938,4.2615014129884505
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3708,3784923,3785476,1,3786029,10.3016710208256,23938,2.424950592734597
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3709,3786036,3787205,1,3788375,31.6388930695334,23938,3.485504616209973
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3710,3788386,3789695,1,3791004,29.3782960769386,23938,3.413728408594646
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3711,3791001,3791377,1,3791753,10.5155485983425,23938,2.4436981741996773
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3712,3791765,3791859,1,3791953,21.8585269031063,23938,3.129324216356215
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3714,3793794,3793889,0,3793985,16.435508056181,23938,2.8585088197191695
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3715,3793982,3794821,0,3795661,90.6744500678158,23938,4.518243715224544
Block935,3771963,3795901,0,1.0,K12DH,ECDH10B_3716,3795748,3795801,1,3795855,2.25297335785769,23938,1.1795694574354474
Block938,3796068,3804077,0,1.0,K12DH,ECDH10B_3718,3796331,3796966,0,3797602,40.8801022623704,8009,3.7348108277942544
Block938,3796068,3804077,0,1.0,K12DH,ECDH10B_3719,3797632,3798134,1,3798636,418.100268191938,8009,6.038110194854319
Block938,3796068,3804077,0,1.0,K12DH,ECDH10B_3720,3798633,3799124,1,3799616,310.713186415593,8009,5.742083490708731
Block938,3796068,3804077,0,1.0,K12DH,ECDH10B_3721,3799627,3800078,1,3800529,244.24359539369098,8009,5.502251983501793
Block938,3796068,3804077,0,1.0,K12DH,ECDH10B_3722,3800539,3801048,1,3801558,383.557652057985,8009,5.952093718038632
Block938,3796068,3804077,0,1.0,K12DH,ECDH10B_3723,3801866,3802669,1,3803473,4818.8146969256,8009,8.480490761684388
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3724,3804216,3804254,1,3804292,0.701892128834295,11751,0.5317406490793632
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3725,3804384,3805229,1,3806075,163.4380084306,11751,5.1025336507340056
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3726,3806399,3807003,1,3807607,77.68664992024891,11751,4.365473508508707
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3727,3807836,3808185,1,3808534,11.782264369110804,11751,2.5480586139363424
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3728,3808692,3808973,0,3809255,34.3093930979703,11751,3.564149021969595
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3729,3809252,3809472,0,3809692,11.285323758197599,11751,2.508405359569522
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3730,3809661,3810827,1,3811994,154.825789550557,11751,5.048738649587626
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3731,3812147,3812476,0,3812806,30.95876033446689,11751,3.464446332112848
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3732,3812910,3813397,0,3813884,304.093714788176,11751,5.7206189910128105
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3733,3813934,3814289,1,3814644,376.921630736235,11751,5.934686848029945
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3734,3815078,3815223,0,3815368,24.6506572345541,11751,3.2445691944680077
Block939,3804173,3815924,0,1.0,K12DH,ECDH10B_3735,3815649,3815755,0,3815861,3847.53952916177,11751,8.255449012238179
Block940,3815946,3816231,0,1.0,K12DH,ECDH10B_3736,3816048,3816124,1,3816200,0.21518000237558704,285,0.19489221592273276
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3739,3817928,3818962,1,3819997,1946.5153229033301,14094,7.574309645700256
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3741,3821013,3821162,1,3821312,7.93338856983544,14094,2.18979578202012
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3742,3821487,3821984,0,3822482,9.950724956408447,14094,2.3934056601356835
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3743,3822524,3822742,1,3822961,0.634009097813515,14094,0.4910365642396395
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3744,3823007,3823177,1,3823348,0.701892128834295,14094,0.5317406490793632
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3745,3823517,3824244,1,3824971,20.476502039205503,14094,3.066959409042795
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3746,3825043,3825704,1,3826365,24.144790564045,14094,3.2246507404599902
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3747,3826731,3827227,0,3827723,5.08230126696267,14094,1.805383122221534
Block941,3817676,3831770,0,1.0,K12DH,ECDH10B_3748,3827801,3828571,0,3829342,3.9052279209829104,14094,1.5903015590086953
