ATCC_names,BW_names,DH_names,MG_names,ATCC_GSE94978_1,ATCC_GSE94978_2,BW25113_GSE73673_6,BW25113_GSE73673_7,BW25113_GSE73673_8,BW25113_GSE85914,K12DH_GSE98890_1,K12DH_GSE98890_2,K12MG_GSE114917_LP1,K12MG_GSE114917_LP2,K12MG_GSE114917_LP3,K12MG_GSE114917_LP4,K12MG_GSE40313_1,K12MG_GSE40313_2,K12MG_GSE54199_DNA,K12MG_GSE54199_RNA,K12MG_GSE60522_1,K12MG_GSE60522_2,K12MG_GSE60522_3
DR76_RS23395,BW25113_RS02550,ECDH10B_RS02310,b0494,1708.0,1695.0,18.0,6.0,17.0,114.0,75.0,275.0,268.0,206.0,149.0,192.0,100.0,121.0,66299.0,32166.5,238.0,154.0,239.0
DR76_RS23390,BW25113_RS02555,ECDH10B_RS02315,b0495,615.0,708.0,31.0,16.0,15.0,58.0,103.0,316.0,79.0,61.0,50.0,65.0,77.0,64.0,60375.0,16722.0,45.0,43.0,46.0
DR76_RS23385,BW25113_RS02560,ECDH10B_RS02320,b0496,1326.0,1838.0,48.0,21.0,23.0,23.0,122.0,468.0,120.0,103.0,93.0,99.0,73.0,122.0,222100.5,68884.0,72.0,56.0,75.0
DR76_RS13290,BW25113_RS00235,ECDH10B_RS00235,b0045,289.0,227.0,1.0,0.0,2.0,0.0,1.0,10.0,2.0,4.0,1.0,5.0,2.0,0.0,147380.0,40110.5,14.0,15.0,19.0
DR76_RS13295,BW25113_RS00240,ECDH10B_RS00240,b0046,224.0,287.0,2.0,3.0,3.0,14.0,4.0,32.0,10.0,23.0,23.0,17.0,16.0,26.0,55030.5,11053.0,61.0,36.0,41.0
DR76_RS13300,BW25113_RS00245,ECDH10B_RS00245,b0047,564.0,874.0,15.0,9.0,8.0,19.0,64.0,163.0,67.0,100.0,63.0,68.0,22.0,44.0,201329.5,73778.5,208.0,138.0,181.0
DR76_RS13305,BW25113_RS00250,ECDH10B_RS00250,b0048,1313.0,1033.0,9.0,7.0,9.0,212.0,327.0,609.0,170.0,161.0,112.0,236.0,38.0,60.0,47059.5,76995.0,362.0,385.0,339.0
DR76_RS23375,BW25113_RS02595,ECDH10B_RS02355,b0504,175.0,164.0,4.0,2.0,2.0,14.0,2.0,28.0,6.0,11.0,9.0,4.0,16.0,12.0,95019.0,11109.0,2.0,2.0,2.0
DR76_RS23370,BW25113_RS02600,ECDH10B_RS02360,b0505,90.0,246.0,0.0,0.0,0.0,2.0,4.0,17.0,10.0,10.0,9.0,5.0,18.0,22.0,45456.0,6779.0,41.0,38.0,39.0
DR76_RS23365,BW25113_RS02605,ECDH10B_RS02365,b0506,2787.0,3830.0,10.0,4.0,6.0,50.0,642.0,1558.0,322.0,324.0,251.0,244.0,332.0,372.0,76348.5,111482.5,789.0,618.0,750.0
DR76_RS23360,BW25113_RS02610,ECDH10B_RS02370,b0507,82.0,246.0,88.0,57.0,53.0,3.0,19.0,53.0,15.0,13.0,10.0,11.0,15.0,17.0,170609.0,23480.0,29.0,17.0,26.0
DR76_RS23355,BW25113_RS02615,ECDH10B_RS02375,b0508,11.0,39.0,3.0,1.0,4.0,4.0,1.0,5.0,0.0,3.0,1.0,2.0,5.0,12.0,95052.0,11554.5,8.0,9.0,21.0
DR76_RS23350,BW25113_RS02620,ECDH10B_RS02380,b0509,22.0,94.0,3.0,2.0,0.0,1.0,0.0,15.0,6.0,5.0,8.0,1.0,12.0,22.0,92240.5,17047.5,14.0,3.0,8.0
DR76_RS23340,BW25113_RS02630,ECDH10B_RS02390,b0512,249.0,761.0,4.0,1.0,1.0,9.0,9.0,29.0,22.0,19.0,17.0,10.0,82.0,254.0,149381.0,24654.0,9.0,2.0,10.0
DR76_RS23335,BW25113_RS02635,ECDH10B_RS02395,b0513,43.0,66.0,5.0,1.0,0.0,12.0,4.0,19.0,7.0,8.0,3.0,13.0,9.0,4.0,141770.0,29915.5,0.0,10.0,5.0
DR76_RS23330,BW25113_RS02640,ECDH10B_RS02400,b0514,64.0,91.0,8.0,1.0,2.0,1.0,9.0,45.0,9.0,11.0,4.0,11.0,4.0,9.0,113717.5,31987.0,27.0,17.0,12.0
DR76_RS23320,BW25113_RS02650,ECDH10B_RS02410,b0516,292.0,1036.0,23.0,10.0,9.0,59.0,7.0,29.0,25.0,24.0,13.0,26.0,15.0,18.0,145398.0,25793.0,75.0,48.0,69.0
DR76_RS23315,BW25113_RS02655,ECDH10B_RS02415,b0517,112.0,568.0,3.0,1.0,1.0,0.0,7.0,25.0,11.0,13.0,9.0,5.0,8.0,14.0,104614.0,10340.5,0.0,2.0,2.0
DR76_RS23310,BW25113_RS02660,ECDH10B_RS02420,b0518,55.0,101.0,1.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,3.0,3.0,0.0,1.0,149917.5,19714.0,0.0,0.0,0.0
DR76_RS23300,BW25113_RS02670,ECDH10B_RS02430,b0520,57.0,55.0,2.0,0.0,2.0,4.0,2.0,11.0,1.0,1.0,2.0,3.0,2.0,3.0,70152.5,12662.5,3.0,2.0,6.0
DR76_RS23285,BW25113_RS02685,ECDH10B_RS02445,b0523,523.0,784.0,26.0,22.0,7.0,83.0,39.0,75.0,47.0,51.0,33.0,141.0,18.0,26.0,47537.5,16775.5,616.0,483.0,478.0
DR76_RS23270,BW25113_RS02695,ECDH10B_RS02455,b0525,6471.0,12600.0,6.0,7.0,8.0,3078.0,958.0,2621.0,1291.0,1232.0,895.0,1372.0,241.0,416.0,73517.5,1163291.5,3613.0,3494.0,3403.0
DR76_RS23265,BW25113_RS02700,ECDH10B_RS02460,b0526,3252.0,4679.0,435.0,211.0,263.0,143.0,688.0,1772.0,569.0,529.0,410.0,831.0,129.0,187.0,135696.5,108509.5,2209.0,2188.0,1910.0
DR76_RS23260,BW25113_RS02705,ECDH10B_RS02465,b0527,221.0,155.0,31.0,21.0,17.0,0.0,6.0,22.0,7.0,9.0,10.0,8.0,8.0,9.0,48274.5,28496.0,8.0,3.0,1.0
DR76_RS23255,BW25113_RS02710,ECDH10B_RS02470,b0528,830.0,1289.0,8.0,2.0,2.0,6.0,16.0,50.0,29.0,31.0,29.0,29.0,31.0,48.0,19704.5,5779.0,75.0,75.0,94.0
DR76_RS23250,BW25113_RS02715,ECDH10B_RS02475,b0529,6931.0,9384.0,42.0,19.0,19.0,187.0,652.0,2258.0,704.0,675.0,585.0,843.0,167.0,248.0,75478.0,71492.0,1441.0,1559.0,1370.0
DR76_RS13325,BW25113_RS00260,ECDH10B_RS00260,b0050,1564.0,2448.0,36.0,18.0,19.0,1029.0,86.0,158.0,139.0,101.0,90.0,129.0,79.0,150.0,40067.0,33719.5,25.0,13.0,32.0
DR76_RS13330,BW25113_RS00265,ECDH10B_RS00265,b0051,3609.0,5128.0,100.0,63.0,59.0,133.0,511.0,1034.0,706.0,634.0,510.0,858.0,149.0,257.0,94532.0,103328.5,199.0,165.0,162.0
DR76_RS13335,BW25113_RS00270,ECDH10B_RS00270,b0052,3022.0,4264.0,68.0,27.0,28.0,739.0,227.0,499.0,423.0,441.0,337.0,536.0,155.0,226.0,88043.5,69385.5,206.0,197.0,150.0
DR76_RS13340,BW25113_RS00275,ECDH10B_RS00275,b0053,9092.0,16481.0,203.0,108.0,121.0,506.0,1359.0,3776.0,1429.0,1612.0,1164.0,1938.0,605.0,836.0,152499.5,382954.0,8659.0,6353.0,8126.0
DR76_RS13345,BW25113_RS00280,ECDH10B_RS00280,b0054,16049.0,18817.0,492.0,222.0,287.0,650.0,2453.0,7183.0,2178.0,1981.0,1650.0,2440.0,878.0,1444.0,308333.0,638150.0,7878.0,6382.0,6781.0
DR76_RS15135,BW25113_RS02790,ECDH10B_RS02550,b0543,551.0,370.0,0.0,0.0,0.0,6.0,65.0,147.0,23.0,27.0,16.0,24.0,22.0,16.0,43957.0,128498.0,37.0,18.0,30.0
DR76_RS15140,BW25113_RS02805,ECDH10B_RS02565,b0545,582.0,475.0,4.0,0.0,1.0,4.0,8.0,29.0,16.0,7.0,15.0,11.0,9.0,12.0,73869.5,12636.5,43.0,46.0,60.0
DR76_RS15145,BW25113_RS02810,ECDH10B_RS02570,b0546,415.0,253.0,12.0,6.0,6.0,76.0,43.0,82.0,38.0,27.0,19.0,25.0,39.0,35.0,99589.0,67616.5,10.0,4.0,12.0
DR76_RS19280,BW25113_RS02830,ECDH10B_RS02590,b0550,730.0,658.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,34114.5,4856.5,1.0,0.0,0.0
DR76_RS19275,BW25113_RS02835,ECDH10B_RS02595,b4509,237.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20079.5,3648.5,0.0,0.0,1.0
DR76_RS19270,BW25113_RS02840,ECDH10B_RS02600,b0551,1243.0,874.0,2.0,0.0,0.0,1.0,2.0,8.0,0.0,2.0,0.0,3.0,1.0,0.0,50673.0,17079.5,0.0,3.0,3.0
DR76_RS22775,BW25113_RS03415,ECDH10B_RS03715,b0658,6083.0,6427.0,59.0,30.0,30.0,145.0,395.0,893.0,744.0,782.0,558.0,865.0,351.0,619.0,100341.5,203413.0,1845.0,1676.0,1588.0
DR76_RS22770,BW25113_RS03420,ECDH10B_RS03720,b0659,1973.0,2434.0,62.0,41.0,33.0,345.0,139.0,462.0,221.0,282.0,206.0,247.0,118.0,222.0,52565.0,106694.5,116.0,118.0,154.0
DR76_RS22765,BW25113_RS03425,ECDH10B_RS03725,b0660,3816.0,5465.0,266.0,125.0,123.0,761.0,475.0,2013.0,996.0,897.0,734.0,889.0,250.0,477.0,97913.5,131545.0,1164.0,914.0,1110.0
DR76_RS22760,BW25113_RS03430,ECDH10B_RS03730,b0661,2764.0,2803.0,213.0,101.0,126.0,105.0,1241.0,2723.0,571.0,476.0,378.0,945.0,148.0,257.0,125379.5,130941.5,1950.0,1699.0,1722.0
DR76_RS22755,BW25113_RS03435,ECDH10B_RS03735,b0662,1388.0,1573.0,44.0,36.0,20.0,30.0,396.0,1297.0,597.0,591.0,525.0,402.0,288.0,461.0,97401.0,40618.0,260.0,270.0,305.0
DR76_RS22715,BW25113_RS03475,ECDH10B_RS03775,b0674,2734.0,5186.0,171.0,92.0,98.0,65.0,855.0,2370.0,235.0,287.0,209.0,202.0,108.0,148.0,166791.0,84816.5,1554.0,1344.0,1523.0
DR76_RS22705,BW25113_RS03485,ECDH10B_RS03785,b0676,3622.0,3370.0,90.0,34.0,47.0,203.0,259.0,516.0,1196.0,986.0,809.0,763.0,211.0,314.0,105302.5,114790.0,1317.0,1100.0,1201.0
DR76_RS22700,BW25113_RS03490,ECDH10B_RS03790,b0677,1853.0,2428.0,124.0,68.0,52.0,85.0,132.0,504.0,1523.0,1373.0,1079.0,829.0,102.0,139.0,103972.5,215342.0,557.0,404.0,481.0
DR76_RS22695,BW25113_RS03495,ECDH10B_RS03795,b0678,1571.0,2736.0,50.0,20.0,23.0,66.0,182.0,960.0,2223.0,2341.0,1930.0,1238.0,51.0,52.0,83428.0,70817.0,313.0,236.0,337.0
DR76_RS22690,BW25113_RS03500,ECDH10B_RS03800,b0679,7762.0,10087.0,63.0,21.0,33.0,15.0,996.0,3510.0,9569.0,10118.0,7891.0,4935.0,271.0,326.0,168226.0,108793.5,762.0,659.0,810.0
DR76_RS22630,BW25113_RS03515,ECDH10B_RS03815,b0682,201.0,162.0,0.0,0.0,0.0,8.0,7.0,35.0,11.0,5.0,2.0,9.0,12.0,18.0,37029.0,12601.5,0.0,0.0,1.0
DR76_RS22625,BW25113_RS03520,ECDH10B_RS03820,b0683,9333.0,8408.0,1.0,0.0,0.0,324.0,916.0,2386.0,1094.0,946.0,697.0,1453.0,322.0,511.0,56828.0,310703.0,345.0,337.0,324.0
DR76_RS22610,BW25113_RS03535,ECDH10B_RS03835,b0684,4739.0,5376.0,240.0,132.0,146.0,69.0,978.0,2290.0,911.0,822.0,594.0,1242.0,185.0,264.0,57304.0,254439.0,673.0,654.0,641.0
DR76_RS22605,BW25113_RS03540,ECDH10B_RS03840,b0685,896.0,708.0,69.0,46.0,43.0,6.0,176.0,239.0,107.0,45.0,62.0,101.0,14.0,20.0,24644.0,79668.0,91.0,91.0,108.0
DR76_RS22600,BW25113_RS03545,ECDH10B_RS03845,b0686,1543.0,1414.0,46.0,23.0,35.0,80.0,112.0,412.0,123.0,126.0,98.0,113.0,41.0,83.0,70710.0,29010.0,254.0,223.0,161.0
DR76_RS22595,BW25113_RS03550,ECDH10B_RS03850,b0687,5764.0,5677.0,8.0,7.0,10.0,1220.0,282.0,1277.0,867.0,824.0,631.0,838.0,171.0,264.0,60302.0,121982.0,581.0,465.0,520.0
DR76_RS22590,BW25113_RS03555,ECDH10B_RS03855,b0688,11481.0,22841.0,313.0,157.0,169.0,130.0,1252.0,4878.0,2529.0,2739.0,2170.0,2282.0,385.0,532.0,131951.5,217196.5,1108.0,778.0,1010.0
DR76_RS22560,BW25113_RS03600,ECDH10B_RS03900,b0696,81.0,98.0,10.0,5.0,1.0,28.0,7.0,21.0,9.0,7.0,4.0,10.0,7.0,14.0,50412.0,10251.5,135.0,89.0,154.0
DR76_RS22555,BW25113_RS03605,ECDH10B_RS03905,b0697,235.0,278.0,11.0,4.0,4.0,1.0,18.0,30.0,14.0,15.0,5.0,13.0,4.0,9.0,177915.0,25715.0,10.0,9.0,11.0
DR76_RS22550,BW25113_RS03610,ECDH10B_RS03910,b0698,253.0,257.0,12.0,2.0,3.0,0.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,143312.0,32462.5,33.0,10.0,9.0
DR76_RS22535,BW25113_RS03660,ECDH10B_RS03960,b0707,868.0,438.0,5.0,0.0,0.0,1366.0,26.0,62.0,66.0,73.0,49.0,56.0,31.0,39.0,52117.0,16379.0,12.0,11.0,12.0
DR76_RS22525,BW25113_RS03670,ECDH10B_RS03970,b0709,643.0,708.0,47.0,18.0,17.0,4.0,30.0,50.0,34.0,30.0,24.0,43.0,16.0,26.0,132705.5,34649.5,201.0,243.0,143.0
DR76_RS22520,BW25113_RS03675,ECDH10B_RS03975,b0710,2246.0,2984.0,11.0,13.0,7.0,57.0,248.0,861.0,459.0,514.0,426.0,270.0,144.0,203.0,64785.0,29763.5,1106.0,672.0,1049.0
DR76_RS22515,BW25113_RS03680,ECDH10B_RS03980,b0711,1593.0,1982.0,95.0,47.0,62.0,27.0,96.0,278.0,344.0,386.0,274.0,221.0,137.0,223.0,50694.5,33610.5,362.0,271.0,293.0
DR76_RS22510,BW25113_RS03685,ECDH10B_RS03985,b0712,2259.0,2518.0,117.0,77.0,77.0,119.0,136.0,447.0,388.0,458.0,370.0,263.0,165.0,282.0,72584.0,46940.5,756.0,613.0,687.0
DR76_RS22505,BW25113_RS03690,ECDH10B_RS03990,b0713,1274.0,1423.0,103.0,41.0,42.0,53.0,80.0,249.0,222.0,203.0,158.0,170.0,86.0,165.0,64548.5,35021.0,398.0,261.0,437.0
DR76_RS22500,BW25113_RS03695,ECDH10B_RS03995,b0714,825.0,766.0,37.0,21.0,27.0,11.0,51.0,134.0,129.0,127.0,88.0,107.0,29.0,57.0,79717.0,52718.5,180.0,107.0,114.0
DR76_RS22495,BW25113_RS03700,ECDH10B_RS04000,b0715,804.0,495.0,22.0,9.0,10.0,9.0,46.0,584.0,264.0,284.0,264.0,100.0,30.0,44.0,86935.0,36813.5,19.0,28.0,28.0
DR76_RS22485,BW25113_RS03725,ECDH10B_RS04025,b0720,25360.0,19927.0,76.0,54.0,61.0,1464.0,3140.0,7339.0,3642.0,4210.0,2948.0,3315.0,737.0,1405.0,121203.5,165664.0,9143.0,7803.0,8935.0
DR76_RS22475,BW25113_RS03735,ECDH10B_RS04035,b0721,7254.0,4466.0,29.0,23.0,19.0,308.0,1349.0,1967.0,343.0,433.0,261.0,821.0,199.0,303.0,49480.0,73032.0,700.0,616.0,572.0
DR76_RS22470,BW25113_RS03740,ECDH10B_RS04040,b0722,1983.0,885.0,3.0,1.0,0.0,96.0,170.0,344.0,156.0,214.0,122.0,513.0,267.0,546.0,42232.5,36543.5,447.0,549.0,338.0
DR76_RS22465,BW25113_RS03745,ECDH10B_RS04045,b0723,17543.0,5641.0,13.0,6.0,7.0,308.0,5551.0,7809.0,1617.0,2139.0,1280.0,3874.0,1406.0,2310.0,144389.5,323276.5,4292.0,5108.0,3556.0
DR76_RS22460,BW25113_RS03750,ECDH10B_RS04050,b0724,13149.0,3501.0,4.0,2.0,1.0,86.0,2443.0,5131.0,722.0,947.0,589.0,1432.0,378.0,747.0,72307.0,245570.5,2916.0,3442.0,2011.0
DR76_RS13480,BW25113_RS00405,ECDH10B_RS00310,b0081,2698.0,2939.0,85.0,28.0,37.0,325.0,288.0,725.0,494.0,404.0,303.0,350.0,178.0,236.0,54170.0,208884.5,875.0,824.0,834.0
DR76_RS13485,BW25113_RS00410,ECDH10B_RS00315,b0082,6070.0,6733.0,81.0,46.0,42.0,293.0,324.0,932.0,593.0,522.0,409.0,473.0,201.0,271.0,93254.0,162243.0,877.0,653.0,938.0
DR76_RS13490,BW25113_RS00415,ECDH10B_RS00320,b0083,673.0,597.0,33.0,16.0,17.0,475.0,16.0,77.0,122.0,124.0,91.0,122.0,67.0,67.0,43139.5,78997.0,179.0,133.0,191.0
DR76_RS13495,BW25113_RS00420,ECDH10B_RS00325,b0084,3925.0,4763.0,105.0,75.0,55.0,77.0,156.0,638.0,392.0,326.0,306.0,368.0,1097.0,1516.0,193696.0,203914.5,377.0,321.0,316.0
DR76_RS13500,BW25113_RS00425,ECDH10B_RS00330,b0085,4140.0,6246.0,114.0,61.0,48.0,142.0,425.0,779.0,710.0,719.0,538.0,657.0,234.0,335.0,126970.0,212598.5,873.0,811.0,869.0
DR76_RS13505,BW25113_RS00430,ECDH10B_RS00335,b0086,3954.0,7283.0,108.0,48.0,46.0,151.0,326.0,741.0,466.0,496.0,407.0,438.0,196.0,253.0,133114.5,183231.0,1320.0,1118.0,1358.0
DR76_RS13510,BW25113_RS00435,ECDH10B_RS00340,b0087,2159.0,4047.0,51.0,30.0,14.0,26.0,322.0,404.0,339.0,384.0,280.0,338.0,120.0,220.0,103001.0,136955.0,670.0,652.0,711.0
DR76_RS13515,BW25113_RS00440,ECDH10B_RS00345,b0088,2226.0,4455.0,78.0,38.0,35.0,41.0,380.0,666.0,616.0,598.0,503.0,554.0,266.0,408.0,133205.5,105817.0,1064.0,946.0,912.0
DR76_RS13520,BW25113_RS00445,ECDH10B_RS00350,b0089,2148.0,3176.0,52.0,35.0,27.0,28.0,268.0,355.0,320.0,275.0,220.0,316.0,268.0,366.0,137474.0,184549.0,399.0,312.0,358.0
DR76_RS13525,BW25113_RS00450,ECDH10B_RS00355,b0090,2244.0,3874.0,70.0,33.0,35.0,82.0,262.0,464.0,676.0,682.0,578.0,511.0,187.0,328.0,103971.0,91146.5,267.0,221.0,241.0
DR76_RS13530,BW25113_RS00455,ECDH10B_RS00360,b0091,2866.0,6256.0,102.0,59.0,59.0,82.0,455.0,1073.0,1101.0,1071.0,856.0,1013.0,284.0,431.0,144254.0,133528.5,733.0,581.0,587.0
DR76_RS13535,BW25113_RS00460,ECDH10B_RS00365,b0092,2359.0,4931.0,112.0,64.0,41.0,319.0,451.0,807.0,713.0,720.0,553.0,571.0,227.0,349.0,116541.5,368278.5,2107.0,1560.0,1634.0
DR76_RS13540,BW25113_RS00465,ECDH10B_RS00370,b0093,1853.0,2572.0,76.0,53.0,62.0,70.0,325.0,771.0,499.0,459.0,379.0,396.0,315.0,486.0,86199.0,319729.5,1065.0,853.0,997.0
DR76_RS13545,BW25113_RS00470,ECDH10B_RS00375,b0094,4789.0,6766.0,202.0,105.0,108.0,46.0,680.0,1680.0,685.0,614.0,468.0,581.0,453.0,720.0,134217.0,324911.0,3191.0,2839.0,3019.0
DR76_RS13550,BW25113_RS00475,ECDH10B_RS00380,b0095,15226.0,30801.0,443.0,219.0,254.0,696.0,2511.0,8424.0,3097.0,3306.0,2571.0,2582.0,1053.0,1447.0,120120.5,409394.0,7180.0,5813.0,6672.0
DR76_RS13555,BW25113_RS00480,ECDH10B_RS00385,b0096,50674.0,53341.0,784.0,451.0,388.0,973.0,4371.0,21145.0,5826.0,5499.0,4333.0,6209.0,1669.0,2156.0,99880.5,339591.0,4818.0,3764.0,4152.0
DR76_RS13560,BW25113_RS00485,ECDH10B_RS00390,b0097,3958.0,3675.0,89.0,42.0,35.0,1171.0,418.0,1634.0,531.0,423.0,357.0,447.0,145.0,243.0,54694.0,233883.0,222.0,174.0,195.0
DR76_RS13565,BW25113_RS00490,ECDH10B_RS00395,b0098,18642.0,50804.0,231.0,125.0,119.0,115.0,3591.0,10841.0,2345.0,2692.0,1913.0,3278.0,744.0,1150.0,340108.0,748330.0,4216.0,3516.0,3767.0
DR76_RS13570,BW25113_RS00495,ECDH10B_RS00400,b0099,267.0,465.0,2.0,6.0,2.0,36.0,117.0,189.0,42.0,30.0,32.0,58.0,8.0,14.0,50678.0,39784.0,79.0,70.0,80.0
DR76_RS22450,BW25113_RS03760,ECDH10B_RS04060,b0726,52202.0,12433.0,92.0,63.0,67.0,229.0,10908.0,35331.0,2216.0,2393.0,1528.0,3528.0,1763.0,2844.0,245173.5,634953.0,8722.0,9384.0,8079.0
DR76_RS22440,BW25113_RS03770,ECDH10B_RS04070,b0728,24131.0,5674.0,102.0,42.0,57.0,202.0,5918.0,19450.0,2773.0,3114.0,2316.0,2833.0,1554.0,2095.0,96337.0,310599.5,4756.0,5034.0,4012.0
DR76_RS22435,BW25113_RS03775,ECDH10B_RS04075,b0729,17232.0,4968.0,88.0,47.0,50.0,190.0,3060.0,12583.0,1734.0,2014.0,1554.0,1770.0,1075.0,1359.0,70501.5,145324.0,6592.0,9042.0,6337.0
DR76_RS22420,BW25113_RS03800,ECDH10B_RS04100,b0733,77687.0,99430.0,725.0,448.0,461.0,482.0,3915.0,23380.0,19393.0,20687.0,15821.0,14439.0,2734.0,3815.0,157858.5,1727206.5,4437.0,3468.0,3767.0
DR76_RS22415,BW25113_RS03805,ECDH10B_RS04105,b0734,40144.0,59830.0,881.0,485.0,511.0,115.0,943.0,9920.0,11246.0,12554.0,10099.0,8288.0,1932.0,3098.0,93514.0,780429.5,1387.0,1044.0,1350.0
DR76_RS22405,BW25113_RS03815,ECDH10B_RS04115,b0735,2452.0,3224.0,240.0,113.0,124.0,6.0,31.0,644.0,443.0,450.0,253.0,413.0,101.0,169.0,34076.0,211555.5,146.0,92.0,181.0
DR76_RS22400,BW25113_RS03820,ECDH10B_RS04120,b0736,1712.0,869.0,495.0,252.0,285.0,56.0,119.0,302.0,177.0,102.0,68.0,180.0,58.0,100.0,46327.0,82796.5,184.0,175.0,178.0
DR76_RS22395,BW25113_RS03825,ECDH10B_RS04125,b0737,3545.0,2392.0,76.0,41.0,29.0,35.0,194.0,317.0,213.0,153.0,117.0,351.0,72.0,115.0,64696.5,168348.5,553.0,491.0,415.0
DR76_RS22390,BW25113_RS03830,ECDH10B_RS04130,b0738,1459.0,1207.0,25.0,17.0,13.0,42.0,87.0,180.0,83.0,84.0,59.0,154.0,33.0,57.0,39742.0,74643.0,466.0,377.0,464.0
DR76_RS22385,BW25113_RS03835,ECDH10B_RS04135,b0739,4631.0,3567.0,48.0,21.0,29.0,23.0,751.0,1152.0,282.0,294.0,212.0,458.0,129.0,145.0,150997.0,738771.0,409.0,306.0,437.0
DR76_RS22380,BW25113_RS03840,ECDH10B_RS04140,b0740,12898.0,14345.0,106.0,49.0,55.0,2693.0,2103.0,6140.0,1020.0,1068.0,797.0,1468.0,335.0,393.0,111741.5,383727.5,5621.0,5014.0,5229.0
DR76_RS22375,BW25113_RS03845,ECDH10B_RS04145,b0741,10465.0,14897.0,59.0,36.0,24.0,775.0,3727.0,8845.0,3222.0,3353.0,2752.0,3204.0,306.0,429.0,57801.0,538780.0,6130.0,6513.0,6219.0
DR76_RS22370,BW25113_RS03850,ECDH10B_RS04150,b0742,5482.0,6874.0,561.0,253.0,331.0,366.0,1723.0,3443.0,950.0,876.0,737.0,1173.0,180.0,260.0,84921.5,448585.0,3600.0,3091.0,3193.0
DR76_RS22330,BW25113_RS03890,ECDH10B_RS04190,b0750,912.0,867.0,110.0,64.0,58.0,16.0,183.0,353.0,95.0,78.0,59.0,53.0,35.0,51.0,122076.0,37563.0,1698.0,1376.0,1498.0
DR76_RS22325,BW25113_RS03895,ECDH10B_RS04195,b0751,1493.0,1911.0,84.0,44.0,46.0,244.0,119.0,366.0,121.0,107.0,79.0,71.0,45.0,70.0,85889.0,28546.0,831.0,626.0,786.0
DR76_RS22315,BW25113_RS03905,ECDH10B_RS04205,b0753,287.0,203.0,7.0,6.0,6.0,598.0,51.0,161.0,53.0,49.0,46.0,57.0,86.0,123.0,39177.5,6391.5,27.0,19.0,48.0
DR76_RS22300,BW25113_RS03920,ECDH10B_RS04220,b0755,8710.0,11107.0,571.0,260.0,341.0,3399.0,1932.0,6522.0,3324.0,3826.0,3005.0,2659.0,419.0,612.0,89526.5,387999.5,10592.0,8952.0,10524.0
DR76_RS22285,BW25113_RS03935,ECDH10B_RS04245,b0758,9975.0,28117.0,27.0,11.0,9.0,33.0,289.0,1142.0,509.0,516.0,442.0,328.0,130.0,231.0,81527.0,55381.0,157.0,90.0,112.0
DR76_RS22280,BW25113_RS03940,ECDH10B_RS04250,b0759,10920.0,35693.0,36.0,8.0,15.0,195.0,597.0,2977.0,527.0,561.0,481.0,392.0,171.0,287.0,82228.0,78411.0,449.0,435.0,352.0
DR76_RS22265,BW25113_RS03955,ECDH10B_RS04260,b0761,1431.0,1471.0,19.0,13.0,6.0,99.0,155.0,418.0,290.0,231.0,209.0,207.0,56.0,127.0,69047.0,32522.0,43.0,15.0,25.0
DR76_RS22255,BW25113_RS03965,ECDH10B_RS04270,b0763,1657.0,2014.0,47.0,24.0,27.0,15.0,121.0,461.0,263.0,300.0,221.0,199.0,15.0,27.0,78402.5,23946.5,639.0,411.0,573.0
DR76_RS22250,BW25113_RS03970,ECDH10B_RS04275,b0764,714.0,519.0,406.0,199.0,242.0,9.0,31.0,123.0,81.0,62.0,49.0,64.0,23.0,34.0,59073.5,18345.5,824.0,615.0,669.0
DR76_RS22245,BW25113_RS03975,ECDH10B_RS04280,b0765,967.0,962.0,265.0,158.0,170.0,6.0,53.0,140.0,99.0,103.0,78.0,94.0,43.0,57.0,89638.5,30900.5,523.0,465.0,473.0
DR76_RS22240,BW25113_RS03980,ECDH10B_RS04285,b0766,779.0,1138.0,81.0,61.0,56.0,37.0,172.0,434.0,124.0,109.0,87.0,135.0,38.0,45.0,79188.0,101830.0,98.0,116.0,127.0
DR76_RS22235,BW25113_RS03985,ECDH10B_RS04290,b0767,3343.0,7392.0,52.0,23.0,20.0,350.0,429.0,1468.0,851.0,985.0,794.0,601.0,126.0,204.0,78807.5,30363.0,580.0,451.0,641.0
DR76_RS22230,BW25113_RS03990,ECDH10B_RS04295,b0768,79.0,103.0,118.0,74.0,86.0,6.0,4.0,15.0,13.0,7.0,10.0,11.0,2.0,13.0,101792.0,13459.0,3.0,5.0,9.0
DR76_RS22225,BW25113_RS03995,ECDH10B_RS04300,b0769,13.0,25.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,120902.5,10711.5,1.0,0.0,0.0
DR76_RS22220,BW25113_RS04000,ECDH10B_RS04305,b0770,46.0,100.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,137733.5,17134.5,0.0,1.0,5.0
