"locus_tag"	"gene_id"	"gbk_start"	"gbk_end"	"gbk_midpoint"	"gbk_gene_id"	"gbk_locus_tag"	"gbk_strand"	"norm_exp"	"block"	"taxa"	"start"	"end"	"rev_comp"	"inversion"	"strain"	"gbk_old_locus_tag"	"block_len"	"midpoint"	"block_tax_num"	"block_w_pvalue"	"block_t_pvalue"	"block_t_stat"	"block_t_confinf1"	"block_t_confinf2"	"block_avg_exp_invert"	"block_avg_exp_noninvert"	"block_avg_len_invert"	"block_avg_len_noninvert"
"3681"	"b1117"	""	1172075	1172776	2377448	"lolD"	"BW25113_RS05810"	0	19.2292065299753	"Block293"	"NZ_CP009273"	1165839	1175793	0	1	"BW25113"	"BW25113_1117"	9954	2375839	4	"0.0769265059882909"	"0.249584416168759"	"1.24449315093763"	"-50.1831460773669"	"166.490908511818"	"149.184970002529"	"91.0310887853029"	"9953"	"9954"
"3682"	"b1118"	""	1172776	1174020	2378421	""	"BW25113_RS05815"	0	31.0465155115775	"Block293"	"NZ_CP009273"	1165839	1175793	0	1	"BW25113"	"BW25113_1118"	9954	2375839	4	"0.0769265059882909"	"0.249584416168759"	"1.24449315093763"	"-50.1831460773669"	"166.490908511818"	"149.184970002529"	"91.0310887853029"	"9953"	"9954"
"3683"	"b1119"	""	1174049	1174960	2379527	""	"BW25113_RS05820"	0	34.2028898947756	"Block293"	"NZ_CP009273"	1165839	1175793	0	1	"BW25113"	"BW25113_1119"	9954	2375839	4	"0.0769265059882909"	"0.249584416168759"	"1.24449315093763"	"-50.1831460773669"	"166.490908511818"	"149.184970002529"	"91.0310887853029"	"9953"	"9954"
"3684"	"b1121"	""	1175935	1176723	2381352	""	"BW25113_RS05830"	1	1.05309093731002	"Block294"	"NZ_CP009273"	1175845	1179097	0	1	"BW25113"	"BW25113_1121"	3252	2382494	4	"0.598901098901099"	"0.858078728097618"	"-0.186620906280371"	"-163.24760799554"	"140.085521016396"	"79.378892936332"	"90.9599364259038"	"3251"	"3252"
"3685"	"b1122"	""	1176720	1177181	2381973	""	"BW25113_RS05835"	1	1.05096883562112	"Block294"	"NZ_CP009273"	1175845	1179097	0	1	"BW25113"	"BW25113_1122"	3252	2382494	4	"0.598901098901099"	"0.858078728097618"	"-0.186620906280371"	"-163.24760799554"	"140.085521016396"	"79.378892936332"	"90.9599364259038"	"3251"	"3252"
"3686"	"b1123"	""	1177239	1178285	2382785	""	"BW25113_RS05840"	1	104.04803682818	"Block294"	"NZ_CP009273"	1175845	1179097	0	1	"BW25113"	"BW25113_1123"	3252	2382494	4	"0.598901098901099"	"0.858078728097618"	"-0.186620906280371"	"-163.24760799554"	"140.085521016396"	"79.378892936332"	"90.9599364259038"	"3251"	"3252"
"3687"	"b1124"	""	1178282	1179076	2383702	""	"BW25113_RS05845"	1	176.45134221849	"Block294"	"NZ_CP009273"	1175845	1179097	0	1	"BW25113"	"BW25113_1124"	3252	2382494	4	"0.598901098901099"	"0.858078728097618"	"-0.186620906280371"	"-163.24760799554"	"140.085521016396"	"79.378892936332"	"90.9599364259038"	"3251"	"3252"
"3688"	"b1126"	""	1179914	1181050	2385505	""	"BW25113_RS05855"	1	50.7732967697564	"Block295"	"NZ_CP009273"	1179102	1185986	0	1	"BW25113"	"BW25113_1126"	6884	2387567	4	"0.444169246646027"	"0.362990423277321"	"0.969669137359251"	"-107.060708284348"	"258.426134677153"	"239.763895334263"	"164.08118213786"	"6884"	"6884"
"3689"	"b1127"	""	1181300	1182526	2386936	""	"BW25113_RS05865"	0	61.691475950896	"Block295"	"NZ_CP009273"	1179102	1185986	0	1	"BW25113"	"BW25113_1127"	6884	2387567	4	"0.444169246646027"	"0.362990423277321"	"0.969669137359251"	"-107.060708284348"	"258.426134677153"	"239.763895334263"	"164.08118213786"	"6884"	"6884"
"3690"	"b1128"	""	1182575	1183696	2388158	""	"BW25113_RS05870"	1	61.6657869461334	"Block295"	"NZ_CP009273"	1179102	1185986	0	1	"BW25113"	"BW25113_1128"	6884	2387567	4	"0.444169246646027"	"0.362990423277321"	"0.969669137359251"	"-107.060708284348"	"258.426134677153"	"239.763895334263"	"164.08118213786"	"6884"	"6884"
"3691"	"b1129"	""	1183772	1185232	2389525	""	"BW25113_RS05875"	1	32.0219985249188	"Block295"	"NZ_CP009273"	1179102	1185986	0	1	"BW25113"	"BW25113_1129"	6884	2387567	4	"0.444169246646027"	"0.362990423277321"	"0.969669137359251"	"-107.060708284348"	"258.426134677153"	"239.763895334263"	"164.08118213786"	"6884"	"6884"
"3692"	"b1130"	""	1185232	1185903	2390590	""	"BW25113_RS05880"	1	385.10393374475	"Block295"	"NZ_CP009273"	1179102	1185986	0	1	"BW25113"	"BW25113_1130"	6884	2387567	4	"0.444169246646027"	"0.362990423277321"	"0.969669137359251"	"-107.060708284348"	"258.426134677153"	"239.763895334263"	"164.08118213786"	"6884"	"6884"
"3693"	"b1132"	""	1187446	1188087	2392789	""	"BW25113_RS05890"	1	201.163962969808	"Block296"	"NZ_CP009273"	1186111	1191674	0	1	"BW25113"	"BW25113_1132"	5563	2393915.5	4	"0.078021978021978"	"0.15020332374315"	"1.77898645669073"	"-74.0245231926283"	"336.694102994121"	"222.285267981926"	"90.9504780811794"	"5563"	"5563"
"3694"	"b1133"	""	1188123	1189229	2393699	""	"BW25113_RS05895"	1	34.9359058796742	"Block296"	"NZ_CP009273"	1186111	1191674	0	1	"BW25113"	"BW25113_1133"	5563	2393915.5	4	"0.078021978021978"	"0.15020332374315"	"1.77898645669073"	"-74.0245231926283"	"336.694102994121"	"222.285267981926"	"90.9504780811794"	"5563"	"5563"
"3695"	"b1134"	""	1189283	1189744	2394536	""	"BW25113_RS05900"	1	13.0379404863772	"Block296"	"NZ_CP009273"	1186111	1191674	0	1	"BW25113"	"BW25113_1134"	5563	2393915.5	4	"0.078021978021978"	"0.15020332374315"	"1.77898645669073"	"-74.0245231926283"	"336.694102994121"	"222.285267981926"	"90.9504780811794"	"5563"	"5563"
"3696"	"b1135"	""	1189754	1190407	2395103	""	"BW25113_RS05905"	1	27.0035532817815	"Block296"	"NZ_CP009273"	1186111	1191674	0	1	"BW25113"	"BW25113_1135"	5563	2393915.5	4	"0.078021978021978"	"0.15020332374315"	"1.77898645669073"	"-74.0245231926283"	"336.694102994121"	"222.285267981926"	"90.9504780811794"	"5563"	"5563"
"3697"	"b1161"	""	1208159	1208563	2413384	""	"BW25113_RS06030"	1	1.5968777946781	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1161"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3698"	"b1162"	""	1208784	1209515	2414172	""	"BW25113_RS06035"	1	86.227408749977	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1162"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3699"	"b1163"	""	1209720	1210931	2415348	""	"BW25113_RS06040"	1	38.40676523726	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1163"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3700"	"b1164"	""	1211245	1211481	2416386	""	"BW25113_RS06045"	0	2.14930594445599	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1164"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3701"	"b1165"	""	1211524	1211796	2416683	""	"BW25113_RS06050"	0	2.10193767124223	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1165"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3702"	"b1166"	""	1211825	1212091	2416981	""	"BW25113_RS06055"	0	1.05096883562112	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1166"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3703"	"b1167"	""	1212204	1212452	2417351	""	"BW25113_RS06060"	0	0.0204245412464215	"Block299"	"NZ_CP009273"	1208049	1212534	0	1	"BW25113"	"BW25113_1167"	4485	2415314.5	4	"0.0798080558479658"	"0.65880900102842"	"0.457427918893955"	"-32.3637785625929"	"48.5919261719353"	"28.1800183990391"	"20.065944594368"	"4485"	"4485"
"3704"	"b1171"	""	1217761	1218090	2422948	""	"BW25113_RS06090"	1	22.1063187198275	"Block307"	"NZ_CP009273"	1217748	1219107	0	1	"BW25113"	"BW25113_1171"	1359	2423450.5	4	"0.232967032967033"	"0.2783624279951"	"1.43233946215942"	"-34.4120381286995"	"73.2587535695833"	"26.9168951537167"	"7.49353743327477"	"1358"	"1359"
"3705"	"b1172"	""	1218100	1218444	2423295	""	"BW25113_RS06095"	1	26.8233894449454	"Block307"	"NZ_CP009273"	1217748	1219107	0	1	"BW25113"	"BW25113_1172"	1359	2423450.5	4	"0.232967032967033"	"0.2783624279951"	"1.43233946215942"	"-34.4120381286995"	"73.2587535695833"	"26.9168951537167"	"7.49353743327477"	"1358"	"1359"
"3706"	"b1174"	""	1219735	1220001	2424891	""	"BW25113_RS06110"	1	23.6587898587365	"Block309"	"NZ_CP009273"	1219446	1222450	0	1	"BW25113"	"BW25113_1174"	3004	2425971	4	"0.861538461538461"	"0.915493549599723"	"0.11056148370208"	"-272.665131936575"	"298.613812425837"	"217.104469150447"	"204.130128905816"	"3004"	"3004"
"3707"	"b1175"	""	1220005	1220817	2425434	""	"BW25113_RS06115"	1	538.687849847196	"Block309"	"NZ_CP009273"	1219446	1222450	0	1	"BW25113"	"BW25113_1175"	3004	2425971	4	"0.861538461538461"	"0.915493549599723"	"0.11056148370208"	"-272.665131936575"	"298.613812425837"	"217.104469150447"	"204.130128905816"	"3004"	"3004"
"3708"	"b1176"	""	1220841	1221536	2426211	""	"BW25113_RS06120"	1	706.19959065784	"Block309"	"NZ_CP009273"	1219446	1222450	0	1	"BW25113"	"BW25113_1176"	3004	2425971	4	"0.861538461538461"	"0.915493549599723"	"0.11056148370208"	"-272.665131936575"	"298.613812425837"	"217.104469150447"	"204.130128905816"	"3004"	"3004"
"3709"	"b1177"	""	1222056	1222424	2427263	""	"BW25113_RS06125"	0	10.938603722386	"Block309"	"NZ_CP009273"	1219446	1222450	0	1	"BW25113"	"BW25113_1177"	3004	2425971	4	"0.861538461538461"	"0.915493549599723"	"0.11056148370208"	"-272.665131936575"	"298.613812425837"	"217.104469150447"	"204.130128905816"	"3004"	"3004"
"3710"	"b1178"	""	1222527	1222928	2427750	""	"BW25113_RS06130"	1	41.1196862190984	"Block310"	"NZ_CP009273"	1222487	1225262	0	1	"BW25113"	"BW25113_1178"	2775	2428897.5	4	"0.442146089204913"	"0.390088293069143"	"0.939330073436028"	"-30.4557622839387"	"65.7751389766226"	"51.6456504478134"	"33.9859621014714"	"2775"	"2775"
"3711"	"b1179"	""	1223170	1223463	2428339	""	"BW25113_RS06140"	0	56.001124719453	"Block310"	"NZ_CP009273"	1222487	1225262	0	1	"BW25113"	"BW25113_1179"	2775	2428897.5	4	"0.442146089204913"	"0.390088293069143"	"0.939330073436028"	"-30.4557622839387"	"65.7751389766226"	"51.6456504478134"	"33.9859621014714"	"2775"	"2775"
"3712"	"b1180"	""	1223535	1224194	2428887	""	"BW25113_RS06145"	0	15.7186904069603	"Block310"	"NZ_CP009273"	1222487	1225262	0	1	"BW25113"	"BW25113_1180"	2775	2428897.5	4	"0.442146089204913"	"0.390088293069143"	"0.939330073436028"	"-30.4557622839387"	"65.7751389766226"	"51.6456504478134"	"33.9859621014714"	"2775"	"2775"
"3713"	"b1181"	""	1224271	1224732	2429524	""	"BW25113_RS06150"	0	10.3319445989798	"Block310"	"NZ_CP009273"	1222487	1225262	0	1	"BW25113"	"BW25113_1181"	2775	2428897.5	4	"0.442146089204913"	"0.390088293069143"	"0.939330073436028"	"-30.4557622839387"	"65.7751389766226"	"51.6456504478134"	"33.9859621014714"	"2775"	"2775"
"3714"	"b1183"	""	1226223	1226642	2431455	""	"BW25113_RS06160"	0	5.29081734988964	"Block312"	"NZ_CP009273"	1226099	1230309	0	1	"BW25113"	"BW25113_1183"	4210	2433227	4	"0.0296703296703297"	"0.033311108769654"	"2.96425749404626"	"12.0098172026747"	"188.860577067161"	"144.848772880773"	"44.4135757458558"	"4209"	"4210"
"3715"	"b1184"	""	1226642	1227910	2432299	""	"BW25113_RS06165"	0	3.78051363090602	"Block312"	"NZ_CP009273"	1226099	1230309	0	1	"BW25113"	"BW25113_1184"	4210	2433227	4	"0.0296703296703297"	"0.033311108769654"	"2.96425749404626"	"12.0098172026747"	"188.860577067161"	"144.848772880773"	"44.4135757458558"	"4209"	"4210"
"3716"	"b1185"	""	1227956	1228486	2433244	""	"BW25113_RS06170"	1	36.8318734757845	"Block312"	"NZ_CP009273"	1226099	1230309	0	1	"BW25113"	"BW25113_1185"	4210	2433227	4	"0.0296703296703297"	"0.033311108769654"	"2.96425749404626"	"12.0098172026747"	"188.860577067161"	"144.848772880773"	"44.4135757458558"	"4209"	"4210"
"3717"	"b1186"	""	1228632	1230173	2434425	""	"BW25113_RS06175"	1	18.2927846644828	"Block312"	"NZ_CP009273"	1226099	1230309	0	1	"BW25113"	"BW25113_1186"	4210	2433227	4	"0.0296703296703297"	"0.033311108769654"	"2.96425749404626"	"12.0098172026747"	"188.860577067161"	"144.848772880773"	"44.4135757458558"	"4209"	"4210"
"3718"	"b1189"	""	1233027	1234325	2438699	""	"BW25113_RS06190"	0	97.4466915862968	"Block314"	"NZ_CP009273"	1231183	1235410	0	1	"BW25113"	"BW25113_1189"	4227	2438319.5	4	"0.642857142857143"	"0.325021492548419"	"-1.07206835202427"	"-243.466653906541"	"95.1951752842614"	"114.756481633197"	"188.892220944337"	"4227"	"4227"
"3719"	"b1190"	""	1234335	1235405	2439893	""	"BW25113_RS06195"	0	34.4406967969689	"Block314"	"NZ_CP009273"	1231183	1235410	0	1	"BW25113"	"BW25113_1190"	4227	2438319.5	4	"0.642857142857143"	"0.325021492548419"	"-1.07206835202427"	"-243.466653906541"	"95.1951752842614"	"114.756481633197"	"188.892220944337"	"4227"	"4227"
"3720"	"b1192"	""	1237622	1238536	2443102	""	"BW25113_RS06205"	1	86.4672298952041	"Block315"	"NZ_CP009273"	1235824	1240503	0	1	"BW25113"	"BW25113_1192"	4679	2443186.5	4	"0.861538461538461"	"0.852284217559659"	"-0.19290240455086"	"-36.6862025876141"	"31.1077065026369"	"31.8022492928005"	"34.5914973352891"	"4679"	"4679"
"3721"	"b1193"	""	1238636	1239247	2443964	"emtA"	"BW25113_RS06210"	0	12.3516606458463	"Block315"	"NZ_CP009273"	1235824	1240503	0	1	"BW25113"	"BW25113_1193"	4679	2443186.5	4	"0.861538461538461"	"0.852284217559659"	"-0.19290240455086"	"-36.6862025876141"	"31.1077065026369"	"31.8022492928005"	"34.5914973352891"	"4679"	"4679"
"3722"	"b1194"	""	1239249	1239983	2444639	""	"BW25113_RS06215"	1	2.28575854246003	"Block315"	"NZ_CP009273"	1235824	1240503	0	1	"BW25113"	"BW25113_1194"	4679	2443186.5	4	"0.861538461538461"	"0.852284217559659"	"-0.19290240455086"	"-36.6862025876141"	"31.1077065026369"	"31.8022492928005"	"34.5914973352891"	"4679"	"4679"
"3723"	"b1195"	""	1240184	1240438	2445334	""	"BW25113_RS06220"	0	10.550537438704	"Block315"	"NZ_CP009273"	1235824	1240503	0	1	"BW25113"	"BW25113_1195"	4679	2443186.5	4	"0.861538461538461"	"0.852284217559659"	"-0.19290240455086"	"-36.6862025876141"	"31.1077065026369"	"31.8022492928005"	"34.5914973352891"	"4679"	"4679"
"3724"	"b1198"	""	1243152	1244570	2448884	""	"BW25113_RS06235"	1	88.6792091834874	"Block316"	"NZ_CP009273"	1241192	1248433	0	1	"BW25113"	"BW25113_1198"	7241	2449835.5	4	"0.0181818181818182"	"0.0222923761575732"	"-2.79938082501601"	"-290.878863667694"	"-29.1343590181549"	"45.2813911152636"	"205.288002458188"	"7240"	"7241"
"3725"	"b1199"	""	1244581	1245213	2449920	""	"BW25113_RS06240"	1	54.7880508594802	"Block316"	"NZ_CP009273"	1241192	1248433	0	1	"BW25113"	"BW25113_1199"	7241	2449835.5	4	"0.0181818181818182"	"0.0222923761575732"	"-2.79938082501601"	"-290.878863667694"	"-29.1343590181549"	"45.2813911152636"	"205.288002458188"	"7240"	"7241"
"3726"	"b1200"	""	1245224	1246294	2450782	""	"BW25113_RS06245"	1	128.833986069483	"Block316"	"NZ_CP009273"	1241192	1248433	0	1	"BW25113"	"BW25113_1200"	7241	2449835.5	4	"0.0181818181818182"	"0.0222923761575732"	"-2.79938082501601"	"-290.878863667694"	"-29.1343590181549"	"45.2813911152636"	"205.288002458188"	"7240"	"7241"
"3727"	"b1204"	""	1253385	1253969	2458700	""	"BW25113_RS06270"	1	101.461427498192	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1204"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3728"	"b1205"	""	1254247	1254525	2459409	""	"BW25113_RS06275"	0	150.885080321451	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1205"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3729"	"b1206"	""	1254580	1256259	2460442	""	"BW25113_RS06280"	1	5.50549232765905	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1206"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3730"	"b1207"	""	1256384	1257331	2461880	""	"BW25113_RS06285"	1	165.625642170106	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1207"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3731"	"b1208"	""	1257482	1258333	2462930	""	"BW25113_RS06290"	1	382.489409042029	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1208"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3732"	"b1209"	""	1258333	1258956	2463667	"lolB"	"BW25113_RS06295"	1	79.2903139047765	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1209"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3733"	"b1210"	""	1259170	1260426	2464821	""	"BW25113_RS06300"	0	47.4635945062981	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1210"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3734"	"b1211"	""	1260468	1261550	2466032	""	"BW25113_RS06305"	0	64.7446250077398	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1211"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3735"	"b1212"	""	1261550	1262383	2466989	""	"BW25113_RS06310"	0	15.7306814642216	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1212"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3736"	"b1213"	""	1262380	1262772	2467599	""	"BW25113_RS06315"	0	32.6747704506822	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1213"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3737"	"b1214"	""	1262776	1263585	2468203	""	"BW25113_RS06320"	0	168.34687061556	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1214"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3738"	"b1215"	""	1263621	1264475	2469071	""	"BW25113_RS06325"	0	113.424941049629	"Block317"	"NZ_CP009273"	1252189	1264632	0	1	"BW25113"	"BW25113_1215"	12443	2463433.5	4	"0.0230180469310227"	"0.0659635830950918"	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"
"3739"	"b1217"	""	1267575	1267805	2472713	"chaB"	"BW25113_RS06350"	0	16.8628696431516	"Block321"	"NZ_CP009273"	1266274	1267811	0	1	"BW25113"	"BW25113_1217"	1537	2472065.5	4	"1"	"NA"	"NA"	"NA"	"NA"	"7.04462658108501"	"10.6617408415383"	"1537"	"1537"
"3740"	"b1218"	""	1267963	1268658	2473333	""	"BW25113_RS06355"	0	12.9179941461497	"Block322"	"NZ_CP009273"	1267844	1274804	0	1	"BW25113"	"BW25113_1218"	6960	2476347	4	"0.78325827938831"	"0.52560953416382"	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"
"3741"	"b1219"	""	1268702	1269055	2473901	""	"BW25113_RS06360"	1	31.2641061534986	"Block322"	"NZ_CP009273"	1267844	1274804	0	1	"BW25113"	"BW25113_1219"	6960	2476347	4	"0.78325827938831"	"0.52560953416382"	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"
"3742"	"b1220"	""	1269240	1270634	2474960	""	"BW25113_RS06365"	0	14.3820582987556	"Block322"	"NZ_CP009273"	1267844	1274804	0	1	"BW25113"	"BW25113_1220"	6960	2476347	4	"0.78325827938831"	"0.52560953416382"	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"
"3743"	"b1221"	""	1270635	1271285	2475983	""	"BW25113_RS06370"	1	115.223192320154	"Block322"	"NZ_CP009273"	1267844	1274804	0	1	"BW25113"	"BW25113_1221"	6960	2476347	4	"0.78325827938831"	"0.52560953416382"	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"
"3744"	"b1222"	""	1271278	1273074	2477199	""	"BW25113_RS06375"	1	51.2634857596705	"Block322"	"NZ_CP009273"	1267844	1274804	0	1	"BW25113"	"BW25113_1222"	6960	2476347	4	"0.78325827938831"	"0.52560953416382"	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"
"3745"	"b1224"	""	1275320	1279063	2482214	""	"BW25113_RS06390"	0	7.22949434139498	"Block323"	"NZ_CP009273"	1274932	1281912	0	1	"BW25113"	"BW25113_1224"	6980	2483445	4	"0.281818181818182"	"0.398681812016082"	"0.988411540189805"	"-252.209657362787"	"471.467304470014"	"215.439153524781"	"105.810329971167"	"6980"	"6980"
"3746"	"b1225"	""	1279060	1280598	2484852	""	"BW25113_RS06395"	0	6.61218113242303	"Block323"	"NZ_CP009273"	1274932	1281912	0	1	"BW25113"	"BW25113_1225"	6980	2483445	4	"0.281818181818182"	"0.398681812016082"	"0.988411540189805"	"-252.209657362787"	"471.467304470014"	"215.439153524781"	"105.810329971167"	"6980"	"6980"
"3747"	"b1226"	""	1280595	1281305	2485973	""	"BW25113_RS06400"	0	2.26981247290115	"Block323"	"NZ_CP009273"	1274932	1281912	0	1	"BW25113"	"BW25113_1226"	6980	2483445	4	"0.281818181818182"	"0.398681812016082"	"0.988411540189805"	"-252.209657362787"	"471.467304470014"	"215.439153524781"	"105.810329971167"	"6980"	"6980"
"3748"	"b1232"	""	1283238	1284080	2488682	""	"BW25113_RS06425"	1	274.233041855232	"Block327"	"NZ_CP009273"	1283214	1288891	0	1	"BW25113"	"BW25113_1232"	5677	2491075.5	4	"0.343234568635026"	"0.579636641034627"	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"
"3749"	"b1233"	""	1284130	1284588	2489382	""	"BW25113_RS06430"	1	134.969576142574	"Block327"	"NZ_CP009273"	1283214	1288891	0	1	"BW25113"	"BW25113_1233"	5677	2491075.5	4	"0.343234568635026"	"0.579636641034627"	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"
"3750"	"b1234"	""	1284701	1285606	2490176	""	"BW25113_RS06435"	0	172.984546121142	"Block327"	"NZ_CP009273"	1283214	1288891	0	1	"BW25113"	"BW25113_1234"	5677	2491075.5	4	"0.343234568635026"	"0.579636641034627"	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"
"3751"	"b1235"	""	1285698	1286711	2491227	""	"BW25113_RS06440"	0	96.6214307369525	"Block327"	"NZ_CP009273"	1283214	1288891	0	1	"BW25113"	"BW25113_1235"	5677	2491075.5	4	"0.343234568635026"	"0.579636641034627"	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"
"3752"	"b1236"	""	1286913	1287821	2492390	""	"BW25113_RS06445"	0	21.2754688026388	"Block327"	"NZ_CP009273"	1283214	1288891	0	1	"BW25113"	"BW25113_1236"	5677	2491075.5	4	"0.343234568635026"	"0.579636641034627"	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"
"3753"	"b1237"	""	1287965	1288378	2493194	""	"BW25113_RS06450"	1	137.858905426976	"Block327"	"NZ_CP009273"	1283214	1288891	0	1	"BW25113"	"BW25113_1237"	5677	2491075.5	4	"0.343234568635026"	"0.579636641034627"	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"
"3754"	"b1241"	""	1290902	1293577	2497262	""	"BW25113_RS06470"	1	1324.11943898297	"Block329"	"NZ_CP009273"	1290868	1294953	0	1	"BW25113"	"BW25113_1241"	4085	2497933.5	4	"0.857142857142857"	"0.339731012749932"	"-1.04151421374941"	"-6283.98843432424"	"2564.42626494882"	"550.210045552856"	"2409.99113024056"	"4085"	"4085"
