"block"	"start"	"end"	"midpoint"	"gbk_start"	"gbk_end"	"gbk_midpoint"	"block_t_stat"	"block_t_confinf1"	"block_t_confinf2"	"block_avg_exp_invert"	"block_avg_exp_noninvert"	"block_avg_len_invert"	"block_avg_len_noninvert"	"inversion"	"rev_comp"	"strain"	"gbk_strand"	"test"	"pvalue"	"allSig"	"pvalueOld"	"non_bidir_midpoint"	"sig"	"G_HNS_binding"
"674"	"Block317"	1256733	1269176	2467977.5	1262877	1263500	2468211	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1263188.5	0	0
"675"	"Block317"	1256733	1269176	2467977.5	1263714	1264970	2469365	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1264342	0	0
"676"	"Block317"	1256733	1269176	2467977.5	1265012	1266094	2470576	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1265553	0	0
"677"	"Block317"	1256733	1269176	2467977.5	1266094	1266927	2471533	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1266510.5	0	0
"678"	"Block317"	1256733	1269176	2467977.5	1266924	1267316	2472143	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1267120	0	0
"679"	"Block317"	1256733	1269176	2467977.5	1267320	1268129	2472747	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1267724.5	0	0
"680"	"Block317"	1256733	1269176	2467977.5	1268165	1269019	2473615	"2.00046063636103"	"-12.8509492145889"	"351.921795175343"	"319.349565904366"	"149.814142923989"	"12443"	"12443"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1268592	0	0
"681"	"Block321"	1270818	1272355	2476609.5	1272119	1272349	2477257	"NA"	"NA"	"NA"	"7.04462658108501"	"10.6617408415383"	"1537"	"1537"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1272234	0	0
"682"	"Block322"	1272388	1279348	2480891	1272507	1273202	2477877	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1272854.5	0	0
"683"	"Block322"	1272388	1279348	2480891	1273246	1273599	2478445	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1273422.5	0	0
"684"	"Block322"	1272388	1279348	2480891	1273784	1275178	2479504	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1274481	0	0
"685"	"Block322"	1272388	1279348	2480891	1275179	1275829	2480527	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1275504	0	0
"686"	"Block322"	1272388	1279348	2480891	1275822	1277618	2481743	"0.665694296480441"	"-50.0730778537394"	"90.0221480381032"	"72.2897714440852"	"52.3152363519033"	"6960"	"6960"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1276720	0	0
"687"	"Block323"	1279476	1286456	2487989	1279864	1283607	2486758	"0.988411540189805"	"-252.209657362787"	"471.467304470014"	"215.439153524781"	"105.810329971167"	"6980"	"6980"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1281735.5	0	0
"688"	"Block323"	1279476	1286456	2487989	1283604	1285142	2489396	"0.988411540189805"	"-252.209657362787"	"471.467304470014"	"215.439153524781"	"105.810329971167"	"6980"	"6980"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1284373	0	0
"689"	"Block323"	1279476	1286456	2487989	1285139	1285849	2490517	"0.988411540189805"	"-252.209657362787"	"471.467304470014"	"215.439153524781"	"105.810329971167"	"6980"	"6980"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1285494	0	0
"690"	"Block327"	1287758	1293435	2495619.5	1287782	1288624	2493226	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1288203	0	0
"691"	"Block327"	1287758	1293435	2495619.5	1288674	1289132	2493926	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1288903	0	0
"692"	"Block327"	1287758	1293435	2495619.5	1289245	1290150	2494720	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1289697.5	0	0
"693"	"Block327"	1287758	1293435	2495619.5	1290242	1291255	2495771	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1290748.5	0	0
"694"	"Block327"	1287758	1293435	2495619.5	1291457	1292365	2496934	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1291911	0	0
"695"	"Block327"	1287758	1293435	2495619.5	1292509	1292922	2497738	"0.583805457678633"	"-749.758303198546"	"1226.81767547715"	"580.881693103656"	"342.352006964356"	"5677"	"5677"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1292715.5	0	0
"696"	"Block329"	1295412	1299497	2502477.5	1295446	1298121	2501806	"-1.04151421374941"	"-6283.98843432424"	"2564.42626494882"	"550.210045552856"	"2409.99113024056"	"4085"	"4085"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1296783.5	0	0
"697"	"Block329"	1295412	1299497	2502477.5	1298598	1299245	2503944	"-1.04151421374941"	"-6283.98843432424"	"2564.42626494882"	"550.210045552856"	"2409.99113024056"	"4085"	"4085"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1298921.5	0	1
"698"	"Block331"	1301058	1309803	2510453.5	1301182	1302813	2507020	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1301997.5	0	0
"699"	"Block331"	1301058	1309803	2510453.5	1302899	1303819	2508382	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1303359	0	0
"700"	"Block331"	1301058	1309803	2510453.5	1303834	1304742	2509311	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1304288	0	0
"701"	"Block331"	1301058	1309803	2510453.5	1304754	1305767	2510283	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1305260.5	0	0
"702"	"Block331"	1301058	1309803	2510453.5	1305764	1306768	2511289	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1306266	0	0
"703"	"Block331"	1301058	1309803	2510453.5	1306821	1307150	2512008	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1306985.5	0	0
"704"	"Block331"	1301058	1309803	2510453.5	1307185	1308645	2512938	"-1.37779720203282"	"-1520.33124680278"	"298.362772042817"	"302.715274201166"	"913.699511581146"	"8745"	"8745"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1307915	0	0
"705"	"Block332"	1310563	1311404	2516006.5	1310569	1310865	2515740	"NA"	"NA"	"NA"	"199.699079128886"	"39.4277821651323"	"841"	"841"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1310717	0	0
"706"	"Block333"	1311408	1315718	2518586	1311848	1312246	2517070	"1.04762390699383"	"-407.385951060462"	"905.84970096293"	"313.586949872587"	"64.355074921353"	"4309"	"4310"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1312047	0	0
"707"	"Block333"	1311408	1315718	2518586	1312351	1312890	2517643	"1.04762390699383"	"-407.385951060462"	"905.84970096293"	"313.586949872587"	"64.355074921353"	"4309"	"4310"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1312620.5	0	0
"708"	"Block333"	1311408	1315718	2518586	1312920	1313663	2518314	"1.04762390699383"	"-407.385951060462"	"905.84970096293"	"313.586949872587"	"64.355074921353"	"4309"	"4310"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1313291.5	0	0
"709"	"Block333"	1311408	1315718	2518586	1314020	1314658	2519362	"1.04762390699383"	"-407.385951060462"	"905.84970096293"	"313.586949872587"	"64.355074921353"	"4309"	"4310"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1314339	0	0
"710"	"Block333"	1311408	1315718	2518586	1314718	1315224	2519994	"1.04762390699383"	"-407.385951060462"	"905.84970096293"	"313.586949872587"	"64.355074921353"	"4309"	"4310"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1314971	0	0
"711"	"Block334"	1316060	1326712	2526409	1316416	1317222	2521842	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1316819	0	0
"712"	"Block334"	1316060	1326712	2526409	1317222	1318415	2522841	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1317818.5	0	0
"713"	"Block334"	1316060	1326712	2526409	1319789	1321384	2525609	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1320586.5	0	0
"714"	"Block334"	1316060	1326712	2526409	1321384	1322946	2527188	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1322165	0	0
"715"	"Block334"	1316060	1326712	2526409	1323038	1323082	2528083	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1323060	0	0
"716"	"Block334"	1316060	1326712	2526409	1323220	1324101	2528683	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1323660.5	0	0
"717"	"Block334"	1316060	1326712	2526409	1324098	1324718	2529431	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1324408	0	0
"718"	"Block334"	1316060	1326712	2526409	1324746	1326641	2530716	"1.8622313507234"	"-41.691280338551"	"348.709835558681"	"244.797148329918"	"91.2878707198531"	"10646"	"10652"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1325693.5	0	0
"719"	"Block335"	1326732	1335669	2536223.5	1326852	1327727	2532312	"0.755316935762468"	"-89.59079341101"	"188.228387958511"	"186.702469276391"	"137.383672002641"	"8937"	"8937"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1327289.5	0	0
"720"	"Block335"	1326732	1335669	2536223.5	1328354	1329112	2533756	"0.755316935762468"	"-89.59079341101"	"188.228387958511"	"186.702469276391"	"137.383672002641"	"8937"	"8937"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1328733	0	0
"721"	"Block335"	1326732	1335669	2536223.5	1329332	1330381	2534879	"0.755316935762468"	"-89.59079341101"	"188.228387958511"	"186.702469276391"	"137.383672002641"	"8937"	"8937"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1329856.5	0	0
"722"	"Block335"	1326732	1335669	2536223.5	1330417	1330668	2535565	"0.755316935762468"	"-89.59079341101"	"188.228387958511"	"186.702469276391"	"137.383672002641"	"8937"	"8937"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1330542.5	0	0
"723"	"Block335"	1326732	1335669	2536223.5	1331048	1333645	2537369	"0.755316935762468"	"-89.59079341101"	"188.228387958511"	"186.702469276391"	"137.383672002641"	"8937"	"8937"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1332346.5	0	0
"724"	"Block335"	1326732	1335669	2536223.5	1333855	1334829	2539365	"0.755316935762468"	"-89.59079341101"	"188.228387958511"	"186.702469276391"	"137.383672002641"	"8937"	"8937"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1334342	0	0
"725"	"Block336"	1335708	1341730	2543742	1335831	1338506	2542191	"2.22872429188362"	"2.51322401799626"	"93.7019971313483"	"148.174966353942"	"100.06735577927"	"6022"	"6022"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1337168.5	0	0
"726"	"Block336"	1335708	1341730	2543742	1338570	1339160	2543888	"2.22872429188362"	"2.51322401799626"	"93.7019971313483"	"148.174966353942"	"100.06735577927"	"6022"	"6022"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1338865	0	0
"727"	"Block336"	1335708	1341730	2543742	1339330	1340094	2544735	"2.22872429188362"	"2.51322401799626"	"93.7019971313483"	"148.174966353942"	"100.06735577927"	"6022"	"6022"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1339712	0	0
"728"	"Block336"	1335708	1341730	2543742	1340243	1340551	2545420	"2.22872429188362"	"2.51322401799626"	"93.7019971313483"	"148.174966353942"	"100.06735577927"	"6022"	"6022"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1340397	0	0
"729"	"Block336"	1335708	1341730	2543742	1340558	1341727	2546165	"2.22872429188362"	"2.51322401799626"	"93.7019971313483"	"148.174966353942"	"100.06735577927"	"6022"	"6022"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1341142.5	0	0
"730"	"Block337"	1341733	1344374	2548076.5	1341921	1342658	2547312	"0.978257943992198"	"-838.721953214947"	"1586.69042603782"	"430.212456158589"	"56.2282197471547"	"2640"	"2641"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1342289.5	0	0
"731"	"Block337"	1341733	1344374	2548076.5	1342658	1342984	2547844	"0.978257943992198"	"-838.721953214947"	"1586.69042603782"	"430.212456158589"	"56.2282197471547"	"2640"	"2641"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1342821	0	0
"732"	"Block337"	1341733	1344374	2548076.5	1343110	1343328	2548242	"0.978257943992198"	"-838.721953214947"	"1586.69042603782"	"430.212456158589"	"56.2282197471547"	"2640"	"2641"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1343219	0	0
"733"	"Block337"	1341733	1344374	2548076.5	1343597	1344346	2548994	"0.978257943992198"	"-838.721953214947"	"1586.69042603782"	"430.212456158589"	"56.2282197471547"	"2640"	"2641"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1343971.5	0	0
"734"	"Block338"	1344380	1346825	2550625.5	1344757	1346742	2550772	"-0.909465578934209"	"-222.80388920702"	"112.428522648562"	"33.7904219413113"	"88.97810522054"	"2445"	"2445"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1345749.5	0	0
"735"	"Block339"	1346833	1350231	2553555	1346978	1348912	2552968	"0.439917725567331"	"-845.328050253497"	"967.392612449015"	"200.610414180355"	"139.578133082596"	"3397"	"3398"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1347945	0	0
"736"	"Block339"	1346833	1350231	2553555	1348980	1350107	2554566	"0.439917725567331"	"-845.328050253497"	"967.392612449015"	"200.610414180355"	"139.578133082596"	"3397"	"3398"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1349543.5	0	0
"737"	"Block340"	1350234	1351146	2555713	1350251	1351039	2555668	"NA"	"NA"	"NA"	"864.917698676529"	"876.305208939431"	"912"	"912"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1350645	0	0
"738"	"Block342"	1351837	1357904	2559893.5	1352636	1353628	2558155	"-0.0316491512285796"	"-29.6780084692407"	"28.8763515541594"	"39.2180868761037"	"39.6189153336443"	"6067"	"6067"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1353132	0	0
"739"	"Block342"	1351837	1357904	2559893.5	1353628	1354518	2559096	"-0.0316491512285796"	"-29.6780084692407"	"28.8763515541594"	"39.2180868761037"	"39.6189153336443"	"6067"	"6067"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1354073	0	0
"740"	"Block342"	1351837	1357904	2559893.5	1354505	1355470	2560010	"-0.0316491512285796"	"-29.6780084692407"	"28.8763515541594"	"39.2180868761037"	"39.6189153336443"	"6067"	"6067"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1354987.5	0	0
"741"	"Block342"	1351837	1357904	2559893.5	1355467	1357110	2561311	"-0.0316491512285796"	"-29.6780084692407"	"28.8763515541594"	"39.2180868761037"	"39.6189153336443"	"6067"	"6067"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1356288.5	0	0
"742"	"Block342"	1351837	1357904	2559893.5	1357423	1357668	2562568	"-0.0316491512285796"	"-29.6780084692407"	"28.8763515541594"	"39.2180868761037"	"39.6189153336443"	"6067"	"6067"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1357545.5	0	0
"743"	"Block346"	1366844	1370008	2573449	1366935	1367912	2572446	"0.94119155821596"	"-160.642228678576"	"349.267226995349"	"134.90637177548"	"40.5938726170936"	"3163"	"3164"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1367423.5	0	0
"744"	"Block346"	1366844	1370008	2573449	1368079	1368747	2573436	"0.94119155821596"	"-160.642228678576"	"349.267226995349"	"134.90637177548"	"40.5938726170936"	"3163"	"3164"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1368413	0	0
"745"	"Block346"	1366844	1370008	2573449	1368801	1369025	2573936	"0.94119155821596"	"-160.642228678576"	"349.267226995349"	"134.90637177548"	"40.5938726170936"	"3163"	"3164"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1368913	0	0
"746"	"Block346"	1366844	1370008	2573449	1369025	1369384	2574227	"0.94119155821596"	"-160.642228678576"	"349.267226995349"	"134.90637177548"	"40.5938726170936"	"3163"	"3164"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1369204.5	0	0
"747"	"Block346"	1366844	1370008	2573449	1369393	1369614	2574526	"0.94119155821596"	"-160.642228678576"	"349.267226995349"	"134.90637177548"	"40.5938726170936"	"3163"	"3164"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1369503.5	0	0
"748"	"Block346"	1366844	1370008	2573449	1369689	1370003	2574869	"0.94119155821596"	"-160.642228678576"	"349.267226995349"	"134.90637177548"	"40.5938726170936"	"3163"	"3164"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1369846	0	0
"749"	"Block347"	1370039	1381778	2580931.5	1370216	1371895	2576078	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1371055.5	0	0
"750"	"Block347"	1370039	1381778	2580931.5	1371909	1373201	2577578	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1372555	0	0
"751"	"Block347"	1370039	1381778	2580931.5	1373222	1374103	2578685	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1373662.5	0	0
"752"	"Block347"	1370039	1381778	2580931.5	1374090	1374932	2579534	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1374511	0	0
"753"	"Block347"	1370039	1381778	2580931.5	1374963	1376015	2580512	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1375489	0	0
"754"	"Block347"	1370039	1381778	2580931.5	1376034	1376822	2581451	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1376428	0	0
"755"	"Block347"	1370039	1381778	2580931.5	1376832	1377887	2582382	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1377359.5	0	0
"756"	"Block347"	1370039	1381778	2580931.5	1377884	1380151	2584040	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1379017.5	0	0
"757"	"Block347"	1370039	1381778	2580931.5	1380148	1380807	2585500	"0.121262157019769"	"-1.41054283203575"	"1.58621396027524"	"2.52085772949685"	"2.43302216537711"	"11739"	"11739"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1380477.5	0	0
"758"	"Block349"	1383027	1390717	2591895	1384117	1385514	2589838	"0.516164577360389"	"-430.219714192734"	"646.25379824486"	"313.190355644663"	"205.1733136186"	"7690"	"7690"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1384815.5	0	0
"759"	"Block349"	1383027	1390717	2591895	1385511	1386572	2591064	"0.516164577360389"	"-430.219714192734"	"646.25379824486"	"313.190355644663"	"205.1733136186"	"7690"	"7690"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1386041.5	0	0
"760"	"Block349"	1383027	1390717	2591895	1386720	1388261	2592513	"0.516164577360389"	"-430.219714192734"	"646.25379824486"	"313.190355644663"	"205.1733136186"	"7690"	"7690"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1387490.5	0	0
"761"	"Block349"	1383027	1390717	2591895	1388305	1388811	2593581	"0.516164577360389"	"-430.219714192734"	"646.25379824486"	"313.190355644663"	"205.1733136186"	"7690"	"7690"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1388558	0	0
"762"	"Block349"	1383027	1390717	2591895	1388930	1389895	2594435	"0.516164577360389"	"-430.219714192734"	"646.25379824486"	"313.190355644663"	"205.1733136186"	"7690"	"7690"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1389412.5	0	0
"763"	"Block349"	1383027	1390717	2591895	1389870	1390598	2595257	"0.516164577360389"	"-430.219714192734"	"646.25379824486"	"313.190355644663"	"205.1733136186"	"7690"	"7690"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1390234	0	0
"764"	"Block350"	1390723	1396042	2598405.5	1390933	1391853	2596416	"1.07723153065984"	"-33.4675480204602"	"87.5964268544888"	"60.3454721426217"	"33.2810327256074"	"5319"	"5319"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1391393	0	0
"765"	"Block350"	1390723	1396042	2598405.5	1393227	1394840	2599056	"1.07723153065984"	"-33.4675480204602"	"87.5964268544888"	"60.3454721426217"	"33.2810327256074"	"5319"	"5319"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1394033.5	0	0
"766"	"Block350"	1390723	1396042	2598405.5	1394891	1395922	2600429	"1.07723153065984"	"-33.4675480204602"	"87.5964268544888"	"60.3454721426217"	"33.2810327256074"	"5319"	"5319"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1395406.5	0	0
"767"	"Block351"	1397304	1400335	2603842.5	1397365	1397622	2602516	"0.864520398498045"	"-1223.21691909022"	"2181.15284723378"	"826.009764537697"	"347.041800465916"	"3031"	"3031"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1397493.5	0	0
"768"	"Block351"	1397304	1400335	2603842.5	1397672	1398622	2603170	"0.864520398498045"	"-1223.21691909022"	"2181.15284723378"	"826.009764537697"	"347.041800465916"	"3031"	"3031"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1398147	0	0
"769"	"Block351"	1397304	1400335	2603842.5	1398774	1399526	2604173	"0.864520398498045"	"-1223.21691909022"	"2181.15284723378"	"826.009764537697"	"347.041800465916"	"3031"	"3031"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1399150	0	0
"770"	"Block351"	1397304	1400335	2603842.5	1399721	1400236	2605001	"0.864520398498045"	"-1223.21691909022"	"2181.15284723378"	"826.009764537697"	"347.041800465916"	"3031"	"3031"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1399978.5	0	0
"771"	"Block353"	1405976	1412217	2614119.5	1405979	1406542	2611283	"-0.479355236430624"	"-39.8436402617654"	"25.4597437159079"	"40.7996049046553"	"47.991553177584"	"6241"	"6241"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1406260.5	0	0
"772"	"Block353"	1405976	1412217	2614119.5	1406563	1407795	2612202	"-0.479355236430624"	"-39.8436402617654"	"25.4597437159079"	"40.7996049046553"	"47.991553177584"	"6241"	"6241"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1407179	0	0
"773"	"Block353"	1405976	1412217	2614119.5	1408050	1409033	2613564	"-0.479355236430624"	"-39.8436402617654"	"25.4597437159079"	"40.7996049046553"	"47.991553177584"	"6241"	"6241"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1408541.5	0	0
"774"	"Block353"	1405976	1412217	2614119.5	1409511	1410884	2615220	"-0.479355236430624"	"-39.8436402617654"	"25.4597437159079"	"40.7996049046553"	"47.991553177584"	"6241"	"6241"	1	0	"K12MG"	0	"block_w_pvalue"	1	"no"	1	1410197.5	0	0
"775"	"Block353"	1405976	1412217	2614119.5	1411013	1411948	2616503	"-0.479355236430624"	"-39.8436402617654"	"25.4597437159079"	"40.7996049046553"	"47.991553177584"	"6241"	"6241"	1	0	"K12MG"	1	"block_w_pvalue"	1	"no"	1	1411480.5	0	0
