"block"	"start"	"end"	"midpoint"	"gbk_start"	"gbk_end"	"gbk_midpoint"	"block_t_stat"	"block_t_confinf1"	"block_t_confinf2"	"block_avg_exp_invert"	"block_avg_exp_noninvert"	"block_avg_len_invert"	"block_avg_len_noninvert"	"inversion"	"rev_comp"	"strain"	"gbk_strand"	"test"	"pvalue"
"788"	"Block905"	1173250	1184784	2384040	1179586	1180881	2385256	"0.55382752556797"	"-209.863408129484"	"356.312100034874"	"498.395726186913"	"425.171380234218"	"11534"	"11535"	1	1	"ATCC"	0	"block_w_pvalue"	1
"789"	"Block905"	1173250	1184784	2384040	1180881	1182314	2386620	"0.55382752556797"	"-209.863408129484"	"356.312100034874"	"498.395726186913"	"425.171380234218"	"11534"	"11535"	1	1	"ATCC"	0	"block_w_pvalue"	1
"790"	"Block905"	1173250	1184784	2384040	1182333	1184780	2388579	"0.55382752556797"	"-209.863408129484"	"356.312100034874"	"498.395726186913"	"425.171380234218"	"11534"	"11535"	1	1	"ATCC"	0	"block_w_pvalue"	1
"791"	"Block903"	1194789	1205386	2405110.5	1196451	1196777	2401637	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	0	"block_w_pvalue"	1
"792"	"Block903"	1194789	1205386	2405110.5	1196822	1197652	2402260	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	0	"block_w_pvalue"	1
"793"	"Block903"	1194789	1205386	2405110.5	1197669	1198427	2403071	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	0	"block_w_pvalue"	1
"794"	"Block903"	1194789	1205386	2405110.5	1198409	1200007	2404231	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	1	"block_w_pvalue"	1
"795"	"Block903"	1194789	1205386	2405110.5	1200196	1201422	2405832	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	0	"block_w_pvalue"	1
"796"	"Block903"	1194789	1205386	2405110.5	1201426	1202442	2406957	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	0	"block_w_pvalue"	1
"797"	"Block903"	1194789	1205386	2405110.5	1202485	1205190	2408860	"-0.488833966468924"	"-202.958186815004"	"126.324736464043"	"78.3027634541403"	"116.619488629621"	"10597"	"10596.65"	1	1	"ATCC"	1	"block_w_pvalue"	1
"798"	"Block902"	1205418	1211965	2413714.5	1205813	1208206	2412032	"0.607951471093749"	"-320.239680234133"	"475.654326012448"	"261.545825256296"	"183.838502367139"	"6547"	"6547"	1	1	"ATCC"	0	"block_w_pvalue"	1
"799"	"Block902"	1205418	1211965	2413714.5	1208216	1210300	2414281	"0.607951471093749"	"-320.239680234133"	"475.654326012448"	"261.545825256296"	"183.838502367139"	"6547"	"6547"	1	1	"ATCC"	0	"block_w_pvalue"	1
"800"	"Block902"	1205418	1211965	2413714.5	1210411	1211727	2416092	"0.607951471093749"	"-320.239680234133"	"475.654326012448"	"261.545825256296"	"183.838502367139"	"6547"	"6547"	1	1	"ATCC"	1	"block_w_pvalue"	1
"801"	"Block901"	1212136	1214825	2418503.5	1212725	1213408	2418089	"-1.14326592006927"	"-64.2944971939137"	"29.4938522536606"	"42.9099891799299"	"60.3103116500564"	"2689"	"2689"	1	1	"ATCC"	1	"block_w_pvalue"	1
"802"	"Block901"	1212136	1214825	2418503.5	1213446	1214216	2418854	"-1.14326592006927"	"-64.2944971939137"	"29.4938522536606"	"42.9099891799299"	"60.3103116500564"	"2689"	"2689"	1	1	"ATCC"	0	"block_w_pvalue"	1
"803"	"Block900"	1214833	1223500	2424189.5	1215071	1215307	2420212	"-0.63313211926414"	"-225.521709592829"	"123.246267250737"	"163.5704548105"	"214.708175981546"	"8667"	"8669"	1	1	"ATCC"	1	"block_w_pvalue"	1
"804"	"Block900"	1214833	1223500	2424189.5	1215307	1217628	2421490	"-0.63313211926414"	"-225.521709592829"	"123.246267250737"	"163.5704548105"	"214.708175981546"	"8667"	"8669"	1	1	"ATCC"	1	"block_w_pvalue"	1
"805"	"Block900"	1214833	1223500	2424189.5	1217645	1217872	2422781	"-0.63313211926414"	"-225.521709592829"	"123.246267250737"	"163.5704548105"	"214.708175981546"	"8667"	"8669"	1	1	"ATCC"	1	"block_w_pvalue"	1
"806"	"Block900"	1214833	1223500	2424189.5	1218328	1220649	2424511	"-0.63313211926414"	"-225.521709592829"	"123.246267250737"	"163.5704548105"	"214.708175981546"	"8667"	"8669"	1	1	"ATCC"	1	"block_w_pvalue"	1
"807"	"Block900"	1214833	1223500	2424189.5	1220746	1221258	2426025	"-0.63313211926414"	"-225.521709592829"	"123.246267250737"	"163.5704548105"	"214.708175981546"	"8667"	"8669"	1	1	"ATCC"	1	"block_w_pvalue"	1
"808"	"Block900"	1214833	1223500	2424189.5	1221450	1222169	2426832	"-0.63313211926414"	"-225.521709592829"	"123.246267250737"	"163.5704548105"	"214.708175981546"	"8667"	"8669"	1	1	"ATCC"	0	"block_w_pvalue"	1
"809"	"Block898"	1228172	1246213	2442215.5	1228194	1229072	2433656	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	1	"block_w_pvalue"	1
"810"	"Block898"	1228172	1246213	2442215.5	1229097	1229498	2434320	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	1	"block_w_pvalue"	1
"811"	"Block898"	1228172	1246213	2442215.5	1229509	1230177	2434866	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	1	"block_w_pvalue"	1
"812"	"Block898"	1228172	1246213	2442215.5	1232697	1233257	2438000	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"813"	"Block898"	1228172	1246213	2442215.5	1233423	1235975	2439722	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	1	"block_w_pvalue"	1
"814"	"Block898"	1228172	1246213	2442215.5	1236095	1236874	2441507	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"815"	"Block898"	1228172	1246213	2442215.5	1236874	1237413	2442166	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"816"	"Block898"	1228172	1246213	2442215.5	1237397	1237837	2442640	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"817"	"Block898"	1228172	1246213	2442215.5	1237827	1238231	2443052	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"818"	"Block898"	1228172	1246213	2442215.5	1238143	1239381	2443785	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"819"	"Block898"	1228172	1246213	2442215.5	1239782	1240303	2445065	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"820"	"Block898"	1228172	1246213	2442215.5	1240360	1241448	2445927	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"821"	"Block898"	1228172	1246213	2442215.5	1241540	1242826	2447206	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"822"	"Block898"	1228172	1246213	2442215.5	1242933	1243769	2448374	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"823"	"Block898"	1228172	1246213	2442215.5	1243787	1244464	2449148	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"824"	"Block898"	1228172	1246213	2442215.5	1244457	1245215	2449859	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"825"	"Block898"	1228172	1246213	2442215.5	1245208	1246212	2450733	"-0.389120874949496"	"-99.7827295572234"	"67.8416587178545"	"122.181022117865"	"138.151557537549"	"18041"	"18041"	1	1	"ATCC"	0	"block_w_pvalue"	1
"826"	"Block897"	1246229	1248803	2452539	1246372	1247277	2451847	"0.212319970320293"	"-56.8457406152468"	"60.5589749452782"	"11.5105702868641"	"9.6539531218484"	"2574"	"2574"	1	1	"ATCC"	0	"block_w_pvalue"	1
"827"	"Block897"	1246229	1248803	2452539	1247294	1247656	2452498	"0.212319970320293"	"-56.8457406152468"	"60.5589749452782"	"11.5105702868641"	"9.6539531218484"	"2574"	"2574"	1	1	"ATCC"	0	"block_w_pvalue"	1
"828"	"Block896"	1248925	1253687	2456329	1250127	1251005	2455589	"0.601370130737854"	"-7.12045790423731"	"9.88705988348334"	"3.99107991503183"	"2.60777892540881"	"4762"	"4762"	1	1	"ATCC"	0	"block_w_pvalue"	1
"829"	"Block896"	1248925	1253687	2456329	1251016	1251369	2456215	"0.601370130737854"	"-7.12045790423731"	"9.88705988348334"	"3.99107991503183"	"2.60777892540881"	"4762"	"4762"	1	1	"ATCC"	0	"block_w_pvalue"	1
"830"	"Block896"	1248925	1253687	2456329	1251381	1252685	2457056	"0.601370130737854"	"-7.12045790423731"	"9.88705988348334"	"3.99107991503183"	"2.60777892540881"	"4762"	"4762"	1	1	"ATCC"	0	"block_w_pvalue"	1
"831"	"Block893"	1254332	1282024	2473201	1255701	1256507	2461127	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"832"	"Block893"	1254332	1282024	2473201	1256633	1256959	2461819	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"833"	"Block893"	1254332	1282024	2473201	1256956	1259499	2463250	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"834"	"Block893"	1254332	1282024	2473201	1259761	1260942	2465374	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"835"	"Block893"	1254332	1282024	2473201	1261213	1261785	2466522	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"836"	"Block893"	1254332	1282024	2473201	1261890	1262057	2466996	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"837"	"Block893"	1254332	1282024	2473201	1262047	1262649	2467371	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"838"	"Block893"	1254332	1282024	2473201	1262681	1263244	2467985	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"839"	"Block893"	1254332	1282024	2473201	1264617	1266719	2470691	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"840"	"Block893"	1254332	1282024	2473201	1266758	1267390	2472097	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"841"	"Block893"	1254332	1282024	2473201	1267397	1267612	2472527	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"842"	"Block893"	1254332	1282024	2473201	1267692	1268096	2472917	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"843"	"Block893"	1254332	1282024	2473201	1268151	1269020	2473608	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"844"	"Block893"	1254332	1282024	2473201	1269074	1269292	2474206	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"845"	"Block893"	1254332	1282024	2473201	1269286	1270308	2474820	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"846"	"Block893"	1254332	1282024	2473201	1270308	1272221	2476287	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"847"	"Block893"	1254332	1282024	2473201	1272349	1272903	2477649	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"848"	"Block893"	1254332	1282024	2473201	1272903	1274708	2478828	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"849"	"Block893"	1254332	1282024	2473201	1274718	1274918	2479841	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"850"	"Block893"	1254332	1282024	2473201	1275013	1275603	2480331	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"851"	"Block893"	1254332	1282024	2473201	1275652	1275870	2480784	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	1	"block_w_pvalue"	1
"852"	"Block893"	1254332	1282024	2473201	1276091	1276903	2481520	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"853"	"Block893"	1254332	1282024	2473201	1277070	1277792	2482454	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"854"	"Block893"	1254332	1282024	2473201	1277792	1278178	2483008	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"855"	"Block893"	1254332	1282024	2473201	1278178	1278537	2483380	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"856"	"Block893"	1254332	1282024	2473201	1278545	1278832	2483711	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"857"	"Block893"	1254332	1282024	2473201	1278958	1279332	2484168	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"858"	"Block893"	1254332	1282024	2473201	1279429	1279899	2484687	"-1.04305243131627"	"-297.137877423764"	"92.7139698251044"	"220.095959721599"	"322.307913520928"	"27692"	"27692"	1	1	"ATCC"	0	"block_w_pvalue"	1
"859"	"Block890"	1284633	1299756	2497217.5	1286528	1286722	2491648	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	0	"block_w_pvalue"	1
"860"	"Block890"	1284633	1299756	2497217.5	1286794	1287270	2492055	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	0	"block_w_pvalue"	1
"861"	"Block890"	1284633	1299756	2497217.5	1287299	1287976	2492660	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"862"	"Block890"	1284633	1299756	2497217.5	1287976	1288437	2493229	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"863"	"Block890"	1284633	1299756	2497217.5	1288434	1289597	2494038	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"864"	"Block890"	1284633	1299756	2497217.5	1289690	1290595	2495165	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"865"	"Block890"	1284633	1299756	2497217.5	1290588	1291175	2495904	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"866"	"Block890"	1284633	1299756	2497217.5	1291168	1291545	2496379	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"867"	"Block890"	1284633	1299756	2497217.5	1291542	1292051	2496819	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"868"	"Block890"	1284633	1299756	2497217.5	1292506	1293702	2498127	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"869"	"Block890"	1284633	1299756	2497217.5	1293699	1295180	2499462	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"870"	"Block890"	1284633	1299756	2497217.5	1295190	1297142	2501189	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"871"	"Block890"	1284633	1299756	2497217.5	1297126	1297941	2502556	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	1	"block_w_pvalue"	1
"872"	"Block890"	1284633	1299756	2497217.5	1298121	1299590	2503878	"-1.26383798547237"	"-40.9332797097851"	"9.36946648742746"	"8.55479578761494"	"24.3367023987938"	"15123"	"15123"	1	1	"ATCC"	0	"block_w_pvalue"	1
"873"	"Block889"	1299807	1315163	2512508	1300252	1300563	2505430	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"874"	"Block889"	1299807	1315163	2512508	1300596	1301225	2505933	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"875"	"Block889"	1299807	1315163	2512508	1301236	1301841	2506561	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"876"	"Block889"	1299807	1315163	2512508	1301838	1302140	2507012	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"877"	"Block889"	1299807	1315163	2512508	1302158	1302979	2507591	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"878"	"Block889"	1299807	1315163	2512508	1302996	1303274	2508158	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"879"	"Block889"	1299807	1315163	2512508	1303289	1303621	2508478	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"880"	"Block889"	1299807	1315163	2512508	1303639	1304340	2509012	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"881"	"Block889"	1299807	1315163	2512508	1304353	1304763	2509581	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"882"	"Block889"	1299807	1315163	2512508	1304763	1304954	2509881	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"883"	"Block889"	1299807	1315163	2512508	1304954	1305208	2510104	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"884"	"Block889"	1299807	1315163	2512508	1305373	1305744	2510581	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"885"	"Block889"	1299807	1315163	2512508	1305755	1306069	2510935	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"886"	"Block889"	1299807	1315163	2512508	1306084	1306623	2511376	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"887"	"Block889"	1299807	1315163	2512508	1306638	1306943	2511813	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"888"	"Block889"	1299807	1315163	2512508	1306977	1307369	2512196	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"889"	"Block889"	1299807	1315163	2512508	1307382	1307915	2512671	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"890"	"Block889"	1299807	1315163	2512508	1307925	1308278	2513124	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"891"	"Block889"	1299807	1315163	2512508	1308293	1308796	2513567	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"892"	"Block889"	1299807	1315163	2512508	1308800	1308979	2513912	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"893"	"Block889"	1299807	1315163	2512508	1308983	1309417	2514223	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"894"	"Block889"	1299807	1315163	2512508	1309425	1310756	2515113	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"895"	"Block889"	1299807	1315163	2512508	1310788	1310904	2515869	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"896"	"Block889"	1299807	1315163	2512508	1311051	1311407	2516252	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"897"	"Block889"	1299807	1315163	2512508	1311424	1311813	2516641	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"898"	"Block889"	1299807	1315163	2512508	1311847	1312467	2517180	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"899"	"Block889"	1299807	1315163	2512508	1312493	1313482	2518010	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"900"	"Block889"	1299807	1315163	2512508	1313523	1313906	2518737	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
"901"	"Block889"	1299807	1315163	2512508	1314013	1314381	2519220	"-2.57957221199451"	"-1182.86909545339"	"-155.64125458603"	"1027.83090989116"	"1697.08608491087"	"15356"	"15356"	1	1	"ATCC"	0	"block_w_pvalue"	1
