locus_tag,gene_id,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,gbk_strand,norm_exp,block,taxa,start,end,rev_comp,inversion,strain,gbk_old_locus_tag
,DR76_RS14535,2972707,2973450,2973078,,,0,19.196633624161198,Block532,CP009072,2971770,2975608,1,1,ATCC,DR76_2796
,DR76_RS14540,2973462,2974541,2974001,,,0,22.641482520902,Block532,CP009072,2971770,2975608,1,1,ATCC,DR76_2797
,DR76_RS14675,3030255,3031742,3030998,,,1,45.83901994055451,Block531,CP009072,3030160,3034304,0,0,ATCC,DR76_2823
,DR76_RS14680,3031903,3031978,3031940,,,0,0.312419390550433,Block531,CP009072,3030160,3034304,0,0,ATCC,DR76_2824
,DR76_RS14685,3032016,3032966,3032491,cbl,,1,38.3806280050411,Block531,CP009072,3030160,3034304,0,0,ATCC,DR76_2825
,DR76_RS14690,3033068,3033985,3033526,,,1,21.8912487777669,Block531,CP009072,3030160,3034304,0,0,ATCC,DR76_2826
,DR76_RS14695,3034312,3034387,3034349,,,0,0.609659252325328,Block530,CP009072,3034305,3034739,1,1,ATCC,DR76_2827
,DR76_RS14700,3034841,3035557,3035199,,,1,143.290705804948,Block529,CP009072,3034787,3040270,1,1,ATCC,DR76_2828
,DR76_RS14705,3035900,3037354,3036627,,,1,299.475402481645,Block529,CP009072,3034787,3040270,1,1,ATCC,DR76_2829
,DR76_RS14710,3037456,3038772,3038114,,,1,58.40074748683121,Block529,CP009072,3034787,3040270,1,1,ATCC,DR76_2830
,DR76_RS14715,3039087,3040139,3039613,,,0,4.50000794768226,Block529,CP009072,3034787,3040270,1,1,ATCC,DR76_2831
,DR76_RS14950,3099444,3100079,3099761,,,1,7.991813877085298,Block520,CP009072,3099298,3104958,1,1,ATCC,DR76_2877
,DR76_RS14955,3100080,3101084,3100582,,,1,10.1692438675051,Block520,CP009072,3099298,3104958,1,1,ATCC,DR76_2878
,DR76_RS14960,3101193,3101606,3101399,,,1,6.545627672783558,Block520,CP009072,3099298,3104958,1,1,ATCC,DR76_2879
,DR76_RS14965,3101739,3102410,3102074,,,0,53.148685498612004,Block520,CP009072,3099298,3104958,1,1,ATCC,DR76_2880
,DR76_RS14970,3102410,3103768,3103089,,,0,38.5137730026551,Block520,CP009072,3099298,3104958,1,1,ATCC,DR76_2881
,DR76_RS14975,3103876,3104727,3104301,,,1,45.9974410193731,Block520,CP009072,3099298,3104958,1,1,ATCC,DR76_2882
,DR76_RS14995,3106947,3107312,3107129,,,0,5.17521233862058,Block513,CP009072,3106718,3117496,1,1,ATCC,
,DR76_RS15000,3107352,3108002,3107677,,,0,22.232862327010693,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2885
,DR76_RS15005,3108114,3109532,3108823,,,0,74.0209970262604,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2886
,DR76_RS15010,3109513,3109983,3109748,,,0,10.1319193520151,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2888
,DR76_RS15015,3109972,3110892,3110432,,,1,16.9594805840591,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2887
,DR76_RS15020,3111065,3111982,3111523,,,0,73.2001997577142,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2889
,DR76_RS15025,3112061,3112243,3112152,,,0,19.3795079575601,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2890
,DR76_RS15035,3114105,3114920,3114512,,,1,9.0075315079581,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2891
,DR76_RS15040,3115218,3115445,3115331,,,1,8.202655286129401,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2893
,DR76_RS15045,3115554,3115796,3115675,,,0,17.6819386148363,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2894
,DR76_RS15050,3115840,3116463,3116151,rcsA,,1,33.5583361320078,Block513,CP009072,3106718,3117496,1,1,ATCC,DR76_2895
,DR76_RS15060,3117547,3117816,3117681,,,1,1.5283293180258302,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2897
,DR76_RS15065,3117826,3118563,3118194,,,1,4.82688687891573,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2898
,DR76_RS15070,3118563,3118928,3118745,,,1,4.11791485325108,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2899
,DR76_RS15075,3118931,3119344,3119137,,,1,5.6561732956259,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2900
,DR76_RS15080,3119341,3120345,3119843,,,1,13.9586915097493,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2901
,DR76_RS15085,3120350,3120814,3120582,fliL,,1,10.7424253661719,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2902
,DR76_RS15090,3120919,3122046,3121482,,,1,11.474515914121401,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2903
,DR76_RS15095,3122043,3122486,3122264,fliJ,,1,2.3475383067986297,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2904
,DR76_RS15100,3122505,3123878,3123191,fliI,,1,7.611837687232749,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2905
,DR76_RS15105,3123878,3124564,3124221,,,1,5.68951754943651,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2906
,DR76_RS15110,3124557,3125552,3125054,,,1,13.4379925254986,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2907
,DR76_RS15115,3125545,3127203,3126374,,,1,15.0203711078644,Block512,CP009072,3117544,3127716,1,1,ATCC,DR76_2908
,DR76_RS15135,3128077,3128409,3128243,,,0,20.659291029835106,Block162,CP009072,3128016,3128410,0,0,ATCC,DR76_2910
,DR76_RS15140,3128578,3129129,3128853,,,0,23.302650752073003,Block163,CP009072,3128503,3130103,0,0,ATCC,DR76_2911
,DR76_RS15145,3129139,3129936,3129537,,,0,15.1083793702181,Block163,CP009072,3128503,3130103,0,0,ATCC,DR76_2912
,DR76_RS15155,3132033,3132701,3132367,,,1,5.36774071904121,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2914
,DR76_RS15160,3132810,3133043,3132926,,,1,4.48808869249359,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2915
,DR76_RS15165,3133040,3134245,3133642,,,1,30.9363583486929,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2916
,DR76_RS15170,3134432,3134845,3134638,,,0,83.8980600731298,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2917
,DR76_RS15175,3134879,3136366,3135622,,,1,63.3341039603125,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2918
,DR76_RS15180,3136444,3136809,3136626,,,1,45.0466131285691,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2919
,DR76_RS15185,3136809,3137219,3137014,,,1,70.8304542800105,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2920
,DR76_RS15190,3137244,3138650,3137947,,,1,459.455371294875,Block510,CP009072,3132016,3139324,1,1,ATCC,DR76_2921
,DR76_RS15200,3141023,3141742,3141382,fliA,,0,134.728762620362,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2923
,DR76_RS15205,3141788,3142339,3142063,,,0,47.578169137775,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2924
,DR76_RS15210,3142427,3143227,3142827,,,0,430.141921231137,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2925
,DR76_RS15215,3143332,3144318,3143825,,,0,116.746429114053,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2926
,DR76_RS15220,3144333,3145001,3144667,,,0,40.7306013534446,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2927
,DR76_RS15230,3145980,3146702,3146341,,,0,60.340428647530004,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2929
,DR76_RS15235,3146770,3146994,3146882,,,1,26.238444842424503,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2930
,DR76_RS15245,3147453,3148109,3147781,,,0,222.39004224881,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2931
,DR76_RS15250,3148106,3149938,3149022,,,0,270.426183000402,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2932
,DR76_RS15255,3149995,3150543,3150269,,,0,142.856960238798,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2933
,DR76_RS15260,3150695,3150770,3150732,,,0,31.8626923305753,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2934
,DR76_RS15265,3150824,3150897,3150860,,,0,6.268542666883429,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2935
,DR76_RS15270,3150910,3150996,3150953,,,0,9.30009264981056,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2936
,DR76_RS15275,3151192,3151857,3151524,,,0,405.441043588918,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2937
,DR76_RS15280,3151919,3153130,3152524,,,1,49.27364310576961,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2938
,DR76_RS15285,3153321,3153560,3153440,,,0,69.6615420395384,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2939
,DR76_RS15290,3153598,3154095,3153846,,,1,547.329896222692,Block509,CP009072,3140523,3154227,1,1,ATCC,DR76_2940
,DR76_RS15295,3154267,3154590,3154428,,,1,7.7145805675967685,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2941
,DR76_RS15305,3155054,3155305,3155179,,,0,23.3349999404638,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2942
,DR76_RS15310,3155384,3155887,3155635,,,1,475.516611746436,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2943
,DR76_RS15315,3156684,3157673,3157178,,,0,85.7659075656703,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2944
,DR76_RS15320,3157743,3159257,3158500,araG,,0,59.6253379257579,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2945
,DR76_RS15325,3159272,3160258,3159765,araH,,0,37.812443363323,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2946
,DR76_RS15330,3160425,3161225,3160825,,,0,7.32185989057354,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2947
,DR76_RS15335,3161200,3162624,3161912,,,0,15.234642623933198,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2948
,DR76_RS15340,3162631,3163059,3162845,,,1,34.743145483990105,Block508,CP009072,3154265,3163540,1,1,ATCC,DR76_2949
,DR76_RS15345,3163839,3164189,3164014,,,0,123.30668616095801,Block507,CP009072,3163577,3164583,1,1,ATCC,DR76_2950
,DR76_RS15355,3164896,3165783,3165339,,,0,266.213421200598,Block506,CP009072,3164584,3171139,1,1,ATCC,DR76_2952
,DR76_RS15360,3165780,3166706,3166243,motB,,0,168.36534772381202,Block506,CP009072,3164584,3171139,1,1,ATCC,DR76_2953
,DR76_RS15365,3166711,3168675,3167693,,,0,321.77944307827005,Block506,CP009072,3164584,3171139,1,1,ATCC,DR76_2954
,DR76_RS15370,3168696,3169199,3168947,,,0,120.741678248694,Block506,CP009072,3164584,3171139,1,1,ATCC,DR76_2955
,DR76_RS15375,3169344,3171005,3170174,,,0,458.848039434908,Block506,CP009072,3164584,3171139,1,1,ATCC,DR76_2956
,DR76_RS15385,3171296,3172156,3171726,,,0,123.110411941844,Block505,CP009072,3171168,3174284,1,1,ATCC,DR76_2958
,DR76_RS15390,3172159,3173208,3172683,,,0,131.69139054850402,Block505,CP009072,3171168,3174284,1,1,ATCC,DR76_2959
,DR76_RS15395,3173223,3173612,3173417,,,0,123.576719589521,Block505,CP009072,3171168,3174284,1,1,ATCC,DR76_2960
,DR76_RS15400,3173623,3174267,3173945,,,0,186.510288247682,Block505,CP009072,3171168,3174284,1,1,ATCC,DR76_2961
,DR76_RS15405,3174476,3175624,3175050,,,0,9.745295841249868,Block504,CP009072,3174373,3178019,1,1,ATCC,DR76_2962
,DR76_RS15410,3175617,3177695,3176656,,,0,26.2227773431849,Block504,CP009072,3174373,3178019,1,1,ATCC,DR76_2963
,DR76_RS15425,3180089,3180655,3180372,,,0,37.7892817813393,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2966
,DR76_RS15430,3180669,3181415,3181042,,,0,139.16523709012,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2967
,DR76_RS15435,3181803,3182903,3182353,,,0,1.95439424885967,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2968
,DR76_RS15440,3182928,3185357,3184142,,,0,6.920755309275839,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2969
,DR76_RS15445,3185522,3186493,3186007,,,1,75.0476819066009,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2970
,DR76_RS15450,3186490,3187233,3186861,,,1,47.270428467147,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2971
,DR76_RS15455,3187274,3187669,3187471,,,1,31.8439559210362,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2972
,DR76_RS15460,3187722,3188540,3188131,,,1,23.2140923350647,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2973
,DR76_RS15465,3188537,3189103,3188820,,,1,50.22499962137879,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2974
,DR76_RS15470,3189413,3191185,3190299,,,0,497.571754403645,Block503,CP009072,3178155,3191188,1,1,ATCC,DR76_2975
,DR76_RS15480,3191659,3192399,3192029,,,0,218.866729082132,Block502,CP009072,3191192,3193617,1,1,ATCC,DR76_2977
,DR76_RS15485,3192434,3192955,3192694,,,0,55.05972024991429,Block502,CP009072,3191192,3193617,1,1,ATCC,DR76_2978
,DR76_RS15490,3192957,3193559,3193258,,,1,0.9534327658466828,Block502,CP009072,3191192,3193617,1,1,ATCC,DR76_2979
,DR76_RS15495,3193835,3194446,3194140,,,0,254.125239431907,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2980
,DR76_RS15500,3194455,3195465,3194960,,,0,277.958030322115,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2981
,DR76_RS15505,3195612,3196397,3196004,,,1,67.2413472379573,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2982
,DR76_RS15510,3196394,3197149,3196771,,,1,158.628309013098,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2983
,DR76_RS15515,3197228,3198160,3197694,,,0,141.358186276191,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2984
,DR76_RS15520,3198176,3199498,3198837,,,0,241.66945526074798,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2985
,DR76_RS15525,3199617,3200588,3200102,,,0,114.25306591201799,Block501,CP009072,3193731,3200591,1,1,ATCC,DR76_2986
,DR76_RS15530,3200720,3202162,3201441,,,1,1263.01092203083,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2987
,DR76_RS15535,3202290,3203159,3202724,,,1,76.5789748910368,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2988
,DR76_RS15545,3203497,3204972,3204234,,,0,154.754065511672,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2990
,DR76_RS15550,3205207,3207018,3206112,,,0,99.12838276850799,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2991
,DR76_RS15555,3207055,3207696,3207375,,,0,207.288599590608,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2992
,DR76_RS15560,3207752,3208930,3208341,,,1,56.674701568148784,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2993
,DR76_RS15565,3209064,3209354,3209209,,,0,749.472403540764,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2994
,DR76_RS15570,3209421,3209777,3209599,,,0,347.65903771693,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2995
,DR76_RS15580,3210104,3210763,3210433,,,0,175.55222078952,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2996
,DR76_RS15585,3210972,3212636,3211804,,,0,124.478011913185,Block500,CP009072,3200593,3214404,1,1,ATCC,
,DR76_RS15595,3213029,3213691,3213360,,,1,53.2214281127923,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_2998
,DR76_RS15600,3213715,3214371,3214043,,,1,61.4893749900568,Block500,CP009072,3200593,3214404,1,1,ATCC,DR76_3000
,DR76_RS15605,3214474,3214704,3214589,,,1,8.06927827088696,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3001
,DR76_RS15610,3214843,3215217,3215030,,,0,132.62384322649402,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3002
,DR76_RS15620,3216106,3216447,3216276,,,0,97.6450658173613,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3004
,DR76_RS15635,3217499,3217774,3217636,,,1,4.54228626042202,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3006
,DR76_RS15640,3217795,3218031,3217913,,,1,4.74730558053544,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3007
,DR76_RS15645,3218149,3219588,3218868,,,1,36.580485615391204,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3008
,DR76_RS15650,3219668,3222301,3220984,,,1,133.137725056394,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3009
,DR76_RS15655,3222270,3223553,3222911,,,1,51.0298351888663,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3010
,DR76_RS15660,3223683,3224180,3223931,,,0,174.117528054134,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3011
,DR76_RS15665,3224277,3224975,3224626,,,0,546.60879445406,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3012
,DR76_RS15670,3224995,3227043,3226019,,,0,677.880088058891,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3013
,DR76_RS15675,3227235,3228116,3227675,,,0,350.310386708449,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3014
,DR76_RS15680,3228162,3229535,3228848,,,1,15.419655391760301,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3015
,DR76_RS15685,3229712,3230503,3230107,,,0,125.206459460973,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3016
,DR76_RS15690,3230647,3230886,3230766,,,1,20.8543812255995,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3017
,DR76_RS15695,3231045,3231188,3231116,,,0,17.4584794923605,Block499,CP009072,3214409,3252977,1,1,ATCC,
,DR76_RS15700,3231263,3231550,3231406,,,0,45.1645355377087,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3018
,DR76_RS15705,3232021,3232258,3232139,,,1,70.0088293741246,Block499,CP009072,3214409,3252977,1,1,ATCC,
,DR76_RS15710,3232220,3232363,3232291,,,0,71.0126277498087,Block499,CP009072,3214409,3252977,1,1,ATCC,
,DR76_RS15720,3232751,3233560,3233155,,,0,74.87103151319891,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3021
,DR76_RS15725,3233557,3234123,3233840,,,1,27.431764872420306,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3020
,DR76_RS15735,3234552,3235010,3234781,,,1,12.1646462863573,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3022
,DR76_RS15740,3235065,3235916,3235490,,,1,300.426735062047,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3023
,DR76_RS15745,3235929,3236729,3236329,,,1,271.829892312604,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3024
,DR76_RS15750,3236792,3237763,3237277,,,1,403.5358237104729,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3025
,DR76_RS15755,3238029,3238238,3238133,,,0,28.0477126542909,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3026
,DR76_RS15760,3238226,3239782,3239004,,,0,246.143488668983,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3027
,DR76_RS15765,3239786,3241384,3240585,,,1,32.2355547589006,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3028
,DR76_RS15770,3241515,3242879,3242197,,,1,521.0460252539041,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3029
,DR76_RS15775,3243063,3243641,3243352,,,1,15.3057347741495,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3030
,DR76_RS15780,3243645,3245006,3244325,pabB,,1,40.189070584925496,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3031
,DR76_RS15785,3245080,3245259,3245169,,,0,43.7523920454606,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3032
,DR76_RS15790,3245379,3245738,3245558,,,1,55.134115733416394,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3033
,DR76_RS15800,3246100,3246444,3246272,,,1,106.59977273866998,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3034
,DR76_RS15805,3246576,3248486,3247531,,,0,220.43710710062697,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3035
,DR76_RS15810,3248544,3249239,3248891,,,0,63.622113155981395,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3036
,DR76_RS15815,3249279,3249860,3249569,,,0,100.87109125184999,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3037
,DR76_RS15820,3250065,3251750,3250907,,,0,130.084962967982,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3038
,DR76_RS15825,3251820,3252947,3252383,,,0,105.35058555229,Block499,CP009072,3214409,3252977,1,1,ATCC,DR76_3039
,DR76_RS15840,3253490,3254128,3253809,,,0,42.6102628572843,Block496,CP009072,3253213,3255289,1,1,ATCC,DR76_3040
,DR76_RS15845,3254301,3254660,3254480,,,0,3.55167728267374,Block496,CP009072,3253213,3255289,1,1,ATCC,DR76_3041
,DR76_RS15850,3254664,3254846,3254755,,,0,2.07144836631833,Block496,CP009072,3253213,3255289,1,1,ATCC,DR76_3042
,DR76_RS15855,3254994,3255242,3255118,,,0,23.789433798009,Block496,CP009072,3253213,3255289,1,1,ATCC,DR76_3043
,DR76_RS15860,3255379,3255477,3255428,,,1,20.8536827673564,Block495,CP009072,3255295,3269472,1,1,ATCC,
,DR76_RS15865,3255510,3256535,3256022,,,1,295.705734184775,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3044
,DR76_RS15870,3256718,3256972,3256845,,,0,19.551056250124,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3045
,DR76_RS15875,3256994,3257341,3257167,,,1,87.05794956000959,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3046
,DR76_RS15880,3257396,3258577,3257986,,,1,41.3613889972151,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3047
,DR76_RS15885,3258674,3259495,3259084,,,0,16.836752681258098,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3049
,DR76_RS15890,3259452,3259898,3259675,,,1,26.097954065654697,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3048
,DR76_RS15895,3260020,3260172,3260096,,,0,11.487303460990901,Block495,CP009072,3255295,3269472,1,1,ATCC,
,DR76_RS15900,3260173,3260676,3260424,,,1,75.0233769556089,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3050
,DR76_RS15905,3260719,3262209,3261464,,,1,29.152093946061505,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3051
,DR76_RS15910,3262390,3263865,3263127,,,1,15.3760854064239,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3052
,DR76_RS15915,3264012,3265295,3264653,,,1,12.141802841399803,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3053
,DR76_RS15920,3265408,3267342,3266375,,,1,40.7531912509242,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3054
,DR76_RS15925,3267778,3268524,3268151,,,0,202.31889935328098,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3055
,DR76_RS15930,3268614,3269468,3269041,,,0,120.291796337332,Block495,CP009072,3255295,3269472,1,1,ATCC,DR76_3056
,DR76_RS15935,3269519,3270403,3269961,,,1,210.99592564897802,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3057
,DR76_RS15940,3270487,3271482,3270984,,,1,3799.35864417969,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3058
,DR76_RS15945,3271824,3272237,3272030,,,0,408.71037355284597,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3059
,DR76_RS15950,3272279,3272551,3272415,,,0,229.32479546887,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3060
,DR76_RS15955,3272921,3273997,3273459,,,0,8.4600088170705,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3061
,DR76_RS15960,3274024,3275403,3274713,,,0,5.4751407894782185,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3062
,DR76_RS15965,3275420,3276463,3275941,,,0,3.2429415466259,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3063
,DR76_RS15970,3276484,3277320,3276902,,,0,4.039455394029581,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3064
,DR76_RS15975,3277325,3278272,3277798,,,0,4.72657904015657,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3065
,DR76_RS15980,3278282,3279262,3278772,,,0,10.020687323487099,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3066
,DR76_RS15985,3279399,3280157,3279778,,,0,19.900651852576,Block494,CP009072,3269515,3280253,1,1,ATCC,DR76_3067
,DR76_RS15990,3280275,3281633,3280954,,,0,8.60615184933306,Block493,CP009072,3280273,3289085,1,1,ATCC,DR76_3068
,DR76_RS15995,3281726,3282367,3282046,,,1,31.622613703139,Block493,CP009072,3280273,3289085,1,1,ATCC,DR76_3069
,DR76_RS16000,3282378,3283394,3282886,,,1,43.945745657863206,Block493,CP009072,3280273,3289085,1,1,ATCC,DR76_3070
,DR76_RS16005,3283561,3285417,3284489,,,1,214.746826503399,Block493,CP009072,3280273,3289085,1,1,ATCC,DR76_3071
,DR76_RS16010,3285360,3285524,3285442,,,1,0.0770410128859312,Block493,CP009072,3280273,3289085,1,1,ATCC,
,DR76_RS16015,3285578,3286129,3285853,,,0,187.852317936,Block493,CP009072,3280273,3289085,1,1,ATCC,DR76_3072
,DR76_RS16020,3286155,3286304,3286229,,,0,1.48463255895051,Block493,CP009072,3280273,3289085,1,1,ATCC,
,DR76_RS16025,3286246,3287289,3286767,,,0,398.439439243872,Block493,CP009072,3280273,3289085,1,1,ATCC,DR76_3073
,DR76_RS16055,3295504,3295776,3295640,,,0,16.0210790433995,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3080
,DR76_RS16060,3295742,3296149,3295945,,,1,14.3789558815019,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3079
,DR76_RS16065,3296236,3296856,3296546,,,0,23.80249642220589,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3081
,DR76_RS16070,3296865,3298172,3297518,,,1,52.680129361901706,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3082
,DR76_RS16075,3298239,3298892,3298565,,,1,9.51432110618046,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3083
,DR76_RS16080,3298892,3300427,3299659,,,1,22.2009365195357,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3084
,DR76_RS16085,3300400,3301566,3300983,,,1,28.21295088746,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3085
,DR76_RS16090,3301576,3302124,3301850,,,1,7.3036951655384685,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3086
,DR76_RS16095,3302124,3302831,3302477,,,1,7.71415718668105,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3087
,DR76_RS16100,3302845,3303522,3303183,,,1,10.578710823227803,Block492,CP009072,3293955,3315777,1,1,ATCC,DR76_3088
