block	taxa	start	end	rev_comp	inversion
Block243	U00096	915228	915254	0	0
Block24	NZ_CP009072	2803216	2809210	0	0
Block24	NZ_CP009273	118230	124221	0	0
Block24	NC_010473	95847	101838	0	0
Block24	U00096	121743	127734	0	0
Block254	NZ_CP009072	4434930	4434954	0	0
Block254	NZ_CP009273	979829	979853	0	0
Block254	NC_010473	1037524	1037548	0	0
Block254	U00096	984373	984397	0	0
Block255	NZ_CP009072	973515	973545	0	0
Block255	NZ_CP009273	979884	979914	0	0
Block255	NC_010473	1037579	1037609	0	0
Block255	U00096	984428	984458	0	0
Block25	NZ_CP009072	4464938	4464977	0	0
Block25	NZ_CP009273	124284	124323	0	0
Block25	NC_010473	101901	101940	0	0
Block25	U00096	127797	127836	0	0
Block266	NZ_CP009072	1210376	1210400	0	0
Block266	NZ_CP009273	1037451	1037475	0	0
Block266	NC_010473	1095146	1095170	0	0
Block266	U00096	1041995	1042019	0	0
Block267	NZ_CP009072	2520456	2520508	0	0
Block267	NZ_CP009273	1045336	1045388	0	0
Block267	NC_010473	1103031	1103083	0	0
Block267	U00096	1049880	1049932	0	0
Block26	NZ_CP009072	2809241	2810721	0	0
Block26	NZ_CP009273	124369	125849	0	0
Block26	NC_010473	101986	103466	0	0
Block26	U00096	127882	129362	0	0
Block272	NZ_CP009072	1490136	1490210	0	0
Block272	NZ_CP009273	1063831	1063907	0	0
Block272	NC_010473	1121526	1121602	0	0
Block272	U00096	1068375	1068451	0	0
Block27	NZ_CP009072	2810900	2811133	0	0
Block27	NZ_CP009273	125856	126090	0	0
Block27	NC_010473	103473	103707	0	0
Block27	U00096	129369	129603	0	0
Block28	NZ_CP009072	2811080	2811750	0	0
Block28	NZ_CP009273	126133	126803	0	0
Block28	NC_010473	103750	104420	0	0
Block28	U00096	129646	130316	0	0
Block29	NZ_CP009072	2811776	2820130	0	0
Block29	NZ_CP009273	126805	135160	0	0
Block29	NC_010473	104422	112777	0	0
Block29	U00096	130318	138673	0	0
Block31	NZ_CP009072	2820139	2829051	0	0
Block31	NZ_CP009273	135293	144205	0	0
Block31	NC_010473	112910	121822	0	0
Block31	U00096	138806	147718	0	0
Block32	NZ_CP009072	2829112	2829167	0	0
Block32	NZ_CP009273	144206	144261	0	0
Block32	NC_010473	121823	121878	0	0
Block32	U00096	147719	147774	0	0
Block33	NZ_CP009072	2829448	2829471	0	0
Block33	NZ_CP009273	144282	144305	0	0
Block33	NC_010473	121899	121922	0	0
Block33	U00096	147795	147818	0	0
Block341	NZ_CP009072	393700	393740	0	0
Block341	NZ_CP009273	1345458	1345498	0	0
Block341	NC_010473	1438621	1438661	0	0
Block341	U00096	1351201	1351241	0	0
Block343	NZ_CP009072	4789442	4789506	0	0
Block343	NZ_CP009273	1356766	1356830	0	0
Block343	NC_010473	1449929	1449993	0	0
Block343	U00096	1362509	1362573	0	0
Block344	NZ_CP009072	4789512	4789571	0	0
Block344	NZ_CP009273	1356835	1356894	0	0
Block344	NC_010473	1449998	1450057	0	0
Block344	U00096	1362578	1362637	0	0
Block34	NZ_CP009072	2829212	2829243	0	0
Block34	NZ_CP009273	144306	144337	0	0
Block34	NC_010473	121923	121954	0	0
Block34	U00096	147819	147850	0	0
Block356	NZ_CP009072	3480618	3480649	0	0
Block356	NZ_CP009273	1410240	1410271	0	0
Block356	NC_010473	1503403	1503434	0	0
Block356	U00096	1415983	1416014	0	0
Block359	NZ_CP009072	3482926	3482982	0	0
Block359	NZ_CP009273	1412762	1412821	0	0
Block359	NC_010473	1505925	1505984	0	0
Block359	U00096	1418505	1418564	0	0
Block35	NZ_CP009072	2829567	2832437	0	0
Block35	NZ_CP009273	144393	147268	0	0
Block35	NC_010473	122010	124885	0	0
Block35	U00096	147906	150781	0	0
Block360	NZ_CP009072	3483654	3483690	0	0
Block360	NZ_CP009273	1413453	1413489	0	0
Block360	NC_010473	1506616	1506652	0	0
Block360	U00096	1419196	1419232	0	0
Block366	NZ_CP009072	3516898	3517111	0	0
Block366	NZ_CP009273	1421643	1421856	0	0
Block366	NC_010473	1514806	1515019	0	0
Block366	U00096	1427386	1427599	0	0
Block367	NZ_CP009072	3517112	3517794	0	0
Block367	NZ_CP009273	1423057	1423739	0	0
Block367	NC_010473	1516220	1516902	0	0
Block367	U00096	1428800	1429482	0	0
Block369	NZ_CP009072	3517890	3518120	0	0
Block369	NZ_CP009273	1423835	1424065	0	0
Block369	NC_010473	1516998	1517228	0	0
Block369	U00096	1429578	1429808	0	0
Block36	NZ_CP009072	2832588	2835364	0	0
Block36	NZ_CP009273	147389	150164	0	0
Block36	NC_010473	125006	127781	0	0
Block36	U00096	150902	153677	0	0
Block371	NZ_CP009072	3518202	3518280	0	0
Block371	NZ_CP009273	1424147	1424225	0	0
Block371	NC_010473	1517310	1517388	0	0
Block371	U00096	1429890	1429968	0	0
Block373	NZ_CP009072	3518355	3518645	0	0
Block373	NZ_CP009273	1424300	1424590	0	0
Block373	NC_010473	1517463	1517753	0	0
Block373	U00096	1430043	1430333	0	0
Block375	NZ_CP009072	3518697	3520229	0	0
Block375	NZ_CP009273	1424642	1426174	0	0
Block375	NC_010473	1517805	1519337	0	0
Block375	U00096	1430385	1431917	0	0
Block377	NZ_CP009072	3520275	3520310	0	0
Block377	NZ_CP009273	1426220	1426255	0	0
Block377	NC_010473	1519383	1519418	0	0
Block377	U00096	1431963	1431998	0	0
Block379	NZ_CP009072	3520582	3520843	0	0
Block379	NZ_CP009273	1426491	1426752	0	0
Block379	NC_010473	1519654	1519915	0	0
Block379	U00096	1432234	1432495	0	0
Block37	NZ_CP009072	2835367	2837069	0	0
Block37	NZ_CP009273	150168	151870	0	0
Block37	NC_010473	127785	129487	0	0
Block37	U00096	153681	155383	0	0
Block383	NZ_CP009072	3521244	3522419	0	0
Block383	NZ_CP009273	1427153	1428328	0	0
Block383	NC_010473	1520316	1521491	0	0
Block383	U00096	1432896	1434071	0	0
Block385	NZ_CP009072	3522695	3523115	0	0
Block385	NZ_CP009273	1428604	1429024	0	0
Block385	NC_010473	1522966	1523386	0	0
Block385	U00096	1434347	1434767	0	0
Block38	NZ_CP009072	2837095	2837916	0	0
Block38	NZ_CP009273	151905	152726	0	0
Block38	NC_010473	129522	130343	0	0
Block38	U00096	155418	156239	0	0
Block398	NZ_CP009072	3170486	3170508	0	0
Block398	NZ_CP009273	1487899	1487921	0	0
Block398	NC_010473	1582261	1582283	0	0
Block398	U00096	1493642	1493664	0	0
Block39	NZ_CP009072	2837965	2838501	0	0
Block39	NZ_CP009273	152764	153300	0	0
Block39	NC_010473	130381	130917	0	0
Block39	U00096	156277	156813	0	0
Block3	NZ_CP009072	1527526	1527565	0	0
Block3	NZ_CP009273	5634	5673	0	0
Block3	NC_010473	5634	5673	0	0
Block3	U00096	5634	5673	0	0
Block409	NZ_CP009072	1510014	1510039	0	0
Block409	NZ_CP009273	1529147	1529172	0	0
Block409	NC_010473	1623509	1623534	0	0
Block409	U00096	1534890	1534915	0	0
Block40	NZ_CP009072	2838515	2838586	0	0
Block40	NZ_CP009273	153308	153379	0	0
Block40	NC_010473	130925	130996	0	0
Block40	U00096	156821	156892	0	0
Block415	NZ_CP009072	625906	625933	0	0
Block415	NZ_CP009273	1542782	1542809	0	0
Block415	NC_010473	1637144	1637171	0	0
Block415	U00096	1548525	1548552	0	0
Block41	NZ_CP009072	2838915	2846219	0	0
Block41	NZ_CP009273	153713	161018	0	0
Block41	NC_010473	131330	138635	0	0
Block41	U00096	157226	164531	0	0
Block42	NZ_CP009072	2846235	2850096	0	0
Block42	NZ_CP009273	161136	164997	0	0
Block42	NC_010473	138753	142614	0	0
Block42	U00096	164649	168510	0	0
Block43	NZ_CP009072	2850231	2855046	0	0
Block43	NZ_CP009273	165114	169932	0	0
Block43	NC_010473	142731	147549	0	0
Block43	U00096	168627	173445	0	0
Block444	NZ_CP009072	3952765	3952838	0	0
Block444	NZ_CP009273	1628906	1628979	0	0
Block444	NC_010473	1722298	1722371	0	0
Block444	U00096	1634649	1634722	0	0
Block446	NZ_CP009072	3952915	3953396	0	0
Block446	NZ_CP009273	1629056	1629525	0	0
Block446	NC_010473	1722448	1722917	0	0
Block446	U00096	1634799	1635268	0	0
Block448	NZ_CP009072	3953462	3953497	0	0
Block448	NZ_CP009273	1629591	1629626	0	0
Block448	NC_010473	1722983	1723018	0	0
Block448	U00096	1635334	1635369	0	0
Block449	NZ_CP009072	3976443	3976518	0	0
Block449	NZ_CP009273	1630768	1630843	0	0
Block449	NC_010473	1724160	1724235	0	0
Block449	U00096	1636511	1636586	0	0
Block44	NZ_CP009072	5072516	5072538	0	0
Block44	NZ_CP009273	170007	170029	0	0
Block44	NC_010473	147624	147646	0	0
Block44	U00096	173520	173542	0	0
Block455	NZ_CP009072	3986197	3986235	0	0
Block455	NZ_CP009273	1638207	1638245	0	0
Block455	NC_010473	1731599	1731637	0	0
Block455	U00096	1643950	1643988	0	0
Block457	NZ_CP009072	3986991	3987166	0	0
Block457	NZ_CP009273	1639369	1639544	0	0
Block457	NC_010473	1732761	1732936	0	0
Block457	U00096	1645112	1645287	0	0
Block45	NZ_CP009072	5072539	5072583	0	0
Block45	NZ_CP009273	170034	170078	0	0
Block45	NC_010473	147651	147695	0	0
Block45	U00096	173547	173591	0	0
Block460	NZ_CP009072	3995012	3995045	0	0
Block460	NZ_CP009273	1642842	1642875	0	0
Block460	NC_010473	1736234	1736267	0	0
Block460	U00096	1648585	1648618	0	0
Block461	NZ_CP009072	3995707	3995883	0	0
Block461	NZ_CP009273	1643387	1643563	0	0
Block461	NC_010473	1736779	1736955	0	0
Block461	U00096	1649130	1649306	0	0
Block462	NZ_CP009072	3995886	3996004	0	0
Block462	NZ_CP009273	1643565	1643683	0	0
Block462	NC_010473	1736957	1737075	0	0
Block462	U00096	1649308	1649426	0	0
Block46	NZ_CP009072	2855078	2865099	0	0
Block46	NZ_CP009273	170087	180108	0	0
Block46	NC_010473	147704	157725	0	0
Block46	U00096	173600	183621	0	0
Block47	NZ_CP009072	2865149	2865686	0	0
Block47	NZ_CP009273	180194	180731	0	0
Block47	NC_010473	157811	158348	0	0
Block47	U00096	183707	184244	0	0
Block48	NZ_CP009072	2865813	2871330	0	0
Block48	NZ_CP009273	181574	187091	0	0
Block48	NC_010473	159191	164708	0	0
Block48	U00096	185087	190604	0	0
Block490	NZ_CP009072	1006273	1006302	0	0
Block490	NZ_CP009273	1810423	1810452	0	0
Block490	NC_010473	1904761	1904790	0	0
Block490	U00096	1816166	1816195	0	0
Block49	NZ_CP009072	2871341	2873232	0	0
Block49	NZ_CP009273	187225	189116	0	0
Block49	NC_010473	164842	166733	0	0
Block49	U00096	190738	192629	0	0
Block4	NZ_CP009072	2680157	2684369	0	0
Block4	NZ_CP009273	5692	9904	0	0
Block4	NC_010473	5692	9904	0	0
Block4	U00096	5692	9904	0	0
Block50	NZ_CP009072	2873236	2896460	0	0
Block50	NZ_CP009273	189262	212487	0	0
Block50	NC_010473	166879	190104	0	0
Block50	U00096	192775	216000	0	0
Block51	NZ_CP009072	3140806	3140846	0	0
Block51	NZ_CP009273	212536	212576	0	0
Block51	NC_010473	190153	190193	0	0
Block51	U00096	216049	216089	0	0
Block52	NZ_CP009072	2898019	2898869	0	0
Block52	NZ_CP009273	212661	213511	0	0
Block52	NC_010473	190278	191128	0	0
Block52	U00096	216174	217024	0	0
Block531	NZ_CP009072	3030160	3034304	0	0
Block531	NZ_CP009273	2051589	2055733	0	0
Block531	NC_010473	2147140	2151284	0	0
Block531	U00096	2058108	2062252	0	0
Block535	NZ_CP009072	2532520	2532699	0	0
Block535	NZ_CP009273	2064139	2064318	0	0
Block535	NC_010473	2159690	2159869	0	0
Block535	U00096	2070658	2070837	0	0
Block537	NZ_CP009072	2532787	2533000	0	0
Block537	NZ_CP009273	2064406	2064619	0	0
Block537	NC_010473	2159957	2160170	0	0
Block537	U00096	2070925	2071138	0	0
Block538	NZ_CP009072	5018371	5018396	0	0
Block538	NZ_CP009273	2064638	2064663	0	0
Block538	NC_010473	2160189	2160214	0	0
Block538	U00096	2071157	2071182	0	0
Block53	NZ_CP009072	2898877	2905460	0	0
Block53	NZ_CP009273	213520	220104	0	0
Block53	NC_010473	191137	197721	0	0
Block53	U00096	217033	223617	0	0
Block542	NZ_CP009072	2533398	2533428	0	0
Block542	NZ_CP009273	2064971	2065001	0	0
Block542	NC_010473	2160522	2160552	0	0
Block542	U00096	2071490	2071520	0	0
Block543	NZ_CP009072	2533431	2533460	0	0
Block543	NZ_CP009273	2065006	2065035	0	0
Block543	NC_010473	2160557	2160586	0	0
Block543	U00096	2071525	2071554	0	0
Block545	NZ_CP009072	2533649	2534396	0	0
Block545	NZ_CP009273	2065224	2065971	0	0
Block545	NC_010473	2160775	2161522	0	0
Block545	U00096	2071743	2072490	0	0
Block54	NZ_CP009072	2181365	2181768	0	0
Block54	NZ_CP009273	220105	220505	0	0
Block54	NC_010473	197722	198122	0	0
Block54	U00096	223618	224018	0	0
Block551	NZ_CP009072	2535394	2535491	0	0
Block551	NZ_CP009273	2067242	2067339	0	0
Block551	NC_010473	2162793	2162890	0	0
Block551	U00096	2073761	2073858	0	0
Block553	NZ_CP009072	2535518	2535543	0	0
Block553	NZ_CP009273	2067366	2067391	0	0
Block553	NC_010473	2162917	2162942	0	0
Block553	U00096	2073885	2073910	0	0
Block555	NZ_CP009072	2535654	2536082	0	0
Block555	NZ_CP009273	2067502	2067930	0	0
Block555	NC_010473	2163053	2163481	0	0
Block555	U00096	2074021	2074449	0	0
Block558	NZ_CP009072	4093761	4093844	0	0
Block558	NZ_CP009273	2069026	2069110	0	0
Block558	NC_010473	2164577	2164661	0	0
Block558	U00096	2075545	2075629	0	0
Block55	NZ_CP009072	2905862	2906023	0	0
Block55	NZ_CP009273	220506	220667	0	0
Block55	NC_010473	198123	198284	0	0
Block55	U00096	224019	224180	0	0
Block560	NZ_CP009072	2538347	2538447	0	0
Block560	NZ_CP009273	2069782	2069882	0	0
Block560	NC_010473	2165333	2165433	0	0
Block560	U00096	2076301	2076401	0	0
Block561	NZ_CP009072	5025994	5026052	0	0
Block561	NZ_CP009273	2069884	2069942	0	0
Block561	NC_010473	2165435	2165493	0	0
Block561	U00096	2076403	2076461	0	0
Block562	NZ_CP009072	2538508	2538612	0	0
Block562	NZ_CP009273	2069943	2070047	0	0
Block562	NC_010473	2165494	2165598	0	0
Block562	U00096	2076462	2076566	0	0
Block564	NZ_CP009072	5026185	5026347	0	0
Block564	NZ_CP009273	2070075	2070237	0	0
Block564	NC_010473	2165626	2165788	0	0
Block564	U00096	2076594	2076756	0	0
Block565	NZ_CP009072	5026362	5026597	0	0
Block565	NZ_CP009273	2070246	2070481	0	0
Block565	NC_010473	2165797	2166032	0	0
Block565	U00096	2076765	2077000	0	0
Block566	NZ_CP009072	2539047	2539083	0	0
Block566	NZ_CP009273	2070482	2070518	0	0
Block566	NC_010473	2166033	2166069	0	0
Block566	U00096	2077001	2077037	0	0
Block567	NZ_CP009072	5026635	5026666	0	0
Block567	NZ_CP009273	2070519	2070550	0	0
Block567	NC_010473	2166070	2166101	0	0
Block567	U00096	2077038	2077069	0	0
Block568	NZ_CP009072	2539235	2539259	0	0
Block568	NZ_CP009273	2070581	2070605	0	0
Block568	NC_010473	2166132	2166156	0	0
Block568	U00096	2077100	2077124	0	0
Block569	NZ_CP009072	5026722	5026772	0	0
Block569	NZ_CP009273	2070606	2070656	0	0
Block569	NC_010473	2166157	2166207	0	0
Block569	U00096	2077125	2077175	0	0
Block56	NZ_CP009072	2181931	2182478	0	0
Block56	NZ_CP009273	220668	221215	0	0
Block56	NC_010473	198285	198832	0	0
Block56	U00096	224181	224728	0	0
Block571	NZ_CP009072	5026860	5026908	0	0
Block571	NZ_CP009273	2070744	2070792	0	0
Block571	NC_010473	2166295	2166343	0	0
Block571	U00096	2077263	2077311	0	0
Block572	NZ_CP009072	2539486	2539514	0	0
Block572	NZ_CP009273	2070832	2070860	0	0
Block572	NC_010473	2166383	2166411	0	0
Block572	U00096	2077351	2077379	0	0
Block574	NZ_CP009072	5027179	5027265	0	0
Block574	NZ_CP009273	2071063	2071149	0	0
Block574	NC_010473	2166614	2166700	0	0
Block574	U00096	2077582	2077668	0	0
Block576	NZ_CP009072	5027291	5030864	0	0
Block576	NZ_CP009273	2071175	2074748	0	0
Block576	NC_010473	2166726	2170299	0	0
Block576	U00096	2077694	2081267	0	0
Block577	NZ_CP009072	5032769	5035662	0	0
Block577	NZ_CP009273	2074763	2077656	0	0
Block577	NC_010473	2170314	2173207	0	0
Block577	U00096	2081282	2084175	0	0
Block578	NZ_CP009072	5035747	5047266	0	0
Block578	NZ_CP009273	2079188	2090707	0	0
Block578	NC_010473	2174739	2186258	0	0
Block578	U00096	2085707	2097226	0	0
Block579	NZ_CP009072	5047394	5048560	0	0
Block579	NZ_CP009273	2090747	2091914	0	0
Block579	NC_010473	2186298	2187465	0	0
Block579	U00096	2097266	2098433	0	0
Block57	NZ_CP009072	2906025	2908769	0	0
Block57	NZ_CP009273	220669	223414	0	0
Block57	NC_010473	198286	201031	0	0
Block57	U00096	224182	226927	0	0
Block580	NZ_CP009072	5048561	5049966	0	0
Block580	NZ_CP009273	2091918	2093323	0	0
Block580	NC_010473	2187469	2188874	0	0
Block580	U00096	2098437	2099842	0	0
Block581	NZ_CP009072	5049970	5051422	0	0
Block581	NZ_CP009273	2093326	2094778	0	0
Block581	NC_010473	2188877	2190329	0	0
Block581	U00096	2099845	2101297	0	0
Block582	NZ_CP009072	759966	759989	0	0
Block582	NZ_CP009273	2104209	2104232	0	0
Block582	NC_010473	2199760	2199783	0	0
Block582	U00096	2110728	2110751	0	0
Block583	NZ_CP009072	5062371	5067673	0	0
Block583	NZ_CP009273	2106616	2111918	0	0
Block583	NC_010473	2202167	2207469	0	0
Block583	U00096	2113135	2118437	0	0
Block584	NZ_CP009072	5067796	5067848	0	0
Block584	NZ_CP009273	2111945	2111997	0	0
Block584	NC_010473	2207496	2207548	0	0
Block584	U00096	2118464	2118516	0	0
Block585	NZ_CP009072	5067753	5067887	0	0
Block585	NZ_CP009273	2111998	2112132	0	0
Block585	NC_010473	2207549	2207683	0	0
Block585	U00096	2118517	2118651	0	0
Block586	NZ_CP009072	5068081	5071100	0	0
Block586	NZ_CP009273	2112133	2115151	0	0
Block586	NC_010473	2207684	2210702	0	0
Block586	U00096	2118652	2121670	0	0
Block587	NZ_CP009072	5051618	5051950	0	0
Block587	NZ_CP009273	2115152	2115484	0	0
Block587	NC_010473	2210703	2211035	0	0
Block587	U00096	2121671	2122003	0	0
Block588	NZ_CP009072	5071435	5071499	0	0
Block588	NZ_CP009273	2115486	2115550	0	0
Block588	NC_010473	2211037	2211101	0	0
Block588	U00096	2122005	2122069	0	0
Block589	NZ_CP009072	5052024	5052196	0	0
Block589	NZ_CP009273	2115558	2115730	0	0
Block589	NC_010473	2211109	2211281	0	0
Block589	U00096	2122077	2122249	0	0
Block58	NZ_CP009072	2908777	2909467	0	0
Block58	NZ_CP009273	223423	224113	0	0
Block58	NC_010473	201040	201730	0	0
Block58	U00096	226936	227626	0	0
Block590	NZ_CP009072	5071680	5071706	0	0
Block590	NZ_CP009273	2115731	2115757	0	0
Block590	NC_010473	2211282	2211308	0	0
Block590	U00096	2122250	2122276	0	0
Block591	NZ_CP009072	5052224	5052331	0	0
Block591	NZ_CP009273	2115758	2115865	0	0
Block591	NC_010473	2211309	2211416	0	0
Block591	U00096	2122277	2122384	0	0
Block592	NZ_CP009072	5071816	5072144	0	0
Block592	NZ_CP009273	2115867	2116195	0	0
Block592	NC_010473	2211418	2211746	0	0
Block592	U00096	2122386	2122714	0	0
Block593	NZ_CP009072	5052662	5052688	0	0
Block593	NZ_CP009273	2116196	2116222	0	0
Block593	NC_010473	2211747	2211773	0	0
Block593	U00096	2122715	2122741	0	0
Block594	NZ_CP009072	5072173	5072511	0	0
Block594	NZ_CP009273	2116224	2116562	0	0
Block594	NC_010473	2211775	2212113	0	0
Block594	U00096	2122743	2123081	0	0
Block595	NZ_CP009072	5072600	5078400	0	0
Block595	NZ_CP009273	2116563	2122362	0	0
Block595	NC_010473	2212114	2217913	0	0
Block595	U00096	2123082	2128881	0	0
Block596	NZ_CP009072	5078408	5089006	0	0
Block596	NZ_CP009273	2122371	2132968	0	0
Block596	NC_010473	2217922	2228519	0	0
Block596	U00096	2128890	2139487	0	0
Block597	NZ_CP009072	5089014	5100247	0	0
Block597	NZ_CP009273	2133182	2144414	0	0
Block597	NC_010473	2228733	2239965	0	0
Block597	U00096	2139701	2150933	0	0
Block598	NZ_CP009072	5100305	5102295	0	0
Block598	NZ_CP009273	2145207	2147204	0	0
Block598	NC_010473	2240758	2242755	0	0
Block598	U00096	2151726	2153723	0	0
Block599	NZ_CP009072	5101968	5101997	0	0
Block599	NZ_CP009273	2147205	2147234	0	0
Block599	NC_010473	2242756	2242785	0	0
Block599	U00096	2153724	2153753	0	0
Block59	NZ_CP009072	2909473	2910609	0	0
Block59	NZ_CP009273	224117	225253	0	0
Block59	NC_010473	201734	202870	0	0
Block59	U00096	227630	228766	0	0
Block5	NZ_CP009072	2684563	2686432	0	0
Block5	NZ_CP009273	9928	11797	0	0
Block5	NC_010473	9928	11797	0	0
Block5	U00096	9928	11797	0	0
Block600	NZ_CP009072	5102326	5113568	0	0
Block600	NZ_CP009273	2147235	2158477	0	0
Block600	NC_010473	2242786	2254028	0	0
Block600	U00096	2153754	2164996	0	0
Block601	NZ_CP009072	5113594	5114115	0	0
Block601	NZ_CP009273	2158514	2159035	0	0
Block601	NC_010473	2254065	2254586	0	0
Block601	U00096	2165033	2165554	0	0
Block602	NZ_CP009072	5119318	5120942	0	0
Block602	NZ_CP009273	2159057	2160681	0	0
Block602	NC_010473	2254608	2256232	0	0
Block602	U00096	2165576	2167200	0	0
Block603	NZ_CP009072	5120965	5121093	0	0
Block603	NZ_CP009273	2161334	2161462	0	0
Block603	NC_010473	2256885	2257013	0	0
Block603	U00096	2167853	2167981	0	0
Block604	NZ_CP009072	5121265	5121761	0	0
Block604	NZ_CP009273	2161464	2161959	0	0
Block604	NC_010473	2257015	2257510	0	0
Block604	U00096	2167983	2168478	0	0
Block605	NZ_CP009072	5121772	5121893	0	0
Block605	NZ_CP009273	2161961	2162082	0	0
Block605	NC_010473	2257512	2257633	0	0
Block605	U00096	2168480	2168601	0	0
Block606	NZ_CP009072	5121901	5123460	0	0
Block606	NZ_CP009273	2162091	2163650	0	0
Block606	NC_010473	2257642	2259201	0	0
Block606	U00096	2168610	2170169	0	0
Block607	NZ_CP009072	5123461	5125391	0	0
Block607	NZ_CP009273	2164912	2166842	0	0
Block607	NC_010473	2260463	2262393	0	0
Block607	U00096	2171431	2173361	0	0
Block608	NZ_CP009072	5125392	5129404	0	0
Block608	NZ_CP009273	2166843	2170858	0	0
Block608	NC_010473	2262394	2266409	0	0
Block608	U00096	2173364	2177379	0	0
Block60	NZ_CP009072	2910616	2913807	0	0
Block60	NZ_CP009273	225261	228452	0	0
Block60	NC_010473	202878	206069	0	0
Block60	U00096	228774	231965	0	0
Block610	NZ_CP009072	5129412	5130766	0	0
Block610	NZ_CP009273	2170944	2172298	0	0
Block610	NC_010473	2266495	2267849	0	0
Block610	U00096	2177465	2178819	0	0
Block611	NZ_CP009072	0	19237	0	0
Block611	NZ_CP009273	2172299	2191534	0	0
Block611	NC_010473	2267850	2287085	0	0
Block611	U00096	2178820	2198055	0	0
Block612	NZ_CP009072	19639	25321	0	0
Block612	NZ_CP009273	2191942	2197625	0	0
Block612	NC_010473	2287493	2293176	0	0
Block612	U00096	2198463	2204146	0	0
Block613	NZ_CP009072	25328	25469	0	0
Block613	NZ_CP009273	2197633	2197774	0	0
Block613	NC_010473	2293184	2293325	0	0
Block613	U00096	2204154	2204295	0	0
Block614	NZ_CP009072	25805	30879	0	0
Block614	NZ_CP009273	2197785	2202859	0	0
Block614	NC_010473	2293336	2298410	0	0
Block614	U00096	2204306	2209380	0	0
Block615	NZ_CP009072	30896	41163	0	0
Block615	NZ_CP009273	2202873	2213139	0	0
Block615	NC_010473	2298424	2308690	0	0
Block615	U00096	2209394	2219660	0	0
Block616	NZ_CP009072	41179	45411	0	0
Block616	NZ_CP009273	2213176	2217408	0	0
Block616	NC_010473	2308727	2312959	0	0
Block616	U00096	2219697	2223929	0	0
Block617	NZ_CP009072	45420	47942	0	0
Block617	NZ_CP009273	2217416	2219938	0	0
Block617	NC_010473	2312967	2315489	0	0
Block617	U00096	2223937	2226459	0	0
Block618	NZ_CP009072	47950	50540	0	0
Block618	NZ_CP009273	2219956	2222545	0	0
Block618	NC_010473	2315507	2318096	0	0
Block618	U00096	2226477	2229066	0	0
Block619	NZ_CP009072	50938	58116	0	0
Block619	NZ_CP009273	2222926	2230104	0	0
Block619	NC_010473	2318477	2325655	0	0
Block619	U00096	2229447	2236625	0	0
Block61	NZ_CP009072	2914043	2919076	0	0
Block61	NZ_CP009273	228467	233499	0	0
Block61	NC_010473	206084	211116	0	0
Block61	U00096	231980	237012	0	0
Block621	NZ_CP009072	58182	59897	0	0
Block621	NZ_CP009273	2230170	2231885	0	0
Block621	NC_010473	2325721	2327436	0	0
Block621	U00096	2236691	2238406	0	0
Block622	NZ_CP009072	59925	68356	0	0
Block622	NZ_CP009273	2231913	2240345	0	0
Block622	NC_010473	2327445	2335877	0	0
Block622	U00096	2238434	2246866	0	0
Block623	NZ_CP009072	68358	73185	0	0
Block623	NZ_CP009273	2240348	2245175	0	0
Block623	NC_010473	2335880	2340707	0	0
Block623	U00096	2246869	2251696	0	0
Block624	NZ_CP009072	73188	74300	0	0
Block624	NZ_CP009273	2245177	2246289	0	0
Block624	NC_010473	2340709	2341821	0	0
Block624	U00096	2251698	2252810	0	0
Block625	NZ_CP009072	76379	76482	0	0
Block625	NZ_CP009273	2246371	2246474	0	0
Block625	NC_010473	2341903	2342006	0	0
Block625	U00096	2252892	2252995	0	0
Block626	NZ_CP009072	76853	77129	0	0
Block626	NZ_CP009273	2246845	2247121	0	0
Block626	NC_010473	2342377	2342653	0	0
Block626	U00096	2253366	2253642	0	0
Block627	NZ_CP009072	74379	98581	0	0
Block627	NZ_CP009273	2247557	2271731	0	0
Block627	NC_010473	2343089	2367262	0	0
Block627	U00096	2254078	2278252	0	0
Block628	NZ_CP009072	98590	106619	0	0
Block628	NZ_CP009273	2271739	2279767	0	0
Block628	NC_010473	2367270	2375298	0	0
Block628	U00096	2278260	2286288	0	0
Block629	NZ_CP009072	118130	118219	0	0
Block629	NZ_CP009273	2279793	2279882	0	0
Block629	NC_010473	2375324	2375413	0	0
Block629	U00096	2286314	2286403	0	0
Block630	NZ_CP009072	118239	118365	0	0
Block630	NZ_CP009273	2280535	2280661	0	0
Block630	NC_010473	2376066	2376192	0	0
Block630	U00096	2287056	2287182	0	0
Block631	NZ_CP009072	118369	118672	0	0
Block631	NZ_CP009273	2280679	2280983	0	0
Block631	NC_010473	2376210	2376514	0	0
Block631	U00096	2287200	2287504	0	0
Block632	NZ_CP009072	118673	119071	0	0
Block632	NZ_CP009273	2281989	2282387	0	0
Block632	NC_010473	2377520	2377918	0	0
Block632	U00096	2288510	2288908	0	0
Block633	NZ_CP009072	119077	120124	0	0
Block633	NZ_CP009273	2283592	2284639	0	0
Block633	NC_010473	2379123	2380170	0	0
Block633	U00096	2290113	2291160	0	0
Block635	NZ_CP009072	4842928	4842969	0	0
Block635	NZ_CP009273	2284743	2284784	0	0
Block635	NC_010473	2380274	2380315	0	0
Block635	U00096	2291264	2291305	0	0
Block636	NZ_CP009072	120125	133185	0	0
Block636	NZ_CP009273	2284816	2297876	0	0
Block636	NC_010473	2380347	2393407	0	0
Block636	U00096	2291337	2304397	0	0
