Control_rep1,Control_rep2,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE40313_1,GSE40313_2,GSE54199_DNA,GSE54199_RNA,GSE60522_1,GSE60522_2,GSE60522_3,Locus_tag,Single_block,block,block_by_end,block_by_start,block_order,diff,end,gbk_end,gbk_gene_id,gbk_locus_tag,gbk_midpoint,gbk_old_locus_tag,gbk_start,gbk_strand,gene_id,inversion,overlaps,raw_exp,replicates,rev_comp,start,strain,taxa
,,,,,,,,,,,,,b1716,True,Block485,Block485,Block485,,,1797536,1794006,,BW25113_RS08980,1793828,,1793650,1,rplT,1.0,,223.0,GSE73673_6,0,1769756,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1717,True,Block485,Block485,Block485,,,1797536,1794256,,BW25113_RS08985,1794157,,1794059,1,rpmI,1.0,,105.0,GSE73673_6,0,1769756,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1718,True,Block485,Block485,Block485,,,1797536,1794895,,BW25113_RS08990,1794624,,1794353,1,infC,1.0,,277.0,GSE73673_6,0,1769756,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1719,True,Block485,Block485,Block485,,,1797536,1796827,,BW25113_RS08995,1795863,,1794899,1,thrS,1.0,,4216.0,GSE73673_6,0,1769756,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1722,True,Block487,Block487,Block487,,,1804314,1800340,,BW25113_RS09010,1799961,,1799582,1,ydiY,1.0,,7.0,GSE73673_6,0,1799100,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1723,True,Block487,Block487,Block487,,,1804314,1801556,,BW25113_RS09015,1801091,,1800627,0,pfkB,1.0,,5.0,GSE73673_6,0,1799100,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1724,True,Block487,Block487,Block487,,,1804314,1801947,,BW25113_RS09020,1801802,,1801657,0,ydiZ,1.0,,4.0,GSE73673_6,0,1799100,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1725,True,Block487,Block487,Block487,,,1804314,1802913,,BW25113_RS09025,1802483,,1802053,0,yniA,1.0,,30.0,GSE73673_6,0,1799100,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1726,True,Block487,Block487,Block487,,,1804314,1803490,,BW25113_RS09030,1803222,,1802954,1,yniB,1.0,,43.0,GSE73673_6,0,1799100,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1727,True,Block487,Block487,Block487,,,1804314,1804305,,BW25113_RS09035,1803971,,1803637,0,yniC,1.0,,159.0,GSE73673_6,0,1799100,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1728,True,Block488,Block488,Block488,,,1806576,1805058,,BW25113_RS09040,1804763,,1804468,0,ydjM,1.0,,55.0,GSE73673_6,0,1804326,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1734,True,Block491,Block491,Block491,,,1816108,1812757,,BW25113_RS09070,1812081,,1811405,1,chbF,1.0,,141.0,GSE73673_6,0,1810979,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1735,True,Block491,Block491,Block491,,,1816108,1813704,,BW25113_RS09075,1813283,,1812862,1,chbR,1.0,,8.0,GSE73673_6,0,1810979,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1736,True,Block491,Block491,Block491,,,1816108,1814062,,BW25113_RS09080,1813887,,1813712,1,chbA,1.0,,1.0,GSE73673_6,0,1810979,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1737,True,Block491,Block491,Block491,,,1816108,1815471,,BW25113_RS09085,1814792,,1814113,1,chbC,1.0,,11.0,GSE73673_6,0,1810979,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1738,True,Block491,Block491,Block491,,,1816108,1815876,,BW25113_RS09090,1815716,,1815556,1,chbB,1.0,,2.0,GSE73673_6,0,1810979,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1739,True,Block492,Block492,Block492,,,1837939,1816513,,BW25113_RS09095,1816344,,1816175,1,osmE,1.0,,1.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1740,True,Block492,Block492,Block492,,,1837939,1817542,,BW25113_RS09100,1817128,,1816715,0,nadE,1.0,,12.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1741,True,Block492,Block492,Block492,,,1837939,1818659,,BW25113_RS09110,1818215,,1817772,0,cho,1.0,,325.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1742,True,Block492,Block492,Block492,,,1837939,1819194,,BW25113_RS09115,1818906,,1818619,1,ves,1.0,,109.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1743,True,Block492,Block492,Block492,,,1837939,1819882,,BW25113_RS09120,1819639,,1819397,1,spy,1.0,,101.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1744,True,Block492,Block492,Block492,,,1837939,1821180,,BW25113_RS09125,1820696,,1820212,1,astE,1.0,,13.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1745,True,Block492,Block492,Block492,,,1837939,1822516,,BW25113_RS09130,1821844,,1821173,1,astB,1.0,,28.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1746,True,Block492,Block492,Block492,,,1837939,1823991,,BW25113_RS09135,1823252,,1822513,1,astD,1.0,,4.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1747,True,Block492,Block492,Block492,,,1837939,1825022,,BW25113_RS09140,1824505,,1823988,1,astA,1.0,,0.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1748,True,Block492,Block492,Block492,,,1837939,1826239,,BW25113_RS09145,1825629,,1825019,1,astC,1.0,,2.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1749,True,Block492,Block492,Block492,,,1837939,1827491,,BW25113_RS09150,1827088,,1826685,0,xthA,1.0,,2.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1750,True,Block492,Block492,Block492,,,1837939,1828368,,BW25113_RS09155,1828013,,1827658,0,ydjX,1.0,,0.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1751,True,Block492,Block492,Block492,,,1837939,1829050,,BW25113_RS09160,1828711,,1828373,0,ydjY,1.0,,14.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1752,True,Block492,Block492,Block492,,,1837939,1829772,,BW25113_RS09165,1829418,,1829065,0,ydjZ,1.0,,17.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1753,True,Block492,Block492,Block492,,,1837939,1830320,,BW25113_RS09170,1830046,,1829772,0,ynjA,1.0,,6.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1754,True,Block492,Block492,Block492,,,1837939,1831496,,BW25113_RS09175,1830913,,1830330,0,ynjB,1.0,,17.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1755,True,Block492,Block492,Block492,,,1837939,1833004,,BW25113_RS09180,1832236,,1831469,0,ynjC,1.0,,20.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1756,True,Block492,Block492,Block492,,,1837939,1833657,,BW25113_RS09185,1833330,,1833004,0,ynjD,1.0,,7.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1757,True,Block492,Block492,Block492,,,1837939,1835031,,BW25113_RS09190,1834377,,1833724,0,ynjE,1.0,,2.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1758,True,Block492,Block492,Block492,,,1837939,1835660,,BW25113_RS09195,1835350,,1835040,1,ynjF,1.0,,6.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1759,True,Block492,Block492,Block492,,,1837939,1836154,,BW25113_RS09200,1835950,,1835747,0,nudG,1.0,,12.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1760,True,Block492,Block492,Block492,,,1837939,1836392,,BW25113_RS09205,1836256,,1836120,1,ynjH,1.0,,3.0,GSE73673_6,0,1816116,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1764,True,Block493,Block493,Block493,,,1848236,1842265,,BW25113_RS09225,1841743,,1841222,1,selD,1.0,,26.0,GSE73673_6,0,1839424,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1765,True,Block493,Block493,Block493,,,1848236,1842933,,BW25113_RS09235,1842657,,1842382,1,ydjA,1.0,,21.0,GSE73673_6,0,1839424,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1766,True,Block493,Block493,Block493,,,1848236,1844950,,BW25113_RS09245,1844022,,1843094,0,sppA,1.0,,190.0,GSE73673_6,0,1839424,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1767,True,Block493,Block493,Block493,,,1848236,1846133,,BW25113_RS09250,1845625,,1845117,0,ansA,1.0,,33.0,GSE73673_6,0,1839424,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1768,True,Block493,Block493,Block493,,,1848236,1846785,,BW25113_RS09255,1846464,,1846144,0,pncA,1.0,,10.0,GSE73673_6,0,1839424,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1770,True,Block494,Block494,Block494,,,1858993,1849111,,BW25113_RS09265,1848732,,1848353,1,ydjF,1.0,,27.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1771,True,Block494,Block494,Block494,,,1858993,1850228,,BW25113_RS09270,1849738,,1849248,1,ydjG,1.0,,2.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1772,True,Block494,Block494,Block494,,,1858993,1851185,,BW25113_RS09275,1850711,,1850238,1,ydjH,1.0,,13.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1773,True,Block494,Block494,Block494,,,1858993,1852026,,BW25113_RS09280,1851608,,1851190,1,ydjI,1.0,,6.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1774,True,Block494,Block494,Block494,,,1858993,1853090,,BW25113_RS09285,1852568,,1852047,1,ydjJ,1.0,,8.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1775,True,Block494,Block494,Block494,,,1858993,1854486,,BW25113_RS09290,1853796,,1853107,1,ydjK,1.0,,4.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1776,True,Block494,Block494,Block494,,,1858993,1855589,,BW25113_RS09295,1855051,,1854513,1,ydjL,1.0,,4.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1777,True,Block494,Block494,Block494,,,1858993,1856231,,BW25113_RS09300,1856095,,1855959,1,yeaC,1.0,,1.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1778,True,Block494,Block494,Block494,,,1858993,1856686,,BW25113_RS09305,1856479,,1856273,1,msrB,1.0,,1.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1779,True,Block494,Block494,Block494,,,1858993,1858023,,BW25113_RS09310,1857525,,1857028,0,gapA,1.0,,5.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1780,True,Block494,Block494,Block494,,,1858993,1858991,,BW25113_RS09315,1858549,,1858107,0,yeaD,1.0,,144.0,GSE73673_6,0,1848255,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1781,True,Block495,Block495,Block495,,,1873210,1859893,,BW25113_RS09320,1859466,,1859039,1,yeaE,1.0,,3491.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1782,True,Block495,Block495,Block495,,,1873210,1860729,,BW25113_RS09325,1860356,,1859983,1,mipA,1.0,,117.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1783,True,Block495,Block495,Block495,,,1873210,1863099,,BW25113_RS09330,1862132,,1861165,0,yeaG,1.0,,129.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1784,True,Block495,Block495,Block495,,,1873210,1864495,,BW25113_RS09335,1863853,,1863212,0,yeaH,1.0,,472.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1785,True,Block495,Block495,Block495,,,1873210,1866117,,BW25113_RS09340,1865379,,1864642,0,yeaI,1.0,,404.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1786,True,Block495,Block495,Block495,,,1873210,1867788,,BW25113_RS09345,1867043,,1866298,0,yeaJ,1.0,,27.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1787,True,Block495,Block495,Block495,,,1873210,1868334,,BW25113_RS09350,1868082,,1867831,0,yeaK,1.0,,3.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1788,True,Block495,Block495,Block495,,,1873210,1868487,,BW25113_RS09355,1868411,,1868335,1,yoaI,1.0,,0.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1789,True,Block495,Block495,Block495,,,1873210,1869055,,BW25113_RS09360,1868832,,1868609,0,yeaL,1.0,,2.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1790,True,Block495,Block495,Block495,,,1873210,1869833,,BW25113_RS09365,1869422,,1869012,1,yeaM,1.0,,15.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1791,True,Block495,Block495,Block495,,,1873210,1871111,,BW25113_RS09370,1870520,,1869930,0,yeaN,1.0,,60.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1792,True,Block495,Block495,Block495,,,1873210,1871513,,BW25113_RS09375,1871339,,1871166,0,yeaO,1.0,,5.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1793,True,Block495,Block495,Block495,,,1873210,1871789,,BW25113_RS09380,1871662,,1871535,1,yoaF,1.0,,1.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1794,True,Block495,Block495,Block495,,,1873210,1872997,,BW25113_RS09385,1872484,,1871972,0,yeaP,1.0,,6.0,GSE73673_6,0,1859033,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1795,True,Block496,Block496,Block496,,,1875291,1873512,,BW25113_RS09395,1873388,,1873264,1,yeaQ,1.0,,37.0,GSE73673_6,0,1873215,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1796,True,Block496,Block496,Block496,,,1875291,1873842,,BW25113_RS09400,1873751,,1873660,1,yoaG,1.0,,0.0,GSE73673_6,0,1873215,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1797,True,Block496,Block496,Block496,,,1875291,1874205,,BW25113_RS09405,1874025,,1873846,1,yeaR,1.0,,17.0,GSE73673_6,0,1873215,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1798,True,Block496,Block496,Block496,,,1875291,1875016,,BW25113_RS09410,1874697,,1874378,1,leuE,1.0,,33.0,GSE73673_6,0,1873215,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1804,True,Block499,Block499,Block499,,,1919658,1882248,,BW25113_RS09440,1881684,,1881121,1,rnd,1.0,,3.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1805,True,Block499,Block499,Block499,,,1919658,1884003,,BW25113_RS09445,1883160,,1882318,1,fadD,1.0,,11.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1806,True,Block499,Block499,Block499,,,1919658,1884789,,BW25113_RS09450,1884498,,1884208,1,yeaY,1.0,,12.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1807,True,Block499,Block499,Block499,,,1919658,1885524,,BW25113_RS09455,1885176,,1884829,1,tsaB,1.0,,4.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1808,True,Block499,Block499,Block499,,,1919658,1887492,,BW25113_RS09460,1886537,,1885582,1,yoaA,1.0,,48.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1809,True,Block499,Block499,Block499,,,1919658,1887968,,BW25113_RS09465,1887796,,1887624,0,yoaB,1.0,,2.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1810,True,Block499,Block499,Block499,,,1919658,1888689,,BW25113_RS09470,1888509,,1888330,0,yoaC,1.0,,5.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1811,True,Block499,Block499,Block499,,,1919658,1888988,,BW25113_RS09475,1888898,,1888809,1,yoaH,1.0,,7.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1812,True,Block499,Block499,Block499,,,1919658,1890423,pabB,BW25113_RS09480,1889742,,1889062,0,pabB,1.0,,62.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1813,True,Block499,Block499,Block499,,,1919658,1891005,,BW25113_RS09485,1890716,,1890427,0,nudL,1.0,,46.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1814,True,Block499,Block499,Block499,,,1919658,1892553,,BW25113_RS09490,1891871,,1891189,0,sdaA,1.0,,33.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1815,True,Block499,Block499,Block499,,,1919658,1894282,,BW25113_RS09495,1893483,,1892684,0,yoaD,1.0,,61.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1816,True,Block499,Block499,Block499,,,1919658,1895842,,BW25113_RS09500,1895064,,1894286,1,yoaE,1.0,,12.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1817,True,Block499,Block499,Block499,,,1919658,1897276,,BW25113_RS09510,1896790,,1896305,0,manX,1.0,,23.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1818,True,Block499,Block499,Block499,,,1919658,1898139,,BW25113_RS09515,1897739,,1897339,0,manY,1.0,,19.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1819,True,Block499,Block499,Block499,,,1919658,1899003,,BW25113_RS09520,1898577,,1898152,0,manZ,1.0,,401.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1820,True,Block499,Block499,Block499,,,1919658,1899516,,BW25113_RS09525,1899287,,1899058,0,yobD,1.0,,131.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1821,True,Block499,Block499,Block499,,,1919658,1900511,,BW25113_RS09535,1900228,,1899945,0,mntP,1.0,,257.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1822,True,Block499,Block499,Block499,,,1919658,1901317,,BW25113_RS09540,1900912,,1900508,1,rlmA,1.0,,162.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1823,True,Block499,Block499,Block499,,,1919658,1901692,,BW25113_RS09545,1901587,,1901483,1,cspC,1.0,,0.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1824,True,Block499,Block499,Block499,,,1919658,1901848,,BW25113_RS09550,1901776,,1901705,1,yobF,1.0,,2.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1825,True,Block499,Block499,Block499,,,1919658,1902805,,BW25113_RS09560,1902661,,1902518,1,yebO,1.0,,5.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1826,True,Block499,Block499,Block499,,,1919658,1903023,,BW25113_RS09565,1902951,,1902880,1,mgrB,1.0,,5.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1827,True,Block499,Block499,Block499,,,1919658,1904356,,BW25113_RS09575,1903960,,1903565,1,kdgR,1.0,,611.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1828,True,Block499,Block499,Block499,,,1919658,1905906,,BW25113_RS09580,1905219,,1904533,0,yebQ,1.0,,68.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1829,True,Block499,Block499,Block499,,,1919658,1906833,,BW25113_RS09585,1906392,,1905952,1,htpX,1.0,,38.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1830,True,Block499,Block499,Block499,,,1919658,1909073,,BW25113_RS09590,1908049,,1907025,1,prc,1.0,,77.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1831,True,Block499,Block499,Block499,,,1919658,1909791,,BW25113_RS09595,1909442,,1909093,1,proQ,1.0,,69.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1832,True,Block499,Block499,Block499,,,1919658,1910385,,BW25113_RS09600,1910136,,1909888,1,msrC,1.0,,79.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1833,True,Block499,Block499,Block499,,,1919658,1911798,,BW25113_RS09605,1911156,,1910515,0,yebS,1.0,,208.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1834,True,Block499,Block499,Block499,,,1919658,1914400,,BW25113_RS09610,1913083,,1911767,0,yebT,1.0,,156.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1835,True,Block499,Block499,Block499,,,1919658,1915919,,BW25113_RS09615,1915199,,1914480,0,rsmF,1.0,,41.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1836,True,Block499,Block499,Block499,,,1919658,1916273,,BW25113_RS09620,1916155,,1916037,0,yebV,1.0,,4.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1837,True,Block499,Block499,Block499,,,1919658,1916569,,BW25113_RS09625,1916431,,1916294,0,yebW,1.0,,2.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1838,True,Block499,Block499,Block499,,,1919658,1917226,,BW25113_RS09630,1916898,,1916570,1,pphA,1.0,,6.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1839,True,Block499,Block499,Block499,,,1919658,1917963,,BW25113_RS09640,1917792,,1917622,1,yebY,1.0,,2.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1840,True,Block499,Block499,Block499,,,1919658,1918848,,BW25113_RS09645,1918412,,1917976,1,yebZ,1.0,,580.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1841,True,Block499,Block499,Block499,,,1919658,1919226,,BW25113_RS09650,1919039,,1918852,1,yobA,1.0,,2.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1842,True,Block499,Block499,Block499,,,1919658,1919595,,BW25113_RS09655,1919480,,1919365,0,holE,1.0,,30.0,GSE73673_6,0,1881089,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1843,True,Block500,Block500,Block500,,,1933473,1920353,,BW25113_RS09660,1920025,,1919697,0,yobB,1.0,,35.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1844,True,Block500,Block500,Block500,,,1933473,1921039,,BW25113_RS09665,1920708,,1920377,0,exoX,1.0,,38.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1845,True,Block500,Block500,Block500,,,1933473,1923096,,BW25113_RS09670,1922066,,1921036,1,ptrB,1.0,,63.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1846,True,Block500,Block500,Block500,,,1933473,1923964,,BW25113_RS09675,1923634,,1923305,1,yebE,1.0,,20.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1847,True,Block500,Block500,Block500,,,1933473,1924647,,BW25113_RS09685,1924469,,1924291,1,yebF,1.0,,8.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1848,True,Block500,Block500,Block500,,,1933473,1925004,,BW25113_RS09690,1924859,,1924714,1,yebG,1.0,,11.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1849,True,Block500,Block500,Block500,,,1933473,1926316,,BW25113_RS09695,1925727,,1925138,0,purT,1.0,,43.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1850,True,Block500,Block500,Block500,,,1933473,1927013,,BW25113_RS09700,1926692,,1926372,1,eda,1.0,,47.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1851,True,Block500,Block500,Block500,,,1933473,1928861,,BW25113_RS09705,1927955,,1927050,1,edd,1.0,,74.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1852,True,Block500,Block500,Block500,,,1933473,1930571,,BW25113_RS09710,1929833,,1929096,1,zwf,1.0,,42.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1853,True,Block500,Block500,Block500,,,1933473,1931778,,BW25113_RS09720,1931343,,1930909,0,yebK,1.0,,181.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1854,True,Block500,Block500,Block500,,,1933473,1933348,,BW25113_RS09725,1932627,,1931906,0,pykA,1.0,,173.0,GSE73673_6,0,1919662,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1855,True,Block501,Block501,Block501,,,1940335,1934450,,BW25113_RS09730,1933964,,1933479,1,lpxM,1.0,,179.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1856,True,Block501,Block501,Block501,,,1940335,1935892,,BW25113_RS09735,1935231,,1934570,1,mepM,1.0,,160.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1857,True,Block501,Block501,Block501,,,1940335,1936840,,BW25113_RS09740,1936374,,1935908,1,znuA,1.0,,36.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1858,True,Block501,Block501,Block501,,,1940335,1937674,,BW25113_RS09745,1937296,,1936919,0,znuC,1.0,,24.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1859,True,Block501,Block501,Block501,,,1940335,1938456,,BW25113_RS09750,1938063,,1937671,0,znuB,1.0,,37.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1860,True,Block501,Block501,Block501,,,1940335,1939613,,BW25113_RS09755,1939108,,1938603,1,ruvB,1.0,,29.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1861,True,Block501,Block501,Block501,,,1940335,1940233,,BW25113_RS09760,1939927,,1939622,1,ruvA,1.0,,7.0,GSE73673_6,0,1933474,BW25113,NZ_CP009273
,,,,,,,,,,,,,b1862,True,Block502,Block502,Block502,,,1942873,1941110,,BW25113_RS09765,1940809,,1940508,0,yebB,1.0,,16.0,GSE73673_6,0,1940448,BW25113,NZ_CP009273
