qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end	A_alt_name	B_alt_name
sp|P0A8V0|RBN_ECOLI	sp|Q8FFK8|RBN_ECOL6	rbn	rbn	2381607.0	2667989.0	2382525.0	2668907.0	b2268	c2812
sp|P0A8V2|RPOB_ECOLI	sp|P0A8V3|RPOB_ECOL6	rpoB	rpoB	4181244.0	4713371.0	4185273.0	4717400.0	b3987	c4944
sp|P0A8V6|FADR_ECOLI	sp|P0A8V7|FADR_ECOL6	fadR	fadR	1234937.0	1472253.0	1235657.0	1472973.0	b1187	c1635
sp|P0A8W0|NANR_ECOLI	sp|Q8FD57|NANR_ECOL6	nanR	nanR	3373697.0	3798859.0	3374489.0	3799651.0	b3226	c3980
sp|P0A8W2|SLYA_ECOLI	sp|P0A4U4|SLYA_ECOL6	slyA	slyA	1720389.0	1880918.0	1720824.0	1881353.0	b1642	c2034
sp|P0A8W5|YQGE_ECOLI	sp|P0A8W6|YQGE_ECOL6	yqgE	yqgE	3092936.0		3093500.0		b2948	c3534
sp|P0A8W8|YFBU_ECOLI	sp|P0A8W9|YFBU_ECOL6	yfbU	yfbU	2412099.0		2412594.0		b2294	c2835
sp|P0A8X0|YJGA_ECOLI	sp|Q8FAF3|YJGA_ECOL6	yjgA	yjgA	4457313.0		4457865.0		b4234	c5332
sp|P0A8X2|YCEI_ECOLI	sp|Q8CW58|YCEI_ECOL6	yceI	yceI	1117900.0		1118476.0		b1056	c1322
sp|P0A8X4|YCCT_ECOLI	sp|P0A8X5|YCCT_ECOL6	yccT	yccT	1027110.0		1027773.0		b0964	c1101
sp|P0A8Y1|YJJG_ECOLI	tr|A0A0H2VDY0|A0A0H2VDY0_ECOL6	yjjG	yjjG	4608645.0	5197566.0	4609323.0	5198244.0	b4374	c5454
sp|P0A8Y3|YIHX_ECOLI	tr|A0A0H2VCT9|A0A0H2VCT9_ECOL6	yihX	yihX	4075552.0	4597654.0	4076152.0	4598254.0	b3885	c4832
sp|P0A8Y5|YIDA_ECOLI	sp|P0A8Y6|YIDA_ECOL6	yidA	yidA	3876139.0	4377875.0	3876952.0	4378688.0	b3697	c4619
sp|P0A8Y8|ENTH_ECOLI	sp|P0A8Y9|ENTH_ECOL6	entH	entH	629299.0	671372.0	629713.0	671786.0	b0597	c0684
sp|P0A8Z0|YCIA_ECOLI	sp|P0A8Z1|YCIA_ECOL6	yciA	yciA	1311847.0	1555771.0	1312246.0	1556170.0	b1253	c1719
sp|P0A8Z3|YBGC_ECOLI	sp|P0A8Z4|YBGC_ECOL6	ybgC	ybgC	774751.0	797421.0	775156.0	797826.0	b0736	c0815
sp|P0A8Z7|YQIA_ECOLI	sp|P0A8Z8|YQIA_ECOL6	yqiA	yqiA	3175424.0	3612215.0	3176006.0	3612797.0	b3031	c3777
sp|P0A901|BLC_ECOLI	tr|A0A0H2VF34|A0A0H2VF34_ECOL6	blc	blc	4377188.0	4985909.0	4377722.0	4986443.0	b4149	c5237
sp|P0A903|BAMC_ECOLI	tr|A0A0H2VBU3|A0A0H2VBU3_ECOL6	bamC	nlpB	2597830.0		2598865.0		b2477	c3005
sp|P0A905|SLYB_ECOLI	tr|A0A0H2V7I8|A0A0H2V7I8_ECOL6	slyB	slyB	1719875.0	1880404.0	1720343.0	1880872.0	b1641	c2033
sp|P0A908|MIPA_ECOLI	tr|A0A0H2V830|A0A0H2V830_ECOL6	mipA	yeaF	1865725.0		1866472.0		b1782	c2187
sp|P0A912|PAL_ECOLI	tr|A0A0H2V5B1|A0A0H2V5B1_ECOL6	pal	pal	779066.0	801736.0	779588.0	802258.0	b0741	c0821
sp|P0A917|OMPX_ECOLI	sp|P0A918|OMPX_ECOL6	ompX	ompX	850449.0	872802.0	850965.0	873318.0	b0814	c0900
sp|P0A921|PA1_ECOLI	tr|A0A0H2VCK4|A0A0H2VCK4_ECOL6	pldA	pldA	4004861.0	4509289.0	4005731.0	4510159.0	b3821	c4742
sp|P0A924|PGPB_ECOLI	tr|A0A0H2V717|A0A0H2V717_ECOL6	pgpB	pgpB	1339329.0	1583626.0	1340094.0	1584391.0	b1278	c1747
sp|P0A937|BAME_ECOLI	sp|P0A938|BAME_ECOL6	bamE	bamE	2753604.0	3016190.0	2753946.0	3016532.0	b2617	c3139
sp|P0A940|BAMA_ECOLI	sp|P0A941|BAMA_ECOL6	bamA	bamA	197927.0	207962.0	200360.0	210395.0	b0177	c0214
sp|P0A944|RIMI_ECOLI	sp|P0A945|RIMI_ECOL6	rimI	rimI	4608184.0	5197105.0	4608631.0	5197552.0	b4373	c5453
sp|P0A948|RIMJ_ECOLI	tr|A0A0H2V683|A0A0H2V683_ECOL6	rimJ	rimJ	1125561.0	1269061.0	1126146.0	1269646.0	b1066	c1333
sp|P0A951|ATDA_ECOLI	tr|A0A0H2V7I4|A0A0H2V7I4_ECOL6	speG	speG	1656183.0	1816890.0	1656744.0	1817451.0	b1584	c1974
sp|P0A953|FABB_ECOLI	sp|P0A954|FABB_ECOL6	fabB	fabB	2440384.0	2722182.0	2441605.0	2723403.0	b2323	c2869
sp|P0A955|ALKH_ECOLI	sp|P0A956|ALKH_ECOL6	eda	eda	1932114.0		1932756.0		b1850	c2263
sp|P0A959|ALAA_ECOLI	sp|P0A960|ALAA_ECOL6	alaA	alaA	2407560.0	2690064.0	2408778.0	2691282.0	b2290	c2831
sp|P0A962|ASPG1_ECOLI	tr|A0A0H2VA41|A0A0H2VA41_ECOL6	ansA	ansA	1850859.0	2008088.0	1851876.0	2009105.0	b1767	c2171
sp|P0A964|CHEW_ECOLI	sp|P0A965|CHEW_ECOL6	cheW	cheW	1972835.0	2122288.0	1973339.0	2122792.0	b1887	c2302
sp|P0A968|CSPD_ECOLI	sp|P0A969|CSPD_ECOL6	cspD	cspD	922365.0	976494.0	922590.0	976719.0	b0880	c1017
sp|P0A972|CSPE_ECOLI	sp|P0A973|CSPE_ECOL6	cspE	cspE	657291.0	2058897.0	657501.0	2059107.0	b0623	c0714
sp|P0A976|CSPF_ECOLI	sp|P0A977|CSPF_ECOL6	cspF	cspF	1641854.0	3052648.0	1642067.0	3052861.0	b1558	c3185
sp|P0A978|CSPG_ECOLI	sp|P0A979|CSPG_ECOL6	cspG	cspG	1051460.0	1086201.0	1051673.0	1086414.0	b0990	c1123
sp|P0A982|CSPH_ECOLI	sp|P0A983|CSPH_ECOL6	cspH	cspH	1050962.0	1085703.0	1051175.0	1085916.0	b0989	c1122
sp|P0A986|CSPI_ECOLI	sp|P0A987|CSPI_ECOL6	cspI	cspI	1638454.0	3048682.0	1638667.0	3048895.0	b1552	c3177
sp|P0A988|DPO3B_ECOLI	sp|P0A989|DPO3B_ECOL6	dnaN	dnaN	3881220.0	4382956.0	3882321.0	4384057.0	b3701	c4623
sp|P0A991|ALF1_ECOLI	sp|P0A992|ALF1_ECOL6	fbaB	fbaB	2177511.0	2468183.0	2178564.0	2469236.0	b2097	c2623
sp|P0A993|F16PA_ECOLI	sp|P0A994|F16PA_ECOL6	fbp	fbp	4454610.0	5071656.0	4455609.0	5072655.0	b4232	c5329
sp|P0A998|FTNA_ECOLI	sp|P0A999|FTNA_ECOL6	ftnA	ftnA	1988715.0	2137392.0	1989213.0	2137890.0	b1905	c2321
sp|P0A9A2|FTNB_ECOLI	sp|P0A9A3|FTNB_ECOL6	ftnB	ftnB	1986924.0		1987428.0		b1902	c2315
sp|P0A9A6|FTSZ_ECOLI	sp|P0A9A7|FTSZ_ECOL6	ftsZ	ftsZ	105304.0	109131.0	106456.0	110283.0	b0095	c0113
sp|P0A9A9|FUR_ECOLI	sp|P0A9B0|FUR_ECOL6	fur	fur	710199.0	752595.0	710646.0	753042.0	b0683	c0770
sp|P0A9B2|G3P1_ECOLI	sp|P0A9B3|G3P_ECOL6	gapA	gapA	1862770.0	2020000.0	1863766.0	2020996.0	b1779	c2184
sp|P0A9B6|E4PD_ECOLI	sp|P0A9B7|E4PD_ECOL6	epd	epd	3072671.0	3364070.0	3073691.0	3365090.0	b2927	c3505
sp|P0A9C0|GLPA_ECOLI	tr|A0A0H2V983|A0A0H2V983_ECOL6	glpA	glpA	2352646.0	2639199.0	2354275.0	2640828.0	b2241	c2782
sp|P0A9C3|GALM_ECOLI	tr|A0A0H2V617|A0A0H2V617_ECOL6	galM	galM	787796.0	809373.0	788837.0	810414.0	b0756	c0832
sp|P0A9C5|GLN1B_ECOLI	sp|P0A9C6|GLN1B_ECOL6	glnA	glnA	4056624.0	4582007.0	4058034.0	4583417.0	b3870	c4819
sp|P0A9C9|GLPX_ECOLI	sp|P0A9D0|GLPX_ECOL6	glpX	glpX	4114568.0	4634226.0	4115579.0	4635237.0	b3925	c4877
sp|P0A9D2|GSTA_ECOLI	tr|A0A0H2V7L2|A0A0H2V7L2_ECOL6	gstA	gst	1714376.0		1714982.0		b1635	c2027
sp|P0A9D4|CYSE_ECOLI	sp|P0A9D5|CYSE_ECOL6	cysE	cysE	3781740.0	4215925.0	3782562.0	4216747.0	b3607	c4429
sp|P0A9D8|DAPD_ECOLI	sp|Q8FL11|DAPD_ECOL6	dapD	dapD	185122.0	195420.0	185947.0	196245.0	b0166	c0201
sp|P0A9E0|ARAC_ECOLI	tr|A0A0H2V415|A0A0H2V415_ECOL6	araC	araC	70386.0	72900.0	71265.0	73746.0	b0064	c0076
sp|P0A9E2|SOXS_ECOLI	sp|P0A9E3|SOXS_ECOL6	soxS	soxS	4277059.0	4829618.0	4277383.0	4829942.0	b4062	c5053
sp|P0A9E5|FNR_ECOLI	sp|P0A9E6|FNR_ECOL6	fnr	fnr	1398773.0	1640860.0	1399526.0	1641613.0	b1334	c1807
sp|P0A9F1|MNTR_ECOLI	sp|P0A9F2|MNTR_ECOL6	mntR	mntR	853182.0	875536.0	853650.0	876004.0	b0817	c0903
sp|P0A9F3|CYSB_ECOLI	sp|P0A9F4|CYSB_ECOL6	cysB	cysB	1333854.0	1578165.0	1334829.0	1579140.0	b1275	c1742
sp|P0A9F6|GCVA_ECOLI	sp|P0A9F7|GCVA_ECOL6	gcvA	gcvA	2941649.0	3216515.0	2942567.0	3217433.0	b2808	c3378
sp|P0A9F9|METR_ECOLI	tr|A0A0H2VCX2|A0A0H2VCX2_ECOL6	metR	metR	4011862.0	4516281.0	4012816.0	4517235.0	b3828	c4750
sp|P0A9G2|NHAR_ECOLI	tr|A0A0H2V3Z8|A0A0H2V3Z8_ECOL6	nhaR	nhaR	18714.0	22075.0	19620.0	22981.0	b0020	c0025
sp|P0A9G4|CUER_ECOLI	sp|Q8FK74|CUER_ECOL6	cueR	cueR	513992.0	588610.0	514400.0	589018.0	b0487	c0607
sp|P0A9G6|ACEA_ECOLI	sp|P0A9G7|ACEA_ECOL6	aceA	aceA	4217108.0	4748295.0	4218413.0	4749600.0	b4015	c4972
sp|P0A9G8|MODE_ECOLI	tr|A0A0H2V5C7|A0A0H2V5C7_ECOL6	modE	modE	793855.0	815433.0	794644.0	816222.0	b0761	c0837
sp|P0A9H1|MUG_ECOLI	sp|P0A9H2|MUG_ECOL6	mug	mug	3214966.0	3655561.0	3215473.0	3656068.0	b3068	c3822
sp|P0A9H3|LDCI_ECOLI	tr|A0A0H2VEX2|A0A0H2VEX2_ECOL6	cadA	cadA	4356469.0	4913366.0	4358617.0	4915514.0	b4131	c5140
sp|P0A9H5|BTUR_ECOLI	sp|P0A9H6|BTUR_ECOL6	btuR	btuR	1327766.0		1328357.0		b1270	c1735
sp|P0A9H7|CFA_ECOLI	sp|P0A9H8|CFA_ECOL6	cfa	cfa	1741412.0	1897550.0	1742561.0	1898699.0	b1661	c2055
sp|P0A9H9|CHEZ_ECOLI	sp|P0A9I0|CHEZ_ECOL6	cheZ	cheZ	1966392.0	2117220.0	1967037.0	2117865.0	b1881	c2296
sp|P0A9I1|CITE_ECOLI	sp|P0A9I2|CITE_ECOL6	citE	citE	649581.0	690173.0	650490.0	691082.0	b0616	c0706
sp|P0A9I5|NAPD_ECOLI	tr|A0A0H2V913|A0A0H2V913_ECOL6	napD	napD	2302749.0	2590257.0	2303013.0	2590521.0	b2207	c2746
sp|P0A9I8|NIRD_ECOLI	tr|A0A0H2VE35|A0A0H2VE35_ECOL6	nirD	nirD	3496550.0	3927938.0	3496877.0	3928265.0	b3366	c4142
sp|P0A9J0|RNG_ECOLI	sp|P0A9J1|RNG_ECOL6	rng	rng	3396325.0	3819524.0	3397795.0	3820994.0	b3247	c4001
sp|P0A9J4|PANE_ECOLI	tr|A0A0H2V6V7|A0A0H2V6V7_ECOL6	panE	apbA	443603.0		444515.0		b0425	c0536
sp|P0A9J6|RBSK_ECOLI	tr|A0A0H2VCH0|A0A0H2VCH0_ECOL6	rbsK	rbsK	3937293.0	4438326.0	3938223.0	4439256.0	b3752	c4680, c0331, c2492
sp|P0A9J8|CMPDT_ECOLI	tr|A0A0H2VB53|A0A0H2VB53_ECOL6	pheA	pheA	2737744.0	3000444.0	2738905.0	3001605.0	b2599	c3120
sp|P0A9K3|PHOL_ECOLI	sp|P0A9K4|PHOL_ECOL6	ybeZ	ybeZ	692337.0		693378.0		b0660	c0745
sp|P0A9K7|PHOU_ECOLI	sp|Q8FBT8|PHOU_ECOL6	phoU	phoU	3906852.0	4407977.0	3907578.0	4408703.0	b3724	c4648
sp|P0A9K9|SLYD_ECOLI	sp|P0A9L0|SLYD_ECOL6	slyD	slyD	3477906.0	3909294.0	3478497.0	3909885.0	b3349	c4123
sp|P0A9L5|PPIC_ECOLI	sp|P0A9L6|PPIC_ECOL6	ppiC	ppiC	3959531.0	4460472.0	3959813.0	4460754.0	b3775	c4697
sp|P0A9M0|LON_ECOLI	sp|P0A9M1|LON_ECOL6	lon	lon	458887.0	532814.0	461242.0	535169.0	b0439	c0555
sp|P0A9M2|HPRT_ECOLI	sp|P0A9M3|HPRT_ECOL6	hpt	hpt	141430.0	151635.0	141967.0	152172.0	b0125	c0154
sp|P0A9M5|XGPT_ECOLI	sp|Q8FKM7|XGPT_ECOL6	gpt	gpt	255976.0	364104.0	256435.0	364563.0	b0238	c0384
sp|P0A9M8|PTA_ECOLI	tr|A0A0H2V9A8|A0A0H2V9A8_ECOL6	pta	pta	2414746.0	2843246.0	2416891.0	2844263.0	b2297	c2840
sp|P0A9N0|PTSO_ECOLI	sp|P0A9N1|PTSO_ECOL6	ptsO	ptsO					b3206	c3966
sp|P0A9N4|PFLA_ECOLI	sp|P0A9N5|PFLA_ECOL6	pflA	pflA	950339.0	1001298.0	951080.0	1002039.0	b0902	c1038
sp|P0A9N8|NRDG_ECOLI	tr|A0A0H2VFB0|A0A0H2VFB0_ECOL6	nrdG	nrdG	4459899.0	5076973.0	4460364.0	5077438.0	b4237	c5336
sp|P0A9P0|DLDH_ECOLI	sp|P0A9P1|DLDH_ECOL6	lpdA	lpdA		4812245.0		4813664.0	b0116	c0145
sp|P0A9P9|IDNO_ECOLI	sp|P0A9Q0|IDNO_ECOL6	idnO	idnO	4492586.0	5111523.0	4493351.0	5112288.0	b4266	c5367
sp|P0A9Q1|ARCA_ECOLI	sp|P0A9Q2|ARCA_ECOL6	arcA	arcA	4639589.0	5229365.0	4640306.0	5230082.0	b4401	c5488, c5350
sp|P0A9Q5|ACCD_ECOLI	sp|Q8FFH5|ACCD_ECOL6	accD	accD	2433011.0	2714811.0	2433926.0	2715726.0	b2316	c2861
sp|P0A9Q7|ADHE_ECOLI	tr|A0A0H2V852|A0A0H2V852_ECOL6	adhE	adhE	1295445.0	1540571.0	1298121.0	1543247.0	b1241	c1705
sp|P0A9Q9|DHAS_ECOLI	sp|Q8FCR6|DHAS_ECOL6	asd	asd	3573774.0	4009759.0	3574878.0	4010863.0	b3433	c4220
sp|P0A9R2|ESSD_ECOLI	sp|P0A9R3|ESSD_ECOL6	essD	essD	577397.0	1421677.0	577613.0	1421893.0	b0554	c1561
sp|P0A9R4|FER_ECOLI	tr|A0A0H2V9F9|A0A0H2V9F9_ECOL6	fdx	fdx	2656747.0	2924928.0	2657083.0	2925264.0	b2525	c3050
sp|P0A9R7|FTSE_ECOLI	sp|P0A9R8|FTSE_ECOL6	ftsE	ftsE	3602078.0	4040571.0	3602747.0	4041240.0	b3463	c4256
sp|P0A9S1|FUCO_ECOLI	tr|A0A0H2VCI4|A0A0H2VCI4_ECOL6	fucO	fucO	2931864.0	3206731.0	2933013.0	3207880.0	b2799	c3367
sp|P0A9S3|GATD_ECOLI	tr|A0A0H2V8T9|A0A0H2V8T9_ECOL6	gatD	gatD	2171832.0	2461876.0	2172873.0	2462917.0	b2091	c2616
sp|P0A9S5|GLDA_ECOLI	sp|P0A9S6|GLDA_ECOL6	gldA	gldA	4137931.0	4664944.0	4139035.0	4666048.0	b3945	c4904
sp|P0A9S7|LIVG_ECOLI	tr|A0A0H2VBJ6|A0A0H2VBJ6_ECOL6	livG	livG	3593438.0	4031931.0	3594206.0	4032699.0	b3455	c4245
sp|P0A9T0|SERA_ECOLI	sp|P0A9T1|SERA_ECOL6	serA	serA	3057177.0	3353130.0	3058410.0	3354363.0	b2913	c3494
sp|P0A9T4|TAS_ECOLI	tr|A0A0H2VAF4|A0A0H2VAF4_ECOL6	tas	c3429	2971596.0		2972637.0		b2834	
sp|P0A9T6|YBAQ_ECOLI	sp|P0A9T7|YBAQ_ECOL6	ybaQ	ybaQ	508217.0		508559.0		b0483	c0603
sp|P0A9T8|YBBA_ECOLI	tr|A0A0H2V4Y9|A0A0H2V4Y9_ECOL6	ybbA	ybbA	519732.0		520419.0		b0495	c0616
sp|P0A9U1|YBHF_ECOLI	tr|A0A0H2V5F3|A0A0H2V5F3_ECOL6	ybhF	ybhF	827244.0		828981.0		b0794	c0877
sp|P0A9U3|YBIT_ECOLI	sp|P0A9U4|YBIT_ECOL6	ybiT	ybiT	855962.0		857555.0		b0820	c0906
sp|P0A9U8|YDIO_ECOLI	sp|P0A9U9|YDIO_ECOL6	ydiO	ydiO	1777195.0		1778347.0		b1695	c2090
sp|P0A9V1|LPTB_ECOLI	sp|P0A9V2|LPTB_ECOL6	lptB	lptB	3343943.0	3777436.0	3344669.0	3778162.0	b3201	c3961
sp|P0A9V5|YIAG_ECOLI	sp|P0A9V6|YIAG_ECOL6	yiaG	yiaG	3719477.0		3719768.0		b3555	c4375
sp|P0A9W0|ULAR_ECOLI	sp|P0A9W1|ULAR_ECOL6	ulaR	ulaR	4417697.0	5025765.0	4418453.0	5026521.0	b4191	c5279
sp|P0A9W3|ETTA_ECOLI	sp|A0A0H2VFI8|ETTA_ECOL6	ettA	ettA	4628854.0	5218693.0	4630522.0	5220361.0	b4391	c5478
sp|P0A9W6|IBAG_ECOLI	sp|P0A9W7|IBAG_ECOL6	ibaG	ibaG	3336548.0	3770041.0	3336803.0	3770296.0	b3190	c3948
sp|P0A9X1|ZNUC_ECOLI	sp|P0A9X2|ZNUC_ECOL6	znuC	znuC	1942661.0	2094338.0	1943417.0	2095094.0	b1858	c2272
sp|P0A9X4|MREB_ECOLI	sp|P0A9X5|MREB_ECOL6	mreB	mreB	3400043.0	3823242.0	3401087.0	3824286.0	b3251	c4006
sp|P0A9X9|CSPA_ECOLI	sp|P0A9Y0|CSPA_ECOL6	cspA	cspA	3720048.0	4159085.0	3720261.0	4159298.0	b3556	c4377
sp|P0A9Y6|CSPC_ECOLI	sp|P0A9Y7|CSPC_ECOL6	cspC	cspC	1907225.0		1907435.0		b1823	c2231
sp|P0A9Z1|GLNB_ECOLI	sp|P0A9Z2|GLNB_ECOL6	glnB	glnB	2687069.0	2949918.0	2687408.0	2950257.0	b2553	c3076
sp|P0AA04|PTHP_ECOLI	sp|P0AA05|PTHP_ECOL6	ptsH	ptsH	2533763.0	2814655.0	2534021.0	2814913.0	b2415	c2950
sp|P0AA10|RL13_ECOLI	sp|P0AA11|RL13_ECOL6	rplM	rplM	3378222.0	3801702.0	3378651.0	3802131.0	b3231	c3985
sp|P0AA16|OMPR_ECOLI	sp|P0AA17|OMPR_ECOL6	ompR	ompR	3535864.0	3962729.0	3536584.0	3963449.0	b3405	c4181
sp|P0AA25|THIO_ECOLI	sp|P0AA26|THIO_ECOL6	trxA	trxA	3965760.0	4465924.0	3966090.0	4466254.0	b3781	c4701
sp|P0AA31|YEDF_ECOLI	sp|P0AA32|YEDF_ECOL6	yedF	yedF	2009478.0	2159156.0	2009712.0	2159390.0	b1930	c2345
sp|P0AA37|RLUA_ECOLI	sp|Q8FL93|RLUA_ECOL6	rluA	rluA	59686.0	61488.0	60346.0	62148.0	b0058	c0069
sp|P0AA39|RLUC_ECOLI	sp|Q8FIP7|RLUC_ECOL6	rluC	rluC	1144939.0	1288439.0	1145899.0	1289399.0	b1086	c1355
sp|P0AA41|TRUC_ECOLI	sp|Q8FEF9|TRUC_ECOL6	truC	truC	2923001.0	3197818.0	2923784.0	3198601.0	b2791	c3357
sp|P0AA43|RSUA_ECOLI	sp|P0AA44|RSUA_ECOL6	rsuA	rsuA	2279787.0	2570323.0	2280483.0	2571019.0	b2183	c2720
sp|P0AA47|PLAP_ECOLI	tr|A0A0H2V8N9|A0A0H2V8N9_ECOL6	plaP	yeeF	2085703.0		2087062.0		b2014	c2540
sp|P0AA49|YFDV_ECOLI	sp|P0AA50|YFDV_ECOL6	yfdV	yfdV	2489241.0	2771629.0	2490186.0	2772574.0	b2372	c2908
sp|P0AA53|QMCA_ECOLI	sp|P0AA54|QMCA_ECOL6	qmcA	qmcA	514855.0		515773.0		b0489	c0610
sp|P0AA57|YOBA_ECOLI	sp|P0AA58|YOBA_ECOL6	yobA	yobA	1924594.0	2076270.0	1924969.0	2076645.0	b1841	c2251
sp|P0AA60|YGHB_ECOLI	sp|P0AA61|YGHB_ECOL6	yghB	yghB	3153562.0		3154222.0		b3009	c3743
sp|P0AA63|YQJA_ECOLI	sp|P0AA64|YQJA_ECOL6	yqjA	yqjA	3247772.0		3248435.0		b3095	c3853
sp|P0AA67|RHTA_ECOLI	sp|P0AA68|RHTA_ECOL6	rhtA	rhtA	849209.0	871562.0	850097.0	872450.0	b0813	c0899
sp|P0AA70|YEDA_ECOLI	sp|P0AA71|YEDA_ECOL6	yedA	yedA	2029538.0	2181307.0	2030459.0	2182228.0	b1959	c2378
sp|P0AA73|YHBE_ECOLI	tr|A0A0H2VDU8|A0A0H2VDU8_ECOL6	yhbE	yhbE	3331769.0		3332735.0		b3184	c3941
sp|P0AA76|DGOT_ECOLI	sp|P0AA77|DGOT_ECOL6	dgoT	dgoT	3870437.0		3871730.0		b3691	c4612
sp|P0AA80|GARP_ECOLI	tr|A0A0H2VB16|A0A0H2VB16_ECOL6	garP	yhaU	3273572.0		3274907.0		b3127	c3882
sp|P0AA82|CODB_ECOLI	sp|P0AA83|CODB_ECOL6	codB	codB	354921.0	444288.0	356181.0	445548.0	b0336	c0455
sp|P0AA84|CLSB_ECOLI	sp|Q8FJN9|CLSB_ECOL6	clsB	clsB	822497.0	845119.0	823739.0	846361.0	b0789	c0872
sp|P0AA86|DSBE_ECOLI	tr|A0A0H2VBA9|A0A0H2VBA9_ECOL6	dsbE	dsbE	2292406.0	2579914.0	2292964.0	2580472.0	b2195	c2732
sp|P0AA91|YEAY_ECOLI	sp|P0AA92|YEAY_ECOL6	yeaY	yeaY	1889950.0	2041622.0	1890532.0	2042204.0	b1806	c2210
sp|P0AA93|YPDA_ECOLI	tr|A0A0H2VAR4|A0A0H2VAR4_ECOL6	ypdA	ypdA	2498670.0	2781053.0	2500368.0	2782751.0	b2380	c2919
sp|P0AA95|YACC_ECOLI	sp|P0AA96|YACC_ECOL6	yacC	yacC	136569.0		136917.0		b0122	c0151
sp|P0AA97|YAEQ_ECOLI	tr|A0A0H2V4V0|A0A0H2V4V0_ECOL6	yaeQ	yaeQ	214290.0		214836.0		b0190	c0229
sp|P0AA99|YAFK_ECOLI	tr|A0A0H2V6I4|A0A0H2V6I4_ECOL6	yafK	yafK	245064.0		245805.0		b0224	c0374
sp|P0AAA1|YAGU_ECOLI	tr|A0A0H2V4L6|A0A0H2V4L6_ECOL6	yagU	yagU	302990.0		303605.0		b0287	c0399
sp|P0AAA3|ECPA_ECOLI	sp|Q8CWB9|ECPA_ECOL6	ecpA	ecpA	310083.0	385203.0	310671.0	385791.0	b0293	c0404
sp|P0AAA5|YMCE_ECOLI	sp|P0AAA6|YMCE_ECOL6	ymcE	ymcE	1051846.0	1086587.0	1052077.0	1086818.0	b0991	c1124
sp|P0AAA7|WZXE_ECOLI	tr|A0A0H2VCK8|A0A0H2VCK8_ECOL6	wzxE	wzxE	3976277.0	4476441.0	3977528.0	4477692.0	b3792	c4713
sp|P0AAB4|UBID_ECOLI	sp|P0AAB5|UBID_ECOL6	ubiD	ubiD	4024987.0	4550839.0	4026481.0	4552333.0	b3843	c4790
sp|P0AAB6|GALF_ECOLI	tr|A0A0H2VA10|A0A0H2VA10_ECOL6	galF	galF		2400687.0		2401581.0	b2042	c2567
sp|P0AAB8|USPD_ECOLI	sp|P67089|USPD_ECOL6	uspD	uspD	4113292.0	4632950.0	4113721.0	4633379.0	b3923	c4875
sp|P0AAC0|USPE_ECOLI	sp|P0AAC1|USPE_ECOL6	uspE	uspE	1397671.0	1639758.0	1398622.0	1640709.0	b1333	c1806
sp|P0AAC4|YBHL_ECOLI	sp|P0AAC5|YBHL_ECOL6	ybhL	ybhL	819883.0		820588.0		b0786	c0868
sp|P0AAC6|YCCA_ECOLI	sp|P0AAC7|YCCA_ECOL6	yccA	yccA	1030758.0	1074547.0	1031418.0	1075207.0	b0970	c1110
sp|P0AAC8|ISCA_ECOLI	sp|P0AAC9|ISCA_ECOL6	iscA	iscA	2659562.0	2927743.0	2659886.0	2928067.0	b2528	c3053
sp|P0AAD2|MTR_ECOLI	tr|A0A0H2VB84|A0A0H2VB84_ECOL6	mtr	mtr	3304572.0	3738205.0	3305817.0	3739450.0	b3161	c3914
sp|P0AAD4|TYRP_ECOLI	tr|A0A0H2V823|A0A0H2V823_ECOL6	tyrP	tyrP	1989680.0	2138357.0	1990892.0	2139569.0	b1907	c2323
sp|P0AAD6|SDAC_ECOLI	tr|A0A0H2VA26|A0A0H2VA26_ECOL6	sdaC	sdaC	2928228.0	3203045.0	2929518.0	3204335.0	b2796	c3364
sp|P0AAD8|TDCC_ECOLI	sp|Q8FDC3|TDCC_ECOL6	tdcC	tdcC	3263685.0	3703065.0	3265017.0	3704397.0	b3116	c3874
sp|P0AAE0|CYCA_ECOLI	sp|A0A0H2VDI7|CYCA_ECOL6	cycA	cycA	4429863.0	5046981.0	4431276.0	5048394.0	b4208	c5307
sp|P0AAE2|PROY_ECOLI	sp|P0AAE3|PROY_ECOL6	proY	proY	420985.0	495051.0	422359.0	496425.0	b0402	c0512
sp|P0AAE5|ARCD_ECOLI	sp|P0AAE6|ARCD_ECOL6	ydgI	ydgI	1679556.0		1680939.0		b1605	c1997
sp|P0AAE8|CADB_ECOLI	sp|P0AAE9|CADB_ECOL6	cadB	cadB	4358696.0	4915593.0	4360031.0	4916928.0	b4132	c5141
sp|P0AAF1|POTE_ECOLI	sp|P0AAF2|POTE_ECOL6	potE	potE	716945.0	757650.0	718265.0	758970.0	b0692	c0776
sp|P0AAF3|ARAG_ECOLI	sp|P0AAF4|ARAG_ECOL6	araG	araG	1983554.0	2132230.0	1985069.0	2133745.0	b1900	c2313
sp|P0AAF6|ARTP_ECOLI	sp|P0AAF7|ARTP_ECOL6	artP	artP	903005.0	957134.0	903734.0	957863.0	b0864	c0997
sp|P0AAG0|DPPD_ECOLI	tr|A0A0H2VBW7|A0A0H2VBW7_ECOL6	dppD	dppD	3702864.0	4142069.0	3703848.0	4143053.0	b3541	c4356
