qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end
sp|P0AC23|FOCA_ECOLI	sp|P0AC23|FOCA_ECOLI	focA	focA	953608.0	954030.0	954466.0	954888.0
sp|P0AC26|NIRC_ECOLI	sp|P0AC26|NIRC_ECOLI	nirC	nirC	3497002.0	4142606.0	3497809.0	4143413.0
sp|P0AC28|5FCL_ECOLI	sp|P0AC28|5FCL_ECOLI	ygfA	ygfA				
sp|P0AC30|FTSX_ECOLI	sp|P0AC30|FTSX_ECOLI	ftsX	ftsX	3601027.0	4038328.0	3602086.0	4039387.0
sp|P0AC35|TTDB_ECOLI	sp|P0AC35|TTDB_ECOLI	ttdB	ttdB	3207370.0	3206026.0	3207976.0	3206632.0
sp|P0AC38|ASPA_ECOLI	sp|P0AC38|ASPA_ECOLI	aspA	aspA	4366890.0	4371570.0	4368327.0	4373007.0
sp|P0AC41|SDHA_ECOLI	sp|P0AC41|SDHA_ECOLI	sdhA	sdhA	755906.0	756328.0	757673.0	758095.0
sp|P0AC44|DHSD_ECOLI	sp|P0AC44|DHSD_ECOLI	sdhD	sdhD	755559.0	755981.0	755907.0	756329.0
sp|P0AC47|FRDB_ECOLI	sp|P0AC47|FRDB_ECOLI	frdB	frdB	4379782.0	4384462.0	4380517.0	4385197.0
sp|P0AC51|ZUR_ECOLI	sp|P0AC51|ZUR_ECOLI	zur	zur	4259487.0	4263077.0	4260003.0	4263593.0
sp|P0AC53|G6PD_ECOLI	sp|P0AC53|G6PD_ECOLI	zwf	zwf	1934838.0	1936552.0	1936314.0	1938028.0
sp|P0AC55|GLNK_ECOLI	sp|P0AC55|GLNK_ECOLI	glnK	glnK	472597.0	471821.0	472936.0	472160.0
sp|P0AC59|GLRX2_ECOLI	sp|P0AC59|GLRX2_ECOLI	grxB	grxB	1123406.0	1124983.0	1124054.0	1125631.0
sp|P0AC62|GLRX3_ECOLI	sp|P0AC62|GLRX3_ECOLI	grxC	grxC	3784190.0	3855972.0	3784442.0	3856224.0
sp|P0AC65|NRDH_ECOLI	sp|P0AC65|NRDH_ECOLI	nrdH	nrdH	2800722.0	2799378.0	2800968.0	2799624.0
sp|P0AC69|GLRX4_ECOLI	sp|P0AC69|GLRX4_ECOLI	grxD	grxD	1733753.0	1735467.0	1734101.0	1735815.0
sp|P0AC73|EBGC_ECOLI	sp|P0AC73|EBGC_ECOLI	ebgC	ebgC	3225721.0		3226171.0	
sp|P0AC75|KDTA_ECOLI	sp|P0AC75|KDTA_ECOLI	waaA	waaA	3808539.0	3830597.0	3809817.0	3831875.0
sp|P0AC78|WECA_ECOLI	sp|P0AC78|WECA_ECOLI	wecA	wecA	3967915.0	3667661.0	3969019.0	3668765.0
sp|P0AC81|LGUL_ECOLI	sp|P0AC81|LGUL_ECOLI	gloA	gloA	1727836.0	1729550.0	1728244.0	1729958.0
sp|P0AC84|GLO2_ECOLI	sp|P0AC84|GLO2_ECOLI	gloB	gloB	234026.0	234026.0	234782.0	234782.0
sp|P0AC86|PHSG_ECOLI	sp|P0AC86|PHSG_ECOLI	glgP	glgP	3564133.0	4073833.0	3566581.0	4076281.0
sp|P0AC88|GM4D_ECOLI	sp|P0AC88|GM4D_ECOLI	gmd	gmd	2127192.0	2129329.0	2128314.0	2130451.0
sp|P0AC92|GNSA_ECOLI	sp|P0AC92|GNSA_ECOLI	gnsA	gnsA	1052066.0		1052240.0	
sp|P0AC94|GNTP_ECOLI	sp|P0AC94|GNTP_ECOLI	gntP	gntP	4549952.0	4554632.0	4551296.0	4555976.0
sp|P0AC96|GNTU_ECOLI	sp|P0AC96|GNTU_ECOLI	gntU	gntU	3575720.0	4063353.0	3577061.0	4064694.0
sp|P0AC98|SATP_ECOLI	sp|P0AC98|SATP_ECOLI	satP	satP	9927.0	9927.0	10494.0	10494.0
sp|P0ACA1|YIBF_ECOLI	sp|P0ACA1|YIBF_ECOLI	yibF	yibF	3761346.0		3761955.0	
sp|P0ACA3|SSPA_ECOLI	sp|P0ACA3|SSPA_ECOLI	sspA	sspA	3376781.0	3376636.0	3377420.0	3377275.0
sp|P0ACA7|GSTB_ECOLI	sp|P0ACA7|GSTB_ECOLI	gstB	gstB	879853.0	880275.0	880480.0	880902.0
sp|P0ACB0|DNAB_ECOLI	sp|P0ACB0|DNAB_ECOLI	dnaB	dnaB	4264313.0	4267903.0	4265729.0	4269319.0
sp|P0ACB2|HEM2_ECOLI	sp|P0ACB2|HEM2_ECOLI	hemB	hemB	388752.0	387976.0	389727.0	388951.0
sp|P0ACB4|HEMG_ECOLI	sp|P0ACB4|HEMG_ECOLI	hemG	hemG	4034607.0	3601527.0	4035153.0	3602073.0
sp|P0ACB7|HEMY_ECOLI	sp|P0ACB7|HEMY_ECOLI	hemY	hemY	3986685.0	3648798.0	3987882.0	3649995.0
sp|P0ACC1|PRMC_ECOLI	sp|P0ACC1|PRMC_ECOLI	prmC	prmC	1266093.0	1267670.0	1266927.0	1268504.0
sp|P0ACC3|ERPA_ECOLI	sp|P0ACC3|ERPA_ECOLI	erpA	erpA	176609.0	176609.0	176954.0	176954.0
sp|P0ACC7|GLMU_ECOLI	sp|P0ACC7|GLMU_ECOLI	glmU	glmU	3913829.0	3721480.0	3915200.0	3722851.0
sp|P0ACC9|WCAB_ECOLI	sp|P0ACC9|WCAB_ECOLI	wcaB	wcaB	2132066.0	2134203.0	2132555.0	2134692.0
sp|P0ACD2|WCAF_ECOLI	sp|P0ACD2|WCAF_ECOLI	wcaF	wcaF	2128339.0	2130476.0	2128888.0	2131025.0
sp|P0ACD4|ISCU_ECOLI	sp|P0ACD4|ISCU_ECOLI	iscU	iscU	2659902.0	2658558.0	2660289.0	2658945.0
sp|P0ACE3|HHA_ECOLI	sp|P0ACE3|HHA_ECOLI	hha	hha	480089.0	479313.0	480308.0	479532.0
sp|P0ACE7|HINT_ECOLI	sp|P0ACE7|HINT_ECOLI	hinT	hinT	1161884.0	1163461.0	1162244.0	1163821.0
sp|P0ACF0|DBHA_ECOLI	sp|P0ACF0|DBHA_ECOLI	hupA	hupA	4200280.0	3436127.0	4200553.0	3436400.0
sp|P0ACF4|DBHB_ECOLI	sp|P0ACF4|DBHB_ECOLI	hupB	hupB	461450.0	460674.0	461723.0	460947.0
sp|P0ACF8|HNS_ECOLI	sp|P0ACF8|HNS_ECOLI	hns	hns	1292508.0	1294085.0	1292922.0	1294499.0
sp|P0ACG1|STPA_ECOLI	sp|P0ACG1|STPA_ECOLI	stpA	stpA	2798090.0	2796746.0	2798495.0	2797151.0
sp|P0ACG4|HOKC_ECOLI	sp|P0ACG4|HOKC_ECOLI	hokC	hokC	16750.0		16903.0	
sp|P0ACG6|HOKD_ECOLI	sp|P0ACG6|HOKD_ECOLI	hokD	hokD	1645118.0	1646832.0	1645274.0	1646988.0
sp|P0ACG8|HSLR_ECOLI	sp|P0ACG8|HSLR_ECOLI	hslR	hslR	3529347.0	4110666.0	3529749.0	4111068.0
sp|P0ACH1|SFSB_ECOLI	sp|P0ACH1|SFSB_ECOLI	sfsB	sfsB	3334908.0	3334763.0	3335187.0	3335042.0
sp|P0ACH5|MARA_ECOLI	sp|P0ACH5|MARA_ECOLI	marA	marA	1619573.0	1621287.0	1619957.0	1621671.0
sp|P0ACH8|MELR_ECOLI	sp|P0ACH8|MELR_ECOLI	melR	melR	4340719.0	4345397.0	4341628.0	4346306.0
sp|P0ACI0|ROB_ECOLI	sp|P0ACI0|ROB_ECOLI	rob	rob	4634440.0		4635310.0	
sp|P0ACI3|XYLR_ECOLI	sp|P0ACI3|XYLR_ECOLI	xylR	xylR	3734978.0	3904257.0	3736157.0	3905436.0
sp|P0ACI6|ASNC_ECOLI	sp|P0ACI6|ASNC_ECOLI	asnC	asnC	3926544.0	3709677.0	3927003.0	3710136.0
sp|P0ACJ0|LRP_ECOLI	sp|P0ACJ0|LRP_ECOLI	lrp	lrp	932594.0	933016.0	933089.0	933511.0
sp|P0ACJ5|DECR_ECOLI	sp|P0ACJ5|DECR_ECOLI	decR	decR		467606.0		468065.0
sp|P0ACJ8|CRP_ECOLI	sp|P0ACJ8|CRP_ECOLI	crp	crp	3486119.0	4153663.0	3486752.0	4154296.0
sp|P0ACK2|AGAR_ECOLI	sp|P0ACK2|AGAR_ECOLI	agaR	agaR	3277855.0	3277710.0	3278665.0	3278520.0
sp|P0ACL0|GLPR_ECOLI	sp|P0ACL0|GLPR_ECOLI	glpR	glpR	3559847.0		3560605.0	
sp|P0ACL2|EXUR_ECOLI	sp|P0ACL2|EXUR_ECOLI	exuR	exuR	3246651.0	3245307.0	3247428.0	3246084.0
sp|P0ACL5|GLCC_ECOLI	sp|P0ACL5|GLCC_ECOLI	glcC	glcC	3128271.0	3126927.0	3129036.0	3127692.0
sp|P0ACL7|LLDR_ECOLI	sp|P0ACL7|LLDR_ECOLI	lldR	lldR	3779053.0	3860584.0	3779830.0	3861361.0
sp|P0ACL9|PDHR_ECOLI	sp|P0ACL9|PDHR_ECOLI	pdhR	pdhR	122091.0	122091.0	122856.0	122856.0
sp|P0ACM2|RSPR_ECOLI	sp|P0ACM2|RSPR_ECOLI	rspR	rspR	1628351.0		1629038.0	
sp|P0ACM5|YEGW_ECOLI	sp|P0ACM5|YEGW_ECOLI	yegW	yegW	2182034.0		2182781.0	
sp|P0ACM9|YIHL_ECOLI	sp|P0ACM9|YIHL_ECOLI	yihL	yihL	4060446.0		4061157.0	
sp|P0ACN2|YTFH_ECOLI	sp|P0ACN2|YTFH_ECOLI	ytfH	ytfH	4434112.0		4434493.0	
sp|P0ACN4|ALLR_ECOLI	sp|P0ACN4|ALLR_ECOLI	allR	allR	533010.0	532234.0	533826.0	533050.0
sp|P0ACN7|CYTR_ECOLI	sp|P0ACN7|CYTR_ECOLI	cytR	cytR	4123430.0	3512224.0	4124456.0	3513250.0
sp|P0ACP1|CRA_ECOLI	sp|P0ACP1|CRA_ECOLI	cra	cra	88027.0	88027.0	89032.0	89032.0
sp|P0ACP5|GNTR_ECOLI	sp|P0ACP5|GNTR_ECOLI	gntR	gntR	3577730.0	4061688.0	3578726.0	4062684.0
sp|P0ACP7|PURR_ECOLI	sp|P0ACP7|PURR_ECOLI	purR	purR	1737843.0	1739557.0	1738869.0	1740583.0
sp|P0ACQ0|RBSR_ECOLI	sp|P0ACQ0|RBSR_ECOLI	rbsR	rbsR	3938226.0	3697461.0	3939219.0	3698454.0
sp|P0ACQ4|OXYR_ECOLI	sp|P0ACQ4|OXYR_ECOLI	oxyR	oxyR	4158489.0	3477273.0	4159407.0	3478191.0
sp|P0ACQ7|TDCA_ECOLI	sp|P0ACQ7|TDCA_ECOLI	tdcA	tdcA	3266126.0	3265981.0	3267065.0	3266920.0
sp|P0ACR0|ALLS_ECOLI	sp|P0ACR0|ALLS_ECOLI	allS	allS	531294.0	530518.0	532221.0	531445.0
sp|P0ACR2|YDHB_ECOLI	sp|P0ACR2|YDHB_ECOLI	ydhB	ydhB	1738865.0		1739798.0	
sp|P0ACR7|YFER_ECOLI	sp|P0ACR7|YFER_ECOLI	yfeR	yfeR	2525929.0		2526856.0	
sp|P0ACR9|MPRA_ECOLI	sp|P0ACR9|MPRA_ECOLI	mprA	mprA	2810769.0		2811300.0	
sp|P0ACS2|SOXR_ECOLI	sp|P0ACS2|SOXR_ECOLI	soxR	soxR	4277468.0	4281058.0	4277933.0	4281523.0
sp|P0ACS5|ZNTR_ECOLI	sp|P0ACS5|ZNTR_ECOLI	zntR	zntR	3438704.0	4201285.0	3439130.0	4201711.0
sp|P0ACS7|RPIR_ECOLI	sp|P0ACS7|RPIR_ECOLI	rpiR	rpiR				
sp|P0ACS9|ACRR_ECOLI	sp|P0ACS9|ACRR_ECOLI	acrR	acrR	485760.0	484984.0	486408.0	485632.0
sp|P0ACT2|ENVR_ECOLI	sp|P0ACT2|ENVR_ECOLI	envR	envR				
sp|P0ACT6|UIDR_ECOLI	sp|P0ACT6|UIDR_ECOLI	uidR	uidR	1696461.0	1698175.0	1697052.0	1698766.0
sp|P0ACU0|CECR_ECOLI	sp|P0ACU0|CECR_ECOLI	cecR	cecR		830393.0		831065.0
sp|P0ACU2|RUTR_ECOLI	sp|P0ACU2|RUTR_ECOLI	rutR	rutR	1074241.0	1074663.0	1074880.0	1075302.0
sp|P0ACU5|FABR_ECOLI	sp|P0ACU5|FABR_ECOLI	fabR	fabR	4161123.0	3474909.0	4161771.0	3475560.0
sp|P0ACU7|YJDC_ECOLI	sp|P0ACU7|YJDC_ECOLI	yjdC	yjdC	4362732.0		4363308.0	
sp|P0ACV2|LPXP_ECOLI	sp|P0ACV2|LPXP_ECOLI	lpxP	lpxP	2495644.0	2501090.0	2496565.0	2502011.0
sp|P0ACV4|LAPA_ECOLI	sp|P0ACV4|LAPA_ECOLI	lapA	lapA		1341956.0		1342265.0
sp|P0ACV6|MPAA_ECOLI	sp|P0ACV6|MPAA_ECOLI	mpaA	mpaA	1389869.0	1391583.0	1390598.0	1392312.0
sp|P0ACV8|YMJA_ECOLI	sp|P0ACV8|YMJA_ECOLI	ymjA	ymjA	1357422.0		1357668.0	
sp|P0ACW0|YDAF_ECOLI	sp|P0ACW0|YDAF_ECOLI	ydaF	ydaF	1419155.0		1419311.0	
sp|P0ACW2|YDBJ_ECOLI	sp|P0ACW2|YDBJ_ECOLI	ydbJ	ydbJ	1441057.0		1441324.0	
sp|P0ACW4|YDCA_ECOLI	sp|P0ACW4|YDCA_ECOLI	ydcA	ydcA	1491676.0		1491850.0	
sp|P0ACW6|YDCH_ECOLI	sp|P0ACW6|YDCH_ECOLI	ydcH	ydcH	1498650.0		1498875.0	
sp|P0ACW8|YDFA_ECOLI	sp|P0ACW8|YDFA_ECOLI	ydfA	ydfA	1648507.0		1648663.0	
sp|P0ACX0|YDGC_ECOLI	sp|P0ACX0|YDGC_ECOLI	ydgC	ydgC	1681694.0		1682030.0	
sp|P0ACX3|YDHR_ECOLI	sp|P0ACX3|YDHR_ECOLI	ydhR	ydhR	1746699.0		1747005.0	
sp|P0ACX5|FUMD_ECOLI	sp|P0ACX5|FUMD_ECOLI	fumD	fumD		1756645.0		1756855.0
sp|P0ACX9|YDIE_ECOLI	sp|P0ACX9|YDIE_ECOLI	ydiE	ydiE	1789612.0		1789804.0	
sp|P0ACY1|YDJA_ECOLI	sp|P0ACY1|YDJA_ECOLI	ydjA	ydjA	1848124.0		1848676.0	
sp|P0ACY3|YEAG_ECOLI	sp|P0ACY3|YEAG_ECOLI	yeaG	yeaG	1866907.0	1868621.0	1868842.0	1870556.0
sp|P0ACY6|YEAL_ECOLI	sp|P0ACY6|YEAL_ECOLI	yeaL	yeaL	1874351.0		1874798.0	
sp|P0ACY9|YEBG_ECOLI	sp|P0ACY9|YEBG_ECOLI	yebG	yebG	1930456.0	1932170.0	1930747.0	1932461.0
sp|P0ACZ2|ETP_ECOLI	sp|P0ACZ2|ETP_ECOLI	etp	etp	1044229.0	1044651.0	1044676.0	1045098.0
sp|P0ACZ4|EVGA_ECOLI	sp|P0ACZ4|EVGA_ECOLI	evgA	evgA	2483754.0	2489200.0	2484369.0	2489815.0
sp|P0ACZ8|CUSR_ECOLI	sp|P0ACZ8|CUSR_ECOLI	cusR	cusR	594759.0	593982.0	595443.0	594666.0
sp|P0AD01|DCUR_ECOLI	sp|P0AD01|DCUR_ECOLI	dcuR	dcuR	4349314.0	4353992.0	4350034.0	4354712.0
sp|P0AD03|YEBS_ECOLI	sp|P0AD03|YEBS_ECOLI	yebS	yebS	1916257.0	1917971.0	1917541.0	1919255.0
sp|P0AD05|YECA_ECOLI	sp|P0AD05|YECA_ECOLI	yecA	yecA	1990953.0	1993090.0	1991619.0	1993756.0
sp|P0AD07|YECF_ECOLI	sp|P0AD07|YECF_ECOLI	yecF	yecF	1995817.0		1996042.0	
sp|P0AD10|YECJ_ECOLI	sp|P0AD10|YECJ_ECOLI	yecJ	yecJ	1987506.0		1987758.0	
sp|P0AD12|YEEZ_ECOLI	sp|P0AD12|YEEZ_ECOLI	yeeZ	yeeZ	2088303.0		2089128.0	
sp|P0AD14|BTSS_ECOLI	sp|P0AD14|BTSS_ECOLI	btsS	btsS		2216292.0		2217978.0
sp|P0AD17|YOHC_ECOLI	sp|P0AD17|YOHC_ECOLI	yohC	yohC	2225043.0		2225631.0	
sp|P0AD19|YOHK_ECOLI	sp|P0AD19|YOHK_ECOLI	yohK	yohK	2231018.0		2231714.0	
sp|P0AD21|YEJG_ECOLI	sp|P0AD21|YEJG_ECOLI	yejG	yejG	2277892.0		2278237.0	
sp|P0AD24|YEJL_ECOLI	sp|P0AD24|YEJL_ECOLI	yejL	yejL	2284128.0		2284356.0	
sp|P0AD27|YEJM_ECOLI	sp|P0AD27|YEJM_ECOLI	yejM	yejM	2284375.0		2286136.0	
sp|P0AD30|YFCA_ECOLI	sp|P0AD30|YFCA_ECOLI	yfcA	yfcA	2444750.0		2445560.0	
sp|P0AD33|YFCZ_ECOLI	sp|P0AD33|YFCZ_ECOLI	yfcZ	yfcZ	2460649.0		2460934.0	
sp|P0AD35|YFDO_ECOLI	sp|P0AD35|YFDO_ECOLI	yfdO	yfdO				
sp|P0AD37|YFEC_ECOLI	sp|P0AD37|YFEC_ECOLI	yfeC	yfeC	2518466.0		2518811.0	
sp|P0AD40|YPEB_ECOLI	sp|P0AD40|YPEB_ECOLI	ypeB	ypeB	2527940.0		2528159.0	
sp|P0AD42|PGPC_ECOLI	sp|P0AD42|PGPC_ECOLI	pgpC	pgpC	2697914.0		2698550.0	
sp|P0AD44|YFHG_ECOLI	sp|P0AD44|YFHG_ECOLI	yfhG	yfhG	2688792.0		2689506.0	
sp|P0AD47|YPHA_ECOLI	sp|P0AD47|YPHA_ECOLI	yphA	yphA	2673345.0		2673768.0	
sp|P0AD49|YFIA_ECOLI	sp|P0AD49|YFIA_ECOLI	raiA	raiA	2737153.0	2735809.0	2737495.0	2736151.0
sp|P0AD53|YGAC_ECOLI	sp|P0AD53|YGAC_ECOLI	ygaC	ygaC	2799649.0		2799994.0	
sp|P0AD57|ISPB_ECOLI	sp|P0AD57|ISPB_ECOLI	ispB	ispB	3333709.0	3333564.0	3334681.0	3334536.0
sp|P0AD59|IVY_ECOLI	sp|P0AD59|IVY_ECOLI	ivy	ivy	240342.0	240342.0	240816.0	240816.0
sp|P0AD65|MRDA_ECOLI	sp|P0AD65|MRDA_ECOLI	mrdA	mrdA	666315.0	666737.0	668217.0	668639.0
sp|P0AD68|FTSI_ECOLI	sp|P0AD68|FTSI_ECOLI	ftsI	ftsI	91412.0	91412.0	93179.0	93179.0
sp|P0AD70|AMPH_ECOLI	sp|P0AD70|AMPH_ECOLI	ampH	ampH	395129.0		396287.0	
sp|P0AD79|LPL_ECOLI	sp|P0AD79|LPL_ECOLI	leuL	leuL	83621.0	83621.0	83708.0	83708.0
sp|P0AD83|LPPY_ECOLI	sp|P0AD83|LPPY_ECOLI	pyrL	pyrL	4472398.0	4477078.0	4472533.0	4477213.0
sp|P0AD86|LPT_ECOLI	sp|P0AD86|LPT_ECOLI	thrL	thrL	189.0	189.0	255.0	255.0
sp|P0AD89|LPTN_ECOLI	sp|P0AD89|LPTN_ECOLI	tnaC	tnaC	3888434.0	3751905.0	3888509.0	3751980.0
sp|P0AD96|LIVJ_ECOLI	sp|P0AD96|LIVJ_ECOLI	livJ	livJ	3598554.0	4040756.0	3599658.0	4041860.0
sp|P0AD99|BRNQ_ECOLI	sp|P0AD99|BRNQ_ECOLI	brnQ	brnQ	419590.0	418814.0	420910.0	420134.0
sp|P0ADA1|TESA_ECOLI	sp|P0ADA1|TESA_ECOLI	tesA	tesA	519138.0	518362.0	519765.0	518986.0
sp|P0ADA3|NLPD_ECOLI	sp|P0ADA3|NLPD_ECOLI	nlpD	nlpD	2867613.0	2866269.0	2868753.0	2867409.0
sp|P0ADA5|YAJG_ECOLI	sp|P0ADA5|YAJG_ECOLI	yajG	yajG	453588.0		454167.0	
sp|P0ADA7|OSMB_ECOLI	sp|P0ADA7|OSMB_ECOLI	osmB	osmB	1343109.0	1344823.0	1343328.0	1345042.0
sp|P0ADB1|OSME_ECOLI	sp|P0ADB1|OSME_ECOLI	osmE	osmE	1821917.0	1823631.0	1822256.0	1823970.0
sp|P0ADB4|ECNA_ECOLI	sp|P0ADB4|ECNA_ECOLI	ecnA	ecnA	4376316.0	4380996.0	4376442.0	4381122.0
sp|P0ADB7|ECNB_ECOLI	sp|P0ADB7|ECNB_ECOLI	ecnB	ecnB	4376552.0	4381232.0	4376699.0	4381379.0
sp|P0ADC1|LPTE_ECOLI	sp|P0ADC1|LPTE_ECOLI	lptE	lptE	671604.0	672026.0	672186.0	672608.0
sp|P0ADC3|LOLC_ECOLI	sp|P0ADC3|LOLC_ECOLI	lolC	lolC	1175426.0	1177003.0	1176626.0	1178203.0
sp|P0ADC6|LPTG_ECOLI	sp|P0ADC6|LPTG_ECOLI	lptG	lptG	4487317.0	4491997.0	4488400.0	4493080.0
sp|P0ADC8|YJIX_ECOLI	sp|P0ADC8|YJIX_ECOLI	yjiX	yjiX	4588875.0		4589079.0	
sp|P0ADD2|YJJB_ECOLI	sp|P0ADD2|YJJB_ECOLI	yjjB	yjjB	4601623.0		4602097.0	
sp|P0ADD5|YJJP_ECOLI	sp|P0ADD5|YJJP_ECOLI	yjjP	yjjP	4602087.0		4602858.0	
sp|P0ADD7|YJJQ_ECOLI	sp|P0ADD7|YJJQ_ECOLI	yjjQ	yjjQ	4603476.0		4604202.0	
sp|P0ADD9|YJJY_ECOLI	sp|P0ADD9|YJJY_ECOLI	yjjY	yjjY	4640401.0		4640542.0	
sp|P0ADE2|YTFK_ECOLI	sp|P0ADE2|YTFK_ECOLI	ytfK	ytfK	4439586.0		4439793.0	
sp|P0ADE4|TAMA_ECOLI	sp|P0ADE4|TAMA_ECOLI	tamA	tamA	4442381.0	4447061.0	4444115.0	4448795.0
sp|P0ADE6|KBP_ECOLI	sp|P0ADE6|KBP_ECOLI	kbp	kbp		2794992.0		2795442.0
sp|P0ADE8|YGFZ_ECOLI	sp|P0ADE8|YGFZ_ECOLI	ygfZ	ygfZ	3041312.0	3039968.0	3042293.0	3040949.0
sp|P0ADF3|LPRH_ECOLI	sp|P0ADF3|LPRH_ECOLI	rhoL	rhoL		3670348.0		3670450.0
sp|P0ADF6|EDD_ECOLI	sp|P0ADF6|EDD_ECOLI	edd	edd	1932792.0	1934506.0	1934604.0	1936318.0
sp|P0ADF8|ILVN_ECOLI	sp|P0ADF8|ILVN_ECOLI	ilvN	ilvN	3850801.0	3789322.0	3851092.0	3789613.0
sp|P0ADG1|ILVM_ECOLI	sp|P0ADG1|ILVM_ECOLI	ilvM	ilvM	3952200.0	3684216.0	3952464.0	3684480.0
sp|P0ADG4|SUHB_ECOLI	sp|P0ADG4|SUHB_ECOLI	suhB	suhB	2663441.0	2662097.0	2664245.0	2662901.0
sp|P0ADG7|IMDH_ECOLI	sp|P0ADG7|IMDH_ECOLI	guaB	guaB	2632603.0	2631259.0	2634070.0	2632726.0
sp|P0ADH5|FIMB_ECOLI	sp|P0ADH5|FIMB_ECOLI	fimB	fimB	4540956.0	4545636.0	4541559.0	4546239.0
sp|P0ADH7|FIME_ECOLI	sp|P0ADH7|FIME_ECOLI	fimE	fimE	4542036.0	4546716.0	4542633.0	4547313.0
sp|P0ADI0|PINR_ECOLI	sp|P0ADI0|PINR_ECOLI	pinR	pinR	1433083.0		1433674.0	
sp|P0ADI4|ENTB_ECOLI	sp|P0ADI4|ENTB_ECOLI	entB	entB	627693.0	626916.0	628551.0	627774.0
sp|P0ADI7|YECD_ECOLI	sp|P0ADI7|YECD_ECOLI	yecD	yecD	1950831.0		1951398.0	
sp|P0ADI9|YHHN_ECOLI	sp|P0ADI9|YHHN_ECOLI	yhhN	yhhN	3605750.0		3606377.0	
sp|P0ADJ3|YHJR_ECOLI	sp|P0ADJ3|YHJR_ECOLI	yhjR	yhjR	3695996.0		3696185.0	
sp|P0ADJ5|BCSF_ECOLI	sp|P0ADJ5|BCSF_ECOLI	bcsF	bcsF	3698025.0	3942197.0	3698217.0	3942389.0
sp|P0ADJ8|YIAA_ECOLI	sp|P0ADJ8|YIAA_ECOLI	yiaA	yiaA	3726923.0		3727361.0	
sp|P0ADK0|YIAF_ECOLI	sp|P0ADK0|YIAF_ECOLI	yiaF	yiaF	3718333.0		3719044.0	
sp|P0ADK4|YIAW_ECOLI	sp|P0ADK4|YIAW_ECOLI	yiaW	yiaW	3754104.0		3754428.0	
sp|P0ADK6|YIBA_ECOLI	sp|P0ADK6|YIBA_ECOLI	yibA	yibA	3766336.0		3767179.0	
sp|P0ADK8|YIBL_ECOLI	sp|P0ADK8|YIBL_ECOLI	yibL	yibL	3776664.0		3777027.0	
sp|P0ADL1|NEPI_ECOLI	sp|P0ADL1|NEPI_ECOLI	nepI	nepI	3840548.0	3798675.0	3841739.0	3799866.0
sp|P0ADL3|YICN_ECOLI	sp|P0ADL3|YICN_ECOLI	yicN	yicN	3841949.0		3842402.0	
sp|P0ADL6|YIDG_ECOLI	sp|P0ADL6|YIDG_ECOLI	yidG	yidG	3855607.0		3855970.0	
sp|P0ADM0|YIDH_ECOLI	sp|P0ADM0|YIDH_ECOLI	yidH	yidH	3855959.0		3856307.0	
sp|P0ADM4|YIDQ_ECOLI	sp|P0ADM4|YIDQ_ECOLI	yidQ	yidQ	3867727.0		3868060.0	
sp|P0ADM6|YIDX_ECOLI	sp|P0ADM6|YIDX_ECOLI	yidX	yidX	3875437.0		3876094.0	
sp|P0ADM8|YIEE_ECOLI	sp|P0ADM8|YIEE_ECOLI	yieE	yieE	3893880.0		3894630.0	
sp|P0ADN0|VIAA_ECOLI	sp|P0ADN0|VIAA_ECOLI	viaA	viaA	3928151.0	3707077.0	3929603.0	3708529.0
sp|P0ADN2|YIFE_ECOLI	sp|P0ADN2|YIFE_ECOLI	yifE	yifE	3948085.0		3948424.0	
sp|P0ADN6|YIFL_ECOLI	sp|P0ADN6|YIFL_ECOLI	yifL	yifL	3994521.0		3994725.0	
sp|P0ADP0|YIGB_ECOLI	sp|P0ADP0|YIGB_ECOLI	yigB	yigB	3997182.0	3638781.0	3997899.0	3639498.0
sp|P0ADP2|YIGI_ECOLI	sp|P0ADP2|YIGI_ECOLI	yigI	yigI	4004229.0		4004697.0	
sp|P0ADP5|BIOP_ECOLI	sp|P0ADP5|BIOP_ECOLI	bioP	bioP		3624705.0		3625605.0
sp|P0ADP7|UBIJ_ECOLI	sp|P0ADP7|UBIJ_ECOLI	ubiJ	ubiJ	4019623.0	3616451.0	4020229.0	3617057.0
sp|P0ADP9|YIHD_ECOLI	sp|P0ADP9|YIHD_ECOLI	yihD	yihD	4042068.0		4042338.0	
sp|P0ADQ2|YIID_ECOLI	sp|P0ADQ2|YIID_ECOLI	yiiD	yiiD	4077448.0		4078438.0	
sp|P0ADQ5|YIIE_ECOLI	sp|P0ADQ5|YIIE_ECOLI	yiiE	yiiE	4079296.0		4079509.0	
sp|P0ADQ7|YGAM_ECOLI	sp|P0ADQ7|YGAM_ECOLI	ygaM	ygaM	2800145.0		2800475.0	
sp|P0ADR0|YQAA_ECOLI	sp|P0ADR0|YQAA_ECOLI	yqaA	yqaA	2816511.0		2816940.0	
sp|P0ADR2|YGDD_ECOLI	sp|P0ADR2|YGDD_ECOLI	ygdD	ygdD	2941235.0		2941631.0	
sp|P0ADR6|RLMM_ECOLI	sp|P0ADR6|RLMM_ECOLI	rlmM	rlmM	2940142.0	2938798.0	2941243.0	2939899.0
sp|P0ADR8|PPNN_ECOLI	sp|P0ADR8|PPNN_ECOLI	ppnN	ppnN		2924963.0		2926328.0
