qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end	A_alt_name	B_alt_name
sp|Q8CVS2|PTRA_ECOL6	sp|P05458|PTRA_ECOLI	ptrA	ptrA	3263315.0	2954651.0	3266204.0	2957540.0	c3415	b2821
sp|P0AG41|RIBF_ECOL6	sp|P0AG40|RIBF_ECOLI	ribF	ribF	23668.0	21406.0	24610.0	22348.0	c0029	b0025
sp|P0C0W2|RIHC_ECOL6	sp|P22564|RIHC_ECOLI	rihC	rihC	29537.0	27292.0	30452.0	28207.0	c0035.1	b0030
sp|Q8FBD6|RHAT_ECOL6	sp|P27125|RHAT_ECOLI	rhaT	rhaT	4619147.0	3536155.0	4620182.0	3537190.0	c4857	b3907
sp|P0A7M7|RL29_ECOL6	sp|P0A7M6|RL29_ECOLI	rpmC	rpmC	3879943.0	4191656.0	3880135.0	4191848.0	c4077	b3312
sp|P0A7P0|RL33_ECOL6	sp|P0A7N9|RL33_ECOLI	rpmG	rpmG	4242247.0	3828997.0	4242415.0	3829165.0	c4460	b3636
sp|P0A8I9|RLMH_ECOL6	sp|P0A8I8|RLMH_ECOLI	rlmH	rlmH	708238.0	668669.0	708706.0	669137.0	c0727	b0636
sp|P60722|LIPB_ECOL6	sp|P60720|LIPB_ECOLI	lipB	lipB	701626.0	662058.0	702268.0	662700.0	c0720	b0630
sp|P65322|LPXD_ECOL6	sp|P21645|LPXD_ECOLI	lpxD	lpxD	211005.0	200970.0	212031.0	201996.0	c0216	b0179
sp|Q8FB64|METAS_ECOL6	sp|P07623|METAS_ECOLI	metAS	metAS					c4970	b4013
sp|Q8FD11|MSCL_ECOL6	sp|P0A742|MSCL_ECOLI	mscL	mscL	3869396.0	4201981.0	3869810.0	4202392.0	c4051	b3291
sp|Q8FD58|NANA1_ECOL6	sp|P0A6L4|NANA_ECOLI	nanA1	nanA		3372537.0		3373431.0	c3979	b3225
sp|P0AAL1|NAPF_ECOL6	sp|P0AAL0|NAPF_ECOLI	napF	napF	2590510.0	2306336.0	2591005.0	2306831.0	c2747	b2208
sp|Q8FCN0|NIKD_ECOL6	sp|P33593|NIKD_ECOLI	nikD	nikD	4055669.0	4022635.0	4056434.0	4023400.0	c4272	b3479
sp|Q8FGU5|NUDL_ECOL6	sp|P43337|NUDL_ECOLI	nudL	nudL					c2218	b1813
sp|Q8FB75|NUDC_ECOL6	sp|P32664|NUDC_ECOLI	nudC	nudC	4728109.0	3439004.0	4728883.0	3439778.0	c4953	b3996
sp|Q8FFM5|NUDI_ECOL6	sp|P52006|NUDI_ECOLI	nudI	nudI	2650935.0	2369223.0	2651361.0	2369649.0	c2793	b2251
sp|Q8FEY4|PAST_ECOL6	sp|P0AGL5|RATA_ECOLI	pasT	ratA		2752943.0		2753420.0	c3141	b2619
sp|Q8FBT8|PHOU_ECOL6	sp|P0A9K7|PHOU_ECOLI	phoU	phoU	4407977.0	3729102.0	4408703.0	3729828.0	c4648	b3724
sp|P0A8T2|PRMA_ECOL6	sp|P0A8T1|PRMA_ECOLI	prmA	prmA	3840837.0	3408924.0	3841719.0	3409806.0	c4024	b3259
sp|P0AFN3|PSPC_ECOL6	sp|P0AFN2|PSPC_ECOLI	pspC	pspC	1611703.0	1370738.0	1612063.0	1371098.0	c1777	b1306
sp|P69798|PTNAB_ECOL6	sp|P69797|PTNAB_ECOLI	manX	manX	2053719.0	1903761.0	2054691.0	1904733.0	c2223	b1817
sp|Q8FBS3|RBSA_ECOL6	sp|P04983|RBSA_ECOLI	rbsA	rbsA	4434810.0	3701397.0	4436316.0	3702903.0	c4677	b3749
sp|P0A7L9|RL27_ECOL6	sp|P0A7L8|RL27_ECOLI	rpmA	rpmA	3766349.0	3332716.0	3766607.0	3332974.0	c3942	b3185
sp|Q8CVX8|MDTA_ECOL6	sp|P76397|MDTA_ECOLI	mdtA	mdtA	2440601.0	2156152.0	2441849.0	2157400.0	c2600	b2074
sp|P0ABL2|NRFB_ECOL6	sp|P0ABL1|NRFB_ECOLI	nrfB	nrfB	4842528.0	4292834.0	4843095.0	4293401.0	c5067	b4071
sp|P69784|PTGA_ECOL6	sp|P69783|PTGA_ECOLI	crr	crr	2816726.0	2541279.0	2817236.0	2541789.0	c2952	b2417
sp|P0A9N1|PTSO_ECOL6	sp|P0A9N0|PTSO_ECOLI	ptsO	ptsO					c3966	b3206
sp|Q8FFM8|RHMD_ECOL6	sp|P77215|RHMD_ECOLI	rhmD	rhmD	2646590.0	2364878.0	2647796.0	2366084.0	c2789	b2247
sp|P0A7X7|RIMM_ECOL6	sp|P0A7X6|RIMM_ECOLI	rimM	rimM	3008067.0	2744025.0	3008616.0	2744574.0	c3129	b2608
sp|P0A7K7|RL19_ECOL6	sp|P0A7K6|RL19_ECOLI	rplS	rplS	3006880.0	2742838.0	3007228.0	2743186.0	c3127	b2606
sp|P61176|RL22_ECOL6	sp|P61175|RL22_ECOLI	rplV	rplV	3881276.0	4190182.0	3881609.0	4190515.0	c4082	b3315
sp|Q8FBV0|MDTL_ECOL6	sp|P31462|MDTL_ECOLI	mdtL	mdtL	4393351.0	3745226.0	4394527.0	3746402.0	c4633	b3710
sp|P63387|MLAF_ECOL6	sp|P63386|MLAF_ECOLI	mlaF	mlaF	3772748.0	3339110.0	3773558.0	3339920.0	c3955	b3195
sp|P65803|PEPT_ECOL6	sp|P29745|PEPT_ECOLI	pepT	pepT	1375284.0	1187420.0	1376511.0	1188647.0	c1479	b1127
sp|Q8FF26|PUR4_ECOL6	sp|P15254|PUR4_ECOLI	purL	purL	2954522.0	2690311.0	2958410.0	2694199.0	c3080	b2557
sp|P0C0R9|RLME_ECOL6	sp|P0C0R7|RLME_ECOLI	rlmE	rlmE	3760666.0	3326889.0	3761296.0	3327519.0	c3936	b3179
sp|P0A7S0|RS11_ECOL6	sp|P0A7R9|RS11_ECOLI	rpsK	rpsK	3873084.0	4198317.0	3873474.0	4198707.0	c4058	b3297
sp|P0AAH9|SAPF_ECOL6	sp|P0AAH8|SAPF_ECOLI	sapF	sapF	1603347.0	1353541.0	1604154.0	1354348.0	c1767	b1290
sp|P0A781|NUSB_ECOL6	sp|P0A780|NUSB_ECOLI	nusB	nusB	509189.0	434360.0	509609.0	434780.0	c0527	b0416
sp|Q8FB69|PUR2_ECOL6	sp|P15640|PUR2_ECOLI	purD	purD	4735821.0	3430749.0	4737111.0	3432039.0	c4963	b4005
sp|P69802|PTNC_ECOL6	sp|P69801|PTNC_ECOLI	manY	manY	2054753.0	1904795.0	2055554.0	1905596.0	c2224	b1818
sp|Q8FIR2|PYRC_ECOL6	sp|P05020|PYRC_ECOLI	pyrC	pyrC	1265060.0	1123137.0	1266107.0	1124184.0	c1329	b1062
sp|P0A7I1|RF1_ECOL6	sp|P0A7I0|RF1_ECOLI	prfA	prfA	1504887.0	1266588.0	1505970.0	1267671.0	c1669	b1211
sp|P0AF94|RIDA_ECOL6	sp|P0AF93|RIDA_ECOLI	yjgF	ridA		4475206.0		4475593.0	c5342	b4243
sp|Q8FHT6|RNB_ECOL6	sp|P30850|RNB_ECOLI	rnb	rnb	1591267.0	1348691.0	1593202.0	1350626.0	c1757	b1286
sp|P0A801|RPOZ_ECOL6	sp|P0A800|RPOZ_ECOLI	rpoZ	rpoZ	4253107.0	3818033.0	4253383.0	3818309.0	c4474	b3649
sp|P68680|RS21_ECOL6	sp|P68679|RS21_ECOLI	rpsU	rpsU	3651374.0	3209436.0	3651590.0	3209652.0	c3816	b3065
sp|P0AG64|RS17_ECOL6	sp|P0AG63|RS17_ECOLI	rpsQ	rpsQ	3879689.0	4191847.0	3879944.0	4192102.0	c4076	b3311
sp|P0C059|IBPB_ECOL6	sp|P0C058|IBPB_ECOLI	ibpB	ibpB	4368204.0	3773517.0	4368633.0	3773946.0	c4606	b3686
sp|Q8FL76|LEU3_ECOL6	sp|P30125|LEU3_ECOLI	leuB	leuB	84697.0	80866.0	85789.0	81958.0	c0090	b0073
sp|P0AB59|LAPB_ECOL6	sp|P0AB58|LAPB_ECOLI	lapB	lapB	1584854.0	1342271.0	1586024.0	1343441.0	c1749	b1280
sp|P0A770|MNTH_ECOL6	sp|P0A769|MNTH_ECOLI	mntH	mntH					c2931	b2392
sp|P0ACS0|MPRA_ECOL6	sp|P0ACR9|MPRA_ECOLI	mprA	mprA					c3237	b2684
sp|Q8FFD5|PTFC_ECOL6	sp|P77579|PTFC1_ECOLI	fryC	fryC					c2925	b2386
sp|P0A7D5|PURA_ECOL6	sp|P0A7D4|PURA_ECOLI	purA	purA	5012846.0	4409366.0	5014145.0	4410665.0	c5261	b4177
sp|Q8FF72|PUR5_ECOL6	sp|P08178|PUR5_ECOLI	purM	purM	2878160.0	2619852.0	2879198.0	2620890.0	c3017	b2499
sp|P0A7E4|PYRE_ECOL6	sp|P0A7E3|PYRE_ECOLI	pyrE	pyrE	4246124.0	3824646.0	4246766.0	3825288.0	c4466	b3642
sp|P66023|RF2_ECOL6	sp|P07012|RF2_ECOLI	prfB	prfB	3332156.0	3033839.0	3333255.0	3034938.0	c5622	b2891
sp|P0AGI2|RBSC_ECOL6	sp|P0AGI1|RBSC_ECOLI	rbsC	rbsC	4436320.0	3700427.0	4437286.0	3701393.0	c4678	b3750
sp|Q8FFT8|RIHB_ECOL6	sp|P33022|RIHB_ECOLI	rihB	rihB	2544749.0	2257578.0	2545691.0	2258520.0	c2696	b2162
sp|Q8FIB8|PHOQ_ECOL6	sp|P23837|PHOQ_ECOLI	phoQ	phoQ	1389208.0	1189892.0	1390669.0	1191353.0	c1508	b1129
sp|P0AG21|RELA_ECOL6	sp|P0AG20|RELA_ECOLI	relA	relA					c3347	b2784
sp|P0A7G3|RBFA_ECOL6	sp|P0A7G2|RBFA_ECOLI	rbfA	rbfA	3746409.0	3312631.0	3746811.0	3313033.0	c3923	b3167
sp|Q8FBI4|RFAH_ECOL6	sp|P0AFW0|RFAH_ECOLI	rfaH	rfaH	4550184.0	3611859.0	4550673.0	3612348.0	c4789	b3842
sp|Q8FBE1|RHAD_ECOL6	sp|P32169|RHAD_ECOLI	rhaD	rhaD	4613094.0	3542408.0	4613919.0	3543233.0	c4851	b3902
sp|Q8FBE2|RHAM_ECOL6	sp|P32156|RHAM_ECOLI	rhaM	rhaM	4612770.0	3543242.0	4613085.0	3543557.0	c4850	b3901
sp|Q8FJF0|RIMK_ECOL6	sp|P0C0U4|RIMK_ECOLI	rimK	rimK	946341.0	892388.0	947244.0	893291.0	c0985	b0852
sp|Q8FG04|MDTB_ECOL6	sp|P76399|MDTC_ECOLI	mdtB	mdtC	2441848.0	2160522.0	2444971.0	2163600.0	c2601	b2076
sp|Q8FCB7|MTLD_ECOL6	sp|P09424|MTLD_ECOLI	mtlD	mtlD	4202096.0	3864842.0	4203245.0	3865991.0	c4417	b3600
sp|Q8FH89|PDXY_ECOL6	sp|P77150|PDXY_ECOLI	pdxY	pdxY	1875554.0	1716739.0	1876415.0	1717603.0	c2028	b1636
sp|P69787|PTGCB_ECOL6	sp|P69786|PTGCB_ECOLI	ptsG	ptsG	1301369.0	1159445.0	1302803.0	1160879.0	c1373	b1101
sp|P0ACQ1|RBSR_ECOL6	sp|P0ACQ0|RBSR_ECOLI	rbsR	rbsR	4439259.0	3697461.0	4440252.0	3698454.0	c4681	b3753
sp|P0ACJ1|LRP_ECOL6	sp|P0ACJ0|LRP_ECOLI	lrp	lrp	986722.0	933016.0	987217.0	933511.0	c1026	b0889
sp|P0AD80|LPL_ECOL6	sp|P0AD79|LPL_ECOLI	leuL	leuL	87450.0	83621.0	87537.0	83708.0	c5492	b0075
sp|P61317|LOLA_ECOL6	sp|P61316|LOLA_ECOLI	lolA	lolA	991553.0	937793.0	992165.0	938405.0	c1028	b0891
sp|P61890|MDH_ECOL6	sp|P61889|MDH_ECOLI	mdh	mdh	3806810.0	3383184.0	3807749.0	3384123.0	c3991	b3236
sp|Q8CVH8|MDTP_ECOL6	sp|P32714|MDTP_ECOLI	mdtP	mdtP	4858722.0	4303042.0	4860189.0	4304509.0	c5085	b4080
sp|Q8FHB4|MDTJ_ECOL6	sp|P69212|MDTJ_ECOLI	mdtJ	mdtJ	1833830.0	1674849.0	1834196.0	1675215.0	c1992	b1600
sp|P64607|MLAE_ECOL6	sp|P64606|MLAE_ECOLI	mlaE	mlaE	3771958.0	3338320.0	3772741.0	3339103.0	c3954	b3194
sp|P65382|MOAA_ECOL6	sp|P30745|MOAA_ECOLI	moaA	moaA	839664.0	817465.0	840654.0	818455.0	c0862	b0781
sp|Q8FD57|NANR_ECOL6	sp|P0A8W0|NANR_ECOLI	nanR	nanR	3798859.0	3373552.0	3799651.0	3374344.0	c3980	b3226
sp|Q8FIM4|NPD_ECOL6	sp|P75960|NPD_ECOLI	cobB	cobB	1323746.0	1181096.0	1324568.0	1181936.0	c1395	b1120
sp|P67081|PLPHP_ECOL6	sp|P67080|PLPHP_ECOLI	yggS	yggS	3391042.0	3093753.0	3391747.0	3094458.0	c3537	b2951
sp|P0A895|RAPZ_ECOL6	sp|P0A894|RAPZ_ECOLI	rapZ	rapZ	3780607.0	3346969.0	3781462.0	3347824.0	c3965	b3205
sp|P0ABA7|ATPG_ECOL6	sp|P0ABA6|ATPG_ECOLI	atpG	atpG	4418434.0	3718415.0	4419298.0	3719279.0	c4659	b3733
sp|P0A6W1|GLSA2_ECOL6	sp|P0A6W0|GLSA2_ECOLI	glsA2	glsA2					c1947	b1524
sp|P0ACG9|HSLR_ECOL6	sp|P0ACG8|HSLR_ECOLI	hslR	hslR	3955400.0	4110666.0	3955802.0	4111068.0	c4171	b3400
sp|Q8FBR2|ILVC_ECOL6	sp|P05793|ILVC_ECOLI	ilvC	ilvC	4458951.0	3677235.0	4460427.0	3678711.0	c4696	b3774
sp|P0ADF9|ILVN_ECOL6	sp|P0ADF8|ILVN_ECOLI	ilvN	ilvN	4356986.0	3789322.0	4357277.0	3789613.0	c4595	b3670
sp|Q8CVV4|MEPA_ECOL6	sp|P0C0T5|MEPA_ECOLI	mepA	mepA	2727357.0	2451005.0	2728182.0	2451830.0	c2874	b2328
sp|P0AFV5|MEPS_ECOL6	sp|P0AFV4|MEPS_ECOLI	mepS	mepS	2560513.0	2273312.0	2561080.0	2273879.0	c2712	b2175
sp|Q8FBH7|MOBA_ECOL6	sp|P32173|MOBA_ECOLI	mobA	mobA	4566905.0	3594681.0	4567490.0	3595266.0	c4801	b3857
sp|P60062|ADIC_ECOL6	sp|P60061|ADIC_ECOLI	adiC	adiC	4894229.0	4340371.0	4895567.0	4341709.0	c5120	b4115
sp|Q8FL98|APAH_ECOL6	sp|P05637|APAH_ECOLI	apaH	apaH	53565.0	50379.0	54414.0	51222.0	c0061	b0049
sp|P0ABM6|CCMD_ECOL6	sp|P0ABM5|CCMD_ECOLI	ccmD	ccmD	2582884.0	2298710.0	2583094.0	2298920.0	c2735	b2198
sp|P0A9Y7|CSPC_ECOL6	sp|P0A9Y6|CSPC_ECOLI	cspC	cspC					c2231	b1823
sp|P0A6J6|DADA_ECOL6	sp|P0A6J5|DADA_ECOLI	dadA	dadA	1474997.0	1239147.0	1476296.0	1240446.0	c1638	b1189
sp|Q8FF59|DER_ECOL6	sp|P0A6P5|DER_ECOLI	der	der	2904509.0	2634539.0	2905982.0	2636012.0	c3033	b2511
sp|Q8FFA1|EUTC_ECOL6	sp|P19636|EUTC_ECOLI	eutC	eutC	2833957.0	2561855.0	2834845.0	2562743.0	c2974	b2440
sp|P0A6Q7|FABZ_ECOL6	sp|P0A6Q6|FABZ_ECOLI	fabZ	fabZ	212135.0	202100.0	212591.0	202556.0	c0217	b0180
sp|P0AER4|GLTJ_ECOL6	sp|P0AER3|GLTJ_ECOLI	gltJ	gltJ	717987.0	686350.0	718728.0	687091.0	c0738	b0654
sp|P0A6W6|GREA_ECOL6	sp|P0A6W5|GREA_ECOLI	greA	greA	3761870.0	3328093.0	3762347.0	3328570.0	c3938	b3181
sp|P0A9M3|HPRT_ECOL6	sp|P0A9M2|HPRT_ECOLI	hpt	hpt	151635.0	141430.0	152172.0	141967.0	c0154	b0125
sp|P0ADG2|ILVM_ECOL6	sp|P0ADG1|ILVM_ECOLI	ilvM	ilvM	4453240.0	3684216.0	4453504.0	3684480.0	c4691	b3769
sp|Q8FE75|IDI_ECOL6	sp|Q46822|IDI_ECOLI	idi	idi	3329327.0	3031720.0	3329876.0	3032269.0	c3467	b2889
sp|Q8FLA1|KEFC_ECOL6	sp|P03819|KEFC_ECOLI	kefC	kefC	50399.0	47768.0	52262.0	49631.0	c0057	b0047
sp|Q8FB98|CAPP_ECOL6	sp|P00864|CAPP_ECOLI	ppc	ppc	4677471.0	3483582.0	4680123.0	3486234.0	c4915	b3956
sp|Q8FK03|CITX_ECOL6	sp|P0A6G5|CITX_ECOLI	citX	citX	688075.0	646706.0	688627.0	647258.0	c0702	b0614
sp|P0AEF1|DNAC_ECOL6	sp|P0AEF0|DNAC_ECOLI	dnaC	dnaC	5189224.0	4604917.0	5189962.0	4605655.0	c5440	b4361
sp|Q8FG50|HIS7_ECOL6	sp|P06987|HIS7_ECOLI	hisB	hisB	2381524.0	2095604.0	2382592.0	2096672.0	c2549	b2022
sp|P0A6Y6|HSLO_ECOL6	sp|P0A6Y5|HSLO_ECOLI	hslO	hslO	3955826.0	4109763.0	3956705.0	4110642.0	c4172	b3401
sp|P0AAT7|IOJAP_ECOL6	sp|P0AAT6|IOJAP_ECOLI	rsfS	rsfS	708709.0	669140.0	709027.0	669458.0	c0728	b0637
sp|Q8FHX4|KITH_ECOL6	sp|P23331|KITH_ECOLI	tdk	tdk	1538496.0	1295103.0	1539114.0	1295721.0	c1703	b1238
sp|P0ADF4|LPRH_ECOL6	sp|P0ADF3|LPRH_ECOLI	rhoL	rhoL	4466394.0	3670348.0	4466496.0	3670450.0	c5501	b3782
sp|P69368|MDTH_ECOL6	sp|P69367|MDTH_ECOLI	mdtH	mdtH	1267617.0	1125694.0	1268826.0	1126903.0	c1332	b1065
sp|P68184|MALG_ECOL6	sp|P68183|MALG_ECOLI	malG	malG	4776519.0	4246215.0	4777410.0	4247106.0	c5002	b4032
sp|P0AEZ4|MIND_ECOL6	sp|P0AEZ3|MIND_ECOLI	minD	minD	1462545.0	1226125.0	1463358.0	1226938.0	c1622	b1175
sp|Q8FBV3|MNME_ECOL6	sp|P25522|MNME_ECOLI	mnmE	mnmE	4388564.0	3752222.0	4389929.0	3753587.0	c4630	b3706
sp|P0A9H2|MUG_ECOL6	sp|P0A9H1|MUG_ECOLI	mug	mug	3655561.0	3213622.0	3656068.0	3214129.0	c3822	b3068
sp|P0AF13|MTNN_ECOL6	sp|P0AF12|MTNN_ECOLI	mtnN	mtnN	188793.0	178454.0	189492.0	179153.0	c0195	b0159
sp|Q8FAK9|MUTL_ECOL6	sp|P23367|MUTL_ECOLI	mutL	mutL	5005571.0	4402091.0	5007419.0	4403939.0	c5254	b4170
sp|P0A750|MURA_ECOL6	sp|P0A749|MURA_ECOLI	murA	murA	3768727.0	3335089.0	3769987.0	3336349.0	c3947	b3189
sp|Q8CVJ0|BTUB_ECOL6	sp|P06129|BTUB_ECOLI	btuB	btuB	4696042.0	3471197.0	4697887.0	3473042.0	c4929	b3966
sp|P65644|EUTT_ECOL6	sp|P65643|EUTT_ECOLI	eutT	eutT	2844259.0	2572157.0	2845063.0	2572961.0	c2984	b2459
sp|P0A9B3|G3P_ECOL6	sp|P0A9B2|G3P1_ECOLI	gapA	gapA	2020000.0	1864484.0	2020996.0	1865480.0	c2184	b1779
sp|P0A9Z2|GLNB_ECOL6	sp|P0A9Z1|GLNB_ECOLI	glnB	glnB	2949918.0	2685725.0	2950257.0	2686064.0	c3076	b2553
sp|P0A6U9|GLGA_ECOL6	sp|P0A6U8|GLGA_ECOLI	glgA	glgA	4002584.0	4072381.0	4004018.0	4073815.0	c4216	b3429
sp|Q8FBT4|GLMS_ECOL6	sp|P17169|GLMS_ECOLI	glmS	glmS	4412871.0	3723012.0	4414701.0	3724842.0	c4654	b3729
sp|Q8FG49|HIS4_ECOL6	sp|P10371|HIS4_ECOLI	hisA	hisA	2383181.0	2097261.0	2383919.0	2097999.0	c2551	b2024
sp|Q8FIR9|MDTG_ECOL6	sp|P25744|MDTG_ECOLI	mdtG	mdtG	1257762.0	1115840.0	1258989.0	1117067.0	c1319	b1053
sp|Q8FHB5|MDTI_ECOL6	sp|P69210|MDTI_ECOLI	mdtI	mdtI	1833514.0	1674533.0	1833844.0	1674863.0	c1991	b1599
sp|Q8FJ74|MGSA_ECOL6	sp|P0A731|MGSA_ECOLI	mgsA	mgsA	1070344.0	1026978.0	1070803.0	1027437.0	c1100	b0963
sp|P0A6Q0|ENO_ECOL6	sp|P0A6P9|ENO_ECOLI	eno	eno	3182096.0	2905298.0	3183395.0	2906597.0	c3344	b2779
sp|P64006|DUT_ECOL6	sp|P06968|DUT_ECOLI	dut	dut	4244926.0	3826027.0	4245385.0	3826486.0	c4464	b3640
sp|Q8FF64|EX7L_ECOL6	sp|P04994|EX7L_ECOLI	xseA	xseA	2891196.0	2632887.0	2892573.0	2634258.0	c3028	b2509
sp|P0AEP2|GALP_ECOL6	sp|P0AEP1|GALP_ECOLI	galP	galP	3384238.0	3086939.0	3385633.0	3088334.0	c3529	b2943
sp|P0AEU4|HISM_ECOL6	sp|P0AEU3|HISM_ECOLI	hisM	hisM					c2849	b2307
sp|P0AAK2|HYCB_ECOL6	sp|P0AAK1|HYCB_ECOLI	hycB	hycB	3129929.0	2847893.0	3130541.0	2848505.0	c3284	b2724
sp|P0A6Z4|HTPG_ECOL6	sp|P0A6Z3|HTPG_ECOLI	htpG	htpG	569769.0	494343.0	571644.0	496218.0	c0593	b0473
sp|P0ACF9|HNS_ECOL6	sp|P0ACF8|HNS_ECOLI	hns	hns	1537479.0	1294085.0	1537893.0	1294499.0	c1701	b1237
sp|Q8FF46|ISCX_ECOL6	sp|P0C0L9|ISCX_ECOLI	iscX	iscX	2924716.0	2655191.0	2924917.0	2655392.0	c3049	b2524
sp|Q8FJV5|KDPC_ECOL6	sp|P03961|KDPC_ECOLI	kdpC	kdpC	765141.0	724828.0	765714.0	725401.0	c0781	b0696
sp|Q8FHE5|MARC_ECOL6	sp|P0AEY1|MARC_ECOLI	marC	marC	1794146.0	1619956.0	1794812.0	1620622.0	c1951	b1529
sp|Q8FJN9|CLSB_ECOL6	sp|P0AA84|CLSB_ECOLI	clsB	clsB	845119.0	822919.0	846361.0	824161.0	c0872	b0789
sp|P0AEA3|CSGG_ECOL6	sp|P0AEA2|CSGG_ECOLI	csgG	csgG	1244349.0	1101091.0	1245183.0	1101925.0	c1299	b1037
sp|Q8FKA2|COF_ECOL6	sp|P46891|COF_ECOLI	cof	cof	541350.0	466635.0	542169.0	467454.0	c0562	b0446
sp|Q8FEI9|CYSH_ECOL6	sp|P17854|CYSH_ECOLI	cysH	cysH	3161369.0	2886233.0	3162104.0	2886968.0	c3321	b2762
sp|Q8CW16|DMSD_ECOL6	sp|P69853|DMSD_ECOLI	dmsD	dmsD	1825212.0	1666219.0	1825827.0	1666834.0	c1982	b1591
sp|Q8FBD1|FIEF_ECOL6	sp|P69380|FIEF_ECOLI	fieF	fieF	4626126.0	3529309.0	4627029.0	3530212.0	c4866	b3915
sp|P0AAJ6|FDOH_ECOL6	sp|P0AAJ5|FDOH_ECOLI	fdoH	fdoH	4605368.0	3553921.0	4606271.0	3554824.0	c4843	b3893
sp|P0ABX0|FLGB_ECOL6	sp|P0ABW9|FLGB_ECOLI	flgB	flgB	1274521.0	1132594.0	1274938.0	1133011.0	c1342	b1073
sp|P59587|IF2_ECOL6	sp|P0A705|IF2_ECOLI	infB	infB	3746974.0	3313196.0	3749647.0	3315869.0	c3924	b3168
sp|P60717|LIPA_ECOL6	sp|P60716|LIPA_ECOLI	lipA	lipA	699841.0	659672.0	700807.0	660638.0	c0718	b0628
sp|Q8FJY4|LNT_ECOL6	sp|P23930|LNT_ECOLI	lnt	lnt	722214.0	689764.0	723753.0	691303.0	c0742	b0657
sp|P0AEI2|MIAB_ECOL6	sp|P0AEI1|MIAB_ECOLI	miaB	miaB	726402.0	693952.0	727827.0	695377.0	c0747	b0661
sp|Q8FI31|MINC_ECOL6	sp|P18196|MINC_ECOLI	minC	minC	1463381.0	1226961.0	1464077.0	1227657.0	c1623	b1176
sp|P0C067|MLTC_ECOL6	sp|P0C066|MLTC_ECOLI	mltC	mltC	3400291.0	3103088.0	3401371.0	3104168.0	c3551	b2963
sp|Q8FJB1|MSBA_ECOL6	sp|P60752|MSBA_ECOLI	msbA	msbA	1017579.0	967042.0	1019328.0	968791.0	c1054	b0914
sp|P0A826|GLYA_ECOL6	sp|P0A825|GLYA_ECOLI	glyA	glyA	2947100.0	2682909.0	2948354.0	2684163.0	c3073	b2551
sp|P0ACP6|GNTR_ECOL6	sp|P0ACP5|GNTR_ECOLI	gntR	gntR	4017142.0	4061688.0	4018138.0	4062684.0	c4227	b3438
sp|Q8FEM8|HIGB_ECOL6	sp|P64578|HIGB_ECOLI	higB	higB		3232796.0		3233111.0	c3274	b3083
sp|P0A6X8|IHFA_ECOL6	sp|P0A6X7|IHFA_ECOLI	ihfA	ihfA	1951219.0	1796966.0	1951519.0	1797266.0	c2109	b1712
sp|Q8FK84|KAD_ECOL6	sp|P69441|KAD_ECOLI	adk	adk	571824.0	496398.0	572469.0	497043.0	c0594	b0474
sp|Q8FDA1|LPOA_ECOL6	sp|P45464|LPOA_ECOLI	lpoA	lpoA	3727637.0	3293254.0	3729674.0	3295291.0	c3900	b3147
sp|P0A9V2|LPTB_ECOL6	sp|P0A9V1|LPTB_ECOLI	lptB	lptB	3777436.0	3343798.0	3778162.0	3344524.0	c3961	b3201
sp|Q8FFL2|MENH_ECOL6	sp|P37355|MENH_ECOLI	menH	menH	2663215.0	2381503.0	2663974.0	2382262.0	c2807	b2263
sp|Q8FFL4|MENC_ECOL6	sp|P29208|MENC_ECOLI	menC	menC	2661381.0	2379669.0	2662344.0	2380632.0	c2804	b2261
sp|P0AEY9|MDFA_ECOL6	sp|P0AEY8|MDFA_ECOLI	mdfA	mdfA	904566.0	884094.0	905799.0	885327.0	c0927	b0842
sp|Q8FDN6|MASZ_ECOL6	sp|P37330|MASZ_ECOLI	glcB	glcB	3536292.0	3120289.0	3538464.0	3122461.0	c3705	b2976
sp|P0A818|METK_ECOL6	sp|P0A817|METK_ECOLI	metK	metK	3382648.0	3085361.0	3383803.0	3086516.0	c3528, c4547	b2942
sp|Q8FCT4|BIOH_ECOL6	sp|P13001|BIOH_ECOLI	bioH	bioH	3970682.0	4095571.0	3971453.0	4096342.0	c4189	b3412
sp|P64525|CBTA_ECOL6	sp|P64524|CBTA_ECOLI	cbtA	cbtA	2367072.0	2079705.0	2367447.0	2080080.0	c2532	b2005
sp|P0ACN8|CYTR_ECOL6	sp|P0ACN7|CYTR_ECOLI	cytR	cytR	4643124.0	3512224.0	4644150.0	3513250.0	c4887	b3934
sp|P63943|DAPA_ECOL6	sp|P0A6L2|DAPA_ECOLI	dapA	dapA	2869618.0	2597537.0	2870497.0	2598416.0	c3006	b2478
sp|Q8FFB3|CYSA_ECOL6	sp|P16676|CYSA_ECOLI	cysA	cysA	2819651.0	2545162.0	2820749.0	2546260.0	c2956	b2422
sp|P0ACF1|DBHA_ECOL6	sp|P0ACF0|DBHA_ECOLI	hupA	hupA	4731487.0	3436127.0	4731760.0	3436400.0	c4957	b4000
sp|Q8FB22|DNAB_ECOL6	sp|P0ACB0|DNAB_ECOLI	dnaB	dnaB	4802048.0	4267903.0	4803464.0	4269319.0	c5026	b4052
sp|Q8FL13|DGTP_ECOL6	sp|P15723|DGTP_ECOLI	dgt	dgt	189575.0	179236.0	191093.0	180754.0	c0196	b0160
