gene_id,Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_locus_tag,norm_exp
lpoB,b1105,1158094,1158735,1158414,,BW25113_RS05750,282.032843343491
thiK,b1106,1158716,1159540,1159128,,BW25113_RS05755,11.6330381247644
nagZ,b1107,1159551,1160576,1160063,,BW25113_RS05760,37.7357081234735
ycfP,b1108,1160599,1161141,1160870,,BW25113_RS05765,134.322285087749
ndh,b1109,1161541,1162845,1162193,,BW25113_RS05770,349.277882493546
ycfJ,b1110,1163055,1163594,1163324,,BW25113_RS05775,8.60823251997593
ycfQ,b1111,1163656,1164288,1163972,,BW25113_RS05780,54.8161684085463
bhsA,b1112,1164529,1164786,1164657,,BW25113_RS05785,4.83148246652714
ldtC,b1113,1164868,1165830,1165349,,BW25113_RS05790,24.9837112145462
mfd,b1114,1165974,1169420,1167697,,BW25113_RS05795,78.3155356161013
ycfT,b1115,1169548,1170621,1170084,,BW25113_RS05800,1.01711776552597
lolC,b1116,1170883,1172082,1171482,,BW25113_RS05805,24.352149078206
lolD,b1117,1172075,1172776,1172425,lolD,BW25113_RS05810,19.2292065299753
lolE,b1118,1172776,1174020,1173398,,BW25113_RS05815,31.0465155115775
nagK,b1119,1174049,1174960,1174504,,BW25113_RS05820,34.2028898947756
cobB,b1120,1174976,1175815,1175395,,BW25113_RS05825,19.0994270017893
ycfZ,b1121,1175935,1176723,1176329,,BW25113_RS05830,1.05309093731002
ymfA,b1122,1176720,1177181,1176950,,BW25113_RS05835,1.05096883562112
potD,b1123,1177239,1178285,1177762,,BW25113_RS05840,104.04803682818
potC,b1124,1178282,1179076,1178679,,BW25113_RS05845,176.45134221849
potB,b1125,1179073,1179930,1179501,,BW25113_RS05850,11.2483300034836
potA,b1126,1179914,1181050,1180482,,BW25113_RS05855,50.7732967697564
pepT,b1127,1181300,1182526,1181913,,BW25113_RS05865,61.691475950896
roxA,b1128,1182575,1183696,1183135,,BW25113_RS05870,61.6657869461334
phoQ,b1129,1183772,1185232,1184502,,BW25113_RS05875,32.0219985249188
phoP,b1130,1185232,1185903,1185567,,BW25113_RS05880,385.10393374475
purB,b1131,1186072,1187442,1186757,,BW25113_RS05885,176.431043463936
hflD,b1132,1187446,1188087,1187766,,BW25113_RS05890,201.163962969808
mnmA,b1133,1188123,1189229,1188676,,BW25113_RS05895,34.9359058796742
nudJ,b1134,1189283,1189744,1189513,,BW25113_RS05900,13.0379404863772
rluE,b1135,1189754,1190407,1190080,,BW25113_RS05905,27.0035532817815
icd,b1136,1190579,1191829,1191204,,BW25113_RS05910,1280.17108704529
ymfD,b1137,1192323,1192988,1192655,,BW25113_RS05915,2.70442498564342
ymfE,b1138,1192989,1193693,1193341,,BW25113_RS05920,2.64784663029922
lit,b1139,1194151,1195044,1194597,,BW25113_RS05925,41.00820913047
intE,b1140,1195135,1196262,1195698,,BW25113_RS05930,4.33577697235933
xisE,b1141,1196243,1196488,1196365,,BW25113_RS05935,5.29081734988964
ymfI,b1143,1196953,1197294,1197123,,BW25113_RS23630,42.0627355393674
ymfJ,b1144,1197232,1197540,1197386,,BW25113_RS05940,17.3409857877484
cohE,b1145,1197715,1198389,1198052,,BW25113_RS05945,59.2139865126231
croE,b1146,1198480,1198680,1198580,,BW25113_RS05950,1.11224245936038
ymfL,b1147,1198724,1199281,1199002,,BW25113_RS05955,0.263803259749731
ymfR,b1150,1201005,1201187,1201096,,BW25113_RS05970,1.05096883562112
ymfQ,b1153,1202369,1202953,1202661,,BW25113_RS05985,0.525484417810559
stfP,b1154,1202957,1203586,1203271,,BW25113_RS05990,0.549168554417438
tfaP,b1155,1203588,1204001,1203794,,BW25113_RS05995,0.525484417810559
tfaE,b1156,1203973,1204575,1204274,,BW25113_RS06000,3.70207506128079
pinE,b1158,1205141,1205695,1205418,,BW25113_RS06010,0.0236841366068789
mcrA,b1159,1205802,1206635,1206218,,BW25113_RS06015,2.65110622565967
iraM,b1160,1207136,1207459,1207297,,BW25113_RS06020,2.62742208905279
ycgX,b1161,1208159,1208563,1208361,,BW25113_RS06030,1.5968777946781
bluR,b1162,1208784,1209515,1209149,,BW25113_RS06035,86.227408749977
bluF,b1163,1209720,1210931,1210325,,BW25113_RS06040,38.40676523726
ycgZ,b1164,1211245,1211481,1211363,,BW25113_RS06045,2.14930594445599
ymgA,b1165,1211524,1211796,1211660,,BW25113_RS06050,2.10193767124223
ariR,b1166,1211825,1212091,1211958,,BW25113_RS06055,1.05096883562112
ymgC,b1167,1212204,1212452,1212328,,BW25113_RS06060,0.0204245412464215
ycgG,b1168,1212784,1214307,1213545,,BW25113_RS06065,5.8276968691299
ymgD,b1171,1217761,1218090,1217925,,BW25113_RS06090,22.1063187198275
ymgG,b1172,1218100,1218444,1218272,,BW25113_RS06095,26.8233894449454
minE,b1174,1219735,1220001,1219868,,BW25113_RS06110,23.6587898587365
minD,b1175,1220005,1220817,1220411,,BW25113_RS06115,538.687849847196
minC,b1176,1220841,1221536,1221188,,BW25113_RS06120,706.19959065784
ycgJ,b1177,1222056,1222424,1222240,,BW25113_RS06125,10.938603722386
pliG,b1178,1222527,1222928,1222727,,BW25113_RS06130,41.1196862190984
ycgL,b1179,1223170,1223463,1223316,,BW25113_RS06140,56.001124719453
ycgM,b1180,1223535,1224194,1223864,,BW25113_RS06145,15.7186904069603
ycgN,b1181,1224271,1224732,1224501,,BW25113_RS06150,10.3319445989798
hlyE,b1182,1224939,1225850,1225394,,BW25113_RS06155,6.84541059048752
umuD,b1183,1226223,1226642,1226432,,BW25113_RS06160,5.29081734988964
umuC,b1184,1226642,1227910,1227276,,BW25113_RS06165,3.78051363090602
dsbB,b1185,1227956,1228486,1228221,,BW25113_RS06170,36.8318734757845
nhaB,b1186,1228632,1230173,1229402,,BW25113_RS06175,18.2927846644828
fadR,b1187,1230394,1231113,1230753,,BW25113_RS06180,189.863271159583
ycgB,b1188,1231165,1232697,1231931,,BW25113_RS06185,882.824205820968
dadA,b1189,1233027,1234325,1233676,,BW25113_RS06190,97.4466915862968
dadX,b1190,1234335,1235405,1234870,,BW25113_RS06195,34.4406967969689
cvrA,b1191,1235791,1237527,1236659,,BW25113_RS06200,19.749291577687
ldcA,b1192,1237622,1238536,1238079,,BW25113_RS06205,86.4672298952041
emtA,b1193,1238636,1239247,1238941,emtA,BW25113_RS06210,12.3516606458463
ycgR,b1194,1239249,1239983,1239616,,BW25113_RS06215,2.28575854246003
ymgE,b1195,1240184,1240438,1240311,,BW25113_RS06220,10.550537438704
ycgY,b1196,1240616,1241056,1240836,,BW25113_RS06225,0.54590895905698
treA,b1197,1241135,1242832,1241983,treA,BW25113_RS06230,109.17097937641
dhaM,b1198,1243152,1244570,1243861,,BW25113_RS06235,88.6792091834874
dhaL,b1199,1244581,1245213,1244897,,BW25113_RS06240,54.7880508594802
dhaK,b1200,1245224,1246294,1245759,,BW25113_RS06245,128.833986069483
dhaR,b1201,1246522,1248441,1247481,,BW25113_RS06250,5.55387112907657
ycgV,b1202,1248541,1251408,1249974,,BW25113_RS06255,11.8724246806274
ychF,b1203,1252177,1253268,1252722,,BW25113_RS06265,83.7651796613407
pth,b1204,1253385,1253969,1253677,,BW25113_RS06270,101.461427498192
ychH,b1205,1254247,1254525,1254386,,BW25113_RS06275,150.885080321451
dauA,b1206,1254580,1256259,1255419,,BW25113_RS06280,5.50549232765905
prs,b1207,1256384,1257331,1256857,,BW25113_RS06285,165.625642170106
ispE,b1208,1257482,1258333,1257907,,BW25113_RS06290,382.489409042029
lolB,b1209,1258333,1258956,1258644,lolB,BW25113_RS06295,79.2903139047765
hemA,b1210,1259170,1260426,1259798,,BW25113_RS06300,47.4635945062981
prfA,b1211,1260468,1261550,1261009,,BW25113_RS06305,64.7446250077398
prmC,b1212,1261550,1262383,1261966,,BW25113_RS06310,15.7306814642216
ychQ,b1213,1262380,1262772,1262576,,BW25113_RS06315,32.6747704506822
ychA,b1214,1262776,1263585,1263180,,BW25113_RS06320,168.34687061556
kdsA,b1215,1263621,1264475,1264048,,BW25113_RS06325,113.424941049629
chaA,b1216,1266205,1267305,1266755,,BW25113_RS06345,18.2262019233995
chaB,b1217,1267575,1267805,1267690,chaB,BW25113_RS06350,16.8628696431516
chaC,b1218,1267963,1268658,1268310,,BW25113_RS06355,12.9179941461497
ychN,b1219,1268702,1269055,1268878,,BW25113_RS06360,31.2641061534986
ychO,b1220,1269240,1270634,1269937,,BW25113_RS06365,14.3820582987556
narL,b1221,1270635,1271285,1270960,,BW25113_RS06370,115.223192320154
narX,b1222,1271278,1273074,1272176,,BW25113_RS06375,51.2634857596705
narK,b1223,1273413,1274804,1274108,,BW25113_RS06385,1.71855807307295
narG,b1224,1275320,1279063,1277191,,BW25113_RS06390,7.22949434139498
narH,b1225,1279060,1280598,1279829,,BW25113_RS06395,6.61218113242303
narJ,b1226,1280595,1281305,1280950,,BW25113_RS06400,2.26981247290115
narI,b1227,1281305,1281982,1281643,,BW25113_RS06405,5.39781596683054
purU,b1232,1283238,1284080,1283659,,BW25113_RS06425,274.233041855232
ychJ,b1233,1284130,1284588,1284359,,BW25113_RS06430,134.969576142574
rssA,b1234,1284701,1285606,1285153,,BW25113_RS06435,172.984546121142
rssB,b1235,1285698,1286711,1286204,,BW25113_RS06440,96.6214307369525
galU,b1236,1286913,1287821,1287367,,BW25113_RS06445,21.2754688026388
hns,b1237,1287965,1288378,1288171,,BW25113_RS06450,137.858905426976
tdk,b1238,1288983,1289600,1289291,,BW25113_RS06455,7.45907661250534
adhE,b1241,1290902,1293577,1292239,,BW25113_RS06470,1324.11943898297
ychE,b1242,1294054,1294701,1294377,,BW25113_RS06475,22.2554062268639
oppA,b1243,1295439,1297070,1296254,,BW25113_RS06480,3852.77626556474
oppB,b1244,1297156,1298076,1297616,oppB,BW25113_RS06485,113.770659398171
oppC,b1245,1298091,1298999,1298545,,BW25113_RS06490,116.054444440313
oppD,b1246,1299011,1300024,1299517,oppD,BW25113_RS06495,110.12490086301
oppF,b1247,1300021,1301025,1300523,,BW25113_RS06500,61.3209099401152
yciU,b1248,1301078,1301407,1301242,,BW25113_RS06505,135.229552671074
clsA,b1249,1301442,1302902,1302172,,BW25113_RS06510,83.8841853232391
kch,b1250,1303273,1304526,1303899,,BW25113_RS06520,27.3893892158336
yciI,b1251,1304826,1305122,1304974,,BW25113_RS06525,20.1482737357215
tonB,b1252,1305346,1306065,1305705,,BW25113_RS06530,278.782535756607
yciA,b1253,1306105,1306503,1306304,,BW25113_RS06535,6.50966098716968
yciB,b1254,1306608,1307147,1306877,,BW25113_RS06540,32.0396785997941
yciC,b1255,1307177,1307920,1307548,,BW25113_RS06545,11.1494585944406
ompW,b1256,1308277,1308915,1308596,,BW25113_RS06550,22.9634717082896
yciE,b1257,1308975,1309481,1309228,,BW25113_RS06555,15.0493133020135
yciF,b1258,1309527,1310027,1309777,,BW25113_RS06560,14.2591316907057
yciG,b1259,1310113,1310292,1310202,,BW25113_RS06565,57.3017836558736
trpA,b1260,1310673,1311479,1311076,,BW25113_RS06570,416.510451565905
trpB,b1261,1311479,1312672,1312075,,BW25113_RS06575,354.120777635174
trpC,b1262,1312684,1314045,1313364,,BW25113_RS06580,96.0808128864447
trpD,b1263,1314046,1315641,1314843,,BW25113_RS06585,158.135342461304
trpE,b1264,1315641,1317203,1316422,,BW25113_RS06590,54.5912280160174
trpL,b1265,1317295,1317339,1317317,,BW25113_RS23700,5.38674580798045
yciV,b1266,1317477,1318358,1317917,,BW25113_RS06595,81.0290172076725
yciO,b1267,1318355,1318975,1318665,,BW25113_RS06600,29.9200608536765
yciQ,b1268,1319003,1320898,1319950,,BW25113_RS06605,6.91273374058711
rluB,b1269,1321109,1321984,1321546,,BW25113_RS06610,12.188264315875
btuR,b1270,1322024,1322614,1322319,,BW25113_RS06615,47.8427661573677
yciK,b1271,1322611,1323369,1322990,,BW25113_RS06620,111.163155735478
sohB,b1272,1323589,1324638,1324113,,BW25113_RS06630,12.0043263105023
yciN,b1273,1324674,1324925,1324799,,BW25113_RS06635,89.5601811157606
topA,b1274,1325305,1327902,1326603,,BW25113_RS06645,278.356242495957
cysB,b1275,1328112,1329086,1328599,,BW25113_RS06650,66.2732222290326
acnA,b1276,1330088,1332763,1331425,,BW25113_RS06675,82.7053440008012
ribA,b1277,1332827,1333417,1333122,,BW25113_RS06680,89.4882347721926
pgpB,b1278,1333587,1334351,1333969,,BW25113_RS06685,34.3459602505413
yciS,b1279,1334500,1334808,1334654,,BW25113_RS06690,77.9035954658376
yciM,b1280,1334815,1335984,1335399,,BW25113_RS06695,57.91096231999
pyrF,b1281,1336178,1336915,1336546,,BW25113_RS06700,16.3161211683389
yciH,b1282,1336915,1337241,1337078,,BW25113_RS06705,1.33517847490366
osmB,b1283,1337367,1337585,1337476,,BW25113_RS06710,256.558943139031
yciT,b1284,1337854,1338603,1338228,,BW25113_RS06715,11.1910565184193
gmr,b1285,1339014,1340999,1340006,,BW25113_RS06725,19.1177843641173
rnb,b1286,1341235,1343169,1342202,,BW25113_RS06735,87.7818759702061
yciW,b1287,1343237,1344364,1343800,,BW25113_RS06740,38.2588092898853
fabI,b1288,1344508,1345296,1344902,,BW25113_RS06745,426.697591465551
ycjD,b1289,1345664,1346017,1345840,,BW25113_RS06755,3.03511803593874
sapF,b1290,1346085,1346891,1346488,,BW25113_RS06760,39.3697334118132
sapD,b1291,1346893,1347885,1347389,,BW25113_RS06765,54.03610897483
sapC,b1292,1347885,1348775,1348330,,BW25113_RS06770,8.57562548662786
sapB,b1293,1348762,1349727,1349244,,BW25113_RS06775,16.2382152664543
sapA,b1294,1349724,1351367,1350545,,BW25113_RS06780,53.4055041113627
ymjA,b1295,1351680,1351925,1351802,,BW25113_RS06790,78.8826179578906
puuP,b1296,1352059,1353444,1352751,,BW25113_RS06795,5.63855801046883
puuA,b1297,1353747,1355165,1354456,,BW25113_RS06800,21.0667449856361
puuD,b1298,1355377,1356141,1355759,puuD,BW25113_RS06805,28.4361138480769
puuR,b1299,1356168,1356725,1356446,,BW25113_RS06810,13.1575349865104
puuC,b1300,1357000,1358487,1357743,,BW25113_RS06815,18.4878830814604
puuB,b1301,1358489,1359769,1359129,,BW25113_RS06820,2.71135948988225
puuE,b1302,1359807,1361072,1360439,,BW25113_RS06825,3.73966454841318
pspF,b1303,1361192,1362169,1361680,,BW25113_RS06830,8.97408418527234
pspA,b1304,1362336,1363004,1362670,,BW25113_RS06835,28.9490112527945
pspB,b1305,1363058,1363282,1363170,,BW25113_RS06840,23.1449985202715
pspC,b1306,1363282,1363641,1363461,,BW25113_RS06845,18.4532282471088
pspD,b1307,1363650,1363871,1363760,,BW25113_RS06850,7.92963454037214
pspE,b1308,1363946,1364260,1364103,,BW25113_RS06855,13.7099631362883
ycjM,b1309,1364473,1366152,1365312,,BW25113_RS06860,3.20179185438788
ycjN,b1310,1366166,1367458,1366812,,BW25113_RS06865,0.102122706232108
ycjO,b1311,1367479,1368360,1367919,,BW25113_RS06870,0
ycjP,b1312,1368347,1369189,1368768,,BW25113_RS06875,0.54590895905698
ycjQ,b1313,1369220,1370272,1369746,,BW25113_RS06880,3.71924000716675
ycjR,b1314,1370291,1371079,1370685,,BW25113_RS06885,0
ycjS,b1315,1371089,1372144,1371616,,BW25113_RS06890,5.27526871935201
ycjT,b1316,1372141,1374408,1373274,,BW25113_RS06895,1.69487393646607
ycjU,b1317,1374405,1375064,1374734,,BW25113_RS06900,1.074652972228
ompG,b1319,1376204,1377109,1376656,,BW25113_RS06910,0
ycjW,b1320,1377220,1378218,1377719,,BW25113_RS06915,4.22755947909135
ycjX,b1321,1378374,1379771,1379072,,BW25113_RS06920,17.3883540609622
ycjF,b1322,1379768,1380829,1380298,,BW25113_RS06925,12.7914918863737
tyrR,b1323,1380977,1382518,1381747,,BW25113_RS06930,84.1635663522078
tpx,b1324,1382562,1383068,1382815,,BW25113_RS06935,685.920561572751
ycjG,b1325,1383187,1384152,1383669,,BW25113_RS06940,20.8317639996185
mpaA,b1326,1384127,1384855,1384491,,BW25113_RS06945,112.00518389024
ycjY,b1327,1385190,1386110,1385650,,BW25113_RS06955,13.1018150173675
pgrR,b1328,1386248,1387147,1386697,,BW25113_RS06960,11.4428687209077
mppA,b1329,1387484,1389097,1388290,,BW25113_RS06970,8.59722377782397
ynaI,b1330,1389148,1390179,1389663,,BW25113_RS06975,5.39694899774686
insH1,b1331,1390333,1391349,1390841,,BW25113_RS06980,239.84872460958
ynaJ,b1332,1391622,1391879,1391750,,BW25113_RS06985,86.7662025624815
uspE,b1333,1391929,1392879,1392404,,BW25113_RS06990,663.828924514377
fnr,b1334,1393031,1393783,1393407,,BW25113_RS06995,526.780481141137
ogt,b1335,1393978,1394493,1394235,,BW25113_RS07000,33.7316897730733
abgT,b1336,1394504,1396030,1395267,,BW25113_RS07005,6.95742483329416
abgB,b1337,1396067,1397512,1396789,,BW25113_RS07015,2.79081841902417
abgA,b1338,1397512,1398822,1398167,,BW25113_RS07020,0.0612736237392646
abgR,b1339,1398998,1399906,1399452,,BW25113_RS07025,6.87866570475102
smrA,b1340,1400236,1400799,1400517,,BW25113_RS07035,33.1414914938493
ydaM,b1341,1400820,1402052,1401436,,BW25113_RS07040,47.340965876164
ydaN,b1342,1402307,1403290,1402798,zntB,BW25113_RS07045,29.2488601807699
dbpA,b1343,1403768,1405141,1404454,,BW25113_RS07055,13.2351610050437
ttcA,b1344,1405270,1406205,1405737,,BW25113_RS07060,18.9315522001304
intR,b1345,1406257,1407492,1406874,,BW25113_RS23720,24.4600685935581
ydaQ,b1346,1407494,1407709,1407601,,BW25113_RS07070,0.0719463435681084
rcbA,b1347,1407788,1407997,1407892,,BW25113_RS07075,0.0359731717840542
ralR,b1348,1407990,1408184,1408087,lar,BW25113_RS07080,0.0719463435681084
recT,b1349,1408241,1409050,1408645,recT,BW25113_RS07085,11.1535934570561
recE,b1350,1409043,1411643,1410343,,BW25113_RS07090,2.19667421766975
racC,b1351,1411745,1412020,1411882,,BW25113_RS07095,0.0236841366068789
kilR,b1352,1412265,1412498,1412381,kil,BW25113_RS07105,1.57645325343168
sieB,b1353,1412928,1413416,1413172,,BW25113_RS07110,0
ydaG,b1355,1413579,1413713,1413646,,BW25113_RS25055,1.57645325343168
racR,b1356,1414022,1414498,1414260,,BW25113_RS07115,299.526118152019
ydaS,b1357,1414622,1414918,1414770,,BW25113_RS07120,2.10193767124223
ydaT,b1358,1414941,1415363,1415152,,BW25113_RS07125,1.60013739003856
ydaU,b1359,1415376,1416233,1415804,,BW25113_RS07130,3.41343200953902
ydaV,b1360,1416240,1416986,1416613,,BW25113_RS07135,3.5366203392266
trkG,b1363,1418039,1419496,1418767,,BW25113_RS07150,3.22395891668399
ynaK,b1365,1419634,1419897,1419765,,BW25113_RS07155,0.040849082492843
stfR,b1372,1423306,1426668,1424987,,BW25113_RS23745,1.80428334139735
tfaR,b1373,1426668,1427243,1426955,,BW25113_RS07205,0.0119910572613514
pinR,b1374,1427341,1427931,1427636,,BW25113_RS07210,2.66827117154564
ynaE,b1375,1428248,1428481,1428364,,BW25113_RS07215,59.9052236304037
uspF,b1376,1429442,1429876,1429659,,BW25113_RS07220,159.242203137846
ompN,b1377,1430017,1431150,1430583,,BW25113_RS07225,0.142104819641273
pfo,b1378,1431517,1435041,1433279,,BW25113_RS07230,86.9729764018697
hslJ,b1379,1435578,1436000,1435789,,BW25113_RS07240,25.9166112743763
ldhA,b1380,1436111,1437100,1436605,,BW25113_RS07245,12.4946324345713
ydbH,b1381,1437308,1439947,1438627,,BW25113_RS07250,12.5143170205458
ynbE,b1382,1439944,1440129,1440036,,BW25113_RS07255,6.32979512824941
ydbL,b1383,1440137,1440463,1440300,,BW25113_RS07260,4.77672803350879
feaR,b1384,1440635,1441540,1441087,,BW25113_RS07265,3.77312747110143
feaB,b1385,1441776,1443275,1442525,,BW25113_RS07270,3.94219418442364
tynA,b1386,1443333,1445606,1444469,tynA,BW25113_RS07275,2.35374987373061
paaZ,b1387,1445854,1447899,1446876,,BW25113_RS07280,0.102122706232108
paaA,b1388,1448184,1449113,1448648,,BW25113_RS07285,0
paaB,b1389,1449125,1449412,1449268,,BW25113_RS07290,2.11392872850359
paaC,b1390,1449421,1450167,1449794,,BW25113_RS07295,1.06295989288247
paaD,b1391,1450182,1450679,1450430,,BW25113_RS07300,1.57645325343168
paaE,b1392,1450687,1451757,1451222,,BW25113_RS07305,2.62742208905279
paaF,b1393,1451754,1452521,1452137,,BW25113_RS07310,1.07139337686754
paaG,b1394,1452521,1453309,1452915,,BW25113_RS07315,0.0236841366068789
paaH,b1395,1453311,1454738,1454024,,BW25113_RS07320,1.63772687717094
paaI,b1396,1454728,1455150,1454939,,BW25113_RS07325,0.525484417810559
paaJ,b1397,1455150,1456355,1455752,,BW25113_RS07330,6.87866570475102
paaK,b1398,1456382,1457695,1457038,,BW25113_RS07335,2.19667421766975
paaX,b1399,1457796,1458746,1458271,,BW25113_RS07340,11.096446397761
paaY,b1400,1458728,1459318,1459023,,BW25113_RS07345,9.48240365719693
insD1,b1402,1462178,1463451,1462814,,BW25113_RS07355,2.62742208905279
insI1,b1404,1463615,1464766,1464190,,BW25113_RS07365,7.88226626715838
ydbC,b1406,1468478,1469338,1468908,,BW25113_RS07375,16.5058559828316
ydbD,b1407,1469401,1471707,1470554,,BW25113_RS07380,1.47728329454494
ynbA,b1408,1471878,1472483,1472180,,BW25113_RS07385,0
ynbB,b1409,1472483,1473379,1472931,,BW25113_RS07390,0.0204245412464215
ynbC,b1410,1473395,1475152,1474273,,BW25113_RS07395,1.60013739003856
ynbD,b1411,1475166,1476458,1475812,,BW25113_RS07400,1.63640853973843
azoR,b1412,1476512,1477117,1476814,,BW25113_RS07405,44.6898596505044
hrpA,b1413,1477318,1481220,1479269,,BW25113_RS07410,30.9181189083801
ydcF,b1414,1481492,1482292,1481892,,BW25113_RS07415,358.783003269118
aldA,b1415,1482489,1483928,1483208,,BW25113_RS07420,27.9646614145348
cybB,b1418,1485159,1485689,1485424,,BW25113_RS07440,43.7351172508899
ydcA,b1419,1485934,1486107,1486020,,BW25113_RS07445,4.98545185051147
trg,b1421,1486727,1488367,1487547,,BW25113_RS07455,7.59946664913582
ydcI,b1422,1488405,1489328,1488866,,BW25113_RS07460,78.3584518775125
ydcJ,b1423,1489545,1490888,1490216,,BW25113_RS07465,10.1067511858791
opgD,b1424,1491113,1492768,1491940,mdoD,BW25113_RS07470,16.8994387707673
ydcH,b1426,1492908,1493132,1493020,,BW25113_RS07480,4.75334187481773
rimL,b1427,1493195,1493734,1493464,,BW25113_RS07485,60.6585381361799
ydcK,b1428,1493726,1494706,1494216,,BW25113_RS07490,63.4461964209491
tehA,b1429,1494830,1495822,1495326,,BW25113_RS07495,34.606485753217
tehB,b1430,1495819,1496412,1496115,,BW25113_RS07500,29.1384843456495
ydcL,b1431,1496714,1497382,1497048,,BW25113_RS07505,76.8286445156937
insQ,b1432,1497914,1499122,1498518,,BW25113_RS07520,28.9120268788099
ydcO,b1433,1499162,1500376,1499769,,BW25113_RS07525,2.35587197541952
ydcN,b1434,1500429,1500965,1500697,,BW25113_RS07530,39.0492432479527
ydcP,b1435,1501038,1502999,1502018,,BW25113_RS07535,35.3912768645252
hicB,b1438,1503765,1504181,1503973,,BW25113_RS07550,43.2122695079443
ydcR,b1439,1504260,1505666,1504963,,BW25113_RS07555,4.9571898482607
ydcS,b1440,1505911,1507056,1506483,,BW25113_RS07560,9.23960322147582
ydcT,b1441,1507074,1508087,1507580,,BW25113_RS07565,2.17299008106287
ydcU,b1442,1508088,1509029,1508558,,BW25113_RS07570,8.07173936001341
ydcV,b1443,1509019,1509813,1509416,,BW25113_RS07575,2.14990190028764
patD,b1444,1509835,1511259,1510547,,BW25113_RS07580,3.24883496495416
ydcX,b1445,1511598,1511819,1511708,,BW25113_RS07590,32.1158231101833
ydcY,b1446,1511905,1512138,1512021,,BW25113_RS07595,531.851504448025
ydcZ,b1447,1512139,1512588,1512363,,BW25113_RS07600,57.8632412454682
mnaT,b1448,1512585,1513103,1512844,,BW25113_RS07605,164.740426034455
curA,b1449,1513284,1514321,1513802,,BW25113_RS07610,60.4949075378988
mcbR,b1450,1514519,1515184,1514851,,BW25113_RS07615,24.5399249617213
yncD,b1451,1515220,1517322,1516271,,BW25113_RS07620,19.2144899278228
yncE,b1452,1517564,1518625,1518094,,BW25113_RS07625,1835.53749595353
ansP,b1453,1518738,1520237,1519487,,BW25113_RS07630,7.18388486414397
yncG,b1454,1520504,1521121,1520812,,BW25113_RS07635,16.6278886571341
yncH,b1455,1521197,1521409,1521303,,BW25113_RS07640,0.0236841366068789
ydcD,b1457,1524179,1524661,1524420,,BW25113_RS07650,0.53747547507191
ydcC,b1460,1526073,1527209,1526641,,BW25113_RS07660,3.72575919788767
pptA,b1461,1527309,1527542,1527425,,BW25113_RS07665,538.621528255823
yddH,b1462,1527539,1528108,1527823,,BW25113_RS07670,8.94522616004085
nhoA,b1463,1528281,1529126,1528703,,BW25113_RS07675,1.57645325343168
yddE,b1464,1529222,1530115,1529668,,BW25113_RS07680,22.3782393239329
narV,b1465,1530194,1530874,1530534,,BW25113_RS07685,1.1326670006068
narW,b1466,1530871,1531566,1531218,,BW25113_RS07690,2.8405793185147
narY,b1467,1531566,1533110,1532338,,BW25113_RS07695,7.10709174854835
narZ,b1468,1533107,1536847,1534977,,BW25113_RS07700,14.3775523737401
narU,b1469,1536929,1538317,1537623,,BW25113_RS07705,7.96396443214407
yddG,b1473,1540545,1541426,1540985,,BW25113_RS07720,6.85498156814414
fdnH,b1475,1544718,1545602,1545160,,BW25113_RS07735,0.566333500303402
fdnI,b1476,1545595,1546248,1545921,,BW25113_RS07740,0.0239821145227028
yddM,b1477,1546655,1546939,1546797,,BW25113_RS07745,15.7765235915781
adhP,b1478,1547085,1548095,1547590,,BW25113_RS07750,242.797485165085
maeA,b1479,1548229,1549926,1549077,,BW25113_RS07755,36.5525765082677
sra,b1480,1550083,1550220,1550151,rpsV,BW25113_RS07760,1396.79753782677
bdm,b1481,1550322,1550537,1550429,,BW25113_RS07765,156.176791605088
osmC,b1482,1550882,1551313,1551097,,BW25113_RS07770,534.10532572499
ddpF,b1483,1551369,1552295,1551832,,BW25113_RS07775,7.93710210145289
ddpD,b1484,1552288,1553274,1552781,,BW25113_RS07780,6.64230416991661
ddpC,b1485,1553271,1554167,1553719,,BW25113_RS07785,3.53185269257341
ddpB,b1486,1554164,1555186,1554675,,BW25113_RS07790,5.84160221965541
ddpA,b1487,1555188,1556738,1555963,,BW25113_RS07795,6.36576830003346
ddpX,b1488,1556752,1557333,1557042,,BW25113_RS07800,17.866470205559
dosP,b1489,1557591,1559990,1558790,,BW25113_RS07805,16.8628696431516
dosC,b1490,1560015,1561397,1560706,,BW25113_RS07810,89.9999402652468
yddW,b1491,1561761,1563080,1562420,,BW25113_RS07815,3.75245936993092
gadC,b1492,1563211,1564746,1563978,,BW25113_RS07820,635.204863719302
gadB,b1493,1564902,1566302,1565602,,BW25113_RS07825,296.405616456839
pqqL,b1494,1566664,1569459,1568061,,BW25113_RS07835,73.5126046392226
yddB,b1495,1569504,1571876,1570690,,BW25113_RS07840,18.1033115716278
yddA,b1496,1571914,1573599,1572756,,BW25113_RS07845,7.25761189046108
ydeM,b1497,1573890,1575047,1574468,,BW25113_RS07850,0.688880747781931
ydeN,b1498,1575099,1576781,1575940,,BW25113_RS07855,1.62382152664543
ydeO,b1499,1577183,1577944,1577563,,BW25113_RS07860,3.17688862138605
ydeP,b1501,1578464,1580743,1579603,,BW25113_RS07870,13.7336472728952
ydeQ,b1502,1581077,1581991,1581534,,BW25113_RS07875,0.059955286306757
